,Lym,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
a,0.5594949367251573,-0.026417294154148358,0.5859122308793057,,0.3408912984619548,3.6923567621111556e-08,1.2587579870833486e-06,5.9000577607400375,True
Btg2,0.2558061287194671,-0.3201269855958742,0.5759331143153413,,-0.04716016773211587,1.4227833420078831e-05,0.0001667324228915488,3.777979938782132,True
Jaml,0.22867755779075424,-0.34022961438411153,0.5689071721748657,,-0.08279898472823854,0.00013478603851026845,0.00106973046436721,2.9707256359447456,True
Fam184a,0.6044425556117629,0.03963315804856725,0.5648093975631956,3.9487986358080103,0.4027634893109352,4.189055874555166e-05,0.00040903495786405046,3.3882395737562807,True
Mcm4,1.139716364536024,0.5781437125083937,0.5615726520276303,1.0220751679637528,0.8944724749500442,0.005526080104781594,0.02072280039293098,1.6835515562135996,True
Actb,-0.16270238337144735,-0.7209844205200482,0.5582820371486008,-2.53282096359715,-0.8412581492836614,0.01030141636293708,0.034073041994279206,1.4675890914877805,True
Bcl3,0.4953407566710734,-0.06237080951607202,0.5577115661871455,,0.2827184997427526,0.0075829112760844915,0.02688975629817196,1.5704131337692142,True
Tcof1,1.1467061039181576,0.5911906814388582,0.5555154224792994,0.9985233038047995,0.9022267324566795,0.005262123143921865,0.01988207736998186,1.7015382405027963,True
Net1,0.5542051740217604,0.004236095447576436,0.549969078574184,6.5704342100284086,0.3552651158111768,0.0006853871315595571,0.004095939033224445,2.3876465163220835,True
Dnaja1,1.0707679915400823,0.5211208406536051,0.5496471508864772,1.084341777631488,0.8447426998216205,0.009287725762762416,0.031306940773356454,1.5043593683512055,True
Rad51ap1,0.9895679058870723,0.4401505072270102,0.5494173986600621,1.2172721370396242,0.7780901330511002,0.008043319011247187,0.02815630925757475,1.5504242733267024,True
Gnas,0.4204112817433844,-0.1283026154363088,0.5487138971796932,,0.19667544227373154,0.014165098794842037,0.04340684002505221,1.3624418292185398,True
Neurl3,0.43536857263104256,-0.11270807342831735,0.5480766460593599,,0.21577829236826646,0.0009757672654139789,0.005451213773262452,2.2635067864683895,True
Gspt1,1.138061003012573,0.5919116304728297,0.5461493725397434,0.9862087719352126,0.8991650455797807,0.003527516444833497,0.014417642145096035,1.8411057581396055,True
Cd163,0.5058094932602999,-0.03943155082198296,0.5452410440822828,,0.30239389215862084,9.46763665020978e-06,0.00012190090107566242,3.9139930841212274,True
Hmgcs1,0.7692457844375288,0.22573594190697716,0.5435098425305516,1.826470619839119,0.5825472005457515,0.01496615128582269,0.045078768933200876,1.346027952715062,True
Rps20,1.099139223889525,0.5599747355839179,0.5391644883056071,1.0174171583770755,0.8714943476821922,0.007203155934110281,0.025725556907536713,1.5896352148453277,True
Pdap1,1.3122625563582253,0.7739317568702224,0.5383307994880029,0.7997313349614776,1.0307578110377318,0.0045184014523477565,0.017535840047921435,1.7560734245678682,True
Dbf4,0.9833552046542664,0.44717710791628357,0.5361780967379828,1.185780172014813,0.7784324554419542,0.0015717190460221443,0.007964792462950055,2.098825536042366,True
Smchd1,1.113201132649237,0.5770503096751791,0.5361508229740579,0.9919576000798469,0.8837191204145971,0.0075829112760844915,0.02688975629817196,1.5704131337692142,True
Lactb,0.3396215635091728,-0.19642613033969142,0.5360476938488642,,0.09976341212777393,0.003198097414650689,0.01330692405541202,1.875922321696208,True
Bmyc,0.6068634980147467,0.07120152635901128,0.5356619716557354,3.140080362122502,0.42119099023753137,0.0029729084209746404,0.01259706958040102,1.8997304717934056,True
Dpp4,0.5979297318179881,0.06302064682448427,0.5349090849935039,3.2909442324604643,0.41194160725832424,5.68954980165615e-05,0.0005251892124605677,3.2796842030261297,True
Eif3a,1.0285131863714603,0.4988462986986348,0.5296668876728254,1.0910861634795828,0.818588613161237,0.008866496504935947,0.030399416588351817,1.5171347510916007,True
Rps3a1,1.0238942657807202,0.49720088882363295,0.5266933769570872,1.0895746265237676,0.8160242153353459,0.004556029156234793,0.017636241895102423,1.7535939531101894,True
Arnt2,0.47354203191042143,-0.0492969915561739,0.5228390234665954,,0.2775355324068348,1.0065890665992219e-05,0.0001279562372795621,3.8929385393971656,True
Ccng2,0.449430830620807,-0.07232785859852171,0.5217586892193288,,0.24920439970787503,0.0003849317979601985,0.002618583659593187,2.5819335465212183,True
H2.DMb2,0.17633698523148916,-0.34384541757422005,0.5201824028057092,,-0.12619344029140708,2.510777233147844e-07,5.930969842081521e-06,5.226874284270641,True
Trp53,1.1869464885560768,0.6739532552635664,0.5129932332925103,0.8582668195870641,0.9489370922305276,0.00999125766198423,0.033193547049781495,1.4789463365688742,True
Snrpg,1.1535860368070527,0.6409044955996058,0.5126815412074469,0.8907654715643093,0.9239061950712961,0.006416846217932388,0.023362304191501412,1.6314843255877212,True
Ddah2,0.7746623640214172,0.2621543762115709,0.5125079878098463,1.6220938935172724,0.6025598502458136,3.7139568767024816e-05,0.0003689361135797167,3.4330488314613197,True
Ckb,-0.03658808157770709,-0.5486606890683399,0.5120726074906328,,-0.4994516089429308,0.0033951016268807858,0.013952472439236105,1.8553488266861988,True
Palm3,0.5354075996088763,0.026001065505319092,0.5094065341035572,4.357168159033039,0.35693744899095975,0.003037590530037986,0.012780885820636688,1.8934390449505076,True
Slc39a14,0.2714586134945808,-0.21919079937973482,0.4906494128743156,,0.03721901012820535,0.009180777265253272,0.03101613940963943,1.5084122599534817,True
P2ry10,0.35161518130917724,-0.13830650573945724,0.4899216870486345,,0.1462046683368385,9.635159035789773e-05,0.0008165389013381163,3.088023119887471,True
Nr4a1,0.5190945756682773,0.03582044823080097,0.48327412743747633,3.8818786428533882,0.3532753081342821,0.00014840530031002685,0.0011594164086720848,2.935760557557351,True
Insig1,0.5360322311045425,0.05558639146384088,0.4804458396407016,3.3184914204285927,0.3738534297150856,0.0029857434172101656,0.012598073490338252,1.8996958625399416,True
Mycl,0.3948979320878862,-0.08505955399983682,0.47995748608772304,,0.20779190822648475,1.8191907376901056e-09,1.186428741971808e-07,6.925758340799165,True
Map4k4,0.134046447003664,-0.34531783624108975,0.4793642832447538,,-0.1610654843862873,0.00893549401730731,0.030531300742507893,1.5152546928104147,True
Itgae,0.3978526886799608,-0.08105647842920136,0.4789091671091622,,0.21213114761623733,5.0538471842035634e-05,0.00047979561875350284,3.31894372210363,True
Bend5,0.5875925186839743,0.1091036774081755,0.4784888412757988,2.494380664091247,0.43119299985342435,0.016037931536314907,0.04777933923430459,1.320759860632178,True
AC147041.1,0.45358371864379793,-0.01998071593541977,0.4735644345792177,,0.28309383824975715,0.004262793590413887,0.016673247420132545,1.7779798051335645,True
Cd24a,0.35492117099004683,-0.11170858163883837,0.4666297526288852,,0.1655663511728314,0.007231750009845099,0.025796967930481925,1.58843133622451,True
Rpa2,0.9161070582765856,0.4507938330880629,0.46531322518852264,1.0759945663511739,0.7514212543876697,0.014009506550657734,0.043106174002023795,1.3654605223455287,True
Gprin3,0.5169269837407012,0.05377701078097797,0.46314997295972327,3.315754838182846,0.36216349962277966,0.016037931536314907,0.04777933923430459,1.320759860632178,True
Rnd3,-0.027163020038530987,-0.49018552896818973,0.46302250892965874,,-0.4318205182054944,0.0006625543189508501,0.003967391131442216,2.401494981816368,True
Mcam,0.3912649135823888,-0.07072401557165833,0.4619889291540471,,0.21446112428565806,1.6544147817927863e-06,2.9720026020229692e-05,4.526950814681408,True
Il2rb,0.43160080793698136,-0.026912863288658984,0.45851367122564035,,0.2658496882080973,2.151154379230607e-06,3.62554108859091e-05,4.440627168609435,True
Chst10,0.3474797792307471,-0.09710050664874145,0.4445802858794885,,0.17016816969163462,3.771679355192969e-07,8.199302946071672e-06,5.086223067072658,True
Zap70,0.44826981471980043,0.004764301689989776,0.44350551302981067,6.169040893878561,0.2945672988090683,1.7598176374597856e-07,4.4365150524196275e-06,5.352958040647533,True
Rps6,0.9528289896887217,0.5097410764185093,0.44308791327021235,0.9538939052974389,0.7918432648088145,0.0034241297977943485,0.014033318843419462,1.8528396073086653,True
Scn3a,0.34513513191348266,-0.09696898880489699,0.4421041207183797,,0.1687486569919954,9.848006988644648e-05,0.0008298882293801669,3.080980395132478,True
Dusp5,0.6169041329099323,0.17538817927069472,0.44151595363923757,1.8853902301766132,0.4814499785313732,0.0005669029478893352,0.003492215284739231,2.4568989911714163,True
Tnfrsf13c,0.4217918640673736,-0.014485050086828771,0.4362769141542024,,0.2674200266481338,0.014217300667032756,0.04347798369123167,1.3617306046978959,True
Dnmt1,0.905367162787302,0.46946136734447425,0.43590579544282776,1.0013854856964453,0.7548142029003844,0.011939457132603621,0.03806415663954396,1.4194837881181368,True
Tbc1d4,0.14238063185184685,-0.2926371612918236,0.43501779314367045,,-0.1126747938058248,0.0023813634878033473,0.010808003726792801,1.9662545142335026,True
Cbln3,0.38851255445165517,-0.04639049660157937,0.43490305105323457,,0.22781626271635746,0.0015224538924864292,0.007780854646438309,2.108972697631533,True
Ifi27l2a,0.11351749824583451,-0.3186663581167318,0.4321838563625663,,-0.1561358040313685,0.0019950982042674426,0.009561173502879118,2.0194888007628538,True
Syngr2,0.3863137564624996,-0.040168741962547154,0.42648249842504676,,0.2302921886580453,0.002859638745222799,0.012273127661900425,1.9110447483395656,True
Gpr18,0.3406652363028443,-0.08220675881874934,0.4228719951215936,,0.17533838958749068,5.711475079622971e-07,1.1656071591067288e-05,4.933447793812706,True
Padi2,0.38188320566832223,-0.03903988599696627,0.4209230916652885,,0.22826047554489062,0.0003127943574778131,0.0021873731292154767,2.6600771272791444,True
Sfn,0.39669151089990035,-0.023989337990457157,0.4206808488903575,,0.24653102146221106,0.0019950982042674426,0.009561173502879118,2.0194888007628538,True
Tmsb15l,0.4563873846721461,0.038752900249746966,0.41763448442239914,3.602013499137721,0.31912093086175575,0.011030801689448378,0.03581429119950772,1.4459436395406424,True
Tubb3,0.4221460193200016,0.007632865670270778,0.41451315364973085,5.57942922562565,0.28082503150905364,1.1479930258688202e-06,2.1391174395071184e-05,4.66976537160902,True
Txndc16,0.3778192794233393,-0.0365759728721477,0.414395252295487,,0.2272748699112652,0.004020368973907002,0.01597497605525961,1.7965597841289622,True
Prss30,0.3265449714480196,-0.08701050089309181,0.4135554723411114,,0.16319887209489517,2.6316937431090496e-06,4.2219685718327e-05,4.3744850038873,True
Cdh5,0.3298778012793347,-0.07394203491235249,0.40381983619168715,,0.17372599022646804,3.567296461032621e-05,0.0003579227218427379,3.446210730618961,True
Kynu,0.10326625499758589,-0.29981299508168774,0.40307925007927364,,-0.14923796670614983,0.012210980463370746,0.03876501734403411,1.4115600173847453,True
I830077J02Rik,0.24386167389307098,-0.1530672396597372,0.3969289135528082,,0.06405122391175559,0.006978031899526647,0.024981021120023796,1.602389813450753,True
Scml4,0.3815926496823187,-0.009028926104131208,0.3906215757864499,,0.24644683643737558,2.9754673968751037e-06,4.722964122023974e-05,4.325785353526877,True
X1500009L16Rik,0.6669784148501063,0.27657311195089906,0.3904053028992073,1.3404672717428374,0.5575578822148338,0.013058662805343912,0.04089351609189116,1.3883455464851235,True
Setbp1,0.41402350077553574,0.024554716571716057,0.3894687842038197,4.0908300561516535,0.2860402475303283,3.2118117064763803e-07,7.1906232234545826e-06,5.143233466949859,True
Cx3cr1,0.13189214078769204,-0.25683866498332936,0.38873080577102137,,-0.09306825869675228,0.0016822673699940782,0.008383392209272816,2.076580215299186,True
Jund,0.43450245220287764,0.05227424399601777,0.3822282082068599,3.123390717166922,0.3142769644304054,0.004537179969663775,0.017585968874665795,1.7548336998332634,True
Rnf43,0.38790002462689455,0.007430557797251319,0.3804694668296432,5.4985904676271575,0.2602247777617034,8.86473386521624e-09,3.9109119993601053e-07,6.40772195613232,True
Lzts1,0.3428732718482574,-0.018668451968169103,0.36154172381642646,,0.2167372114295309,3.529514543652353e-08,1.2170739805697768e-06,5.914683022117757,True
P2rx3,0.35872752764205273,0.0007084606001101508,0.3580190670419426,7.196208994280314,0.23844203153057086,1.77592476916742e-05,0.00019879754878739776,3.701588974841473,True
Ly9,0.1630823401575571,-0.19464260547032602,0.35772494562788315,,-0.02294745605716941,0.012302696457912234,0.03893258372757036,1.4096867737441507,True
Dennd4a,0.10799191304119304,-0.2459022474463837,0.3538941604875767,,-0.10307745503327852,0.004948216573871042,0.018862324932164075,1.7244047780366552,True
Gm43698,0.32050708951459994,-0.03329574369895371,0.35380283321355366,,0.19358968165360105,0.0008668740821154549,0.00494414875731248,2.3059084708666417,True
Rtn4rl1,0.39528025448415904,0.041800284444545054,0.353479970039614,3.307824315952919,0.2851539290231267,3.667974321896968e-07,8.0911198277139e-06,5.091991366973588,True
Podxl2,0.38661238672844017,0.034919928070461896,0.35169245865797827,3.5252421167884145,0.275920255505737,0.00897017227757185,0.03061492244905068,1.5140668363423104,True
Hmgn2,0.7523248440275179,0.40324963579170175,0.3490752082358161,0.9644771386071405,0.657902675172728,0.014322213847115116,0.0436652861192534,1.359863689757064,True
Ets1,0.32057802258639884,-0.02512522360583351,0.34570324619223236,,0.19877876645376893,0.003239413748487274,0.013460167930002523,1.870949521789717,True
Rasgrp3,0.45407390083741334,0.11037082470451265,0.3437030761329007,2.1319600228575237,0.35864647556714924,7.115475574361992e-05,0.0006353103191394636,3.1970140905030338,True
Hvcn1,0.0768414572764928,-0.2665918441817271,0.34343330145821993,,-0.14381135752860713,0.0077641612840176595,0.02737072133026202,1.5627137570062293,True
Ctsh,-0.5784473858769041,-0.916681699780242,0.3382343139033379,-0.7603481911472819,-1.9860135288907232,0.0008070633899679487,0.004710486711875187,2.3269342169982696,True
Tubb2b,0.16841027482019927,-0.16098964548011582,0.32939992030031506,,0.0053429466859711665,1.957818352257287e-09,1.243746398672661e-07,6.905268163764895,True
Sytl1,0.44389775344087207,0.11907292799180538,0.32482482544906666,1.9942318446945906,0.35781697531555773,0.00279842725421791,0.012096947784803646,1.9173241939340642,True
Rbm44,0.3813013291696184,0.06097669231963485,0.3203246368499835,2.7366846600484704,0.2882274416819609,0.010660563113583568,0.034876433305071654,1.4574679352970565,True
Cdh1,-0.09310649705718119,-0.40722754311974363,0.3141210460625624,-2.890571928966314,-0.41535881379529604,3.1051085512516886e-05,0.00031470694776199545,3.502093669093806,True
Chad,0.3425605073055858,0.028816650460717453,0.31374385684486833,3.628092508498325,0.2457251357707741,0.006139399289135095,0.022571320915937845,1.6464430244527422,True
Rogdi,0.13582833504683992,-0.17176943577944745,0.30759777082628736,,-0.026161805374457225,0.0007089495730593113,0.004219937934876853,2.3746939364171693,True
Cp,0.25588287888623445,-0.05015564820821618,0.3060385270944506,,0.14125439234386425,0.00016331268258776838,0.001253038485328146,2.902035590052161,True
Adpgk,0.40221646478303463,0.09839097707018574,0.3038254877128489,2.1340952765449535,0.32227859364727096,0.010419917096139921,0.03435137504221952,1.4640558739961014,True
Gm26551,0.2544559606758695,-0.04033214020538409,0.2947881008812536,,0.14673590422593696,0.00047473899037637655,0.0031028692181462522,2.5082365289709023,True
Siglecg,0.18758862707256188,-0.10434774557903366,0.29193637265159555,,0.05882966532378354,2.3099528583380685e-08,8.728556826219858e-07,6.059057556319691,True
Fam26e,0.2703619611386738,-0.0191003402637728,0.28946230140244655,,0.17073372325440295,6.039798180502249e-08,1.9073046885796575e-06,5.71957992362994,True
Insm1,0.28602046384599455,-0.0024945708678246557,0.28851503471381923,,0.19126314857740562,4.829872887557571e-05,0.0004629271138234094,3.3344873816733593,True
X4931422A03Rik,0.255539054257624,-0.0328400436940131,0.28837909795163713,,0.15231259732252683,0.00048424185320150695,0.0031512485023959236,2.501517347710211,True
H2.DMb1,-0.649275852283411,-0.9373115963467668,0.28803574406335575,-0.6147132041039158,-2.274345904662666,0.0013830656773758181,0.007166143406092322,2.1447145051496186,True
Fam167a,0.28291217140198294,0.003330368424534911,0.279581802977448,5.9138728505663405,0.19297846236421737,1.6544147817927863e-06,2.9720026020229692e-05,4.526950814681408,True
A530032D15Rik,0.1873305330926128,-0.08903203120657723,0.27636256429919004,,0.06921992889587814,9.290817305441743e-09,4.039485784974671e-07,6.3936739158204485,True
Chst15,0.2067494173064754,-0.06311826636155658,0.269867683668032,,0.1000566863546089,0.005548606988366113,0.02075538773703035,1.6828691490366152,True
Rflna,0.2216201055405342,-0.04643658664809358,0.2680566921886278,,0.12113712538749226,0.0002158063418893555,0.0015907101367765763,2.798408951382567,True
Gm26737,0.26693145135091023,0.002278160825367968,0.26465329052554226,6.157532418171623,0.18218988026622324,0.011629456326660799,0.037273898482887174,1.428595181942636,True
H2.Ob,0.12511078435633494,-0.138506009045786,0.26361679340212096,,-0.009695115542152915,0.013753536704011488,0.04253671145570564,1.3712360887597257,True
P3h4,0.3390083791276404,0.08008717308382451,0.2589212060438159,2.2011329639970465,0.27446775566718,0.0001452712752984176,0.0011408738897781487,2.9427623590878187,True
Crip2,0.31507982322649997,0.06914548750371442,0.24593433572278556,2.313034849477094,0.25352057779408627,0.004037260763333962,0.01602087604497604,1.7953137397438719,True
Igll1,0.25249130650001517,0.009341234122545693,0.24315007237746947,4.681135808829493,0.17749212041678347,0.00030491963710543873,0.002142292532356712,2.66912122607474,True
C130026I21Rik,0.05055292542468719,-0.18551917337578286,0.23607209880047003,,-0.10079826041870528,9.956088217755154e-05,0.0008366460687189206,3.0774582252926033,True
Lrch2,0.26925446437477923,0.03519591804231849,0.23405854633246076,3.0483832625178118,0.20442270505298535,0.0022588442514805225,0.010345851533498577,1.985233758156296,True
Lgmn,-0.3248204373231953,-0.5567674523220052,0.23194701499880988,-0.9540587113882414,-0.8385481123444173,0.009578376552484181,0.03217819670487407,1.4924382978089765,True
Trp53inp1,0.14281324781460664,-0.08912905616081394,0.2319423039754206,,0.03821434613293527,0.0013894268753954471,0.007186690734804037,2.1434710437557385,True
Fmnl2,0.1286733193217036,-0.10002532344808783,0.2286986427697914,,0.020518555255326518,0.0005613740289156427,0.0034867952106561657,2.457573559218157,True
Irf7,0.20320886112825026,-0.025048156831499944,0.2282570179597502,,0.12311039975681047,0.0030902575667615946,0.012966115664733963,1.8871901085751897,True
Fscn1,-0.14584689289172942,-0.37372161717535923,0.22787472428362981,-1.7914253422052122,-0.4339822716736574,1.2267615783748807e-09,8.976304232011322e-08,7.04690243638597,True
Gpr4,0.13549820273263788,-0.08093514389297127,0.21643334662560915,,0.03883161051489271,1.2642875730747226e-07,3.416993440742494e-06,5.46635585487173,True
Gm16907,0.18353983669909654,-0.02853514690419777,0.2120749836032943,,0.10769100896007242,0.002947389334418871,0.012524317285066023,1.9022459387069963,True
Tox3,0.24355338067578863,0.03195256313422054,0.2116008175415681,3.0541790909252753,0.18618735474997197,1.0505970952666447e-05,0.0001329869740843854,3.8761908955766464,True
Clcn1,0.2459417564936781,0.039879424189557915,0.2060623323041202,2.7636246678509355,0.19271254623297876,1.3589416496859914e-07,3.602040968612887e-06,5.443451351943658,True
Scube3,0.235694592078621,0.030421830763666606,0.2052727613149544,3.0799602718735306,0.18022198222751895,2.211630377943347e-05,0.0002378097180584244,3.623770401975896,True
Gm15743,0.18637889955172549,-0.017103930471000964,0.20348283002272644,,0.11721293516151106,2.0724681624129098e-05,0.00022608743589959016,3.6457235715382748,True
Hck,-0.27405902797509385,-0.475597546789109,0.20153851881401513,-1.0073374417608996,-0.6776755932438633,0.0024880779723083766,0.011107490947805252,1.9543840320209047,True
Zfpm1,0.46177898019686187,0.26625944336219587,0.195519536834666,0.89899296004657,0.4478639644089046,0.006520500099434047,0.023710909452487442,1.625051787960992,True
Gm26617,0.1805288101030049,-0.011785057343693181,0.19231386744669807,,0.11685960189786518,2.747916362296841e-05,0.00028525083345641946,3.5447730779702384,True
Gm43689,0.2532332919908097,0.06576086819196401,0.18747242379884566,2.1059355538132136,0.21349918691536962,0.014587490005508408,0.04424921134127929,1.3540944653770661,True
Nme3,0.29886658462226906,0.1151031226698855,0.18376346195238358,1.5263730537853812,0.2714075719448001,0.002543059941104037,0.011252477615504589,1.9487518423283865,True
Gm609,0.1900646238249255,0.008904782609369355,0.18115984121555614,4.389326423575351,0.13682753257280025,0.00528367642039321,0.01993840158638947,1.7003096609709814,True
Atp2a1,0.13203620545017333,-0.046919442763600924,0.17895564821377424,,0.06012817418901026,0.011412420502339989,0.036735259127703826,1.4349168923287932,True
Gm13075,0.0988027343575968,-0.08011284349256666,0.17891557785016346,,0.013419302312069042,0.011369447332241637,0.03667563655561818,1.4356223396470988,True
Lmo1,0.3586200015892858,0.18578991132505399,0.17283009026423182,1.0803157339996001,0.3473311123241416,0.008396694472801657,0.029188972674860914,1.5347811900236474,True
Icam1,-0.11137289839823576,-0.2823989178915228,0.17102601949328705,-1.9432652658193905,-0.3163231406922645,0.002104465203745457,0.0098956044063266,2.0045576746949694,True
Tceal1,0.13752919167114655,-0.0271627368480324,0.16469192851917897,,0.07749353762999048,4.394931605533291e-06,6.463134714019545e-05,4.189556791788052,True
Mmp14,-0.2902313798902543,-0.4470678718224645,0.15683649193221016,-0.8219198821749144,-0.6634872295335436,0.009652294793411486,0.03231795131722596,1.4905561775949776,True
X4732471J01Rik,0.17552267405000535,0.02240298870974575,0.1531196853402596,3.13237460525127,0.13614259293798484,1.4929384685192257e-05,0.00017292723573581766,3.7621366007211225,True
Rtl6,0.1279168408525673,-0.020332991426897557,0.14824983227946487,,0.07559002938524956,0.002278854527388125,0.010405728435562214,1.98272751233156,True
Lnx1,0.15221181284953686,0.006257959194281979,0.14595385365525487,4.52917412545657,0.11000888894120621,0.0039534415276883455,0.01579270916519978,1.8015433624189983,True
Vipr1,0.096631344935459,-0.04610512357668889,0.14273646851214788,,0.03599419242513288,7.115475574361992e-05,0.0006353103191394636,3.1970140905030338,True
Lrrd1,0.15272445555228742,0.013585088934313996,0.13913936661797344,3.6167385449591136,0.11523940471373569,0.008900935544246,0.030447898098903078,1.5164426825238884,True
Baiap2l2,0.15061856223848433,0.012996783775301406,0.1376217784631829,3.656272500920191,0.11344403533628648,0.002161186309303079,0.010067638086815586,1.9970724049357524,True
Phex,0.1802386563241963,0.043581999036465736,0.13665665728773058,2.2624184036318065,0.1530404436123198,0.008429498103587422,0.029235253538453486,1.5340931354550935,True
Cyb561a3,0.13684764789879228,0.002302409524479716,0.13454523837431256,5.348612932281277,0.09703768844364924,9.735470375395616e-08,2.7553218043572497e-06,5.559827670970139,True
Slc15a3,-0.37994268694737054,-0.5043857281313389,0.12444304118396832,-0.5569895439246152,-0.8420875897989699,0.0045184014523477565,0.017535840047921435,1.7560734245678682,True
Phf11b,-0.005756424925700588,-0.12422536761273761,0.11846894268703703,,-0.09694768299584547,0.00040677864211907585,0.0027547086373752314,2.5599243292520457,True
Gm42984,0.1378904896502383,0.019871822980599127,0.11801866666963919,3.011312790594363,0.1095359541333203,0.00492790427160863,0.018808794929803932,1.7256390285911234,True
Lag3,0.10197410475894551,-0.015383708040518296,0.1173578127994638,,0.06114742339181116,0.0005924163668183729,0.0036122949196242247,2.442216799682799,True
AA467197,-0.33667857380906935,-0.4516730344067046,0.11499446059763524,-0.5925136998702486,-0.7230288960930101,9.46763665020978e-06,0.00012190090107566242,3.9139930841212274,True
Adgrg5,0.051458048306862035,-0.06224026436443563,0.11369831267129767,,-0.007798765752088069,5.917778766600252e-05,0.0005445808680920477,3.26393762011688,True
Tmod2,0.09723848070942115,-0.014534429761842063,0.11177291047126321,,0.05845784918925212,0.00017128425726443004,0.0012976080095790153,2.886856482410637,True
Gpr183,-0.18913092731420894,-0.2998026114154679,0.11067168410125894,-0.9829700671628387,-0.40443288401317057,0.0005924163668183729,0.0036122949196242247,2.442216799682799,True
Irf4,-0.049986810833487244,-0.15953200682858296,0.10954519599509571,-3.7727722295892203,-0.15965264374894067,4.940657077102967e-05,0.00047203730036015604,3.326023682085115,True
Gata3,0.12172423217790913,0.012946814654242503,0.10877741752366663,3.421836031662112,0.09401376742495934,0.00016505337821677625,0.00125994945203646,2.899646878011002,True
Fcrl5,0.13172347026675782,0.02400491373267339,0.10771855653408444,2.710247801241457,0.10817541383132494,0.0019950982042674426,0.009561173502879118,2.0194888007628538,True
Kbtbd13,0.12031126413542484,0.014799980256298067,0.10551128387912677,3.2404323607884056,0.09431123965897029,0.0068133577096216825,0.024479129495646765,1.6112040302339532,True
Raver2,0.10511255138901936,0.0015641140553346745,0.10354843733368468,5.332108100617858,0.07496890506385742,1.2917915538259255e-05,0.00015378470878880065,3.813086845411018,True
Vldlr,0.26139014729099297,0.15824867013310626,0.10314147715788671,0.9039366992933267,0.2747917106403508,0.016449483633312913,0.048667111341162465,1.3127644307407562,True
X8430432A02Rik,0.074078240642914,-0.02239476866164768,0.09647300930456168,,0.03680817313467137,0.0061890261459409705,0.022698139899539012,1.6440097315498625,True
X1700064H15Rik,0.03627179137760817,-0.05934931767399569,0.09562110905160387,,-0.016743704044857196,0.00044949546314003376,0.0029767911466227403,2.526251634634805,True
Tspan33,-0.00799045136258261,-0.1035611997075126,0.09557074834492998,,-0.08279867492550429,1.0004477979101124e-05,0.00012771674015873776,3.893752174920719,True
Cc2d2b,0.10495714229110185,0.012013472540808413,0.09294366975029345,3.355346546778639,0.08200124377606108,3.271329400239573e-05,0.0003304373131555124,3.4809109178208617,True
Gm10069,0.10427453651579645,0.012261802875949936,0.09201273363984651,3.323121732550544,0.0817052588950268,0.008429498103587422,0.029235253538453486,1.5340931354550935,True
Sept3,0.0061727208238768145,-0.08411758846461903,0.09029030928849585,,-0.05735028093280631,2.1220791802164095e-05,0.00022982807005953894,3.638596929836245,True
Dqx1,0.26149012495198193,0.17274976223398203,0.0887403627179999,0.7794395394885371,0.2834713484132764,0.005219254695732237,0.019769904150500898,1.703995436250792,True
Neb,0.10538607206745662,0.020921977228512557,0.08446409483894407,2.6497378563726746,0.08835062273791947,0.0015433907224922123,0.007861073289434018,2.1045181547421707,True
Gpr22,0.060026919502066796,-0.023838461785290564,0.08386538128735736,,0.025871095024062398,0.014217300667032756,0.04347798369123167,1.3617306046978959,True
X2010109I03Rik,0.028110276821920376,-0.052686590738606924,0.0807968675605273,,-0.017837886327168387,0.0017758081213243202,0.008776646398637497,2.0566713985346037,True
Gm36431,0.14883093791757881,0.06827299738608754,0.08055794053149128,1.414250606138802,0.1486764036885069,0.0018741089159552912,0.009082918817230813,2.041774567501175,True
Gm31718,0.02919797809450827,-0.04763905279084781,0.07683703088535608,,-0.013364130862471417,0.0017758081213243202,0.008776646398637497,2.0566713985346037,True
AC125149.3,0.062341915959594936,-0.01333369870580138,0.07567561466539632,,0.03492577008245681,2.8572553738081015e-08,1.0204483477886077e-06,5.991208973150855,True
Synpo2,-0.03116722740982601,-0.10367035456518764,0.07250312715536163,,-0.10069873441136688,0.0003274507059635498,0.0022792392526465185,2.6422100843630907,True
Cd40,-0.18358037120698928,-0.2534329455739374,0.06985257436694814,-0.7929389434880636,-0.35569451349585035,0.002750322233172719,0.011957922752924864,1.9223442564089974,True
P2rx5,-0.08377173585823519,-0.15353239315777367,0.06976065729953848,-1.7417185511608662,-0.18221642112891065,9.74103413620549e-05,0.000823185983341309,3.084502033057759,True
Cysltr2,0.012222053049930452,-0.051005674344400856,0.0632277273943313,,-0.028251284834957643,0.002199775399478674,0.01019988593266773,1.991404685011609,True
Cd200,-0.10924731859041482,-0.16787980843663058,0.05863248984621576,-1.2286068089729423,-0.2151837478264957,4.802547108286323e-05,0.0004617833757967619,3.3355617057403824,True
Slc7a14,0.07832730874706516,0.02102402130666645,0.05730328744039871,2.3426907727443957,0.0699436243298021,0.005944455959683233,0.021989356201047718,1.6577874856199006,True
Card6,0.012832650379484124,-0.04353009014883177,0.05636274052831589,,-0.022315218567085522,0.015020946681442465,0.0451531463370014,1.3453119820240267,True
Rps6kl1,0.018065269627156936,-0.03600167908816727,0.054066948715324206,,-0.012996750753319939,5.0538471842035634e-05,0.00047979561875350284,3.31894372210363,True
