,Lym,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Runx3,2.9933749918574524,0.005033461604895247,2.988341530252557,8.75174134921162,1.3214687985248872,3.461679734211705e-10,3.4074933798578984e-08,7.467564979247941,True
Stmn1,4.353525247872789,1.4171347443107012,2.9363905035620883,1.6298621366581987,1.958037137502145,3.910827349253091e-11,6.518045582088485e-09,8.185882606745945,True
Cmah,2.91889960244428,0.09230460675378616,2.8265949956904937,4.970838372164403,1.325157329544478,1.7606934523163827e-09,1.1737956348775885e-07,6.930407509877907,True
Cd7,2.452374818307306,-0.37071098123948665,2.823085799546793,,1.0291573679252701,6.575377972781068e-09,3.207077359843163e-07,6.493890564066634,True
Il12a,2.8302884331413756,0.15769017381323208,2.6725982593281437,4.167074786747334,1.3184552775760268,5.984830851341694e-06,8.350926769313992e-05,4.0782653247003,True
Cmya5,2.709423654169563,0.05176425181146823,2.657659402358095,5.675530684450668,1.2513215677048897,2.2750176928462822e-08,8.728556826219858e-07,6.059057556319691,True
Ptprcap,3.4871155781497416,0.9096555054884551,2.5774600726612866,1.9512987678504459,1.6773438555615388,1.6901448759397231e-09,1.1523715063225385e-07,6.9384074886768365,True
Klrd1,2.1633492210586645,-0.4039404783418234,2.567289699400488,,0.9105057813113004,7.13594985875807e-12,1.6467576597134009e-09,8.7833703078084,True
Pcp4,2.7059107511006055,0.15633983130331,2.5495709197972953,4.115380079945476,1.2816242464468055,1.1295232283220614e-09,8.47142421241546e-08,7.072043570118304,True
Smim5,2.5284140704156552,-0.013530486079953904,2.541944556495609,,1.174688788488667,6.59985631107079e-08,1.9999564579002396e-06,5.698979459485772,True
Hmgb1,3.8740848527583744,1.4201499267812643,2.4539349259771104,1.460034292563728,1.8667566364475878,2.1022919671948442e-11,4.204583934389688e-09,8.376276973454353,True
Hs3st1,2.3986481507675244,-0.030555047381926735,2.4292031981494513,,1.1270036067983347,1.486478642911338e-14,4.4594359287340147e-11,10.350720071451716,True
Pclaf,3.390281896967351,0.9785006443052184,2.4117812526621325,1.8060894713826692,1.6710176127426513,5.750814983396866e-07,1.1657057398777431e-05,4.933411065079367,True
H2afy,3.4385909065217035,1.035424375958946,2.4031665305627574,1.7448586539892952,1.6946607711592305,1.288972072769602e-09,9.206943376925728e-08,7.035884527768936,True
Gfra1,2.3598192237133477,-0.011240885231986806,2.3710601089453345,,1.1205438241217458,3.3675708708887515e-09,1.8708727060493064e-07,6.727955760838339,True
Atp1b1,2.1675743497681403,-0.1877679148712645,2.355342264639405,,0.9926982643856822,1.823831338273338e-07,4.484831159688536e-06,5.348253902184178,True
Cd5,2.3877887950726437,0.03959668107854702,2.348192113994097,5.866116178022578,1.1464549890493192,5.39483781851432e-09,2.7431378738208407e-07,6.561752363618659,True
Tmem108,2.244276299167861,-0.02738312429117808,2.271659423459039,,1.0761804747762305,4.456949687820209e-09,2.387651618475112e-07,6.622029040696521,True
Ramp1,2.525614432849362,0.26072256840758384,2.264891864441778,3.286826967001279,1.2589219791843282,2.7909429407796716e-07,6.531937719126924e-06,5.184957964836848,True
Ccr9,2.0806802945923915,-0.18041851341875162,2.261098808011143,,0.9635709592893268,5.594311801149124e-05,0.0005195955233265441,3.284334599329099,True
Smad7,2.2565058592343274,-0.001705561424245542,2.258211420658573,12.92821934050762,1.0890914195445502,6.94866761299352e-09,3.207077359843163e-07,6.493890564066634,True
Tbxa2r,2.498803850008885,0.272132433107705,2.2266714169011803,3.210329496546317,1.2542724189473393,6.780811694999755e-06,9.22048522476727e-05,4.035246223751793,True
Sox4,2.8785360426540643,0.7156307542057888,2.1629052884482753,2.0231705662277397,1.483923270155733,3.0354778609603847e-08,1.071345127397783e-06,5.970070601269702,True
Lmo4,2.257318512997471,0.14100153849921454,2.116316974498256,4.004881856790508,1.1369525882554432,6.8231590663277794e-06,9.22048522476727e-05,4.035246223751793,True
Mn1,2.102378849541968,0.05777159210572949,2.0446072574362386,5.16257345665779,1.0566357008410414,1.2457027173623304e-05,0.0001506898448422174,3.821916014291825,True
Senp6,2.313603027978315,0.29731943036841935,2.0162835976098954,2.974169824321045,1.2050554042232149,3.5210764925198286e-10,3.4074933798578984e-08,7.467564979247941,True
Aff3,2.1672253630860863,0.1864727952411688,1.9807525678449174,3.5487998136459376,1.1222413890191252,9.312061715237812e-11,1.1640077144047265e-08,7.934044141410957,True
Nasp,2.9899528773914006,1.0225283472335227,1.9674245301578779,1.5636027386451925,1.58796048373793,2.473711268117489e-08,9.050163176039594e-07,6.043343590318034,True
Il18r1,1.9984559961012058,0.034971639546730146,1.9634843565544757,5.783824740371792,1.012006372548186,1.5276628189163445e-12,7.625083311527969e-10,9.11775540686128,True
Pacsin1,1.8665384154361047,-0.09415456856447506,1.9606929840005798,,0.9154764803087289,2.0392261240309846e-09,1.248505790223052e-07,6.903609439170792,True
Plac8,3.188263678846325,1.2617581029143388,1.9265055759319862,1.3523503831101698,1.689304032533571,0.0005669029478893352,0.003492215284739231,2.4568989911714163,True
Tcf7,1.7955087563536174,-0.10817824600037738,1.9036870023539947,,0.8825767368214886,1.5710692845212325e-10,1.745632538356925e-08,7.758047171489258,True
Rnase6,1.526677273153689,-0.3388303477178717,1.8655076208715609,,0.6725823554210096,1.3919849628325055e-08,5.6431822817534e-07,6.248475921255549,True
Tcf4,1.8567049396461808,0.014732931248949248,1.8419720083972315,6.823490578563147,0.952869489868212,6.94866761299352e-09,3.207077359843163e-07,6.493890564066634,True
Tmem176b,2.2326495061579865,0.4264907256491657,1.8061587805088208,2.406062363714263,1.2200637536462224,1.722457879607929e-07,4.3791302023930404e-06,5.358612141964716,True
Ssrp1,2.5205025341030196,0.7173568732212509,1.8031456608817686,1.8307803173830117,1.388977335924055,2.6439975742900516e-09,1.586398544574031e-07,6.799587697241834,True
Esm1,1.9148747734697364,0.1168868399061538,1.7979879335635827,4.038279432923703,1.0114103388954434,1.004557970258865e-08,4.305248443966564e-07,6.366001781555172,True
Ptma,3.7080065008505367,1.9632022211285944,1.7448042797219423,0.9308533692806583,1.93945391538332,4.257647116533843e-06,6.292089334779079e-05,4.201205119912996,True
Pltp,1.4594886004369911,-0.2780724547113683,1.7375610551483596,,0.6696690962116252,1.0039328232114796e-11,2.151284621167456e-09,8.667302127397216,True
Nrgn,2.044913992367904,0.34027925783917723,1.7046347345287267,2.6056771376239096,1.1326404219110804,0.00010628458481646274,0.0008783849984831632,3.0563150899381726,True
Rnf122,1.6130472650585663,-0.08436533939165225,1.6974126044502187,,0.8191293918789857,1.9899942378762576e-09,1.243746398672661e-07,6.905268163764895,True
Tsc22d1,1.8546094687491295,0.1858034681095227,1.6688060006396068,3.333432915951808,1.014502746322178,1.5138918910091652e-07,3.909764719683834e-06,5.407849376623942,True
Klhl30,1.7189421266161395,0.06474979826157562,1.6541923283545639,4.718538321041014,0.9197946265882593,0.0011711826914168894,0.00624076034502783,2.204762494687244,True
Tfrc,2.4480782309307147,0.8179981485065119,1.630080082424203,1.6004469482499255,1.3967284464573126,5.332080775798437e-07,1.1185205066158233e-05,4.951356049271013,True
Cd69,1.9977680714269197,0.38713470863784744,1.6106333627890723,2.387558680680355,1.1325448562906928,3.719478037225528e-07,8.144842417282178e-06,5.089117313806894,True
Id3,1.6171246676710458,0.011057982018761013,1.6060666856522847,6.986266363444562,0.8592470857365699,1.332154717329944e-10,1.5371015969191662e-08,7.813297426239257,True
Gem,1.795698183003306,0.1969962877557374,1.5987018952475687,3.2043058536336453,0.9973626781855228,0.0021326528509931857,0.009965667528005541,2.0014936057422363,True
Cd96,1.869240631306971,0.27728542419502616,1.5919552071119447,2.772023768584016,1.0519031578173281,1.7653684824746118e-05,0.0001983560092668103,3.7025546378826295,True
Myl10,1.8237308911399195,0.24130237227251577,1.5824285188674037,2.936179869275374,1.0232671576542562,0.0007804828936606473,0.004591075845062631,2.3380855325835546,True
Mki67,2.7658166668684268,1.1861151760644126,1.5797014908040141,1.238954784572554,1.5733580058770948,0.013253958410072354,0.04146180941628474,1.3823517489773032,True
Maml3,1.5782293947581596,0.05141123397772857,1.526818160780431,4.919756875703622,0.8598267138391303,8.2290400646161e-08,2.3737615571007984e-06,5.624562907806107,True
Ly6a,0.7957674944761107,-0.7196831275962279,1.5154506220723385,,0.053865072407777444,0.0005240554854350767,0.003323819146522685,2.478362614792868,True
Mctp2,1.4975028031822328,-0.007901450898749478,1.5054042540809822,,0.803062234161767,1.785158087405327e-07,4.457752658745909e-06,5.3508840322940605,True
Nfkb1,1.510480703133984,0.020045221655550532,1.4904354814784335,6.134673555619316,0.8198831105699421,5.3642312806241606e-08,1.7303971872981163e-06,5.761854199499328,True
Pou2f2,1.4329270434364265,-0.04403883910275832,1.476965882539185,,0.7608120446962886,8.598691000878412e-08,2.4567688573938317e-06,5.609635701753743,True
Cd27,1.7852100111842029,0.31223869159506284,1.47297131958914,2.5369131850000404,1.0347258878947851,1.063504506512981e-05,0.00013349428952045788,3.874537311698638,True
Ighd,1.4800566864611093,0.007518676808224924,1.4725380096528844,7.317687469824923,0.8022243925805891,2.2235746816670776e-08,8.663277980521081e-07,6.0623177500741,True
Myl4,1.6439558849021774,0.1910902537268666,1.4528656311753108,3.123188445134311,0.9392439345915478,0.00013121727162834356,0.0010497381730267485,2.9789190096818357,True
Gpr171,1.38681152294888,-0.05674912721170202,1.443560650160582,,0.7355492094818994,1.164718412059797e-08,4.921345403069564e-07,6.307916153075463,True
Bach2,1.4172537275305361,-0.024598224246722023,1.4418519517772581,,0.7624149434775538,6.407800050334061e-08,1.981793830000225e-06,5.702941528029608,True
Cd300c,1.3879573847536761,-0.051171534424859964,1.4391289191785361,,0.7384590995911161,3.505589810196668e-09,1.9121398964709097e-07,6.718480336932949,True
Ezh2,2.1261451003837077,0.6879361616011871,1.4382089387825205,1.6495700928163604,1.2672604947981052,1.017040391960135e-07,2.825112199889264e-06,5.548964299410862,True
Ppdpf,1.4912044766925374,0.05540151936257805,1.4358029573299593,4.735983957188136,0.8264390655112086,9.413056215779945e-10,7.431360170352588e-08,7.128931689548213,True
Apobec3,1.9298665099339234,0.4960563562409782,1.4338101536929453,1.9825897843283171,1.1459783084465085,4.55371150158967e-08,1.484905924431414e-06,5.828301060013109,True
Smarcc1,2.197909176757789,0.7673665960900484,1.4305425806677405,1.539416260415093,1.3118738476773673,4.0401840576013e-08,1.3467280192004333e-06,5.870720104119014,True
Sapcd1,1.5345219474347898,0.10577990954001051,1.4287420378947793,3.867343338478657,0.8640580849032575,6.047162578333221e-11,8.24613078863621e-09,8.08374978130612,True
Mcm3,2.4260124580753786,1.014977059276616,1.4110353987987625,1.2769926231514952,1.443869048894205,3.7246325750463513e-06,5.672029302101043e-05,4.246261534223453,True
Ptger4,1.1716587347435767,-0.2253211448066293,1.396979879550206,,0.5589227431451326,6.376850171089694e-11,8.31763065794308e-09,8.080000368267614,True
Sox5,1.3478306560160624,-0.04531290940174425,1.3931435654178066,,0.7235663140485386,0.00020589808608589895,0.0015289461838061803,2.8156078007141256,True
Marcksl1,1.4959617013682316,0.11016734912761604,1.3857943522406155,3.773971789123212,0.8504510266035812,8.726974373235492e-09,3.9109119993601053e-07,6.40772195613232,True
Bex6,1.618168094989993,0.2349546421929963,1.3832134527969968,2.805568270336493,0.9460281422665974,4.750420823210435e-09,2.4767592954537953e-07,6.6061161983942736,True
Sub1,1.4578797387511175,0.07715996327807459,1.380719775473043,4.24052450127955,0.8217264180329722,4.257541098430071e-08,1.4035849775044192e-06,5.852761288662566,True
Mcm6,2.0761803750427434,0.7060272372702195,1.3701531377725238,1.5785366169304342,1.2576767638330235,5.081089394634808e-07,1.0734695904158046e-05,4.9692102538841585,True
Ly6e,1.4439067729031652,0.08138225948489435,1.3625245134182709,4.152019669348485,0.8177415464471691,1.0779663547772311e-07,2.9668798755336632e-06,5.527700037252079,True
Wnt9a,1.3272467571148145,-0.027339074519321518,1.3545858316341362,,0.7224256645545336,8.168946733335875e-08,2.3737615571007984e-06,5.624562907806107,True
Lifr,1.253254948878209,-0.09989378793527229,1.3531487368134814,,0.6568904143162093,6.94866761299352e-09,3.207077359843163e-07,6.493890564066634,True
Rasgrp2,1.9066518867926392,0.5816359324651255,1.3250159543275137,1.736713672538294,1.166165194240315,0.0001824833455000671,0.0013720552293238128,2.8626284066264867,True
Dut,3.1945735865300473,1.8719653066547353,1.322608279875312,0.7867949374178137,1.8210037731289428,0.0017999287623425,0.008837620764365794,2.053664638605021,True
Klhl6,1.4088166870111558,0.0907101345796327,1.3181065524315232,3.9644714274725867,0.807159865402243,6.94945441931529e-08,2.0641943819748387e-06,5.685249408283138,True
Hmgn1,2.096658699956559,0.781039904073618,1.315618795882941,1.4471595820062748,1.2862006158822104,9.838134433362797e-07,1.904155051618606e-05,4.720297690762105,True
Tspan13,1.4044808467121033,0.10641139812279231,1.298069448589311,3.734425344641874,0.8118377181702678,2.0415501887868964e-06,3.499800323634679e-05,4.455956733026118,True
Ociad2,1.4078400408189005,0.11253225119905337,1.295307789619847,3.658542600984481,0.8157280071144852,1.7979602390275166e-07,4.457752658745909e-06,5.3508840322940605,True
St6gal1,1.2604402160478263,-0.031982886921197086,1.2924231029690234,,0.6908449589532413,2.493098480781182e-07,5.930969842081521e-06,5.226874284270641,True
Phgdh,2.611818071349489,1.3211408134794544,1.2906772578700345,1.0021779682597487,1.568751785012818,1.988294983259464e-05,0.00021929724080067616,3.6589668325841247,True
Xcl1,1.2802692912822329,-0.004244210993564181,1.284513502275797,,0.7119464018719565,9.814799287942156e-11,1.1777759145530587e-08,7.928937331221695,True
Cd74,-2.047159315402145,-3.33147053415416,1.284311218752015,-0.7290322558157426,,0.0001263703480654725,0.0010191157102054232,2.9917765034805326,True
Plpp1,1.2507560559417674,-0.026338101152380226,1.2770941570941476,,0.6890387606836599,4.5109920776737955e-11,6.85867983573754e-09,8.163759469603647,True
Ltb,1.1736903049783616,-0.10302889847476865,1.2767192034531303,,0.6185494390186946,0.0010718581359317643,0.00581478193091373,2.2354665677758905,True
Irf8,0.83712898835849,-0.4359696046164303,1.2730985929749203,,0.26373116970850824,0.0004150061637473343,0.0027977943623415796,2.553184209280318,True
Ighg2b,1.2367469789302512,-0.03163914390611182,1.268386122836363,,0.6803728967620891,6.800011387199978e-10,6.058832771505228e-08,7.217611034203381,True
H2afv,1.5835675717120195,0.32009226332259305,1.2634753083894263,2.332253798875352,0.964827341914581,0.0021138228950392563,0.009924051150419043,2.003311005958929,True
Ctnnd2,1.2065589763578177,-0.05391168059711581,1.2604706569549335,,0.6565637767070962,2.6377954298110303e-05,0.00027572774527641434,3.5595195305421226,True
Cdh17,1.287470319238304,0.03161004272845146,1.2558602765098525,5.301970447390312,0.7307835605422607,5.6211770935723955e-06,7.917150836017459e-05,4.10143108088749,True
Trim28,1.8630773106441725,0.6114716640931589,1.2516056465510137,1.6320988007580537,1.161742269035472,5.556694113541801e-07,1.149660851077614e-05,4.939430257236547,True
Ehd3,1.3060074089212441,0.05938998048452322,1.2466174284367209,4.452889412850611,0.7507768697316002,6.839960329973925e-09,3.207077359843163e-07,6.493890564066634,True
Pdcd1,1.225591569817496,-0.020004960146592043,1.245596529964088,,0.6805883884894934,7.150057405410133e-10,6.058832771505228e-08,7.217611034203381,True
Acadm,1.0707409644801993,-0.17405396392180908,1.2447949284020083,,0.5344038036494011,1.2685474303968047e-05,0.00015283703980684392,3.8157713824466155,True
Tspan2,1.2677055419650534,0.02834645852224869,1.2393590834428048,5.427667481475414,0.7207390035203318,0.0002752399526617705,0.0019754063588165345,2.704343552574862,True
Fyn,1.1989630413515104,-0.03246962577468856,1.231432667126199,,0.6628860794616356,5.115088731118005e-06,7.377531823727891e-05,4.132088908450895,True
Mcm7,1.9714168662522518,0.7597907795108038,1.2116260867414481,1.3996414915188413,1.242208480008043,2.2663978570776854e-06,3.777329761796142e-05,4.422815099504768,True
Sema6d,1.0759301874020932,-0.13353244841189055,1.2094626358139837,,0.5569922762610491,4.801075885016278e-11,6.85867983573754e-09,8.163759469603647,True
Gprc5c,1.103274705590129,-0.10384087861013085,1.2071155842002599,,0.5846902033563637,5.946285746566964e-10,5.574642887406529e-08,7.253782948368818,True
Tnfsf11,1.1853612102768918,-0.017632444600379764,1.2029936548772715,,0.6634488110596699,4.150787670472154e-06,6.164536144265575e-05,4.2100995966943335,True
H2.Aa,-1.6414604909771469,-2.8351874235741312,1.1937269325969844,-0.8216525605792451,,8.116997809106475e-06,0.000107273098798764,3.9695091737286163,True
Uhrf1,1.90626795971587,0.7143564187902129,1.191911540925657,1.440820022346094,1.2080878141760787,7.949356707774124e-05,0.0007014138271565404,3.1540256770079864,True
Selenoh,1.8046058792123607,0.6170238782062771,1.1875820010060836,1.574041878266925,1.144578226986187,9.838134433362797e-07,1.904155051618606e-05,4.720297690762105,True
Zfp599,1.2432780301266588,0.0586712893429542,1.1846067407837046,4.400945375390721,0.7233179769710447,2.960534701308126e-09,1.7080007892162265e-07,6.76751193297244,True
Trp53i11,1.1841693871407093,0.009488078610104367,1.174681308530605,6.733707628107529,0.6752095854596004,6.472355880860445e-09,3.207077359843163e-07,6.493890564066634,True
Lmnb1,1.954127658217235,0.8101364651397837,1.1439911930774516,1.294850234537441,1.2522533961774185,2.401637291487195e-05,0.00025459052559934927,3.5941577623339085,True
Hells,1.9646356212244633,0.8345184310538479,1.1301171901706155,1.2597631676796943,1.2627801241378351,7.479928141245278e-05,0.0006619405434730334,3.179181017812883,True
Cxxc5,1.4862389709666486,0.3571057731250462,1.1291331978416024,2.086045136292462,0.9423623904742076,4.2130600659997196e-05,0.00040903495786405046,3.3882395737562807,True
Tuba1b,2.1217512952034125,0.9928556854004202,1.1288956098029923,1.1186142926544056,1.3546233838770751,0.0004988292819279126,0.003225189322809779,2.491444786629249,True
Bst2,1.3517406041549123,0.2261677642916511,1.1255728398632612,2.6071277874308345,0.8391164399106382,3.079507645555479e-07,6.99888101262609e-06,5.154971389826944,True
Clec12a,1.0753999746906204,-0.04482216733216286,1.1202221420227834,,0.5995928829189765,0.00010628458481646274,0.0008783849984831632,3.0563150899381726,True
Cd2,1.114593266534662,-0.004944020720420294,1.1195372872550824,,0.6367518601429201,7.270599325806274e-10,6.058832771505228e-08,7.217611034203381,True
Sla2,1.386638439832144,0.26930041888736367,1.1173380209447803,2.393099955255433,0.8702419432188095,1.6117192998301514e-08,6.446877199320605e-07,6.190650602189292,True
Sept1,1.6414954870376546,0.5426853044762397,1.0988101825614147,1.6249294791753124,1.0649451893920956,3.608628436738609e-05,0.0003608628436738609,3.4426578328702395,True
Cd300a,0.5297149792223727,-0.5689593486042108,1.0986743278265836,,-0.028590256649250176,0.00011717832243638848,0.0009526692881007193,3.0210578352268063,True
Siglech,0.8886385979227783,-0.19684155832516181,1.0854801562479401,,0.42856963542942833,4.801075885016278e-11,6.85867983573754e-09,8.163759469603647,True
Dnajc9,1.5925985340087654,0.5086710545467041,1.0839274794620612,1.6753437251737597,1.036070579385413,6.823670021634052e-07,1.3647340043268103e-05,4.8649519872387526,True
Clspn,1.6059666698521193,0.5317960133023987,1.0741706565497207,1.6232255892840295,1.048850903377187,0.00016948179250227523,0.0012872034873590524,2.8903527922940944,True
Cbfa2t3,1.35829957816061,0.28868049470366614,1.069619083456944,2.2645791306962106,0.8667023167953771,1.380545120921841e-05,0.00016241707304962834,3.789368320282551,True
Ptp4a3,1.5271515452195241,0.46699533144873095,1.0601562137707932,1.739082250784256,0.9978873859478349,0.00011221269336573113,0.0009248298903769049,3.0339381423578304,True
Stap1,1.0163007248755658,-0.03617799457264653,1.0524787194482124,,0.575371746376484,5.368898431755952e-07,1.1185205066158233e-05,4.951356049271013,True
Trac,1.0533291457878813,0.0024794584835508074,1.0508496873043305,7.929156239931475,0.6115541852860901,2.8832204222199316e-11,5.088036039211644e-09,8.293449821185249,True
Arpp21,1.1462463743585225,0.10216942447388717,1.0440769498846354,3.507527620675584,0.699736310023089,0.0004866451339952708,0.0031600333376316284,2.5003083356496076,True
Oaf,1.196136604994987,0.15706922575844187,1.0390673792365452,2.956314869440392,0.7455410431952627,0.00010231211017232949,0.000854975851022252,3.068046151840123,True
Tubb5,1.6091939888970948,0.5749028923327986,1.0342910965642962,1.5140142506015235,1.064916257046553,0.0019079707596093443,0.009232116578754892,2.0346987200906086,True
Slc24a2,1.0463701061418131,0.013496147108099358,1.0328739590337137,6.129417802556829,0.6134685940976418,3.700917213693432e-06,5.6646692046328046e-05,4.246825446223745,True
Tmem176a,1.1981453008080698,0.17239288603651634,1.0257524147715535,2.8259737948638066,0.752978970487226,0.0003641853933074875,0.0024887384508484336,2.6040207423314587,True
Ranbp1,2.6444403621450876,1.6201519437082392,1.0242884184368484,0.7258853436847456,1.647220623280216,0.005662489236833472,0.021102444360870082,1.6756672361263507,True
Ncf1,0.8723495659661136,-0.15142892908110153,1.023778495047215,,0.4440948770424931,0.00012911895060157283,0.0010357135074992474,2.9847603597635897,True
H2.Eb1,-1.165271515623853,-2.1850409713484837,1.0197694557246308,-0.9540949641076721,,3.1230132752442516e-07,7.044390846415605e-06,5.152156555922741,True
Il21r,0.9323045042877319,-0.08456040079290432,1.0168649050806362,,0.5098195124540066,1.917244537318591e-07,4.676206188581929e-06,5.330106347683606,True
Tmem173,0.9625080312317169,-0.04782797086612528,1.0103360020978422,,0.5433375298558917,9.013645878952167e-06,0.00011808269710417686,3.927813735771001,True
Capn3,1.1402048528836757,0.1333211934188387,1.006883659464837,3.122695726245819,0.7108454579922564,1.709865737092739e-06,3.053331673379891e-05,4.515226017157319,True
