,Mono,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Jun_126,-0.3468519467443762,-0.587954006423729,0.24110205967935278,-0.7626335578786021,-0.9088837292660817,0.00025419097307881165,0.009398638038094645,2.0269350756976148,True,Jun
Dmrt1_251,0.17197224270646275,-0.0664693427517982,0.23844158545826094,,0.0741648625634459,0.0002266001544969097,0.009272352772047245,2.0328100537443063,True,Dmrt1
Nr1h4_850,-0.6885211858332243,-0.9189559156082795,0.2304347297750552,-0.41645429775965853,-2.349151276110692,0.0013503968247230785,0.0384209677227663,1.415431700604868,True,Nr1h4
Nr1h5_851,-0.6885211858332243,-0.9189559156082795,0.2304347297750552,-0.41645429775965853,-2.349151276110692,0.0013503968247230785,0.0384209677227663,1.415431700604868,True,Nr1h5
Setbp1_12,0.19473827916807698,-0.006430669603180535,0.20116894877125752,,0.12981555147639012,0.007554976320951872,0.12339794657554726,0.9086920671936101,False,Setbp1
Atf2_112,-0.28325781940605993,-0.48319925485841125,0.19994143545235132,-0.7720727209509866,-0.697192079523504,0.0006848509750565442,0.02157280571428114,1.6660933677862604,True,Atf2
Barx1_432,0.22616916057421854,0.02661542026684775,0.1995537403073708,2.9919429390910786,0.17170936461152675,0.0009732764814305963,0.029601029538682273,1.5286931836980564,True,Barx1
Spic_269,-0.21580973457492686,-0.4112519206838458,0.19544218610891895,-0.9331523948784871,-0.5427331609194309,0.0702312191136695,0.4001347630888549,0.39779371614955955,False,Spic
Usf2_95,-0.05257728409459175,-0.2457057253570421,0.19312844126245035,-2.253801580017135,-0.2330088750102162,0.0035076356998530204,0.07366034969691343,1.1327662236961569,False,Usf2
Irx6_485,0.2914350280112823,0.09962171650284071,0.19181331150844158,1.5272699771892677,0.2576483684676529,0.0025708816090475426,0.0629865994216648,1.2007518381062692,False,Irx6
Fosl1_107,-0.7089985491900586,-0.8986796632010877,0.18968111401102916,-0.34182325780660605,-2.349890637110853,0.0052941399287514315,0.0993496046203992,1.0028338569036432,False,Fosl1
Atf3_110,-0.10644264389649923,-0.29590951147914984,0.18946686758265063,-1.485486323054419,-0.3240505571926526,0.002902513649608939,0.06763656690246511,1.1698184444384896,False,Atf3
Hdx_495,-0.13992198713410112,-0.32937025159453587,0.18944826446043475,-1.2416342748537101,-0.3858011264428151,0.008408474787482736,0.1348413593192686,0.8701768780593875,False,Hdx
Bhlhe40_55,0.07909200118224873,-0.10814635480967,0.18723835599191874,,-0.02111200890017262,0.004804888586904333,0.09272860730580874,1.0327862628520403,False,Bhlhe40
Sfpi1_265,-0.683906130253065,-0.866740232165012,0.18283410191194693,-0.3415924225083861,-2.1540768138966344,0.20891362906707756,0.6288799345978239,0.2014322618980422,False,Sfpi1
Cphx_577,0.52375501580871,0.3481676133962641,0.17558740241244586,0.5849154924090024,0.5220168828775875,0.006316001958291423,0.11368803524924562,0.9442852389063798,False,Cphx
Id2_33,0.12871691914880967,-0.0467551526602774,0.17547207180908708,,0.05794357497553152,0.006779984648960379,0.1172538521643736,0.9308728804145912,False,Id2
Id1_74,0.12871691914880967,-0.0467551526602774,0.17547207180908708,,0.05794357497553152,0.006779984648960379,0.1172538521643736,0.9308728804145912,False,Id1
Arntl_89,-0.008514661033716725,-0.18060340115834933,0.1720887401246326,-4.665989220919697,-0.14330750853866128,0.0029140471001062066,0.06763656690246511,1.1698184444384896,False,Arntl
Mnt_18,0.35396762695841977,0.18405641631027442,0.16991121064814535,0.9338939773223717,0.3437057362161396,0.011435709718464375,0.16294316577023138,0.7879638501759445,False,Mnt
Sohlh2_48,0.30168107381360904,0.13189278259921483,0.1697882912143942,1.1790029475983306,0.2830765595614028,0.011509487266532309,0.16294316577023138,0.7879638501759445,False,Sohlh2
Hnf1a_470,0.2512543717839241,0.08214955267097693,0.1691048191129472,1.5865903228726366,0.22243606701667323,0.02462622742762592,0.22227990066666925,0.6530998059658696,False,Hnf1a
Bhlhe41_56,0.03194098036987262,-0.1345827738567693,0.16652375422664192,,-0.07600792590284661,0.0032819488312983047,0.07171796087652496,1.1443720670276274,False,Bhlhe41
Batf_790,-0.6785539346331908,-0.8426955341748251,0.16414159954163432,-0.3122685156811814,-2.062654007123677,0.012008283191683717,0.16294316577023138,0.7879638501759445,False,Batf
Batf3_789,-0.6785539346331908,-0.8426955341748251,0.16414159954163432,-0.3122685156811814,-2.062654007123677,0.012008283191683717,0.16294316577023138,0.7879638501759445,False,Batf3
X9430076C15Rik_128,-0.7235664646850455,-0.8874606271541479,0.16389416246910238,-0.2942551390772137,-2.362258419426947,0.00225850490807679,0.05691432368353511,1.244778420531647,False,X9430076C15Rik
Spib_271,-0.446692008563363,-0.6098144810186354,0.16312247245527245,-0.4491362396102624,-1.083915500241255,0.15637073241740904,0.5645638459835027,0.24828693701553464,False,Spib
Nr2f2_680,-0.3893525587206526,-0.5513205293945931,0.16196797067394048,-0.5020628572630872,-0.9168521213652141,0.02349559686950729,0.22227990066666925,0.6530998059658696,False,Nr2f2
Otx2_437,0.39513243522608926,0.238118991051859,0.15701344417423027,0.7239778180028799,0.39684527836337524,0.024949784768707774,0.22227990066666925,0.6530998059658696,False,Otx2
Otx1_411,0.39513243522608926,0.238118991051859,0.15701344417423027,0.7239778180028799,0.39684527836337524,0.024949784768707774,0.22227990066666925,0.6530998059658696,False,Otx1
Zkscan1_178,0.29466693495223684,0.14168136506441348,0.15298556988782336,1.0434367338003427,0.2847203954720985,0.016000246013701522,0.2045248838273151,0.6892538453512823,False,Zkscan1
Usf1_46,-0.05384386374725734,-0.20641672993606272,0.1525728661888054,-1.9648502538689623,-0.20112877747215685,0.017754395207041355,0.22055459961423204,0.6564838806819914,False,Usf1
Heyl_60,0.20764877718982663,0.055243496772022754,0.15240528041780388,1.8692029911553794,0.1781679060717622,0.02784561340451677,0.24024674693621081,0.6193424841889397,False,Heyl
Hey2_29,0.20764877718982663,0.055243496772022754,0.15240528041780388,1.8692029911553794,0.1781679060717622,0.02784561340451677,0.24024674693621081,0.6193424841889397,False,Hey2
Hey1_73,0.20764877718982663,0.055243496772022754,0.15240528041780388,1.8692029911553794,0.1781679060717622,0.02784561340451677,0.24024674693621081,0.6193424841889397,False,Hey1
Tcfeb_41,-0.1448346444340721,-0.2959284614196102,0.15109381698553812,-1.0358692715545204,-0.3591598673160556,0.02267745089148504,0.22227990066666925,0.6530998059658696,False,Tcfeb
Atf1_106,0.055922247210633415,-0.09410502612334741,0.15002727333398083,,-0.027809365432921774,0.010367960231431687,0.16131556887930557,0.7923237159831426,False,Atf1
Nr1d1_844,-0.19831223047127636,-0.34600521364422326,0.1476929831729469,-0.8054587503253462,-0.458304222061886,0.011492424286854794,0.16294316577023138,0.7879638501759445,False,Nr1d1
Nr1d2_845,-0.19831223047127636,-0.34600521364422326,0.1476929831729469,-0.8054587503253462,-0.458304222061886,0.011492424286854794,0.16294316577023138,0.7879638501759445,False,Nr1d2
Fosl2_113,-0.33555174498099294,-0.4832046032737401,0.14765285829274716,-0.5264894092038259,-0.7596934239955865,0.03466343518323042,0.28048761313402965,0.5520863132538902,False,Fosl2
Rarg_654,-0.6657874648656257,-0.8124815858306773,0.14669412096505163,-0.2869267398155772,-1.9386220776946104,0.02432825853237299,0.22227990066666925,0.6530998059658696,False,Rarg
Mlxipl_779,-0.0370691453946923,-0.18281007290371293,0.14574092750902062,-2.3449370737797146,-0.16802486821827545,0.02344239353095521,0.22227990066666925,0.6530998059658696,False,Mlxipl
Esrrb_669,-0.3387138248767025,-0.4843870566092665,0.14567323173256402,-0.516438912535377,-0.7650093393153173,0.030905059516953826,0.2571534197542762,0.5898076958401253,False,Esrrb
Nfe2_132,-0.9155467279717436,-1.0607087021334416,0.14516197416169796,-0.21193318091766367,-6.396258566079541,0.20262807356408097,0.6120478112449295,0.2132146508139007,False,Nfe2
Esrra_674,-0.49362666832344976,-0.6377494995368369,0.14412283121338715,-0.3693680117106199,-1.2031965588142959,0.022884836163316158,0.22227990066666925,0.6530998059658696,False,Esrra
Nr5a1_848,-0.5260238589677507,-0.6691674862814012,0.1431436273136505,-0.3469836226289308,-1.3132822752074018,0.024383201024889705,0.22227990066666925,0.6530998059658696,False,Nr5a1
Nr5a2_675,-0.5260238589677507,-0.6691674862814012,0.1431436273136505,-0.3469836226289308,-1.3132822752074018,0.024383201024889705,0.22227990066666925,0.6530998059658696,False,Nr5a2
Esrrg_676,-0.5260238589677507,-0.6691674862814012,0.1431436273136505,-0.3469836226289308,-1.3132822752074018,0.024383201024889705,0.22227990066666925,0.6530998059658696,False,Esrrg
Sox2_750,-0.0355871157771144,-0.17675726478354306,0.14117014900642866,-2.35717773062788,-0.1619311627965192,0.02119293125858276,0.22227990066666925,0.6530998059658696,False,Sox2
Nfe2l2_101,-0.7719177940305553,-0.9121583850420583,0.140240591011503,-0.2404378174706688,-2.6623513732563535,0.18368210200340718,0.5974259310856048,0.22371593090668374,False,Nfe2l2
Fos_104,-1.556577772554611,-1.6964657869712638,0.13988801441665277,-0.12382456011980776,,0.24414742596782213,0.6578431126045493,0.1818776678665806,False,Fos
Bach2_119,-1.2469388409502382,-1.3854993970680751,0.1385605561178369,-0.1516438475182958,,0.12607779736016542,0.5077653756697073,0.2943369168302822,False,Bach2
Mitf_62,-0.15142834967004543,-0.2899264136239255,0.1384980639538801,-0.9412276684117413,-0.3597074064656654,0.038348818900077845,0.29669875675323387,0.5276842734888252,False,Mitf
Thra_852,-0.20123969033724107,-0.33870065920133374,0.13746096886409268,-0.7531959276187874,-0.4539726886570835,0.035505785924258425,0.28212705572248586,0.5495552634102231,False,Thra
Thrb_846,-0.20123969033724107,-0.33870065920133374,0.13746096886409268,-0.7531959276187874,-0.4539726886570835,0.035505785924258425,0.28212705572248586,0.5495552634102231,False,Thrb
Osr2_161,0.09251848661869412,-0.04480187285095292,0.13732035946964705,,0.03401607266184801,0.07315972004875457,0.4001347630888549,0.39779371614955955,False,Osr2
Pax9_693,-0.04228497100473264,-0.17951609517840553,0.1372311241736729,-2.1211079113083167,-0.16958326707161936,0.038348818900077845,0.29669875675323387,0.5276842734888252,False,Pax9
Dlx5_478,0.2885976172100875,0.15207609038695888,0.1365215268231286,0.9127924470117951,0.2872794348582142,0.023062407064232408,0.22227990066666925,0.6530998059658696,False,Dlx5
Stat6_753,-0.04830790327299539,-0.18470114336355184,0.13639324009055645,-1.96402343919001,-0.17870534639858227,0.02491614348015686,0.22227990066666925,0.6530998059658696,False,Stat6
Tcfec_53,-0.15672530815900557,-0.2929496005681429,0.13622429240913733,-0.906212999097314,-0.36742923070042394,0.033087034298150374,0.27273611449503393,0.5642573509199762,False,Tcfec
Stat3_754,0.552319220825299,0.41710985902381803,0.13520936180148102,0.4020327146967755,0.5701855765322383,0.09058580087818828,0.4415684438150608,0.35500197052947324,False,Stat3
Tcfe3_17,-0.13144629240904482,-0.26663704008845396,0.13519074767940914,-1.025869621886213,-0.32020090001109985,0.02026654000705978,0.22227990066666925,0.6530998059658696,False,Tcfe3
Elf3_266,0.01582541065493563,-0.1180875380153569,0.13391294867029252,,-0.07571926789352988,0.09652840018821494,0.4577314460537934,0.3393892506084923,False,Elf3
Atf7_124,-0.48642765048369285,-0.6202271936152799,0.13379954313158704,-0.3503059837177458,-1.1627104072243923,0.02139827951824814,0.22227990066666925,0.6530998059658696,False,Atf7
Mlxip_70,0.1239080169037502,-0.008890398881715098,0.1327984157854653,,0.08066968099399907,0.019483999794945167,0.22227990066666925,0.6530998059658696,False,Mlxip
NP_603,0.18616644338688815,0.05359706317930557,0.13256938020758258,1.7549309045719164,0.16334640821310573,0.028936932420439324,0.24403597054478904,0.6125461545721703,False,NP
Elf5_281,0.055204339710307,-0.07727996505795846,0.13248430476826545,,-0.01601273386242071,0.13973418305245233,0.535850215009839,0.27095659069081596,False,Elf5
Jund_135,-1.1003510889752965,-1.2312344192747793,0.13088333029948274,-0.16173698624431573,,0.08227328706478661,0.41728775908844157,0.37956435489604545,False,Jund
Ehf_275,0.06262630194121939,-0.06666992755140025,0.12929622949261965,,-0.002919811959736983,0.12763342743193945,0.5083494958686288,0.2938376027975695,False,Ehf
Nr2f1_690,-0.2828577125492239,-0.41139108409003583,0.1285333715408119,-0.5409679826930679,-0.6151199667230887,0.03925016966892793,0.29843663489650374,0.5251478656604545,False,Nr2f1
Elf4_283,0.3758297916769836,0.24798331054981435,0.12784648112716926,0.5939150449013993,0.391664958487395,0.053769228399197365,0.35039159742262144,0.45544631699238075,False,Elf4
Pax3_613,0.08849629667172684,-0.03917127090060582,0.12766756757233266,,0.035148815916295754,0.07254957541802229,0.4001347630888549,0.39779371614955955,False,Pax3
Elf2_286,0.40097592989134817,0.278054620876001,0.12292130901534715,0.5231200343327207,0.42171103328527076,0.024044284039909176,0.22227990066666925,0.6530998059658696,False,Elf2
Esr1_666,-0.7301091772468968,-0.8523749125636333,0.12226573531673646,-0.22291286217493117,-2.260096919781872,0.059042494023549504,0.3693296434664586,0.43258583321757904,False,Esr1
Hsfy2_628,0.11760701007365036,-0.0039870428895628736,0.12159405296321324,,0.07971600077638868,0.09161649256911766,0.4415684438150608,0.35500197052947324,False,Hsfy2
NP_588,-0.012427412281667058,-0.13302106516670312,0.12059365288503605,-3.581043415961771,-0.10892965111448517,0.12271584253165706,0.4987805212577029,0.302090515248578,False,NP
Sox9_725,-0.13290367530786665,-0.25233122551834186,0.11942755021047521,-0.9296052715592759,-0.3086756895112386,0.08976140996492692,0.4415684438150608,0.35500197052947324,False,Sox9
Bach1_108,-1.4579690785396326,-1.5770770518561263,0.1191079733164937,-0.11292681931674284,,0.2954527471494972,0.6988445893928709,0.15561939288561805,False,Bach1
Mlx_27,-0.04285216504765921,-0.16183778776238758,0.11898562271472837,-1.9498513980009866,-0.15576698329604205,0.0788124441728875,0.40889750447345163,0.38838553996343517,False,Mlx
Cic_728,-0.4928164838170662,-0.611703614250303,0.11888713043323673,-0.3113946439322724,-1.1592670420256597,0.04352297536841535,0.3179289017874931,0.49766999012145113,False,Cic
Nfil3_137,0.2507006794191318,0.13270712702866674,0.11799355239046508,0.9046275047063963,0.2530258210220283,0.0919509771112651,0.4415684438150608,0.35500197052947324,False,Nfil3
Dmbx1_466,0.3214646886698796,0.20422408898729258,0.11724059968258702,0.6470710575692517,0.3366768772121955,0.11340496579515585,0.48622766332484274,0.31316033613940847,False,Dmbx1
Ddit3_788,0.21615021678254595,0.1002843903730249,0.11586582640952105,1.0892881817518343,0.21190595573013565,0.12894115591293234,0.5083494958686288,0.2938376027975695,False,Ddit3
Hand1_66,-0.11743101715753791,-0.23202687733449828,0.11459586017696037,-0.9882781312158464,-0.2770600576632917,0.07126003625537776,0.4001347630888549,0.39779371614955955,False,Hand1
Hand2_68,-0.11743101715753791,-0.23202687733449828,0.11459586017696037,-0.9882781312158464,-0.2770600576632917,0.07126003625537776,0.4001347630888549,0.39779371614955955,False,Hand2
Arnt_25,-0.013601843698061136,-0.12760151853037552,0.11399967483231438,-3.373088350145479,-0.10563105961193259,0.04736160219548754,0.3238389813979945,0.4896708752025179,False,Arnt
Nr4a2_677,-0.4238187238094671,-0.5368618469705921,0.11304312316112503,-0.34076333833300915,-0.9443608730667449,0.0675037408965858,0.4001347630888549,0.39779371614955955,False,Nr4a2
Tbx22_865,0.0540393891924974,-0.05867332259395252,0.11271271178644993,,-0.00334655479591245,0.13141007376195846,0.5083494958686288,0.2938376027975695,False,Tbx22
Tbx15_864,0.0540393891924974,-0.05867332259395252,0.11271271178644993,,-0.00334655479591245,0.13141007376195846,0.5083494958686288,0.2938376027975695,False,Tbx15
Tbx18_866,0.0540393891924974,-0.05867332259395252,0.11271271178644993,,-0.00334655479591245,0.13141007376195846,0.5083494958686288,0.2938376027975695,False,Tbx18
Nr2f6_657,-0.45438412372428777,-0.5669464855258239,0.11256236180153617,-0.3189062777887993,-1.0311065168562241,0.07979321784066684,0.41156501833607106,0.38556154593400527,False,Nr2f6
Zfp410_196,-0.16817450918643265,-0.2781565748604239,0.10998206567399124,-0.728273747170779,-0.3643208992160453,0.054028636337274956,0.35039159742262144,0.45544631699238075,False,Zfp410
Crem_134,-0.029721984510216157,-0.13801320935424335,0.1082912248440272,-2.2677971257391323,-0.12637197752003124,0.01907161751078418,0.22227990066666925,0.6530998059658696,False,Crem
Zbtb4_151,0.05366553384747195,-0.05455209348127568,0.10821762732874762,,-0.0006396593780930407,0.07804664034197864,0.4073203359859477,0.39006390666821816,False,Zbtb4
Cxxc1_247,0.16937666761291564,0.06297614494090982,0.10640052267200582,1.3947984981060904,0.15856505615324876,0.047206633062118426,0.3238389813979945,0.4896708752025179,False,Cxxc1
Ovol2_809,0.3351152723606624,0.22988217465087166,0.10523309770979075,0.5376199493056012,0.3589573898925117,0.08668365999045452,0.4344033415430732,0.36210684270066396,False,Ovol2
IRC900814_720,0.18809228417369223,0.08317941262437666,0.10491287154931557,1.1541659645875924,0.1835002961714299,0.042432787906502116,0.31450183977760393,0.5023768096688735,False,IRC900814
Sp140_717,0.18809228417369223,0.08317941262437666,0.10491287154931557,1.1541659645875924,0.1835002961714299,0.042432787906502116,0.31450183977760393,0.5023768096688735,False,Sp140
Vsx1_490,0.22657942798811193,0.12171651822328838,0.10486290976482354,0.8823671836202966,0.2316142369089532,0.05986343889836364,0.3718278387912446,0.4296580976711387,False,Vsx1
Obox1_558,0.2888503898398451,0.18429722345696586,0.10455316638287926,0.6400858903730462,0.30634835158216317,0.09118312531338929,0.4415684438150608,0.35500197052947324,False,Obox1
Crx_526,0.3573138237293531,0.25320479226577586,0.10410903146357725,0.4914967803670659,0.38433644679466755,0.16005724658450582,0.569235852772315,0.24470775410634868,False,Crx
Rorb_684,-0.252529633083496,-0.3554914128355392,0.10296177975204318,-0.49369847197263117,-0.5228626013654825,0.1189715623672601,0.49834405448667524,0.30247071873951376,False,Rorb
Gm4830_538,0.31532795705107197,0.21335131128733859,0.10197664576373339,0.5569132292979422,0.3383840605988524,0.10585384319002575,0.46681544846801354,0.3308547801472408,False,Gm4830
Nr2e1_667,0.021295122367512704,-0.08063992249180633,0.10193504485931904,,-0.04345618571839263,0.311113448123865,0.7151605439770347,0.1455964539516998,False,Nr2e1
Gm5889_580,0.34504486566410136,0.24380843141570024,0.10123643424840112,0.49542152157250446,0.3723132141479999,0.04397656011119519,0.3179289017874931,0.49766999012145113,False,Gm5889
Obox3_569,0.34504486566410136,0.24380843141570024,0.10123643424840112,0.49542152157250446,0.3723132141479999,0.04397656011119519,0.3179289017874931,0.49766999012145113,False,Obox3
Klf9_184,0.31890579961420157,0.21801156487725684,0.10089423473694473,0.5422276467225353,0.3430765269777266,0.09211858691833467,0.4415684438150608,0.35500197052947324,False,Klf9
Pou2f3_487,0.11113707465757434,0.010335197974725052,0.10080187668284929,3.1905637091129044,0.08506582291463119,0.16486294690684955,0.5732108566526026,0.241685592629777,False,Pou2f3
Hes1_39,0.13705706995013817,0.03660790943651456,0.1004491605136236,1.8432963303234133,0.12012959914034856,0.12513442947991527,0.5062778293636938,0.2956110905784559,False,Hes1
ENSMUSG00000040953_524,0.36629598658525936,0.2666864707509041,0.09960951583435523,0.4529008199636047,0.3966979092311342,0.10125014074781888,0.4615737700055147,0.33575887893710515,False,ENSMUSG00000040953
Obox6_527,0.36629598658525936,0.2666864707509041,0.09960951583435523,0.4529008199636047,0.3966979092311342,0.10125014074781888,0.4615737700055147,0.33575887893710515,False,Obox6
Mypop_649,0.1968881770175702,0.0973819504518609,0.09950622656570929,0.9971196761413605,0.19803526433426416,0.10204862262026686,0.4615737700055147,0.33575887893710515,False,Mypop
Hsf4_627,-0.17954320011630134,-0.2788734766803736,0.09933027656407226,-0.6368317141763781,-0.375587130195865,0.13118815547772697,0.5083494958686288,0.2938376027975695,False,Hsf4
Etv2_270,0.6980421085078072,0.5988978797616045,0.09914422874620277,0.21924835888723107,0.7211276269494367,0.15180396942726845,0.5613133329436275,0.2507946418083446,False,Etv2
Mtf1_175,0.2377135821897506,0.13893923706573624,0.09877434512401437,0.763101088747911,0.24893117020482192,0.15805231078938187,0.5645638459835027,0.24828693701553464,False,Mtf1
Obox5_578,0.35144155723837495,0.2534330154607978,0.09800854177757717,0.4663996435962076,0.3812139069754275,0.12233732123225666,0.4987805212577029,0.302090515248578,False,Obox5
NP_608,0.35144155723837495,0.2534330154607978,0.09800854177757717,0.4663996435962076,0.3812139069754275,0.12233732123225666,0.4987805212577029,0.302090515248578,False,NP
AC1890281_579,0.35144155723837495,0.2534330154607978,0.09800854177757717,0.4663996435962076,0.3812139069754275,0.12233732123225666,0.4987805212577029,0.302090515248578,False,AC1890281
Q8VHG7_609,0.35144155723837495,0.2534330154607978,0.09800854177757717,0.4663996435962076,0.3812139069754275,0.12233732123225666,0.4987805212577029,0.302090515248578,False,Q8VHG7
Ebf1_90,-0.06575472480142758,-0.16362066108505277,0.0978659362836252,-1.3302722686743014,-0.17574161781473974,0.1950411428495532,0.6036363517514834,0.21922461434094812,False,Ebf1
Pitx1_434,0.27445743016378793,0.17659936530374828,0.09785806486003965,0.6276105016964064,0.29340391447403824,0.17774231677271424,0.5915800882774866,0.22798645214766558,False,Pitx1
Nr2c1_660,-0.5105309920087316,-0.6082195954115663,0.0976886034028347,-0.25202829475625715,-1.1823777041551031,0.10164875742214155,0.4615737700055147,0.33575887893710515,False,Nr2c1
Mecp2_642,-0.03739644749699306,-0.1346179130872464,0.09722146559025335,-1.8845305711968348,-0.1297452633157493,0.0827951902953257,0.41728775908844157,0.37956435489604545,False,Mecp2
Gsc_429,0.38035476133522206,0.28326250293703037,0.09709225839819169,0.4206556448116316,0.41338679614593493,0.185867581000412,0.5974259310856048,0.22371593090668374,False,Gsc
Mybl2_643,0.39987065306391306,0.30322004506398864,0.09665060799992442,0.39501097968908133,0.4346099201390097,0.05571813724575248,0.3535496190701704,0.4515496263476208,False,Mybl2
Rxra_662,-0.31734110427320356,-0.41389933784668476,0.0965582335734812,-0.38299827193907615,-0.6565813094820482,0.08732442557123811,0.43514205284650853,0.3613689437432291,False,Rxra
Mybl1_647,0.38373914751007754,0.2874296269025943,0.09630952060748321,0.41246414746677107,0.417471133710097,0.03636553927833462,0.28637862181688517,0.5430594052660425,False,Mybl1
Sim2_92,0.15293625065261698,0.05681806968638418,0.09611818096623281,1.3924866115318313,0.14388598023610077,0.07592883690049636,0.4001347630888549,0.39779371614955955,False,Sim2
Npas1_19,0.15293625065261698,0.05681806968638418,0.09611818096623281,1.3924866115318313,0.14388598023610077,0.07592883690049636,0.4001347630888549,0.39779371614955955,False,Npas1
Sim1_30,0.15293625065261698,0.05681806968638418,0.09611818096623281,1.3924866115318313,0.14388598023610077,0.07592883690049636,0.4001347630888549,0.39779371614955955,False,Sim1
Npas3_34,0.15293625065261698,0.05681806968638418,0.09611818096623281,1.3924866115318313,0.14388598023610077,0.07592883690049636,0.4001347630888549,0.39779371614955955,False,Npas3
Rora_682,-0.257166274136274,-0.3529043212955415,0.09573804715926748,-0.4566989925371283,-0.5249883906237361,0.1814589622837126,0.5974259310856048,0.22371593090668374,False,Rora
Nr2e3_683,0.007108894677564204,-0.08847106811685146,0.09557996279441566,,-0.059917594426761936,0.10081670725367087,0.4615737700055147,0.33575887893710515,False,Nr2e3
Nr4a3_679,-0.35979326544915724,-0.45524056445445205,0.0954472990052948,-0.3390526714702292,-0.7551541281598876,0.1681623261077222,0.5771173993268909,0.23873583208927837,False,Nr4a3
Emx1_491,0.16278660860138258,0.06752425167227454,0.09526235692910805,1.2404447928864495,0.15724480670139854,0.1052927843259317,0.46681544846801354,0.3308547801472408,False,Emx1
Jdp2_114,-0.11382944355311762,-0.2086989192013293,0.09486947564821167,-0.8795287480761897,-0.2537116265111211,0.050592940633464034,0.33300726596056174,0.4775462904211533,False,Jdp2
Otp_436,0.3152623168015179,0.22046759466181912,0.09479472213969878,0.5097111864231191,0.34240108769206157,0.27342390847315057,0.6831724851935377,0.16546963319909808,False,Otp
Sox14_743,0.015887114134453914,-0.078851348841771,0.09473846297622492,,-0.04614940799273531,0.08212029479577312,0.41728775908844157,0.37956435489604545,False,Sox14
Junb_127,-1.1863995715135112,-1.2805305966259284,0.09413102511241722,-0.10969668472216294,,0.2851540889906342,0.6988445893928709,0.15561939288561805,False,Junb
Etv6_282,0.37514235608369356,0.2816526870269359,0.09348966905675765,0.4089903894182262,0.40968693626160585,0.1533981439729257,0.563738179100502,0.2489225516421374,False,Etv6
Nr1h3_655,-0.14459391376843622,-0.23712547114933974,0.09253155738090352,-0.7162597366939725,-0.3055382025627396,0.2332126868715768,0.6517622535209638,0.18591079508634895,False,Nr1h3
Nr1h2_688,-0.14459391376843622,-0.23712547114933974,0.09253155738090352,-0.7162597366939725,-0.3055382025627396,0.2332126868715768,0.6517622535209638,0.18591079508634895,False,Nr1h2
Klf5_145,-0.015484361703655629,-0.10706572643876068,0.09158136473510506,-2.9072708425256133,-0.09122558114385858,0.06695848904837927,0.4001347630888549,0.39779371614955955,False,Klf5
Hhex_449,0.0009847928591514663,-0.09033359741060958,0.09131839026976105,,-0.06593557308552482,0.18592535209203587,0.5974259310856048,0.22371593090668374,False,Hhex
Gm5294_342,-0.03677549624611209,-0.127674891060172,0.0908993948140599,-1.832111404761154,-0.12378789072741357,0.1633365223487765,0.5732108566526026,0.241685592629777,False,Gm5294
Hmbox1_438,0.3376933922494984,0.24786657484564986,0.08982681740384854,0.44086205422665664,0.37047676574859395,0.2645481497214992,0.6724249799837531,0.17235616128314613,False,Hmbox1
Etv3_267,0.45051673563715255,0.36078816717904555,0.089728568458107,0.31718268580499775,0.4912399311021463,0.06988206568357604,0.4001347630888549,0.39779371614955955,False,Etv3
Hnf1b_426,0.34692366769835353,0.25788891939519504,0.0890347483031585,0.4228617467374409,0.381179576190065,0.22072537148310678,0.6477757411850252,0.18857532009051017,False,Hnf1b
Evx2_407,0.1453532131399419,0.0578683605839151,0.08748485255602681,1.294305691251121,0.13961459137928672,0.10110549830308675,0.4615737700055147,0.33575887893710515,False,Evx2
Nr4a1_847,-0.3608979916387206,-0.4483368757765373,0.0874388841378167,-0.312467526304625,-0.7481111169993112,0.1575923460847941,0.5645638459835027,0.24828693701553464,False,Nr4a1
Fosb_98,-1.4794738621727306,-1.5649339556530848,0.08546009348035422,-0.08061584481270202,,0.3106987973923556,0.7151605439770347,0.1455964539516998,False,Fosb
Ovol1_166,0.3301934278625452,0.2454687005974972,0.08472472726504798,0.422514278917455,0.3649433552673779,0.17161987982662863,0.5819627055397617,0.23510484575776205,False,Ovol1
Rxrg_661,-0.2832688657896736,-0.3676133223383525,0.08434445654867889,-0.3757003972686503,-0.5679836626982065,0.1788625381521266,0.5930705212412619,0.22689366217543827,False,Rxrg
Hic1_198,0.003451655600729654,-0.08060953600569186,0.08406119160642152,,-0.05675968902682946,0.19271720667116554,0.6036363517514834,0.21922461434094812,False,Hic1
Yy1_154,0.4505461572756978,0.36764884241321066,0.08289731486248714,0.2902485974387389,0.49477143966424914,0.33222462419155674,0.7418281481948179,0.1296966916682949,False,Yy1
Gm5294_343,0.0783354271269748,-0.004494696320200655,0.08283012344717545,,0.05230510066109965,0.0708524580083317,0.4001347630888549,0.39779371614955955,False,Gm5294
Foxl1_369,0.0783354271269748,-0.004494696320200655,0.08283012344717545,,0.05230510066109965,0.0708524580083317,0.4001347630888549,0.39779371614955955,False,Foxl1
Nkx12_545,0.26775351436749223,0.18525925335771443,0.0824942610097778,0.5238171931199016,0.2945547430214432,0.10804561242409651,0.4741105978012593,0.32412033678151536,False,Nkx12
Relb_856,-0.866466308027798,-0.9488127903488979,0.08234648232109987,-0.13040071471906295,-3.4365809748464615,0.18546355489878685,0.5974259310856048,0.22371593090668374,False,Relb
