,pDC/Ccr7DC,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Nudt10,0.034643577457947286,0.030638160997875388,0.0040054164600718985,1.1634125992438389,0.04633860244262863,0.00980165553795731,0.047580852126006365,1.3225677844444312,True
Ccl5,-0.11643142600752474,-0.11759827998611896,0.001166853978594229,-0.5681309729183719,-0.1795389248789471,0.0014949443228517115,0.012046349829165462,1.9191445289563964,True
X1700028K03Rik,0.025625387757317854,0.02635280728839759,-0.0007274195310797357,1.1765384885953607,0.03701540050317707,0.0025541877533454102,0.017494436666749387,1.7571000375458168,True
Ifit1,0.008303282900755323,0.010907154173247079,-0.0026038712724917555,1.8572527327068162,0.013791272582460457,0.008528595061338823,0.043661749460778956,1.359898866750087,True
Sema3e,-0.01417337961197697,-0.011049009554663834,-0.0031243700573131365,,-0.018309806362326472,0.008832173752089677,0.04475763725721121,1.3491328478192752,True
Gm17619,-0.020157924203846884,-0.016416362280724666,-0.0037415619231222184,,-0.026626985530357073,0.007733683410745855,0.040991254827274844,1.3873087868257312,True
Gm26756,-0.011236583068225593,-0.006934806460174325,-0.004301776608051268,,-0.013167797068979739,0.010223080585290919,0.049149425890821725,1.308481550749533,True
Mylk3,0.002798830081995561,0.012268545092770155,-0.009469715010774593,1.5319184712475327,0.01082807706862233,0.0021044643091575146,0.015207352497773352,1.8179463872414172,True
Rpl39l,-0.023058032570359537,-0.010328940373774204,-0.012729092196585332,,-0.02428689539371373,0.010301413222077452,0.049289058478839486,1.3072494776730292,True
Gm10655,-0.055945808681481655,-0.008516765087962444,-0.04742904359351921,1.4238296846178577,-0.047265795642734296,0.008364002389258956,0.04326208132375322,1.3638925906371633,True
Trib3,-0.004268743775800223,0.04457149045990702,-0.04884023423570724,-0.4457547108337527,0.028783239811207166,0.0008961692668284242,0.007884187098197281,2.1032430781076483,True
Snca,-0.11027291751479466,-0.06089999935469595,-0.049372918160098714,0.2859448497955134,-0.12908132628206104,0.007764158752218307,0.0410802050381921,1.3863673974327637,True
Atp8b5,-0.016499899093307378,0.03511300264951678,-0.05161290174282415,-0.7569389767855316,0.013364423760816025,0.0032255866430263313,0.020900129436455712,1.6798510242542855,True
Tmcc3,-0.24106677852955974,-0.18823212588087282,-0.05283465264868692,0.12156952191480887,-0.34859133810714144,0.009359638069716205,0.0461824246860997,1.3355232693367778,True
Ankrd63,-0.06367653527990075,-0.004224506135729668,-0.05945202914417108,3.502725060319347,-0.049831011725523656,0.001995097348027036,0.01470587725818454,1.8325090631647416,True
Nmnat2,0.0010026901908302157,0.06486370166511032,-0.06386101147428011,-0.7606776753972022,0.046746952150754924,0.005392641683464576,0.030992193583129747,1.5087476839306408,True
Utf1,-0.04157213683667372,0.02335346360740721,-0.06492560044408092,,-0.013202218196102886,0.0002710287149705459,0.0030682496034401424,2.51310931324087,True
Tmem125,-0.02608305895889287,0.03900657485764617,-0.06508963381653904,-1.7280211316698433,0.009292355900644268,0.005262121273754816,0.030475605832556853,1.5160476521699195,True
Gm16754,-0.10970581476138494,-0.02928379267517897,-0.08042202208620597,1.3847299090483096,-0.1039138880430929,0.0020129551266429564,0.014801140637080561,1.8297048147873582,True
Cbln3,-0.12789426945179042,-0.04639049660157937,-0.08150377285021104,1.0105520836779958,-0.13153824158422164,0.000550466244500775,0.00543223267599449,2.2650216364196867,True
Kiss1r,-0.09830472132334639,-0.009566452527455058,-0.08873826879589133,2.983497942001615,-0.07998968166128435,0.0016822666260423295,0.012940512508017919,1.8880485231266357,True
Skap1,-0.1258508615013176,-0.033034426672854424,-0.09281643482846319,1.4935875324751944,-0.11942048247756028,0.001149590654750445,0.009714850603524889,2.0125638736605587,True
Oasl1,-0.14282101522465662,-0.048426569478917846,-0.09439444574573877,1.1685390286143376,-0.14500505675573044,0.007347145285711532,0.03957169812771023,1.4026153125929537,True
X1700019L13Rik,-0.09793685532860542,-0.002832892286541064,-0.09510396304206437,6.158017311002091,-0.07458517937995415,0.004574947570489536,0.02717790635934378,1.5657840020408063,True
D030055H07Rik,-0.08410202197311342,0.011870645787712793,-0.09597266776082622,,-0.05306809433802659,1.2084971402699466e-05,0.0003125423638629172,3.5050911074561406,True
Aff2,-0.11006784731942593,-0.012376438384812609,-0.09769140893461331,2.786775364299397,-0.09114428131738135,0.009359638069716205,0.0461824246860997,1.3355232693367778,True
Sh3bp5,-0.3076351592579073,-0.20942259928679857,-0.09821255997110873,0.37596394327473626,-0.4315375920852376,0.0032952574397118422,0.021213814238252186,1.673381238428403,True
Kcnq3,-0.031155291926683797,0.07185105571310949,-0.10300634763979329,-3.337416204174957,0.029061114858109676,0.006365575110135051,0.03510427450442124,1.45463999804541,True
Ankmy1,-0.08498785493042785,0.02083674658737201,-0.10582460151779985,,-0.047033656770438324,7.036794759914956e-05,0.0010555192139872435,2.976533856669271,True
Pde6h,-0.10866461179841472,0.0008101467290800768,-0.10947475852749479,,-0.07997694174136241,0.004054215432333713,0.02492345552664168,1.6033917448333366,True
Krt83,-0.12285475890674309,-0.009266012163546895,-0.11358874674319619,3.5378914216777684,-0.09859882196357785,0.0011821178481015004,0.009933763429424373,2.0028861868532726,True
Pde2a,-0.08122030977556786,0.03292931148865944,-0.11414962126422731,,-0.0352620357679634,0.009251950483967169,0.04595339644354554,1.3376823841216694,True
Gm4632,-0.05225589893833059,0.06592057009293618,-0.11817646903126677,,0.00982345616446583,0.00890093273302426,0.04480335268300802,1.348689486063248,True
Ankrd22,-0.1291033902508293,-0.010061176275563712,-0.11904221397526557,3.4911150600729512,-0.10404952644577734,2.3458192120303507e-05,0.0004660567970921226,3.3315611537808025,True
Cgnl1,-0.2591117617306172,-0.1325355147746335,-0.12657624695598368,0.7573188331453288,-0.3144161652288797,0.005219252837573674,0.03034449324170741,1.5179201109060179,True
P4ha2,-0.18809862542796404,-0.06148922913413384,-0.1266093962938302,1.3307673968919427,-0.1923053464151191,0.00788713900658218,0.041511257929379895,1.3818341058527335,True
Trpm2,-0.2201420993249853,-0.08731661102789716,-0.13282548829708812,1.0905055001248023,-0.2408089711376638,0.0022095199132314775,0.015670353994549486,1.80492119267353,True
Map1b,-0.17148642991142332,-0.03417615972148928,-0.13731027018993402,2.047632172881519,-0.1565487973164247,0.0016224475482378715,0.012577112777037764,1.9004190448139433,True
Nudt11,-0.030054045810675004,0.11129088960252913,-0.14134493541320414,-3.7522124272003197,0.057441152445166135,0.0008919287313426097,0.007869959394199497,2.1040275084186466,True
Epb41l4a,-0.07496918220389469,0.07225551338132649,-0.14722469558522117,,-0.0019588274794527715,1.5200861414451505e-05,0.00035290151635487485,3.4523464755500903,True
Vmn1r4,-0.15485455499488227,-0.0058036220932985196,-0.14905093290158375,4.9354867751557885,-0.12081038518010682,0.008729924874377976,0.044389448513786324,1.3527202505346072,True
Fam83g,-0.06091856325923528,0.09223724050104642,-0.1531558037602817,,0.022416590205686,0.0024023641140756566,0.016606203553518363,1.779729642937639,True
Usp17lc,-0.04432877514901197,0.10998623602414159,-0.15431501117315355,,0.04660103810019868,0.0002124547594828794,0.00261214868216655,2.583002106873703,True
Thbd,-0.2350996049193204,-0.0785929242914809,-0.15650668062783948,1.3602596086414733,-0.24613238771767298,8.308100985416669e-05,0.0011925503806818184,2.923523264623339,True
Wwtr1,-0.07670575601993962,0.08943014319002209,-0.1661358992099617,,0.009149630040607176,0.0008668736545661443,0.007716976153407814,2.1125528417818464,True
B430010I23Rik,-0.20594510116603407,-0.035854427836774685,-0.17009067332925937,2.3066030704493548,-0.18590042324767325,0.0010870040385370075,0.00929063280800861,2.031954704126216,True
Spin4,-0.09591770545874818,0.08222539216887631,-0.17814309762762448,,-0.009910880805257953,0.008763889688913852,0.044486749689918025,1.351769323703495,True
Six5,-0.08119881249275987,0.1038400755630436,-0.18503888805580349,,0.016240465282705598,0.0017838143389490655,0.013479705332108807,1.870319601423687,True
Itgb2l,-0.2958945658437104,-0.1095109196039447,-0.18638364623976567,1.2597139580273884,-0.3268103886846119,0.01045968283809365,0.049808013514731665,1.3027007788216027,True
P2rx1,-0.2009925610961461,-0.01446619936708903,-0.18652636172905707,3.704621519009656,-0.1644467585246828,0.0008505345386800719,0.007639531784551544,2.1169332578662976,True
Hid1,-0.08166011141470834,0.1048858102230917,-0.18654592163780004,,0.016657267196798813,0.002786328365296114,0.018742119049076997,1.7271813078295961,True
Il1f9,-0.5563698655191293,-0.3693842653356513,-0.18698560018347798,0.49540691593204855,-0.8966757705494609,0.004037259247480601,0.024921353379509882,1.6034283765677164,True
Pde1c,-0.22149455159813883,-0.03255605593878909,-0.18893849565934973,2.5825736438890186,-0.19598825792880267,0.00911008742646393,0.045626481267765924,1.340783022897675,True
Xrcc5,0.0684931799223747,0.26005601249430554,-0.19156283257193085,-1.2928750804656328,0.21943136053743095,0.007733683410745855,0.040991254827274844,1.3873087868257312,True
H2.Q10,-0.21069657113045925,-0.01885579193169568,-0.19184077919876358,3.3530623014556795,-0.17588582503549496,0.0007297423839272905,0.00673608354394422,2.171592535159094,True
Tinagl1,-0.14916222667818865,0.05112497457348152,-0.20028720125167018,,-0.07251101034885966,0.0005112971064611976,0.005095984449779378,2.2927719059053024,True
Cth,-0.13591518336654435,0.06639952126060505,-0.2023147046271494,,-0.05103715032226386,0.006813355420928991,0.03736758000509502,1.427505026968794,True
Hspa12b,-0.05529341130999792,0.15032787059616565,-0.20562128190616358,,0.06697397367756859,0.00014527118350255745,0.0018866387467864605,2.724311250495859,True
Gp9,-0.011265312253673169,0.19443273281491258,-0.20569804506858574,-2.8525569751936186,0.1264227705265231,0.002498985548307777,0.017194854690191122,1.7646014899504188,True
S1pr1,-0.13481941347016077,0.07254507916767398,-0.20736449263783474,,-0.04563566492958135,0.004262792007452512,0.026045572346960363,1.5842660945800846,True
Gm36266,-0.19928667520497478,0.008679420033512766,-0.20796609523848755,,-0.1444944082276729,0.005327020470226418,0.030732810405152407,1.512397723256777,True
BC018473,-0.08712468023108987,0.12831050045528972,-0.21543518068637957,,0.02940752470924238,8.875032832832835e-05,0.001244163481238248,2.9051225502441715,True
Nnat,-0.089106734064396,0.12668290527066206,-0.21578963933505807,,0.026853992971914802,0.00022265858085484606,0.0026719029702581528,2.573179317246866,True
Col16a1,-0.07524958502942808,0.14159995610403242,-0.2168495411334605,,0.04708489880840188,0.004209754908121129,0.025774009641557932,1.5888180133565606,True
Zswim5,-0.13093023874508944,0.08963137696646645,-0.2205616157115559,,-0.030102714338497295,9.135214075762365e-07,5.270315812939826e-05,4.2781633597954976,True
Lcn4,-0.10910357051224145,0.12100328178150681,-0.23010685229374828,,0.008558391793257559,0.00036418518924633984,0.003930055999061222,2.4056012613523055,True
Gm1673,-0.14224177683374922,0.08932583888283042,-0.23156761571657963,,-0.038684828687884684,0.0008919287313426097,0.007869959394199497,2.1040275084186466,True
Gbe1,-0.3174926426839282,-0.07529376114821328,-0.2421988815357149,1.928663646680509,-0.31543832633570856,0.009578373579931361,0.04679987091171675,1.3297553448405428,True
Psma8,-0.13069687668742402,0.11190187775584712,-0.24259875444327114,,-0.013621832178962744,0.0008070629874667121,0.00735923696778157,2.133167212545756,True
Gpc3,-0.18245454443995765,0.06254187770475907,-0.24499642214471673,,-0.08920032089408697,0.0001913304666937477,0.0023718652895919137,2.6249099804208553,True
Prkcq,-0.11870817950820248,0.12914329741518343,-0.2478514769233859,,0.007507777280144891,0.0002203520801309848,0.0026548443389275275,2.5759609377563932,True
Cttn,-0.10041375894115098,0.14787057146224553,-0.2482843304033965,,0.03383302108788965,0.008628735108070003,0.044024158714642866,1.3563089344879833,True
Fbxo16,-0.061603045397173956,0.18676019332638485,-0.2483632387235588,,0.0875695274411652,0.0012555311359961619,0.010491903643421965,1.979145706579806,True
Syngr1,-0.5057376214884949,-0.2553252645590302,-0.2504123569294647,0.8832842298016848,-0.6908970390682079,0.006289362723135135,0.034940904017417417,1.456665862813393,True
Ccl24,-0.3284026910846053,-0.07790133675524623,-0.25050135432935905,1.9335629166259893,-0.3276235659612581,0.0015224532075562409,0.012138118272310075,1.9158486351136865,True
Rhob,-0.6535225139025577,-0.4026695576738671,-0.2508529562286906,0.6183165423985788,-1.0834348040554012,0.007146269644917179,0.03869821107355873,1.4123091109200887,True
Flt1,-0.13149983072662935,0.12450938625395577,-0.2560092169805851,,-0.0050513727739377855,0.004574947570489536,0.02717790635934378,1.5657840020408063,True
Hopx,-0.2277809321441463,0.029395569639831295,-0.2571765017839776,,-0.1507095460234774,0.008298964921200653,0.04299981824456297,1.3665333801308828,True
Nupr1,-0.507832887565607,-0.24341699693171237,-0.2644158906338946,0.9592025285804441,-0.6795151885407554,0.004556027487348191,0.02717790635934378,1.5657840020408063,True
AL732506.1,-0.2918849090668233,-0.017521018142516605,-0.2743638909243067,4.029254472227983,-0.24246970303964333,2.9184580586143862e-06,0.00011370615812783323,3.944216014041254,True
Slc16a3,-0.5118077032388721,-0.23026235931020336,-0.2815453439286688,1.0522026556005446,-0.6689484289011853,0.0005724822424000195,0.00561257100392176,2.2508381517496256,True
Apoe,-0.6040539545430125,-0.306069731817281,-0.2979842227257315,0.8953605629404546,-0.8758355822671645,0.0017129309786570923,0.013109165652987953,1.882424948571871,True
Slc39a4,-0.5257756227154804,-0.21731306840742554,-0.30846255430805486,1.1784160332065083,-0.6701171471846843,0.0019685831766358894,0.014546181108146965,1.8372510095200356,True
X8430408G22Rik,-0.3171059881469049,-0.003607787712563716,-0.3134982004343412,7.437204676462693,-0.2521518501568208,0.0043344507118828375,0.026322575173377556,1.5796716253590115,True
Ncam1,-0.20559731750112545,0.10837743214711613,-0.31397474964824157,,-0.07189114665842772,0.00028824388619224023,0.0032146158311402253,2.492870920837717,True
Gm6093,-0.24780830426033032,0.06813749087096245,-0.3159457951312928,,-0.13580063037469503,0.00012434510913556204,0.0016803393126427304,2.7746030118878657,True
Aqp9,-0.41636333496838535,-0.09719932197192907,-0.31916401299645625,1.9889881735121986,-0.42814134856892194,0.0004700528095938436,0.0047320752643675535,2.3249483564702342,True
Tctex1d1,-0.16012045132298053,0.1596279646014742,-0.3197484159244547,,-0.00035529782207087353,0.008462413598994821,0.04354586757630268,1.361053052457978,True
Nt5e,-0.3096459358692919,0.014619461036611056,-0.32426539690590295,,-0.23025066274841863,0.0015788748345170447,0.012367165805616536,1.907729816620755,True
Tnfrsf18,-0.32515936074064383,0.01973090323442493,-0.3448902639750688,,-0.23907945328007968,0.0049686027801288815,0.029112906914817667,1.5359144282254076,True
Glipr2,-0.6105137857632805,-0.26255275822165686,-0.34796102754162367,1.1345713915470212,-0.8275976712790695,0.006813355420928991,0.03736758000509502,1.427505026968794,True
Padi4,-0.3450717004273682,0.010572508427040063,-0.35564420885440823,,-0.26404394607969817,0.005219252837573674,0.03034449324170741,1.5179201109060179,True
Lima1,-0.4654937727800688,-0.10626693308310801,-0.3592268396969608,2.0340632768686575,-0.4857622842588502,0.008106558715556463,0.042221659976856576,1.3744646960729627,True
Ecscr,-0.14611864109095768,0.21524336655405585,-0.3613620076450135,,0.04902061251721632,0.00017867587454400744,0.002233448431800093,2.6510240705228827,True
Rbpms2,-0.19510192143289024,0.16707663033731096,-0.3621785517702012,,-0.020358951109809172,0.0002655078346147422,0.0030327055059588856,2.5181697602619053,True
Pcsk9,-0.2006340285804421,0.16416745893886708,-0.3648014875193092,,-0.02654783902052262,5.025317844934755e-05,0.0008193453008045797,3.086533032757387,True
Isg20,-0.20526451012171923,0.1595428262186962,-0.3648073363404154,,-0.03336405845614136,0.00708978932721836,0.03846178658527139,1.4149705462518862,True
Ak1,-0.15078725608330076,0.21755374087652743,-0.3683409969598282,,0.047375393958316914,0.007980516198249939,0.04185585418662555,1.3782437906422997,True
Slc2a1,-0.45115612199878047,-0.08156790259115371,-0.36958821940762676,2.374816028447158,-0.44685975140866036,0.005944453901744736,0.03358448532059173,1.47386130284064,True
Gimap4,-0.15113412615793337,0.22856727520603484,-0.37970140136396824,,0.054802052404257576,0.0002957148860682368,0.003285720956313742,2.4833693223005264,True
Cd55,-0.257786220095244,0.12286243882849872,-0.3806486589237427,,-0.10076541073041306,0.002370924842623101,0.01657165499876416,1.7806341167503204,True
Meg3,-0.17192278474365605,0.2090755015084427,-0.38099828625209875,,0.026554137132785094,0.0005809475800068345,0.00567701218247721,2.2458801738075356,True
Cavin3,-0.18022223346341992,0.20174651828833967,-0.3819687517517596,,0.015443534990283347,0.0044624859555751194,0.026882445515512766,1.5705312257379176,True
Tnfrsf23,-0.8509823833638183,-0.4562126476940963,-0.39476973566972196,0.8390369463748352,-1.529478817475153,0.0061890240221540655,0.034575553196391426,1.4612308626078567,True
Gm17745,-0.33411917483482595,0.0632797342536543,-0.39739890908848025,,-0.20992816484125565,0.0015294029023110694,0.012138118272310075,1.9158486351136865,True
Ptgs2,-0.49547423816833314,-0.0965616799545848,-0.3989125582137483,2.2729066848558706,-0.5063894696886915,9.013638213434227e-06,0.00025037883926206186,3.6014023782573514,True
Sgce,-0.1631110077089935,0.24600658496696506,-0.4091175926759586,,0.05859051391128943,4.1890528193835085e-05,0.0007060201380983441,3.1511829112141245,True
Aldoc,-0.9253767388810602,-0.5062704693723141,-0.4191062695087461,0.8145984304384914,-1.815141367789946,0.000909003256139923,0.007927353977964445,2.1008717489411564,True
Gdf15,-0.8290700002061888,-0.40802632633739083,-0.421043673868798,0.9613901228196549,-1.3904271854025712,0.00026414418221204164,0.0030327055059588856,2.5181697602619053,True
Vldlr,-0.27186142642838673,0.15824867013310626,-0.430110096561493,,-0.08437413245717922,4.968723593166094e-05,0.000814544851338704,3.0890849971103926,True
C3,-0.9083052925008364,-0.47711717387225927,-0.4311881186285771,0.8724729234605472,-1.7023330658632072,0.008866493702014804,0.04480335268300802,1.348689486063248,True
Tbxas1,-0.40888369291637766,0.027255378558969364,-0.43613907147534703,,-0.30545701556232013,0.0017678333989660626,0.013426582776957439,1.8720345063151145,True
Scarf1,-0.213394385935233,0.23083644961457392,-0.4442308355498069,,0.012527243196900599,0.001278952955486153,0.01062841791262731,1.9735313773348078,True
Nhsl2,-0.3955041074664173,0.0562543023478886,-0.4517584098143059,,-0.26816491628967143,4.968723593166094e-05,0.000814544851338704,3.0890849971103926,True
G0s2,-0.4502439862350557,0.005612473251061393,-0.4558564594861171,,-0.36274358593835393,4.2858549605578356e-05,0.0007143091600929726,3.14611378057359,True
Mapk13,-0.5890746815025607,-0.13075623177506965,-0.45831844972749103,2.0963967870987688,-0.6436656237863588,0.0003096217156194768,0.003427546667374282,2.465016623410759,True
Snhg12,-0.09827965212112079,0.3634195016281204,-0.4616991537492412,,0.17960012486831556,0.010068004317886669,0.048559506356366564,1.3137257368379827,True
Snhg6,0.08959761571893836,0.5527918357900361,-0.46319422007109773,-2.1151361711621623,0.4018431154694744,0.010262180376459325,0.049258465807004756,1.3075191187236306,True
Galnt6,-0.7721621217185525,-0.3043612717418389,-0.46780084997671356,1.2789180697373985,-1.1148526794909797,0.0020674122406789857,0.0150906002969269,1.8212934838521495,True
Cox4i2,-0.3400956144402488,0.1282456797186265,-0.46834129415887527,,-0.1615321844249822,0.0002838465502257837,0.0031773867562587725,2.4979299189827144,True
Timm17a,-0.07157193214754229,0.3970615907444317,-0.468633522891974,,0.21753452424259007,0.006139397178650805,0.03436229764170227,1.4639178046850583,True
Inpp4b,-0.3019591695194622,0.17252675914455093,-0.4744859286640132,,-0.09652390395610834,2.3320592623973207e-05,0.0004660567970921226,3.3315611537808025,True
Hk3,-0.5220081681104632,-0.0423396005213173,-0.47966856758914594,3.583386316933163,-0.4782936831814474,0.008043316409756713,0.04203823907538352,1.376355484267514,True
Osm,-0.5495226365783947,-0.05991525078509026,-0.4896073857933045,3.141480570521569,-0.5243318126031828,0.00012911886782335816,0.0017370251276684955,2.760193899037738,True
Rpia,0.042280791597532834,0.532095982404094,-0.4898151908065611,-2.7257019062085304,0.3642232152542382,0.00987710699737372,0.04786966234591464,1.3199396358525666,True
Rab44,-0.32259791319563297,0.16800875524960984,-0.4906066684452428,,-0.11605796213674408,0.0015504276837930956,0.012240218556261279,1.9122108275392447,True
Gimap5,-0.16130262081947752,0.33047651150034507,-0.4917791323198226,,0.1171457105330989,0.003211814597855039,0.02085593894711064,1.6807702531751592,True
Creg1,-0.7388333618175291,-0.24565605454113862,-0.49317730727639053,1.523274971804165,-0.9777947245340307,0.01045968283809365,0.049808013514731665,1.3027007788216027,True
Stc2,-0.33153255661922076,0.1618154524838371,-0.49334800910305787,,-0.12793334552453486,7.0123094502949e-07,4.4759422023158935e-05,4.349115530136838,True
Gm5111,-0.2521976007602021,0.24880313594443146,-0.5010007367046335,,-0.0024506690443361514,0.0029094841827962403,0.019396561218641604,1.7122752585308862,True
P4hb,-0.6252405788634038,-0.1239431462817011,-0.5012974325817027,2.2666086643551013,-0.6771301040384669,0.007553072023395996,0.040462885839621404,1.3929431462926256,True
Ccng1,-0.49627457406610953,0.0069883660715044475,-0.503262940137614,,-0.4047696353049593,0.001481362289084557,0.011978670801222833,1.9215913702372565,True
Slfn9,-0.30282161710177224,0.2024256353924396,-0.5052472524942119,,-0.07430128691079671,0.001736265688612035,0.013220297121411435,1.878758784128791,True
Rpl41,-0.04494015296325649,0.4611350163711153,-0.5060751693343718,,0.2727368110932551,0.0026105030579394424,0.017798884485950742,1.7496072154875753,True
Pgam1,-0.5346996413549067,-0.02251904953322379,-0.5121805918216829,4.595996704388203,-0.4711473614113656,0.003822611575964017,0.023841652240939815,1.6226636510182642,True
Rps6ka3,-0.24617913681153342,0.2728801790483714,-0.5190593158599048,,0.019133293199691048,0.005896597944859956,0.03344006395950826,1.4757329005740818,True
Pygl,-1.0293008966284416,-0.5059363278445467,-0.5233645687838949,0.975409715228854,-2.1054335719994284,0.0015932779016278769,0.012382988872755518,1.9071745173290322,True
Thbs1,-0.7382227464375825,-0.21412919036393785,-0.5240935560736446,1.7219195306233266,-0.9328458468182733,0.009251950483967169,0.04595339644354554,1.3376823841216694,True
Tgfb1,-0.3641028160829871,0.16781750003388043,-0.5319203161168675,,-0.14902885242847486,0.005262121273754816,0.030475605832556853,1.5160476521699195,True
Gapdh,-0.9214713179986197,-0.3874168940487981,-0.5340544239498216,1.1960096052090414,-1.5330090081799717,0.007918155427501452,0.0416015171322318,1.3808908311486823,True
Pla2g4a,-0.4180181597465541,0.12129592744683997,-0.539314087193394,,-0.23168627349416002,0.006065628685107998,0.03414049916571106,1.4667301333873934,True
Arap3,-0.2858122069622709,0.2575869845731359,-0.5433991915354068,,-0.02050522809163317,2.648791913035077e-06,0.00010595167652140308,3.9748921668603736,True
Pde4d,-0.5037921758974977,0.04241330358311555,-0.5462054794806133,,-0.3783619759368747,0.005778473655835395,0.032957074082711375,1.482051351772794,True
Tagln2,-0.23923494112519114,0.3073303194922025,-0.5465652606173936,,0.04830272275343752,0.0015224532075562409,0.012138118272310075,1.9158486351136865,True
Tnik,-0.22403255125161994,0.32703811698801516,-0.5510706682396351,,0.07245266825783808,1.8296131175206953e-05,0.00039488052896130115,3.4035342802243105,True
Csrp2,-0.16417608683304255,0.3897115297985872,-0.5538876166316298,,0.15415247674320784,0.0021044643091575146,0.015207352497773352,1.8179463872414172,True
Egln3,-0.4454166264849996,0.10882826838385451,-0.5542448948688541,,-0.26585476568778676,0.0006129944305777029,0.005904037552842139,2.2288508888306358,True
Prdx6,-0.1508991427731788,0.40630823328937676,-0.5572073760625555,,0.17338913606628323,0.0034387271136099864,0.02194932200176587,1.658578890248259,True
Pgk1,-0.9308138511075479,-0.3729779959607093,-0.5578358551468385,1.2662797999922992,-1.5224093860752308,0.008495446702795355,0.043566393347668486,1.3608483917291345,True
Itih5,-0.18458188917512888,0.37499621819236234,-0.5595781073674913,,0.13120378940680993,0.0068678546467646475,0.03746102534598899,1.4264203397207702,True
Cd93,-0.8502167344226537,-0.28494264311027273,-0.5652740913123809,1.5205350881881954,-1.2094938053307733,0.000875151908253503,0.007767620487457128,2.109712001461217,True
B2m,-1.088765068113112,-0.5225734414593556,-0.5661916266537564,1.012632700406491,-2.3634139260358964,0.00634007913599944,0.03502806152485879,1.4555838961493783,True
Sord,-0.46919402150357975,0.10276711973833609,-0.5719611412419159,,-0.29196898685166606,0.0019337340473781842,0.014323955906505067,1.8439370245486444,True
Agpat2,-0.4007200367329915,0.17347492676102855,-0.57419496349402,,-0.1740069242182546,0.003184431136527938,0.02076802915126916,1.6826047152771415,True
H2.Q6,-0.26801037931869937,0.3082209707772415,-0.5762313500959408,,0.028718075516463378,5.984825567734853e-06,0.00019638276151072665,3.7068966372687453,True
Slc7a11,-1.4411384802610774,-0.8645946610797449,-0.5765438191813325,0.7014280803934716,,0.010419913928058688,0.0497766588920001,1.3029742574555199,True
Dlk1,-0.2402393419286806,0.34027560322389955,-0.5805149451525802,,0.0704142391005092,0.0006159879180131965,0.005904037552842139,2.2288508888306358,True
Ier3,-0.9445964337515526,-0.36346687018875923,-0.5811295635627933,1.3258624139024529,-1.5312880403466809,0.00932361860011182,0.04615652772332584,1.3357668698549157,True
Lat,-0.2632579596748281,0.3188677579087675,-0.5821257175835957,,0.03956643399720407,0.00041293460901401766,0.00425705782488678,2.370890450631253,True
Tmem40,-0.5047880007129126,0.07781468621617887,-0.5826026869290915,,-0.34645685453777564,0.0003462365857598221,0.003749854719420456,2.425985557812613,True
Ethe1,-0.5032770453962396,0.08082846892782439,-0.584105514324064,,-0.34231296641510683,0.0014678940387305769,0.011901843557274947,1.9243857625789333,True
Igf1r,-0.2964465056421646,0.29509045802913525,-0.5915369636712999,,-0.0009785133484353115,0.0006189950032787111,0.005913964999478131,2.2281212500801906,True
X1810037I17Rik,-0.40511263772650175,0.18865195173873625,-0.593764589465238,,-0.16525698295873273,0.0035726867957860606,0.022516933586886934,1.6474907531177188,True
Nt5c3,-0.19213394643009737,0.40911195171151216,-0.6012458981416096,,0.14859445724679277,0.0011336391347552012,0.009607111311484756,2.0174071773754116,True
Afp,-0.4001055034954832,0.210411256285018,-0.6105167597805012,,-0.14376661717743885,0.00017494330263329597,0.00220516768025163,2.6565583813257425,True
X1700020L24Rik,-0.2981514103211902,0.3135742986033751,-0.6117257089245653,,0.01108258556007062,0.0006853867810921114,0.0064255010727385445,2.1920929995701743,True
Cystm1,-0.39388945100779577,0.21792212963610877,-0.6118115806439045,,-0.132868423527669,1.6730135482840415e-05,0.0003802303518827367,3.4199532185356434,True
Mecom,-0.1646585626074733,0.44760110928838875,-0.6122596718958621,,0.19089455265875724,3.406418034244715e-05,0.0006046895918777601,3.2184675065535706,True
Gpr84,-0.6707102035857512,-0.05342236200505241,-0.6172878415806987,3.6200243011824513,-0.6485215624770372,6.9517183219928985e-06,0.00021500159758740925,3.6675583130108205,True
Sptbn1,-0.13613959973861084,0.4823708194438163,-0.6185104191824271,,0.23034519711939802,0.004948214792253255,0.029050184690332218,1.5368511021811488,True
mt.Nd2,-0.16401388624303542,0.46105804298234637,-0.6250719292253818,,0.19977859032337483,0.0001721921297788927,0.002179647212391047,2.6616137936020072,True
Lbp,-0.5099400239443395,0.1265805621883575,-0.636520586132697,,-0.3070010703185449,8.400150024035925e-05,0.001200021432005132,2.9208109975203356,True
Fam212a,-0.08610496186922975,0.551314885758212,-0.6374198476274417,,0.3017105039088419,0.005896597944859956,0.03344006395950826,1.4757329005740818,True
Trf,-0.4399752325096091,0.19832065489449685,-0.638295887404106,,-0.1857814879886671,1.585275848096237e-05,0.00036304027055639014,3.440045197800304,True
Tjp1,-0.2462305347193817,0.39748479515597096,-0.6437153298753526,,0.10517804944370225,0.0008586680582819638,0.007689564701032512,2.114098244501608,True
Gatm,-0.3299658217255987,0.325017115425317,-0.6549829371509157,,-0.003574160712828913,0.00015160280835154927,0.0019436257480967855,2.7113873562738364,True
