,pDC/Ccr7DC,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Calm1,-0.01292238824200004,-0.539833396034234,0.5269110077922339,,-0.4666916095159958,0.0017999279756798208,0.013533293050224215,1.8685965138585798,True
Ucp2,-0.11090950513529513,-0.6358580633039261,0.5249485581686311,-3.1291427162238517,-0.6743459901588537,0.010499586730079528,0.0499187958640865,1.3017358992048373,True
P2ry10,0.3832800587838637,-0.13830650573945724,0.5215865645233209,,0.16669844936890663,5.41323645661131e-06,0.0001824686446048756,3.738811753919979,True
Cited2,0.4389185997643453,-0.08252753630153167,0.521446136065877,,0.2365789867490906,0.004907665645119989,0.028868621441882285,1.5395739544108655,True
Ppdpf,0.5728639919922109,0.05540151936257805,0.5174624726296329,3.4127799895864577,0.39411102625611794,0.005920482345859248,0.0335121642218448,1.4747975244400378,True
Cd96,0.7931027946747791,0.27728542419502616,0.5158173704797528,1.5740875986258505,0.618421081011904,0.009145369944289626,0.04565076511292659,1.3405519392351046,True
Rasgrp3,0.6206342435556906,0.11037082470451265,0.510263418851178,2.552220626388276,0.44943199149136354,0.0003753681182209432,0.003965156178390245,2.4017397021478213,True
Akr1a1,-0.09537965121708653,-0.6013299874907033,0.5059503362736169,-3.396390828934008,-0.6178414608913456,0.0015932779016278769,0.012382988872755518,1.9071745173290322,True
Ncf1,0.34987381145600577,-0.15142892908110153,0.5013027405371073,,0.13648336292527585,0.0029473881572802648,0.019605686190334353,1.7076179529832287,True
Adora3,0.39100033765650166,-0.1098055520522495,0.5008058897087512,,0.18978964008595905,2.0684352102135328e-06,8.864722329486569e-05,4.052334863296045,True
Filip1l,0.027859139902022937,-0.4702222711569145,0.49808141105893744,,-0.36064106231462745,0.0003444879788028546,0.0037444345522049415,2.4266137559079373,True
Nsg2,0.4938487245959304,-0.0021648623187084425,0.4960135869146388,,0.3171210349520497,0.0002668780845243819,0.0030327055059588856,2.5181697602619053,True
X1700025G04Rik,0.4058694501459135,-0.09005676103035795,0.49592621117627145,,0.2115185679158958,0.001314842807725635,0.0108366165471893,1.9651062938359127,True
Emp3,0.18963117128634183,-0.30571276775576545,0.4953439390421073,,-0.08626351985348615,0.00461300137729809,0.027349810537340456,1.5630456778450867,True
Gprc5c,0.390712970059444,-0.10384087861013085,0.49455384866957486,,0.19337567567862524,1.7555065706101342e-06,8.228937049735004e-05,4.084656259957652,True
Gpr137b,-0.19750952720545795,-0.6918024947195974,0.4942929675141395,-2.116721218158093,-0.8485464179336027,0.009145369944289626,0.04565076511292659,1.3405519392351046,True
Tspan33,0.3890978227464278,-0.1035611997075126,0.4926590224539404,,0.19253293662005175,0.0006435480284381402,0.006129028842268002,2.212608334919979,True
Sema4b,0.4565068640464257,-0.028500180162414415,0.4850070442088401,,0.27977239308990676,0.00022852437566566098,0.002720528281734059,2.565346754949329,True
Ighg2b,0.4474662885553281,-0.03163914390611182,0.47910543246143994,,0.2725172317826994,1.6033806521856112e-07,1.3743262733019523e-05,4.8619101509204,True
Myl12b,0.20332629762126359,-0.27536903047712663,0.4786953280983902,,-0.05292692517614408,0.008298964921200653,0.04299981824456297,1.3665333801308828,True
Kif5a,0.413625092282011,-0.05960428860601002,0.473229380888021,,0.23512707026062946,1.36533719240761e-06,6.942392503767508e-05,4.1584908361555994,True
Sept3,0.3881010797838026,-0.08411758846461903,0.4722186682484216,,0.20413037950710344,1.9246557322529735e-06,8.491128230527824e-05,4.071034600481773,True
Scn3a,0.35725292613934506,-0.09696898880489699,0.454221914944242,,0.17650401567322338,0.0001437276447971724,0.001874708410397901,2.7270662722578827,True
Irf4,0.2746995142676055,-0.15953200682858296,0.43423152109618846,,0.0807719198853223,0.0003734822748488673,0.003959176058468558,2.402395185410891,True
Cd164,0.10454853547542595,-0.3280004383037947,0.43254897377922064,,-0.1709232521630182,0.0037586836454524732,0.02354081615105933,1.6281784844085962,True
BC147527,0.4131944838338742,-0.01617646567943706,0.42937094951331123,,0.2612407536279939,4.7095343135978764e-07,3.139689542398584e-05,4.5031132935475,True
Lat2,0.05764392181248785,-0.37007058449792285,0.4277145063104107,,-0.2450498008996194,0.006978029568061863,0.037992901459501974,1.4202975387765653,True
Relb,0.128391414789679,-0.29622378521317705,0.424615200002856,,-0.12644849476645775,0.0009803753082888954,0.008451511278352546,2.0730656246404737,True
Rel,0.07106331593466718,-0.3528464146102007,0.4239097305448679,,-0.21908783156014636,0.0010972113635854435,0.009351233212375938,2.029131111906822,True
Gpr4,0.34074247824343673,-0.08093514389297127,0.421677622136408,,0.17619977723081842,5.197456766139375e-10,2.5987283830696875e-07,6.585239110225206,True
Cst3,-0.5540476743575025,-0.9730434749394492,0.41899580058194674,-0.9133224183416092,-2.0803659521487226,0.008495446702795355,0.043566393347668486,1.3608483917291345,True
a,0.3923790496107516,-0.026417294154148358,0.41879634376489994,,0.24242675344987544,1.5292399042044578e-05,0.00035290151635487485,3.4523464755500903,True
Ppp1r14a,0.3581287263656041,-0.0605263448431643,0.41865507120876844,,0.20012914966393663,4.141433201509168e-05,0.0007019378307642659,3.1537013507642766,True
Trac,0.4184766400789715,0.0024794584835508074,0.4159971815954207,6.672530841685044,0.2755769178496946,6.213712503511317e-06,0.00019830997351631864,3.702655443463982,True
Macf1,0.27892130654758884,-0.13684120077927445,0.41576250732686326,,0.09901243248488142,0.0031169009032848945,0.02041638146256481,1.690021228463474,True
Fmnl2,0.3145345756101418,-0.10002532344808783,0.41455989905822965,,0.14698702477817568,2.0480770790977974e-05,0.0004179749141015913,3.3788497828043487,True
Rasal1,0.39764842889312013,-0.014805461118062335,0.4124538900111825,,0.25268387931795877,0.009287722858980454,0.04605482409411796,1.3367248721397602,True
Myadml2,0.43492868396662016,0.023584659112267464,0.4113440248543527,4.209678992190542,0.297786185112363,0.003281214582325982,0.021213814238252186,1.673381238428403,True
Grap2,0.33936302884531844,-0.07131477653797229,0.41067780538329074,,0.18145133367697094,0.0008109280510167576,0.007372073191061433,2.1324103616900345,True
Map3k14,0.26962435754349384,-0.1410439388760782,0.41066829641957203,,0.08989159677736683,0.0031980961572583956,0.02081190557868804,1.681688153117524,True
Clcn1,0.4495656492507169,0.039879424189557915,0.409686225061159,3.542648010182074,0.3158241844541673,0.00043844002968424926,0.004473877853920911,2.3493158772112888,True
Gm16907,0.3793235332936495,-0.02853514690419777,0.40785868019784727,,0.23314467610403256,0.0010084523060454893,0.008668644464574406,2.0620488088192053,True
Btg2,0.08569470932831846,-0.3201269855958742,0.4058216949241927,,-0.17986783887470797,0.0011603399847968524,0.009778145939299317,2.0097434851577423,True
Bcl2a1b,-0.4856442885281631,-0.8901873084196251,0.404543019891462,-0.989999418592375,-1.679992768571714,0.0006887076822725598,0.006436520395070653,2.191348850282911,True
Gstt2,0.20953010467369929,-0.19123355539363174,0.400763660067331,,0.01313816589300491,0.006090128988512617,0.03421420780063268,1.4657935112513856,True
Kynu,0.09917142977698289,-0.29981299508168774,0.39898442485867064,,-0.15251739793019625,0.0002668780845243819,0.0030327055059588856,2.5181697602619053,True
Wnt9a,0.3693974598309536,-0.027339074519321518,0.3967365343502751,,0.22777704131719337,2.86239735613299e-05,0.0005364815393380267,3.2704452177829637,True
AC147041.1,0.3693500824789982,-0.01998071593541977,0.389330798414418,,0.23227355089318732,0.000402722034222987,0.004180505545567339,2.3787711961258364,True
Gm26740,0.13837630380990767,-0.24505132761753728,0.38342763142744496,,-0.0790779390364978,0.0077947416562680165,0.04116941015634516,1.385425355195362,True
Irf5,-0.052888551834086056,-0.43365512176590615,0.3807665699318201,-4.903034532354605,-0.40215295588526395,2.1856821372235603e-05,0.000442674959205488,3.3539150440623957,True
Slc15a3,-0.12450170687689106,-0.5043857281313389,0.3798840212544478,-2.5457132266453097,-0.5446529822825511,2.7639981864311143e-05,0.0005278806814430296,3.2774642313428752,True
Irf1,0.3108895002436246,-0.0631370909747218,0.3740265912183464,,0.1684831309360896,0.0014347155876875141,0.01172792033532028,1.9307789927411732,True
Ccr6,0.30281839006942535,-0.06993314207015995,0.3727515321395853,,0.15890911036489588,0.0007804825023984506,0.00713855947315656,2.146389417912582,True
Hmgn2,0.7752923347318533,0.40324963579170175,0.3720426989401516,1.0057816158792245,0.6683651383813501,0.00515554162372893,0.03009070986612216,1.5215675667529973,True
Hvcn1,0.1046548061563512,-0.2665918441817271,0.3712466503380783,,-0.12181381369253935,0.0019251107284370289,0.014295376696314572,1.8448043960964586,True
Slc24a2,0.3830042494557897,0.013496147108099358,0.3695081023476903,4.765434066497554,0.26092917868865473,0.00041708696234540605,0.004285140024096638,2.3680349822124445,True
Trib1,0.04503468204001429,-0.3239276094683249,0.36896229150833915,,-0.2166631476752856,9.687953598762675e-05,0.0013455491109392605,2.871100446379838,True
Slc39a14,0.149336171977383,-0.21919079937973482,0.3685269713571178,,-0.051290489072724765,0.008043316409756713,0.04203823907538352,1.376355484267514,True
Zfp599,0.42470997723689163,0.0586712893429542,0.36603868789393745,2.932460656700924,0.3123057714535023,0.004481053850313024,0.02694020350889593,1.5695991278982337,True
Zap70,0.36855779570873043,0.004764301689989776,0.36379349401874067,5.9110125107366445,0.24690791038673143,0.002132651946592355,0.015269584343143353,1.8161727848123501,True
Ly9,0.1636967383181,-0.19464260547032602,0.358339343788426,,-0.022497225927873846,0.00708978932721836,0.03846178658527139,1.4149705462518862,True
Adam23,0.2360113780675531,-0.11633761474919282,0.3523489928167459,,0.08384223825060316,0.004280605246618521,0.026048307788753677,1.5842204851044839,True
Bcl2a1d,-0.41143874257301144,-0.7626771472177631,0.3512384046447517,-1.0281968057670452,-1.2759887410348594,0.00034274763561602007,0.0037444345522049415,2.4266137559079373,True
A530032D15Rik,0.25609411984291836,-0.08903203120657723,0.34512615104949557,,0.11574048877285244,1.488347360234036e-06,7.087368382066837e-05,4.149514993209845,True
Lztfl1,0.21699675560080378,-0.1261152275951435,0.34311198319594727,,0.0641113193158857,0.009468442485144387,0.04648989763573349,1.3326414100716997,True
Ddr1,0.3543344749243162,0.012735428072801466,0.3415990468515147,4.736419410029161,0.24310231157238674,3.252448830343314e-05,0.0005877919572909603,3.230776360638452,True
Tubb3,0.34881967601785635,0.007632865670270778,0.3411868103475856,5.329272665626363,0.23661662616096957,0.0099530755059039,0.048160042770502745,1.31731313605702,True
X1600010M07Rik,0.23425418117223984,-0.10647658171600305,0.3407307628882429,,0.08934736468810095,0.009004967843059136,0.045175423961835125,1.3450977629857013,True
Eva1b,0.011041488190181848,-0.32632301376681355,0.3373645019569954,,-0.24749247060283394,0.005481271855131993,0.03144132995295598,1.5024990917988548,True
Prss22,0.32834764141052103,-0.006483954796321757,0.3348315962068428,,0.21528327607153877,0.003774573877986514,0.023591086737415713,1.6272520526204621,True
Icam1,0.05214820835128685,-0.2823989178915228,0.3345471262428097,,-0.17645500298490263,0.002161185394997664,0.015400370985731571,1.8124688171430523,True
Lag3,0.31505521641228496,-0.015383708040518296,0.33043892445280326,,0.20142779721792303,2.7801715889332895e-05,0.0005278806814430296,3.2774642313428752,True
Gpr55,0.20276030946574594,-0.12131647687908183,0.3240767863448278,,0.05758462811925884,3.0692741665831286e-05,0.0005614525914481332,3.2506869092898185,True
Chst10,0.22479641180921237,-0.09710050664874145,0.3218969184579538,,0.08929197251834288,2.656630415366137e-07,2.097339801604845e-05,4.678331201386519,True
Plpp1,0.2936284517379424,-0.026338101152380226,0.3199665528903226,,0.18096915531658161,0.006314675102736468,0.035016682639943446,1.4557249998690462,True
Aph1c,-0.2309010727492676,-0.5248493215326197,0.293948248783352,-1.4419900270154486,-0.6847240701509215,0.007318142031821611,0.03948637786954107,1.403552702764308,True
Rab7b,-0.0808312402701293,-0.3694563497611008,0.28862510949097153,-3.1164680016086135,-0.3679994897958047,0.0020674122406789857,0.0150906002969269,1.8212934838521495,True
Sfn,0.2612670388887023,-0.023989337990457157,0.28525637687915945,,0.16174434126214082,0.005030223357479873,0.0294165108624554,1.5314088408894364,True
AC125149.3,0.2619972888697777,-0.01333369870580138,0.27533098757557906,,0.1690678438171199,8.85399257920673e-08,9.735458588778072e-06,5.011643586220485,True
Grasp,0.2451913071265116,-0.015966723916949244,0.26115803104346086,,0.15654196821776847,2.6224087308159066e-05,0.0005043093713107513,3.2973029615042955,True
Fads3,0.23980507117659322,-0.009153655569249438,0.24895872674584266,,0.15746508092100753,0.002391842204821627,0.01657165499876416,1.7806341167503204,True
Lynx1,0.14924166790416754,-0.09602978784283286,0.2452714557470004,,0.03788251324342488,8.423251721221894e-06,0.00023616593610902505,3.6267827435842137,True
Tox3,0.27394400006448316,0.03195256313422054,0.24199143693026262,3.201827635641613,0.20532779871942508,6.920322343210266e-05,0.0010432646748558191,2.9816054976643427,True
Zcchc18,0.248313975009685,0.006530984035104377,0.2417829909745806,5.071065869879709,0.17302823857735616,0.0006920435341593507,0.006447610566702025,2.1906012016371985,True
Tubb2b,0.08067909538328094,-0.16098964548011582,0.24166874086339676,,-0.05912705640864951,1.7972166096457426e-05,0.0003906992629664658,3.408157408048056,True
Dcxr,0.1561618839824323,-0.08516398715763561,0.24132587114006793,,0.05032608844882732,0.0017918545086182823,0.013506441019735797,1.8694590735621845,True
Mmp14,-0.20915571287694393,-0.4470678718224645,0.23791215894552056,-1.3826115387390348,-0.5737068852245266,0.00021920725947901858,0.0026517007195042573,2.576475493541148,True
Zfp36l1,-0.3925351789569242,-0.6257231489664973,0.2331879700095731,-0.8168563600512689,-1.0265846400448675,0.00442555916914697,0.026713636835897205,1.5732669824300705,True
Nr4a1,0.26711844365810483,0.03582044823080097,0.23129799542730387,3.01431167198404,0.20347612995903314,0.0033093550211673413,0.021213814238252186,1.673381238428403,True
Gpr18,0.14885357402246116,-0.08220675881874934,0.2310603328412105,,0.047291856837367946,7.68995337871756e-05,0.0011253590310318382,2.9487088994900676,True
Il21r,0.14584632891486643,-0.08456040079290432,0.23040672970777076,,0.04354463999222909,0.005801926396347495,0.03302804400197815,1.481117145482097,True
Card6,0.18673700255393272,-0.04353009014883177,0.2302670927027645,,0.09977113937079352,0.003970076364711199,0.024607911351515698,1.6089252463949548,True
H2.Ob,0.08586232919913733,-0.138506009045786,0.22436833824492333,,-0.03848311271384791,0.009764122765508403,0.047580852126006365,1.3225677844444312,True
Wif1,0.2576129063831837,0.03662302032400157,0.22098988605918213,2.938427079446668,0.19801375787028438,0.002896948733887744,0.019356004903481584,1.7131842765430207,True
AC168977.1,0.21442666285610068,-0.002775865136625218,0.2172025279927259,,0.14512361334444773,0.0002309110547265007,0.0027272959219665437,2.5642677369008395,True
Padi2,0.1745620653876417,-0.03903988599696627,0.21360195138460797,,0.09458888179216988,0.007318142031821611,0.03948637786954107,1.403552702764308,True
Tmem163,0.2008807509995717,-0.012325246553682716,0.21320599755325442,,0.12997897295270158,8.066993572917109e-06,0.00022831113885614458,3.6414728996102936,True
Rnf43,0.21430181419276376,0.007430557797251319,0.20687125639551243,4.744300390998043,0.15168504136388505,5.689545788931659e-05,0.0008986855909287745,3.046392221512085,True
Tspan8,0.12100372432606443,-0.08342433180110412,0.20442805612716855,,0.026856273807790782,0.0014086720643366377,0.011546492330628178,1.9375499285698867,True
Fam26e,0.18223978207461322,-0.0191003402637728,0.20134012233838602,,0.11312666831644609,8.82642701556126e-05,0.001244163481238248,2.9051225502441715,True
Grk3,0.023103493390025556,-0.17643115802264805,0.19953465141267362,,-0.11507209582186319,0.00890093273302426,0.04480335268300802,1.348689486063248,True
Gm5547,-0.02777570131529803,-0.2268553528117066,0.19907965149640858,,-0.19646796636187505,2.5810226786676134e-06,0.00010531651040867647,3.977503539381421,True
Sema7a,0.14504409034464166,-0.04964895141271821,0.19469304175735988,,0.06722232565455337,0.009216301113530917,0.045928410864772014,1.3379185810266685,True
Gipc3,0.17569232701320706,-0.016112707282245644,0.1918050342954527,,0.11075050703973548,0.007612851179867752,0.040565814457554625,1.3918398000788104,True
Kctd14,0.2183614076898514,0.03173444759363876,0.18662696009621266,2.9284796647149918,0.16998646232963674,0.008662347932199669,0.044120617651271656,1.3553584164344439,True
Ptpro,-0.07230324959295238,-0.25836072354238515,0.18605747394943278,-2.9213008246762415,-0.2607256106104756,0.0019251107284370289,0.014295376696314572,1.8448043960964586,True
Scml4,0.1764100339047845,-0.009028926104131208,0.1854389600089157,,0.11595285624257111,0.0030770120960622285,0.02019920413169953,1.694665741841516,True
Phf11b,0.059035584222289786,-0.12422536761273761,0.18326095183502739,,-0.047807939048480096,0.0003143917979565323,0.0034675565951088117,2.459976441936616,True
Gpr68,-0.029782626460094344,-0.20791476072412848,0.17813213426403413,,-0.182538322890873,0.00046310476647495955,0.004693629389948915,2.3284912053753546,True
Slamf6,0.04810699494564431,-0.12953039451422318,0.1776373894598675,,-0.05996363336192697,0.0002547808918208406,0.0029625685095446587,2.5283315977841427,True
X2010109I03Rik,0.12313682966463518,-0.052686590738606924,0.17582342040324211,,0.049944529480387335,1.2774288361050431e-06,6.723309663710753e-05,4.172416885451553,True
Dscam,0.1518337896531891,-0.022391754597640735,0.17422554425082984,,0.09047545922561982,5.721631595579864e-05,0.0008986855909287745,3.046392221512085,True
Plxnc1,-0.10878646664742728,-0.28151672852054577,0.1727302618731185,-1.99082654867434,-0.3132110255468892,0.0024235351461331417,0.016714035490573393,1.7769186799872116,True
Foxr1,0.1221279305004157,-0.050433149550278944,0.17256108005069465,,0.05081146902585139,0.0015294029023110694,0.012138118272310075,1.9158486351136865,True
Gm43698,0.13804364736700375,-0.03329574369895371,0.17133939106595747,,0.0736474447367802,0.004867417302306388,0.02874459036795111,1.5414438759971696,True
X9530046B11Rik,0.15502262815697898,-0.016200221575460336,0.17122284973243931,,0.09681669578909512,0.0001429616798716783,0.0018728604350001525,2.727494584913951,True
Slc14a1,0.20659510846200213,0.0354180718247181,0.17117703663728404,2.711308156298701,0.16479475944503277,2.041548212322523e-06,8.864722329486569e-05,4.052334863296045,True
Blnk,0.05538955591621475,-0.11477926103326894,0.1701688169494837,,-0.043489568753105064,0.00010628451506013414,0.001455952261097728,2.836852864776914,True
Adam11,0.09020623424575257,-0.07192916137021836,0.16213539561597093,,0.013124243931031858,0.00012169245739600215,0.001651933810805459,2.782007357849673,True
Synpo2l,0.1834535897988553,0.02135434743163279,0.1620992423672225,3.2482449824428388,0.14065298681524285,0.007582908789929221,0.04047816080033392,1.392779228688323,True
Atp2a1,0.11513291611358203,-0.046919442763600924,0.16205235887718294,,0.048385102987814656,0.002113821997190496,0.015207352497773352,1.8179463872414172,True
Rtl6,0.14119867225338398,-0.020332991426897557,0.16153166368028155,,0.08465325465361358,0.0008187097555158631,0.007420330110415678,2.1295767737044047,True
Nucb2,-0.09320105845663772,-0.2538222018486225,0.16062114339198474,-2.201750794517917,-0.2749335764969082,0.008462413598994821,0.04354586757630268,1.361053052457978,True
P2rx5,0.005029921738959891,-0.15353239315777367,0.15856231489673356,,-0.1113073762296127,5.053843572824853e-05,0.0008195422009986248,3.0864286782265524,True
Pigz,0.04237510508564195,-0.10974236057474782,0.15211746566038975,,-0.049432489720297006,0.0026333453016626437,0.01787338440042518,1.747793204222866,True
Aif1,-0.06747051527332708,-0.2191397284849291,0.15166921321160204,-2.904052393952877,-0.22314663174372465,0.002132651946592355,0.015269584343143353,1.8161727848123501,True
Cd40,-0.10262011306872557,-0.2534329455739374,0.15081283250521185,-1.9704597049676318,-0.2828362634353452,0.0008384681428022864,0.007576519362671262,2.1205302625407874,True
Fxyd7,0.04837952413864206,-0.09699087546329464,0.1453703996019367,,-0.03549885881535969,9.687953598762675e-05,0.0013455491109392605,2.871100446379838,True
X4931422A03Rik,0.10951313361187198,-0.0328400436940131,0.1423531773058851,,0.05427412486117562,0.00890093273302426,0.04480335268300802,1.348689486063248,True
Htr7,0.011893584784611498,-0.1294321935452903,0.1413257783299018,,-0.08737972407425205,0.0029857422276934505,0.019773127335718215,1.7039246368454597,True
Gm15743,0.11900523184856415,-0.017103930471000964,0.1361091623195651,,0.0716949265045544,0.00442555916914697,0.026713636835897205,1.5732669824300705,True
Eno3,0.10922604595999598,-0.02588751945335013,0.1351135654133461,,0.05889728528847077,0.009432049647838732,0.04638712941560032,1.333602502185661,True
Gm26551,0.09390099371785686,-0.04033214020538409,0.13423313392324093,,0.038133319830089295,0.002738413493010681,0.018502793871693794,1.73276268935656,True
Cd80,-0.0563362297040357,-0.19036099160920664,0.13402476190517093,-3.3975099958012045,-0.18992484269855192,9.848000466468881e-05,0.0013614747188666655,2.86599041863444,True
Neurl3,0.018827850218663296,-0.11270807342831735,0.13153592364698063,,-0.06936122180561642,0.007856231456408397,0.04142125548194234,1.382776741738647,True
Fam46c,-0.27743609340513176,-0.40653559480664214,0.12909950140151039,-0.7594096360011338,-0.603809473816575,0.002531974405375084,0.01738197532294108,1.7599008709767485,True
St3gal5,0.029458036546960442,-0.09788988045209275,0.12734791699905318,,-0.050227415505344264,0.008074882134537564,0.042129819832369894,1.3754103981239207,True
Plxdc1,0.10104177655171978,-0.025037201331060882,0.12607897788278066,,0.05380962319525525,0.0023813624980000684,0.01657165499876416,1.7806341167503204,True
Arl5c,-0.19245358728631676,-0.313869951744354,0.12141636445803725,-1.018088696458783,-0.421132314191314,0.00010343249794095901,0.0014233829991875092,2.8466782256688137,True
Sdc3,-0.1582033538083422,-0.2788159059538397,0.12061255214549751,-1.2089997956870473,-0.355699999099776,0.00014144126859784204,0.0018728604350001525,2.727494584913951,True
Ptgfrn,-0.04429501214190108,-0.16307116748457487,0.11877615534267379,-4.78719923124932,-0.15791917965969796,0.00019335051979521656,0.002387043454261933,2.622139674929401,True
Dnmt3aos,-0.026692587527324025,-0.14302881577419635,0.11633622824687233,,-0.12793673428643815,0.0026219014392784333,0.01783606421277846,1.7487009727877167,True
AC139671.1,-0.021443542773311244,-0.1377275552644644,0.11628401249115315,,-0.11964446009206917,0.0010470467696536217,0.008974686597031043,2.046980708382682,True
Slc4a3,-0.005579994927231842,-0.11534973897440787,0.10976974404717603,,-0.08998098398377882,0.003482863622167599,0.02218384472718216,1.6539631832049864,True
Strip2,0.0014289614565372343,-0.10670597169760099,0.10813493315413822,,-0.07801305952637562,0.00024069367762059158,0.0028206290346163075,2.549654027922273,True
Slc41a2,-0.08119977565326522,-0.18792433514744405,0.10672455949417883,-2.121116305148968,-0.2084977186553558,7.905551479092771e-05,0.001145732098419242,2.9409169196982554,True
Slamf8,-0.05355397436229384,-0.1541629709130262,0.10060899655073235,-3.333719740561874,-0.15820150021626747,0.0016298163580198168,0.012601672871287243,1.899571798490041,True
Il2rb,0.07135721872029482,-0.026912863288658984,0.0982700820089538,,0.03170879691401966,0.00038300086134757837,0.004017491552596976,2.396045027735589,True
Kbtbd13,0.1100919406326395,0.014799980256298067,0.09529196037634143,3.1444509505808766,0.08738946282072764,0.009432049647838732,0.04638712941560032,1.333602502185661,True
Dcstamp,-0.25448800161783447,-0.34827246947853363,0.09378446786069916,-0.6806996373026531,-0.5174206367047205,0.001736265688612035,0.013220297121411435,1.878758784128791,True
Gbp8,0.045642210406318266,-0.047089078584993144,0.09273128899131142,,-0.0010440724774597359,0.00045852610133158153,0.0046629773016771,2.3313366985880504,True
Pgf,-0.2586424654662467,-0.35112809543019086,0.09248562996394416,-0.6650669577261866,-0.5246769995397691,0.006114718392757381,0.03428814052013485,1.4648560664669075,True
Fmr1os,0.10509342473714109,0.014434059678514017,0.09065936505862707,3.12684239444544,0.0837426742831149,0.00980165553795731,0.047580852126006365,1.3225677844444312,True
Gm16982,0.07542386476022815,-0.015039851568226724,0.09046371632845487,,0.042913251144478706,0.004518399794406168,0.027056286194048908,1.5677318158729292,True
Cc2d2b,0.09834628868519911,0.012013472540808413,0.0863328161443907,3.2872643678279445,0.07748896172581787,0.0062139726449205075,0.03465040508319985,1.460291683869777,True
Gm31804,0.06704584670174486,-0.010882731936004187,0.07792857863774905,,0.03995471761022476,0.002113821997190496,0.015207352497773352,1.8179463872414172,True
Gm568,-0.007400714645649011,-0.08450251826591008,0.07710180362026108,,-0.06786566206402521,4.237191632459985e-05,0.0007101438490156399,3.148653670286638,True
Cd200,-0.09787784612507837,-0.16787980843663058,0.07000196231155222,-1.481207427313516,-0.20569448314040442,0.00039472238248930793,0.004126017935428306,2.384468888519771,True
Cadm1,-0.17315808649781358,-0.2343820269478816,0.061223940450068015,-0.7867856128278781,-0.3287429679881581,0.0035575714243245996,0.02246887215362905,1.6484187268576205,True
Adgrg5,-0.0039963368608150075,-0.06224026436443563,0.058243927503620625,,-0.04858871205992763,0.0068405562661992365,0.03744830072736808,1.426567884278817,True
Eda2r,0.09919842399701696,0.041238340608411944,0.05796008338860502,1.6707259598133157,0.09790521430719981,0.0035275150842212265,0.022420646721745086,1.6493518643710914,True
Vipr1,0.009258244790604596,-0.04610512357668889,0.05536336836729348,,-0.026827296069766315,0.0009220073988320613,0.007994283804902266,2.097220437922908,True
Raver2,0.055888768967534634,0.0015641140553346745,0.05432465491219996,4.726411808236706,0.04085939239291181,0.0005087804829540295,0.005087804829540295,2.2934695567699026,True
Rab39b,0.05264183523153543,0.000603985861696497,0.05203784936983893,5.128710959608434,0.03790636180681735,1.3395034785857276e-05,0.0003293861012915724,3.4822947301806044,True
Gm38004,0.03144908936500025,-0.01863166099016291,0.05008075035516316,,0.009216319242147056,5.469671227079371e-05,0.0008728198766616019,3.0590753721514288,True
AC134548.2,0.14471223320989687,0.09797940784278075,0.04673282536711612,0.8735100538935384,0.1652312706665939,0.001461202313473017,0.011879693605471683,1.925194760294968,True
A330032B11Rik,0.034705998885866424,-0.00831797319201184,0.04302397207787827,,0.018910457033197874,0.001659600647445265,0.012798976715516181,1.8928247510216267,True
Tmem236,0.040993650122348645,-0.00010455383790533957,0.04109820396025399,5.389532049385004,0.02919778717825193,0.0020309594832031833,0.014897013324228728,1.826900793790701,True
Fcrl5,0.06252075487508957,0.02400491373267339,0.03851584114241618,1.9572461897543685,0.06110266886171561,0.003323507515159421,0.021259109905070926,1.672454922851689,True
Adgrg6,-0.08907958053992464,-0.12689951939062166,0.037819938850697024,-1.303044315764429,-0.16486748325639322,0.010106575712782853,0.04866729877744552,1.3127627581042582,True
Susd2,-0.03510975203612057,-0.07048739218053264,0.03537764014441207,,-0.0782568390781396,0.000366027115957007,0.003933373712358911,2.4052347890326944,True
X1700007K13Rik,0.07375401612331839,0.03937345056549797,0.03438056555782042,1.4394954775832156,0.07937979520153733,0.008628735108070003,0.044024158714642866,1.3563089344879833,True
St8sia6,-0.007174927111382147,-0.0333882351854724,0.02621330807409025,,-0.02956093147483734,3.0162620107967827e-05,0.000555140247385911,3.255597285397414,True
Gm16001,0.009140579887626817,-0.014024188838350184,0.023164768725977003,,-0.0035270871907060785,0.0008505345386800719,0.007639531784551544,2.1169332578662976,True
Crxos,-0.0069238156341796565,-0.029673362513301552,0.022749546879121896,,-0.02664380607052604,7.235046408989341e-05,0.0010798576729834836,2.966633481467838,True
Hrc,-0.03487258892278395,-0.05736325389618648,0.022490664973402533,,-0.0681171673860019,0.00022733973707312463,0.0027172080128261907,2.5658771133801963,True
Reep2,0.020127835873379216,0.0008309800475757454,0.019296855825803472,4.371265557312709,0.015039922077864832,0.0030115639968007293,0.01990020262203125,1.701142501621344,True
Sult1a1,-0.002144601479417782,-0.01719353099181106,0.015048929512393276,,-0.014017391189446397,0.002391842204821627,0.01657165499876416,1.7806341167503204,True
X2010007H06Rik,0.0012499349673645772,-0.013298204011555766,0.014548138978920343,,-0.008717272453977559,0.002142124486323613,0.015300889188025805,1.8152833300822746,True
Myl2,-0.0620384435781502,-0.07588265844864717,0.013844214870496967,-1.6478614267097016,-0.10308579750974227,0.0018325572977230936,0.013744179732923202,1.8618811741977583,True
