,Mono,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Ccl3,-0.35460526460600883,-0.6191895467345008,0.26458428212849194,-0.8038715832348869,-0.9626807748400144,0.00027193764265034823,0.004842398852003202,2.314939442054519,True
Gm26917,-0.14161376915167484,-0.40590628910258664,0.2642925199509118,-1.523031514190557,-0.461481759360738,0.0011414657802022775,0.012825458204519972,1.8919271102598196,True
Hsd17b10,0.0113669111105442,-0.2477852943420118,0.259152205452556,,-0.1814916562275895,1.363662929411066e-06,0.00013196738026558704,3.8795334045620358,True
Ccr2,-0.6879272400932721,-0.9402848457181454,0.2523576056248733,-0.450021911499696,-2.4274482219500184,1.5397128068510883e-08,5.505597983498499e-06,5.259195503789484,True
Mif,0.773597353226667,0.5220248195311001,0.25157253369556687,0.5639473124544011,0.7205508539490946,3.6709127358226975e-05,0.0012514475235759195,2.9025873567622926,True
C1qbp,1.327093698530264,1.0756118528158778,0.25148184571438614,0.30159856468119767,1.1383903614636561,0.0008770835527459589,0.010668221953799161,1.9719079573327924,True
Pgk1,-0.12257164192917132,-0.3729779959607093,0.250406354031538,-1.6103929713302831,-0.41076349287607344,3.266736964614729e-06,0.0002177824643076486,3.6619770922616945,True
Mapkapk2,0.4464589849309918,0.205454069304029,0.24100491562696277,1.109198713783301,0.4070334759481558,5.686758036267462e-07,6.824109643520955e-05,4.165954003939949,True
Fam162a,-0.016434889859334424,-0.2567740774499002,0.2403391875905658,-4.0517872511464,-0.21190649405356995,8.75590474282247e-05,0.00224510378021089,2.648763578878389,True
Fkbp4,1.2002518624744798,0.9611967352854605,0.23905512718901933,0.3187238839901706,1.0570858170727309,0.0025592539059841493,0.02369679542577916,1.6253103806987623,True
Plac8,1.5007348199432324,1.2617581029143388,0.23897671702889367,0.24897982954210662,1.25171694873911,0.004235406708870712,0.033973850605914804,1.468855227279872,True
Ccl2,-1.0852248911975848,-1.3195491237742631,0.23432423257667834,-0.28128980675811643,,8.175478414538383e-05,0.002132733499444796,2.6710634094129753,True
Il6st,0.030899845875966694,-0.20247993759073682,0.23337978346670352,,-0.12940256744179965,1.6516793950495496e-08,5.505597983498499e-06,5.259195503789484,True
Slc7a11,-0.637981996285648,-0.8645946610797449,0.22661266479409692,-0.4375954491732912,-2.007453884250494,0.001607986134208629,0.016297156765628,1.7878881568662983,True
Ybx1,0.8502981613787698,0.6242587286721321,0.22603943270663773,0.44302935041958785,0.796829002789358,3.472944736932536e-05,0.0012114923500927452,2.9166793238483875,True
Cacybp,1.1535873842490383,0.9281960467213143,0.225391337527724,0.31186181789198536,1.0291996386779196,0.002976716728424306,0.026400161166996006,1.5783934218527682,True
Tgfbi,-1.9396928982097121,-2.1650779598785275,0.22538506166881533,-0.15805566942575858,,0.0003808760369039317,0.006077809099530825,2.2162529449803885,True
Nt5dc2,0.04533392399212514,-0.17533259616610677,0.2206665201582319,,-0.0969607054767502,0.00010436462870445608,0.0025875527777964318,2.5871107832270077,True
Aldoa,-0.19050941839624602,-0.4107370032092101,0.22022758481296406,-1.1094588533200134,-0.5158581779847763,2.3290205659387593e-05,0.0009316082263755037,3.030766685172014,True
Pgam1,0.19537124280899257,-0.02251904953322379,0.21789029234221635,,0.11959003955341382,2.2446813492660164e-07,3.2066876418085946e-05,4.493943341925528,True
Stc2,0.37951677719705046,0.1618154524838371,0.21770132471321335,1.2161652134951753,0.34558499199170795,2.299498033278956e-06,0.00019709983142391052,3.705313747164985,True
Ccl4,-0.7990070115045289,-1.0135678034396316,0.2145607919351027,-0.3422516075821583,-3.415613268283752,4.4835246553398115e-06,0.0002690114793203887,3.570229187287071,True
Jun,-0.29195804866501596,-0.5055278869994109,0.2135698383343949,-0.7916223453816457,-0.7339462324674457,1.8247609167854967e-05,0.0007820403929080699,3.1067708147610777,True
Vcan,-1.1339923143577766,-1.347363755185904,0.2133714408281273,-0.24795113046063608,,0.0027007554631818522,0.024552322392562293,1.6099074218884055,True
Cct8,0.773545410837025,0.5603400007814068,0.21320541005561822,0.46204304589196393,0.7372045185622349,0.0003887139990215682,0.0061015342339924335,2.214560947681377,True
Hspa5,0.5267008037545314,0.3153402147620222,0.21136058899250926,0.7338892805919432,0.5069273768127022,0.0005697593054659394,0.007848506175314483,2.1052129956819994,True
Npm3,0.9495115106773819,0.7382020141927937,0.2113094964845882,0.36089577376107884,0.8827265862710728,0.0007396759631029244,0.009332732576038933,2.0299911784462057,True
Egln3,0.31803527845189095,0.10882826838385451,0.20920701006803644,1.525719952555829,0.27909299359921275,3.4486719263361085e-05,0.0012114923500927452,2.9166793238483875,True
Odc1,1.219465325262591,1.0134299642760105,0.2060353609865806,0.26542681299212795,1.0816448006970025,0.005253928265618575,0.03950322004224492,1.4033675021056704,True
Ldha,0.6080932558728316,0.4051236833846438,0.2029695724881878,0.5813687869437644,0.5913045447956773,2.7485230324033827e-05,0.0010380172226052092,2.983795440687604,True
BC035044,0.7026460731137814,0.5028177167518223,0.19982835636195906,0.4792369930743183,0.680533111580716,0.0003341077604941478,0.005597766467302159,2.251985223782967,True
Fabp5,-0.931045808467021,-1.1287798693379232,0.19773406087090217,-0.276945195539418,,4.473430124977626e-05,0.0014241151329203777,2.8464548986410474,True
Adora2b,-0.08807571251078593,-0.285632286110345,0.19755657359955908,-1.704888838515717,-0.2984136828579941,1.98802526293312e-06,0.00018072956935755638,3.7429707862424335,True
Chchd4,0.817454359633814,0.6208746311846994,0.19657972844911453,0.39408875747140415,0.7817075933076512,0.0008783502741961309,0.010668221953799161,1.9719079573327924,True
Anxa2,-0.7568737514416638,-0.9532412260429958,0.19636747460133197,-0.33180521499695975,-2.7864472992632936,0.0006115341375658937,0.008263974831971537,2.0828110141351597,True
Rbms1,-0.25269127111089523,-0.44441803216649933,0.1917267610556041,-0.8141732805024557,-0.6182839428864736,1.4160722492149161e-05,0.0006850998081484149,3.1642461540980396,True
Slc16a3,-0.039288177097398416,-0.23026235931020336,0.19097418221280493,-2.5784738978605324,-0.2088531906487576,1.5776500549879235e-07,2.7840883323316294e-05,4.555316989738335,True
Tfec,-0.10047090306243497,-0.2906672939696751,0.19019639090724014,-1.5381197771609791,-0.31395959235728094,0.0007403967843657554,0.009332732576038933,2.0299911784462057,True
Ffar2,-0.16720869834566368,-0.35657786875252506,0.18936917040686138,-1.0937400515463813,-0.4380986767532538,6.289820044037935e-05,0.0018319864205935733,2.7370777498183516,True
Sell,-0.2813513043433805,-0.47049736237359024,0.18914605803020973,-0.7411806535461148,-0.6802071342768145,0.00441977557676135,0.034860038040343225,1.4576721433103017,True
Gclm,0.2568883250823787,0.06784931554810295,0.18903900953427574,1.8848366855320366,0.2170679093739219,0.0017365926462513056,0.017365926462513056,1.7603020423662252,True
Pgp,0.5664543001849769,0.3789531955102476,0.1875011046747293,0.5750759380098881,0.5584672440216176,0.00044322701998250483,0.006518044411507423,2.1858826847412494,True
Ctsz,-0.5058971651669383,-0.6924641378401524,0.1865669726732141,-0.45178540200858724,-1.3189759423768557,0.00014727086183381196,0.003178507809362848,2.497776717202212,True
Cebpd,-0.005172377864873502,-0.1908805260826967,0.1857081482178232,-5.525911582764442,-0.14884297037675281,0.000778413370596743,0.009689792994980203,2.0136855007715364,True
Il4ra,-0.08655878783119544,-0.27225827894110793,0.1856994911099125,-1.6605816671176883,-0.2852639432621967,2.519899661821248e-06,0.0002043161887963174,3.689697221099484,True
Ap3s1,0.40779100366385984,0.22245242455658062,0.18533857910727922,0.8652112369994447,0.3951963266790047,0.0005907410839018545,0.008055560235025289,2.093904250586874,True
Thy1,0.589229393907138,0.40404294569371485,0.18518644821342317,0.5398217739702894,0.581723546833716,0.00017689452647820088,0.0035856998610446127,2.445426065623629,True
Fam136a,0.6508605844250438,0.46603708915250264,0.18482349527254116,0.4781020529276024,0.6401107926772862,0.001181964983515436,0.013084483212348,1.8832434256765838,True
Sod2,-0.15336997067658273,-0.3351752738712815,0.18180530319469876,-1.1293937255994235,-0.4040622066525027,0.0009511444809831254,0.01117290688836979,1.9518338204978953,True
Dbi,0.03593240515937779,-0.14553365583811623,0.18146606099749402,,-0.08130942005540082,4.50969792091453e-05,0.0014241151329203777,2.8464548986410474,True
Cct7,0.7616693248306373,0.5814475777765786,0.1802217470540587,0.38659264761117146,0.7411938042113407,0.003551888043128484,0.02993164081288048,1.5238694750593178,True
Itga1,-0.3316214964603939,-0.5113515001412833,0.17973000368088937,-0.6237994733873456,-0.7895774646693465,6.565433985673756e-06,0.0003732747765278528,3.427971355867624,True
P4hb,0.051687161352242536,-0.1239431462817011,0.17563030763394363,,-0.05308651103969034,0.0009211159424950728,0.011097782439699671,1.9547637933229027,True
Ifitm6,-1.0054646938608762,-1.1803075488679573,0.17484285500708108,-0.23039408627554267,,0.0012027087132126953,0.013151318969170787,1.8810306888238741,True
Cycs,1.0177428356928724,0.843942184809077,0.17380065088379537,0.2682622622727622,0.9492304952332187,0.003384685917812749,0.028871656768434974,1.539528293890526,True
Ddx39,0.8039792775144092,0.6302192362031962,0.17376004131121303,0.3486574690041061,0.7799734366837453,0.004953017638907655,0.037905747236538175,1.421294937686677,True
Cst7,0.5759656962036501,0.4025122739302151,0.17345342227343502,0.5124844942902028,0.5745752884431852,0.00031506056814839794,0.00534276503999772,2.272233924465079,True
Milr1,0.006227832976715134,-0.1670732704657437,0.17330110344245883,,-0.12095727109412421,0.000246117639800088,0.004557734070372,2.3412510181506505,True
Pou2f2,0.1268342180373059,-0.04403883910275832,0.17087305714006423,,0.05852111095948298,0.00037913297170840934,0.006077809099530825,2.2162529449803885,True
Lman1,0.5914431834679853,0.423636384049246,0.16780679941873933,0.47723298511762796,0.5921960751428873,0.0009529656029449243,0.01117290688836979,1.9518338204978953,True
Nme1,0.8923626750765006,0.7248593803689509,0.16750329470754965,0.29768751599008864,0.8548821654409126,0.003075609488699849,0.026979030602630252,1.5689736592412835,True
Dram1,-0.25226102899823566,-0.41921100241903514,0.16694997342079948,-0.7320092717481665,-0.5901713997885399,0.004139721278693497,0.03338484902172175,1.4764505834616921,True
Hmox1,-0.8330761555706703,-0.9995464210285196,0.16647026545784938,-0.26179491188766985,-3.578823150895534,0.004986125997382776,0.03806203051437234,1.4195080469038355,True
Med21,0.3499601254716577,0.18352848550420406,0.16643163996745367,0.9199663080157092,0.34112534339545525,0.00011757667492333341,0.002735838590896282,2.5629095287175967,True
Fcor,-0.22651293239768014,-0.39275962941493636,0.16624669701725622,-0.7935380943902507,-0.5345714467942577,0.0020733520934590292,0.02012963197533038,1.6961641651284485,True
Mt2,-0.22199886736567384,-0.38661333188810004,0.1646144645224262,-0.7998461713451466,-0.5234754232264729,0.001146321913307055,0.01283196171612375,1.8917069447660373,True
Timm13,0.6284334040859293,0.46435505591055476,0.16407834817537453,0.4327922080778141,0.6289081595988969,0.0014724546964875245,0.015179945324613654,1.818729792687004,True
Nfil3,0.04220681992255516,-0.12182778694536638,0.16403460686792154,,-0.058608910393127114,4.253379528009549e-06,0.0002604109915107887,3.5843406888759652,True
Tmem97,0.7064349447464334,0.5435172419490453,0.16291770279738815,0.37512147361402887,0.7004184933642502,0.0018814137567376862,0.018689540629844563,1.728401373012576,True
Tspo,-0.4366813363400687,-0.5987863774740803,0.16210504113401153,-0.4541829128909126,-1.0520985638803484,0.005705771686322423,0.04205728515716774,1.3761587649191855,True
Fdps,0.21661067900247682,0.054514966517669294,0.16209571248480753,1.9455281049743796,0.18340752249331757,0.0009910177548365278,0.011478970133241635,1.9400970740907864,True
Bmx,-0.015854435241617393,-0.17771383528461146,0.16185940004299407,-3.571365756534592,-0.14685726801447102,0.000681401698692141,0.008965811824896593,2.047410380378396,True
Lrrc59,0.5505712762244823,0.39288133990237356,0.15768993632210876,0.48231895953788534,0.5575094032480673,0.0024052491343203287,0.022762610103977874,1.642777940486013,True
Adssl1,-0.10191932776375359,-0.25922497632355035,0.15730564855979676,-1.3508716309736017,-0.28731117177157783,0.000198256509368038,0.0038621397928838568,2.4131720106759116,True
Idh2,0.7369057240649345,0.5807208210148873,0.15618490305004717,0.3407742883682462,0.7301514957317863,0.0027462683896197896,0.024741156663241348,1.6065800007165671,True
Cxcr2,-0.06464033793207168,-0.22067978297854368,0.156039445046472,-1.7824613945042005,-0.22206074136208384,0.0002340260733145747,0.004383709961556467,2.3581581877039963,True
Kcnj2,-0.05134183766573903,-0.20676777512181008,0.15542593745607106,-2.0262513476604127,-0.19934615838269362,0.00044099612890872227,0.006518044411507423,2.1858826847412494,True
Ppa1,0.916618095834033,0.7612019438099914,0.15541615202404158,0.26594370302163467,0.8788508885956966,0.006119573124783972,0.04381555936599503,1.35837163956784,True
Hsp90b1,0.5604456150122663,0.40751658928059753,0.15292902573166878,0.4554118554455733,0.5694727199821517,0.005414963518889243,0.040410175514098826,1.3935092632757613,True
Eif4ebp1,0.10031183127910243,-0.052434360152183696,0.15274619143128612,,0.03412939840150107,0.00313228922443385,0.027237297603772605,1.564835983910123,True
Lcn2,-1.0631690367217357,-1.2146429767010098,0.15147393997927416,-0.19124058261563534,,0.00011099817840788346,0.0026639562817892034,2.5744729066539516,True
Glrx,-0.26107788461075,-0.4094000965337627,0.1483222119230127,-0.6479073809636536,-0.5890923294380667,0.0012347450777515203,0.01324182510800188,1.8780521523806413,True
Zeb2,-0.8718760980251525,-1.0194780678662858,0.14760196984113327,-0.2245791877095617,-4.202295237681951,0.003630486194782935,0.030338324747489705,1.5180084042021567,True
Aprt,0.1253252438945405,-0.01964583287514786,0.14497107676968835,,0.0742858032490252,0.0070009454072653445,0.047517729008588305,1.3231443235530949,True
Hcar2,-0.3654707428838174,-0.5102033612952531,0.1447326184114357,-0.4798917416190883,-0.8309397258852042,2.0334047253610888e-05,0.0008591850952229953,3.0659132655348276,True
Atp8b4,0.12831849847679924,-0.01533078350773908,0.14364928198453833,,0.07928437938608754,0.006707883739761395,0.04647494507917825,1.3327811147744375,True
Nlrp3,-0.3978814374563923,-0.5402860400220239,0.14240460256563153,-0.43993016786424666,-0.9134437649137113,2.3000432747609086e-05,0.0009316082263755037,3.030766685172014,True
Slc39a4,-0.07590032119031279,-0.21731306840742554,0.14141274721711275,-1.5247981088428382,-0.22871730212548047,7.546410580315943e-05,0.0020769937377016355,2.682564812894715,True
Esd,-0.4896406832400465,-0.630599086412211,0.14095840317216446,-0.3635816229387872,-1.1848177093439203,0.0060946496097530264,0.04374150437621789,1.3591062846030229,True
Cybb,-1.0209043119221282,-1.1613198042826285,0.14041549236050033,-0.1849480025072917,,0.000943892182190436,0.01117290688836979,1.9518338204978953,True
Pmvk,-0.32693927125026456,-0.4673088222510058,0.14036955100074122,-0.5139083360042312,-0.7300669087522851,0.0021024629422520887,0.020346415570181502,1.6915120893972235,True
Ncf4,-0.5834640042878351,-0.7226976131840067,0.13923360889617165,-0.3074059001399301,-1.5273284434366414,0.0012359036767468422,0.01324182510800188,1.8780521523806413,True
Tmem38b,-0.19984339233196016,-0.33735055104896333,0.13750715871700317,-0.7545668148002721,-0.45126149484452005,0.003935747076248632,0.032260221936464197,1.4913326491773677,True
Selplg,-0.2615036948337776,-0.3970901130651847,0.1355864182314071,-0.6012820328814489,-0.5762538331561082,0.00699531116908576,0.047517729008588305,1.3231443235530949,True
Selenbp1,-0.30532450067029876,-0.43964355884503903,0.13431905817474027,-0.5244917753422687,-0.6722759188578576,0.0035473131928947335,0.02993164081288048,1.5238694750593178,True
AC163720.3,0.19547098794866866,0.06617198587538253,0.12929900207328612,1.5276010355341894,0.17737120141129142,0.00702352313708271,0.047563362102140246,1.322727454078588,True
Anxa3,0.15801786094511194,0.03000073460870237,0.12801712633640958,2.313673682317767,0.12962499937327954,0.0003363469663210127,0.005597766467302159,2.251985223782967,True
Ifitm2,-0.07511610642741746,-0.20061480911636612,0.12549870268894864,-1.4235351156104867,-0.21401506517985053,0.004192634889480546,0.03372092404407946,1.472100533046517,True
Klf2,-0.5484643532540763,-0.6716377990117341,0.12317344575765787,-0.29080821844767824,-1.3586429250388314,0.003542743704107314,0.02993164081288048,1.5238694750593178,True
Tctex1d1,0.2815631230545633,0.1596279646014742,0.12193515845308914,0.8062688353498084,0.2875852285167694,1.0199399191435022e-06,0.00010927927705108952,3.9614621867752904,True
Irf8,-0.3153357629604679,-0.4359696046164303,0.12063384165596241,-0.46562248489378966,-0.6795792901901241,5.753191735382115e-05,0.001700807030694026,2.7693449575566036,True
Mtus1,-0.05044891240590821,-0.16968545287012102,0.11923654046421281,-1.7638770955752037,-0.16823166635562103,8.712147924967805e-05,0.00224510378021089,2.648763578878389,True
Ccl9,-0.8160137598467009,-0.9322815377678434,0.11626777792114251,-0.1909721371404487,-2.9901959254889623,0.006978432880150444,0.047517729008588305,1.3231443235530949,True
Arid5b,-0.194323093330516,-0.30964203810231306,0.11531894477179705,-0.6707832562365608,-0.41885619902398125,0.000750922275888761,0.009386528448609512,2.0274949992547167,True
Tcf7l2,-0.4103171071397154,-0.5243312002784982,0.1140140931387828,-0.3520031033168702,-0.9086702302195291,0.00018748909513213694,0.0037497819026427385,2.425993991267818,True
AI839979,-0.08053054126171279,-0.1941181754960462,0.11358763423433342,-1.2737372550616715,-0.21310987405349202,0.0005002851025090145,0.007079506167580393,2.149997035555259,True
Emp1,-0.46740047354695063,-0.5807583761419949,0.11335790259504425,-0.3116176204416129,-1.0712072679720879,0.0021300345580194157,0.02048110151941746,1.6886466897401422,True
Ambp,-0.21110344564677255,-0.32445254453260886,0.1133490988858363,-0.6184881152327305,-0.4496469643779975,0.0033876077274963704,0.028871656768434974,1.539528293890526,True
Gsr,0.06866526556981517,-0.042598188787046166,0.11126345435686133,,0.018681938077818445,0.00046518606768780905,0.006773808593498896,2.1691670793125386,True
F5,-0.09010877173440791,-0.20097798592021265,0.11086921418580474,-1.1601512135223195,-0.22692084348635386,2.8060530030749273e-06,0.0002050740932139293,3.6880892001137338,True
Ankrd37,-0.25066410368674874,-0.359553179770433,0.10888907608368426,-0.5185910978451282,-0.5251406553747101,0.0012044052918240903,0.013151318969170787,1.8810306888238741,True
Ms4a6c,-0.8298261805262822,-0.9377667493067995,0.10794056878051728,-0.17520639703920368,-3.105274136559728,0.0001398146675072631,0.0030841470773660977,2.510864919413089,True
Wfdc17,-1.994586640765316,-2.0994429220274164,0.10485628126210034,-0.07331804589045952,,0.0006891194401154571,0.009027765591032189,2.044419726050067,True
Trem3,0.10947795892546429,0.0076812169914708415,0.10179674193399345,3.513378809945664,0.08212974061290566,0.0009534213878075555,0.01117290688836979,1.9518338204978953,True
