,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Rbbp7,1.1806300668530214,0.7804690990045736,0.4001609678484478,0.6063927711776306,0.9859008194702877,0.0010075225103545846,0.0021792123511634853,2.6617004483011995,True
Dnah8,0.5089478094420371,0.10894310838227213,0.400004701059765,2.22754280425377,0.38840498437537496,0.017630212036818905,0.02918909277619024,1.5347794030735595,True
Btc,0.45115378684325086,0.05146308084345652,0.39969070599979434,3.110628563713106,0.32343744188653556,1.5540928027691841e-10,1.1371410751969641e-09,8.94418565283301,True
Ldlrad4,0.4955182672501895,0.09684248469224996,0.39867578255793956,2.3563805280325876,0.37426649708963067,1.6360873903144644e-08,8.843715623321429e-08,7.053365230951751,True
Tuba4a,1.3242304398992328,0.9264095916649127,0.3978208482343202,0.5238645509612635,1.0876800885074687,0.0016352534501551856,0.003360109829085998,2.4736465269594246,True
Rgs12,0.4842229839880041,0.08726308655219964,0.3969598974358045,2.4708885713106477,0.3626023387897288,1.7721538837226883e-08,9.527709052272518e-08,7.021011513376856,True
Sytl1,0.5155968014844343,0.11907292799180538,0.39652387349262896,2.119831164762978,0.3976221233386866,5.007317193423011e-06,1.7031691134091875e-05,4.768742227331583,True
Ccnb2,0.7325963012802916,0.3368243395523728,0.39577196172791884,1.1332801489668862,0.6179663697727401,0.000998184593396253,0.002162132693277082,2.6651176562709464,True
Dok2,0.23556089359780621,-0.15881241872509358,0.3943733123228998,,0.054326494936709886,3.384881978282815e-05,9.945784461164e-05,4.002360956760882,True
Zcchc11,0.684802226654308,0.2920446701363303,0.3927575565179777,1.2418917974620192,0.5737850237523342,6.886760117686509e-05,0.00019094528976949655,3.719091050316831,True
Rhoj,0.49623556871125907,0.10403589192229776,0.3921996767889613,2.257074100304628,0.3786622442023282,9.339964160690216e-11,7.075730424765315e-10,9.150228721447313,True
Il11ra1,0.40463261636829573,0.01288627111727852,0.3917463452510172,4.801998506696716,0.27352716117071135,0.0002859124777167756,0.0006917237364115539,3.160067321306013,True
Snhg12,0.7549298307502793,0.3634195016281204,0.3915103291221589,1.0669771407631659,0.6407825546744909,0.0002642408959494764,0.0006450143920654428,3.190430594938573,True
Crisp3,0.4005292749925125,0.009657489544352232,0.39087178544816026,5.1403974486222515,0.26914494472548905,1.904676149467683e-07,8.415358539621575e-07,6.074927376008768,True
Usp1,1.0144386728787909,0.6243379774247304,0.39010069545406045,0.7107189793730359,0.8634535006468884,0.000281592171345241,0.0006829236168437535,3.165627868263331,True
X9230112J17Rik,0.40797563508105145,0.019493859398858258,0.38848177568219316,4.283623871517,0.2794531657004568,7.020180119430427e-15,9.038858522871795e-14,13.043886411174958,True
Tomm20,1.1391533439929482,0.7512656847898043,0.38788765920314394,0.610141734976428,0.9599255532035844,0.0010529920199598825,0.0022661234288950125,2.644716439120394,True
Dlk1,0.7254123550410179,0.34027560322389955,0.3851367518171183,1.104646588509037,0.6162108594318286,4.227864541545558e-06,1.456210519476082e-05,4.836775835986033,True
Rps4x,0.6406092862520986,0.25705908280516915,0.3835502034469294,1.3299249491211569,0.5348924914808645,4.823622388975496e-05,0.00013808079357754282,3.859866725645686,True
Gna15,0.5191749144077857,0.13895329167739873,0.380221622730387,1.9102666520259943,0.41041068994994584,0.002073814550390744,0.004186705014247801,2.378127637436333,True
Tnfrsf9,0.04844998134723423,-0.32858430597864563,0.37703428732587985,,-0.21770410777440846,2.0801174450428874e-07,9.13667984645485e-07,6.039211592703861,True
Eef1g,1.244609364923671,0.8703713388577885,0.3742380260658824,0.5249577616407246,1.0408856654891687,0.0013963780500756535,0.0029111425644384715,2.5359365257762803,True
Vill,0.35786590378373473,-0.016049916150607402,0.37391581993434214,,0.22762771795744052,0.001002843490380893,0.0021706569055863485,2.6634088157836273,True
X8030474K03Rik,0.3990726166570646,0.02649958099009088,0.37257303566697375,3.845593712545338,0.2783251222815825,8.704518173777754e-07,3.4359940159649025e-06,5.463947601195768,True
Slco3a1,0.8696952390955033,0.49799996129801144,0.37169527779749184,0.8161222461714904,0.7517615704768839,0.009984551084332513,0.017224642468658735,1.7638497839631588,True
Dnmt1,0.8402439431965055,0.46946136734447425,0.3707825758520313,0.8518199241971871,0.7267027681057002,0.0010193086164894559,0.00220153048917809,2.6572752955825556,True
Bok,0.6788300944869304,0.3080764984396947,0.37075359604723573,1.1528602308483777,0.5786521221386244,2.8083945803245274e-06,1.0065930395428412e-05,4.99714607701715,True
Fhl1,0.37616955840464406,0.006511405550367989,0.36965815285427606,5.5060758924836355,0.25258579058260744,3.3849958265632525e-15,4.4933572918981225e-14,13.347429046857584,True
Scarf1,0.5999505631903249,0.23083644961457392,0.36911411357575097,1.3908843467203682,0.5012032055737567,9.480289747258745e-05,0.00025416326400157495,3.594887220872242,True
Asns,0.8318448434951653,0.4638210244701467,0.3680238190250186,0.8548720613841341,0.7205699818824658,0.002278643612633681,0.004563371720895222,2.340714153239541,True
Dtl,1.0493773907195396,0.6814619683371562,0.3679154223823834,0.6331526518006627,0.8995002425235963,0.0016389233254923612,0.0033653456375613167,2.47297032496841,True
Nme1,1.0886767658217082,0.7248593803689509,0.3638173854527573,0.5968567322836585,0.931129374251788,0.002589893427705743,0.005125118920262025,2.2902960530401315,True
Evc,0.39903912606781355,0.03560676255397868,0.3634323635138349,3.445424372702393,0.28371195223369516,1.5825258687298288e-23,6.686729022802094e-22,21.174786276065284,True
Kctd14,0.39496366640949054,0.03173444759363876,0.3632292188158518,3.587770196350659,0.2789946455636932,1.0059386558599323e-09,6.448324717050848e-09,8.190553100968385,True
Plxna4,0.39147586766199544,0.029298110614492345,0.3621777570475031,3.6834576866264728,0.2754683847305568,6.797240198808628e-23,2.581230455243783e-21,20.58817321941092,True
Nr4a1,0.3979438795351303,0.03582044823080097,0.3621234313043293,3.4333879075767673,0.2831894722320667,3.498312928084758e-06,1.2318003267904078e-05,4.909459685029616,True
Xlr4c,0.3537870235807348,-0.007287422976643589,0.3610744465573784,,0.2305102148061737,7.802003665403643e-14,8.832456979702238e-13,12.053918469208535,True
Sytl3,0.36802364808187815,0.008055623824569466,0.35996802425730867,5.234835952738838,0.24858296883166653,4.410806674518997e-16,6.683040415937874e-15,14.175025912456178,True
Pmm1,0.4529889856231631,0.09464725392910601,0.3583417316940571,2.2621648220742814,0.34915929923538525,0.0011873227517993476,0.0025190723164059707,2.598759364790392,True
