,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Tma16,-0.09926293593192537,0.16154623725818387,-0.2608091731901092,,0.04424253316377445,0.021047414122396656,0.03416788006882574,1.466381965976532,True
P2ry10b,-0.7053175007293557,-0.4439662545865412,-0.2613512461428145,0.6524106870671191,-1.2332500918272398,0.01385222787700389,0.0233071697313582,1.632510461128997,True
Ralgds,-0.6131412189230594,-0.35047882658663876,-0.26266239233642064,0.7898972345553047,-0.9484469834962469,8.751876477293616e-06,2.8663350908166863e-05,4.542673039484465,True
Emp2,-0.5183458666064549,-0.2555021364974849,-0.26284373010897,1.001999861233286,-0.7058621697673549,0.00010995971413064276,0.0002901311718486616,3.5374056078585348,True
Trib1,-0.587164088146107,-0.3239276094683249,-0.2632364786777821,0.8406488348281737,-0.8771175310357466,5.4317272786190927e-17,9.258626043100727e-16,15.033453456749175,True
Fam84b,-0.1014404064517108,0.1620760107061197,-0.26351641715783053,,0.04308940617998572,0.009759820455074968,0.01687577023932271,1.7727363960937577,True
Lztfl1,-0.3898945344880824,-0.1261152275951435,-0.26377930689293894,1.6114927754298836,-0.43051839844248435,0.00035241599139437915,0.0008370926161386679,3.077226488897119,True
Cd24a,-0.37592317716445744,-0.11170858163883837,-0.2642145955256191,1.7353456547675536,-0.4031905409530466,0.009965649017288395,0.01720192580659677,1.764422929815733,True
Lrrc59,0.128638925504908,0.39288133990237356,-0.26424241439746554,-1.5034598480256434,0.33429382025264237,0.030489377015854573,0.047590078588742826,1.3224835780205497,True
Plxnd1,-0.5862236944464202,-0.32113603958879466,-0.26508765485762553,0.8508584499427141,-0.8721815046930207,0.00911243397470496,0.015930828627106576,1.797761634191293,True
Rgl1,-0.6725621975964824,-0.40704942100462493,-0.26551277659185746,0.7085674170948476,-1.1196853231941104,3.4140354528965696e-05,0.00010021630487954705,3.999061614365518,True
Gata3,-0.2544069154484632,0.012946814654242503,-0.26735373010270574,,-0.1856219316086899,5.138709441804601e-07,2.108909483640739e-06,5.675942060184157,True
Stab1,-0.42251724645883393,-0.15461404371822693,-0.26790320274060697,1.432332664241712,-0.49119745157604117,5.264791631076288e-09,3.019956958552364e-08,7.519999246710534,True
St8sia1,-0.37135932415840794,-0.10275325579482626,-0.2686060683635817,1.8400570601712856,-0.39035147592172825,0.000125362401344547,0.00032674822244451867,3.4857867663629856,True
Fam136a,0.19742591180329347,0.46603708915250264,-0.26861117734920914,-1.1695940392077602,0.4133032400849694,0.016417623743474833,0.027317177609775097,1.5635641736515584,True
Cast,-0.7391051779573493,-0.4703147463113039,-0.26879043164604544,0.6373849149328032,-1.3390164981990853,0.0025018546867056645,0.004967282634094634,2.303881128320551,True
Gstt3,-0.4313491556890504,-0.16209745209497295,-0.26925170359407746,1.393878704081936,-0.5078356821691407,1.0500066812373218e-05,3.372612466501033e-05,4.472033558997379,True
Arhgap24,-0.6768543642275325,-0.4033830745845798,-0.27347128964295275,0.7310103634241223,-1.1206666206831577,6.114906432007205e-08,2.9975031529447084e-07,6.523240351413178,True
Cyp4f18,-0.7153209745799533,-0.4412480263840036,-0.27407294819594963,0.6819379446006826,-1.2456580482125568,2.7242066875245345e-07,1.174227020484713e-06,5.930247930164801,True
F5,-0.47605064575092426,-0.20097798592021265,-0.2750726598307116,1.2259006615242056,-0.5962181607696067,6.749255531995082e-08,3.27104468432718e-07,6.485313523125348,True
Bcl2a1d,-1.0386673461666118,-0.7626771472177631,-0.2759901989488487,0.4345248619440817,-3.331659310235845,5.8167679403306394e-05,0.00016369891014063714,3.7859542119838006,True
Sh2d1b1,-0.6686469410996403,-0.3923259774722546,-0.2763209636273857,0.7534270524541147,-1.0907613292568414,2.6124801240584597e-07,1.1276892621835078e-06,5.947810554883234,True
Dhrs3,-0.4654966073208116,-0.1889396373988185,-0.2765569699219931,1.2828447081659327,-0.5717892498632091,4.5469925874496444e-05,0.0001307859804635564,3.8834388074921584,True
Timm13,0.1876144624965808,0.46435505591055476,-0.27674059341397395,-1.2340878048137283,0.40706419328775956,0.012637451178663089,0.02143151697907816,1.6689470873657353,True
Nfkbiz,-0.5276861359888001,-0.2500234010427653,-0.2776627349460348,1.0598215217198081,-0.7104128345740576,1.2432795657300757e-07,5.738213380292656e-07,6.241223306184021,True
Sp140,-0.6564504604620205,-0.3784582125201872,-0.2779922479418333,0.7786248792382667,-1.0512626231788118,0.00037418932958197833,0.0008811365688743602,3.0549567743212878,True
Hpse,-0.5895145538286005,-0.31104355775754433,-0.2784709960710562,0.9054447907611867,-0.8632286482061576,0.007613912782998051,0.013604370666464655,1.8663215437337886,True
Map4k4,-0.6238867963066218,-0.34531783624108975,-0.27856896006553206,0.8369269853400038,-0.9562420413613741,0.002464205713153164,0.0048990173223720955,2.3098910249247036,True
Slfn2,-1.0841069591078507,-0.8048286792193722,-0.27927827988847853,0.41911601416325445,-4.17053213582127,0.025283654122959784,0.04034625657919114,1.394196753938657,True
Rflnb,-0.3494276040146882,-0.06943986040142938,-0.27998774361325884,2.328714881775451,-0.33904169592450467,0.00032035009063252325,0.0007676120382568448,3.11485822295751,True
Tnfaip6,-0.21404197620587956,0.06685976983882302,-0.2809017460447026,,-0.11027898649612533,1.3556114376439401e-05,4.26292904919478e-05,4.370291895548884,True
Junb,-0.6480273170488662,-0.36665651328275795,-0.28137080376610824,0.8056360019404855,-1.0213413619711782,0.011326056356798068,0.01934975459589647,1.713324538568782,True
Slc39a14,-0.5006521373253305,-0.21919079937973482,-0.2814613379455957,1.1738595067179076,-0.6436791737312633,0.0001297779123468748,0.0003365027977879209,3.473011320566886,True
Gm26740,-0.5266391746706237,-0.24505132761753728,-0.2815878470530864,1.0861125025339742,-0.7033258769502602,2.4388023559897127e-06,8.814948274661613e-06,5.054780231758867,True
AA467197,-0.7344013766455303,-0.4516730344067046,-0.2827283422388257,0.6866411412375492,-1.297031189048307,0.013979200335258245,0.02349445434497184,1.6290346369453317,True
Bub1b,0.010537450005672756,0.2935424605189049,-0.2830050105132322,-3.802880588772964,0.2041907534635178,0.013329995720036512,0.02251688466222384,1.647491696751283,True
a,-0.3111804446541424,-0.026417294154148358,-0.28476315049999407,3.621592083201016,-0.26673047829691776,7.194942879852754e-06,2.3903464717118785e-05,4.621539145140987,True
Slc27a1,-0.613050378075299,-0.32796745567944047,-0.2850829223958586,0.8860227665746082,-0.9173217061241068,0.00025237421940273934,0.0006175551861404714,3.2093242267883326,True
Cct8,0.27479242776481616,0.5603400007814068,-0.2855475730165906,-0.9783020290320937,0.503416124777659,0.013063453006819312,0.022091521432050693,1.6557743734544619,True
Mmp14,-0.7326346503790196,-0.4470678718224645,-0.28556677855655516,0.6979661881823916,-1.2857809023311688,2.0620756068746703e-06,7.544179049541477e-06,5.122388012833681,True
Nxpe5,-0.5721956987706588,-0.2852278588564296,-0.2869678399142292,0.9874703198400393,-0.8077093101275344,1.4469805624784874e-09,9.062508742036456e-09,8.042751561483971,True
Dock4,-0.623048891601192,-0.33554879782325947,-0.28750009377793256,0.8766013978296043,-0.9414724872256609,8.548910794799014e-08,4.083874583502713e-07,6.388927603639256,True
Mrgpra2b,-0.2854526007466996,0.0024279508976446365,-0.28788055164434423,,-0.22013067264030495,0.00019810995395619873,0.0004952748848904968,3.3051536942869117,True
Glipr1,-0.2060805624854355,0.08238841297691687,-0.2884689754623524,,-0.0921034461657472,0.004791862236424168,0.008895783854747836,2.050815777901261,True
Pros1,-0.37802226144280393,-0.0893639147324404,-0.2886583467103635,2.072179244468275,-0.3840057763485507,2.051401699082078e-05,6.247923956595161e-05,4.204264264891332,True
Vapa,-0.23691649520311558,0.05217194782560811,-0.2890884430287237,,-0.1398274135977386,0.00029250952227080916,0.0007071140747884185,3.1505105182331605,True
Ier5,-0.6484485772380628,-0.3593178771181965,-0.2891307001198663,0.8359192533901635,-1.0112483618900252,0.0002745273288953322,0.0006674084170875175,3.1756083204987093,True
X2010111I01Rik,-0.5587945016454949,-0.26759158770329855,-0.2912029139421964,1.0453776134966666,-0.7690421237494623,0.004762591139720638,0.008846918525796851,2.053207972271862,True
Tnfsf9,-0.5894468545854783,-0.29802270600674424,-0.29142414857873405,0.967378409852888,-0.8461551904990525,2.2646686852817917e-06,8.215243114686064e-06,5.085379579909462,True
Ypel3,-0.7610268946649346,-0.4687992809527525,-0.2922276137121821,0.6848355654932835,-1.3767440032709632,0.008454608130369584,0.014902364507114425,1.8267448181030845,True
Tnfrsf26,-0.5527589582556882,-0.2603788399621971,-0.29238011829349114,1.069126064732721,-0.752847556465691,4.988783832934078e-05,0.0001422656986578159,3.846899798997684,True
Kcnj2,-0.499467127191451,-0.20676777512181008,-0.29269935206964093,1.255340680248924,-0.628424301654165,4.5508147762401495e-09,2.6356070132664957e-08,7.579119345479151,True
Asap1,-0.6786253953426135,-0.3854900119712883,-0.29313538337132516,0.800631233431268,-1.0955974580538264,0.00036405828069670915,0.0008613366262540437,3.0648270850701143,True
Sqstm1,-0.726552046630275,-0.4312089699485105,-0.29534307668176446,0.7381055591927015,-1.2476984420271515,0.0012602701253035414,0.0026569292873581335,2.5756200039332775,True
Nlrp3,-0.8367451872366398,-0.5402860400220239,-0.29645914721461597,0.61795545216754,-1.6827682471121317,8.575703111470179e-14,9.671845614440051e-13,12.014490644460343,True
Flrt3,-0.9366603445945002,-0.6382074130196137,-0.2984529315748865,0.54154935946007,-2.2340164165588843,5.625714676002892e-05,0.00015906827547604785,3.798416427264296,True
Lox,-0.4521599002127266,-0.15298136429937037,-0.29917853591335625,1.548113538369687,-0.519880979687993,8.129848687270452e-12,7.11065482851643e-11,10.148090402741957,True
Dram1,-0.718838074318466,-0.41921100241903514,-0.2996270718994309,0.7633791841396113,-1.214322365690645,1.1070065558686546e-08,6.093614069001768e-08,7.2151250547097385,True
Cyp4f16,-0.6192762556003744,-0.3191563093688185,-0.30011994623155586,0.9403902675861071,-0.9138039800573275,0.0019976023117397324,0.004043729375991361,2.3932179169896326,True
Dhrs7,-0.3815501493659852,-0.08115550779339677,-0.30039464157258844,2.2283147215486614,-0.3796065784321413,0.0031534461928788993,0.006107384492341316,2.214144737995648,True
Nceh1,-0.7157010432275064,-0.4152157861541068,-0.30048525707339957,0.7708562815995305,-1.2024338463896413,0.007236516846445516,0.012976419927876001,1.886845108770369,True
Acot1,-0.3341479557426777,-0.033313152930274884,-0.3008348028124028,3.3689680959674244,-0.2928826390666789,4.148813265145221e-06,1.4339216354188553e-05,4.843474582444453,True
Macf1,-0.4385874306830801,-0.13684120077927445,-0.3017462299038056,1.6661779443016813,-0.4894721000257336,0.00396455511342778,0.007522874978041328,2.1236161556203896,True
Ipcef1,-0.6050070711176619,-0.3026209253058253,-0.30238614581183665,0.9834128876697595,-0.8725357551698324,0.00011758029686193972,0.00030753347043227476,3.512107610838157,True
Lhfpl2,-0.7383963778632462,-0.435439525738357,-0.3029568521248892,0.7476282319885331,-1.2754997302555289,0.005156034720193149,0.009507132243748892,2.0219504650328197,True
Pgk1,-0.6761703715408635,-0.3729779959607093,-0.30319237558015416,0.843174576972079,-1.0727078492353888,0.003289874767542348,0.006342946209914552,2.1977089715343263,True
Abcd2,-0.36079611519812116,-0.05679060936240286,-0.3040055058357183,2.6760047422142033,-0.3378735654470884,1.5408752661200955e-05,4.8002344738943784e-05,4.318737548409536,True
Fgr,-0.7788665079583679,-0.4744036311722123,-0.3044628767861556,0.7015148878243548,-1.4213416709761515,2.964298536373163e-09,1.778579121823898e-08,7.749926810035587,True
St8sia4,-0.6337611086280535,-0.32852440248548986,-0.3052367061425636,0.9323257166172939,-0.9465904369661958,0.000689091643557542,0.001533586743822423,2.8142916541138585,True
Ankrd37,-0.6655001103534888,-0.359553179770433,-0.3059469305830558,0.873032670930544,-1.036604730895496,1.7918671576902362e-12,1.6957733353535358e-11,10.770632197942406,True
Litaf,-1.0429055046345004,-0.7346955861592699,-0.3082099184752305,0.49453063699976557,-3.1687783827549985,0.009946778832102897,0.01717923805199119,1.764996102271599,True
Tcf7l2,-0.8340623825021232,-0.5243312002784982,-0.30973118222362495,0.656670764762124,-1.6402395234744003,1.1436715935808265e-06,4.41572043853601e-06,5.354998429808842,True
Rhob,-0.7124209630252725,-0.4026695576738671,-0.3097514053514054,0.8086114120042228,-1.1763982108137394,0.00014934184490247214,0.00038097409413895956,3.41910455491496,True
Tagap,-0.31665845657350117,-0.00583346444902645,-0.31082499212447473,6.318834081013904,-0.2536802854537257,4.301127460519731e-07,1.7946289821361881e-06,5.746025322944012,True
Ethe1,-0.23012025855118715,0.08082846892782439,-0.31094872747901153,,-0.11192254759335249,0.0013252034589972485,0.0027801471167774442,2.5559322219545404,True
Trps1,-0.7599451247401039,-0.4487306531736891,-0.3112144715664148,0.7461513448181512,-1.3376591767270807,3.298833704390908e-05,9.702452071737964e-05,4.0131184939145275,True
March1,-0.9124205839523312,-0.6000903110981214,-0.3123302728542098,0.5924158245345604,-2.036558118919274,6.304164057253532e-05,0.0001760939680797076,3.754255520094984,True
Zfp36l1,-0.9387183369208671,-0.6257231489664973,-0.31299518795436987,0.5733434266162526,-2.199061547476783,0.004030971686781581,0.007639238825233571,2.1169499124281708,True
Rrbp1,-0.3352738128081273,-0.02203778734683137,-0.3132360254612959,4.018025724270025,-0.2839411573458602,0.003140090948788796,0.006089381284011886,2.2154268319303463,True
Tns3,-0.6414811919875095,-0.3276567698061485,-0.31382442218136103,0.953928541438238,-0.9561487323896557,0.0004686945070059871,0.0010791124489777139,2.9669332972763565,True
Gadd45b,-0.5355221908875273,-0.2206960356414755,-0.3148261552460518,1.2630712580708898,-0.6852666189921309,0.00020756781269662826,0.0005163378425289259,3.2870660442357065,True
Dennd1a,-0.5933527165786817,-0.27765807678927296,-0.31569463978940876,1.0799091361715005,-0.8249683062831128,0.008487280679299287,0.014951169722782067,1.8253248284581514,True
Ifitm2,-0.5163838758220464,-0.20061480911636612,-0.3157690667056803,1.3484386033555664,-0.6404773508258274,0.004192777602512675,0.007915879677494037,2.101500815753859,True
Fbxl5,-0.9154329371412193,-0.5994252617887161,-0.3160076753525032,0.5988321391864324,-2.0435216036697366,0.02994026675078895,0.04685487754427065,1.3292451928167104,True
Irf1,-0.379464076350107,-0.0631370909747218,-0.3163269853753852,2.592819681463995,-0.3608615499694964,1.649638067595345e-05,5.133728426126592e-05,4.289567109204541,True
Gyg,-0.812326582113694,-0.4950467617354809,-0.3172798203782131,0.7013169093035955,-1.5298501833028701,0.0020108619098130336,0.004067825845879366,2.3906376486186676,True
Gns,-0.8791494011813294,-0.5613951816705607,-0.31775421951076877,0.6346764656359764,-1.837904927085269,0.0020829539210382923,0.004202328018234618,2.37651005118059,True
Rel,-0.671572919406342,-0.3528464146102007,-0.3187265047961413,0.913667950772849,-1.0356669277395067,0.002895942930856379,0.005659823317634616,2.2471971259449433,True
Ly86,-0.43701315570429267,-0.11820136496536487,-0.3188117907389278,1.8754953532604397,-0.4691447016556463,1.7813929025699198e-05,5.4981262424997525e-05,4.259785292540643,True
Dgat1,-0.4219753715796569,-0.10137680368161332,-0.3205985678980436,2.0493400619981523,-0.43767421051609207,1.1474656022569671e-06,4.424674558831492e-06,5.354118666774363,True
Dusp1,-1.0162651205810382,-0.6952915238840592,-0.320973596696979,0.5365610083549073,-2.793640064448194,0.00037512328540889573,0.0008826430244915194,3.0542149066601403,True
Acadm,-0.49786842083910343,-0.17405396392180908,-0.3238144569172944,1.501742200055348,-0.5906605371642196,0.0012093416214391348,0.002558550680054587,2.592005976053576,True
Hk3,-0.3669862857876997,-0.0423396005213173,-0.3246466852663824,3.1430180760691737,-0.33036170343828697,0.0009912338067029328,0.0021517376411785806,2.6672106827893303,True
Pi16,-0.4886219481387058,-0.1621699043434069,-0.3264520437952989,1.5773581775211147,-0.5678870644440411,1.2871210586106338e-11,1.0816143349669192e-10,9.965927565526167,True
Fmnl2,-0.42673623624068596,-0.10002532344808783,-0.3267109127925981,2.085696738075955,-0.44100905379764876,9.597713290474036e-08,4.5486792845848517e-07,6.342114683052492,True
Gm31718,-0.3749196579246113,-0.04763905279084781,-0.3272806051337635,2.996712420725515,-0.34241368939393413,1.2428800316690154e-05,3.941480015863685e-05,4.404340671060282,True
Vdac2,-0.13961322714754482,0.1887306375522892,-0.328343864699834,,0.03500265031099349,0.00047448360249285274,0.0010899317055731686,2.962600713822618,True
Gapt,-0.38975930101767403,-0.06120865995447418,-0.32855064106319987,2.678778276113214,-0.36863301593153924,1.913730912362347e-09,1.1813153780014488e-08,7.9276341424872845,True
Cd300ld,-0.7920934453067471,-0.4619129517896411,-0.330180493517106,0.7648022437774894,-1.4227648358529699,2.2070401726561837e-05,6.674516651177975e-05,4.175580179150922,True
Wsb2,-0.697128736676598,-0.366593904060618,-0.33053483261598005,0.9129491871692859,-1.0949921232427702,0.00557862078558138,0.010254817620554007,1.9890720590490363,True
Clec2i,-0.5433345338653712,-0.21210561594243096,-0.3312289179229403,1.3421983623945246,-0.6843643896093026,8.184961721102059e-08,3.916249627321559e-07,6.4071296334386005,True
Smpdl3a,-0.6992942948521113,-0.36683337895464907,-0.3324609158974622,0.9165457670670144,-1.0987027686765187,0.0003045909689284775,0.0007339541419963313,3.134331074280266,True
Ptgr1,-0.6669834401654423,-0.3344048371890467,-0.33257860297639563,0.9815132860977048,-1.0020042524059394,2.299041776931065e-05,6.938757878061564e-05,4.158718266574625,True
Dqx1,-0.15985459139336025,0.17274976223398203,-0.3326043536273423,,0.009272040393174875,0.00018955063123596297,0.00047585932527856816,3.322521415524863,True
Pygl,-0.8388013556440066,-0.5059363278445467,-0.3328650277994599,0.7166733879274461,-1.6098555287404015,0.009252889358320276,0.016138760508698155,1.7921298230776217,True
Aldh3b1,-0.699239525503782,-0.3657529637987234,-0.3334865617050586,0.9207097500241894,-1.0969501410073994,3.3463482788194545e-06,1.1810640984068663e-05,4.927726531828492,True
Dpep2,-0.9965912617256277,-0.662738523715487,-0.3338527380101407,0.5774393605380718,-2.5535522794949688,0.0005194414996340649,0.0011868427257442458,2.925606827689741,True
Nucb2,-0.5880848561460337,-0.2538222018486225,-0.3342626542974112,1.1972819501080019,-0.7882489594625534,0.00014165383043993572,0.0003638368932532596,3.439093265349677,True
Cldn15,-0.1613759101029565,0.17570212961018253,-0.337078039713139,,0.010297346280964449,0.002529068188244654,0.005014675852434872,2.2997571344379018,True
Trim13,-0.4096155093400174,-0.07244530790633916,-0.33717020143367826,2.501730823416847,-0.3978860106283014,2.021554346964869e-05,6.163275448063625e-05,4.210188422420079,True
Evl,-0.6508333041061266,-0.3135731354937421,-0.3372601686123845,1.038940576862774,-0.9495421006880415,7.47797990268196e-10,4.930536199570523e-09,8.307105848298448,True
Cttnbp2nl,-0.6458945598611657,-0.30570931713287725,-0.3401852427282885,1.0646475237117075,-0.9318160763320786,2.1774186000987152e-07,9.522238775941904e-07,6.021260932526094,True
Mndal,-0.5394994159512642,-0.19864142754470682,-0.34085798840655734,1.427321617899151,-0.6644491083424582,0.003360086115385054,0.006465848842947505,2.189374452437288,True
Iqgap1,-1.0235741022882672,-0.6826718203727868,-0.34090228191548033,0.5735114562304587,-2.767319218304692,0.009270581437020529,0.01616022330683416,1.7915526423079804,True
Nov,-0.6511669687613189,-0.30949670436911975,-0.3416702643921991,1.0586922006153079,-0.9443374173740555,2.982333217655802e-07,1.2745013750665821e-06,5.894659691631743,True
Pkib,-0.8684720861741627,-0.5267617067230582,-0.3417103794511045,0.709035695422518,-1.7255505674436364,2.299041776931065e-05,6.938757878061564e-05,4.158718266574625,True
Fam174a,-0.8084190294331827,-0.4666978526675229,-0.3417211767656598,0.77969930079853,-1.464179705030298,0.0011157145710365853,0.002380614305198973,2.623310961038719,True
Scimp,-0.7001944466337097,-0.35751034370406964,-0.34268410292964,0.9557764952246613,-1.0857489853736386,2.8995944082927848e-06,1.0355694315331372e-05,4.984820777774068,True
Cpne8,-0.6206058946488329,-0.2765880913734094,-0.3440178032754235,1.1514635461055733,-0.8588209600091267,1.2796876347818273e-06,4.87190723901711e-06,5.312300989251725,True
Lactb,-0.5423372305373958,-0.19642613033969142,-0.3459111001977044,1.4513874441123118,-0.6651610137392998,0.0008043203028446281,0.001766442832016021,2.7529004132202104,True
Dnmt3l,-0.4356372135126604,-0.08936809784881741,-0.346269115663843,2.2822806742893005,-0.43929024056868077,0.00027522626540035506,0.0006680249160202793,3.1752073388892494,True
Cndp2,-0.9723489436558282,-0.6257896190064468,-0.34655932464938144,0.6245433452802619,-2.3152299520039463,0.0021059642139097815,0.00424304408443878,2.3723224559710605,True
Sub1,-0.26947456697185784,0.07715996327807459,-0.3466345302499324,,-0.14585638235875287,0.031561726777074556,0.04908511162842077,1.3090502170040816,True
Hmgn1,0.43299504034110387,0.781039904073618,-0.34804486373251414,-0.819718044392089,0.6843856147192179,0.024109307077256885,0.038760943854110746,1.4116056561403336,True
Tbc1d8,-0.5450512064100116,-0.19682873436946124,-0.34822247204055035,1.4557483865877825,-0.6687303984685187,7.366280620046824e-08,3.552868466260526e-07,6.449420870595291,True
Lamp2,-0.8404106093130052,-0.4916129519937429,-0.34879765731926227,0.7610737939980247,-1.5821308789842707,0.000885943441122873,0.0019343743255957925,2.713459480713075,True
Fh1,-0.07636703181479042,0.2734725841975604,-0.3498396160123508,,0.13560418074946223,0.0003836274931186286,0.0008991269369967857,3.046178991085864,True
Pdia6,-0.15660199551740417,0.19366902557333307,-0.35027102109073727,,0.026493453223894934,0.0014644253928354878,0.00304032953529859,2.517079341521018,True
Batf3,-0.39687150452587366,-0.045795408597767796,-0.35107609592810585,3.1406206719845544,-0.3609224548180485,1.7834512685041613e-12,1.6931499384533176e-11,10.771304580839944,True
Icam1,-0.6339540093641726,-0.2823989178915228,-0.35155509147264974,1.15248229648526,-0.8841050304912746,1.6476263370872165e-06,6.140222374238074e-06,5.21181590016898,True
Atp2b1,-1.088764150321436,-0.7371808830179343,-0.35158326730350176,0.5523544398003004,-3.5223851129175383,0.011539444042095132,0.019680689099650595,1.7059596992514092,True
Ciita,-0.8512036272619984,-0.49893005258181483,-0.35227357468018355,0.7583171575487319,-1.6217851137959585,0.004831143600830553,0.00896316066944444,2.047538818546539,True
X1700020L24Rik,-0.04044335512694986,0.3135742986033751,-0.35401765373032495,,0.18468079285037436,0.0034461394528746895,0.0066144711187614,2.1795048754955384,True
Mcub,-0.9232685348584027,-0.5685605486131817,-0.35470798624522093,0.6878003076706997,-1.9766142849838624,0.00010142996253903405,0.00026976053866764377,3.569021579839487,True
Tcn2,-0.624604304042866,-0.2694802800014732,-0.3551240240413928,1.1987262465702515,-0.8547589522644291,1.0156411455524126e-05,3.2692311552116284e-05,4.485554370981666,True
Slc6a6,-0.8495831728016413,-0.4941574738537487,-0.3554256989478926,0.7694560143572504,-1.607662015045663,0.0014611169603729313,0.0030355615520213253,2.5177609565211623,True
Mpc1,-0.5531138090398875,-0.19754232470302124,-0.35557148433686625,1.472077102337819,-0.6788293846508318,0.0008492065025386357,0.0018582199180276493,2.7309028890862095,True
Rplp0,-0.14944220618459397,0.20848658399796968,-0.3579287901825636,,0.04197492417188588,0.00036863108652337713,0.0008694129399136253,3.0607739002720935,True
Pgam1,-0.381341797193973,-0.02251904953322379,-0.3588227476607492,4.1752299235425205,-0.32541356712064173,6.662557613446329e-05,0.00018541440482689226,3.731856528585188,True
Appl2,-0.5161547400776079,-0.15627249242037214,-0.35988224765723575,1.7122771724688246,-0.5912090591686059,4.8281201442998725e-09,2.7854539294037726e-08,7.5551040202493,True
Nrp2,-0.9350989558360724,-0.5751310128819699,-0.3599679429541025,0.6897469600163381,-2.029823595880648,0.004880654929105956,0.009032674143934527,2.0441836567712026,True
Cd86,-1.0909467189796034,-0.7306723155259656,-0.3602744034536378,0.5681011668682375,-3.4869664171396737,1.2259385598933083e-06,4.685115515515828e-06,5.329279696743625,True
Glipr2,-0.6247675760865438,-0.26255275822165686,-0.3622148178648869,1.2369668569942291,-0.8459616914494499,1.0887402001705386e-07,5.079658787731907e-07,6.29416545928736,True
Abhd5,-0.5987992358333911,-0.23625151114252937,-0.3625477246908617,1.3281526178040692,-0.7797328897600152,0.0018121279098734146,0.0037007377328932907,2.4317116917741552,True
Smdt1,-0.511771228145831,-0.14882544243642903,-0.36294578570940195,1.7710913575722915,-0.5784095406580403,7.47890513912627e-05,0.00020546442689907334,3.6872633588913613,True
Lifr,-0.4632745213842369,-0.09989378793527229,-0.3633807334489646,2.2090628265605283,-0.4771089244551677,4.622180633000267e-07,1.9047447663462638e-06,5.720163211061191,True
Gcnt1,-0.654142033194815,-0.29040247526371893,-0.3637395579310961,1.1578649760195934,-0.922134258346002,1.7761451244220353e-05,5.493232343573305e-05,4.260172031527013,True
Mapk13,-0.4957009626657411,-0.13075623177506965,-0.3649447308906715,1.9135288796389434,-0.5420981282424581,2.965117845177151e-06,1.0577114786601015e-05,4.975632782503396,True
Manf,0.07550224933948887,0.44048318479561355,-0.36498093545612464,-2.360858237567225,0.3311235700065971,0.0004652527491653018,0.001072010942777193,2.969800781468346,True
AI839979,-0.5591016588573751,-0.1941181754960462,-0.36498348336132885,1.5134012346494394,-0.6817928907990644,1.4542703195612466e-11,1.2118919329677055e-10,9.9165361054241,True
Fam20c,-0.8359643575590487,-0.46834111167629355,-0.3676232458827552,0.8235785738977494,-1.5234741159527674,0.0024060893364439887,0.004799380325353701,2.318814833177035,True
Hsp90b1,0.03830154671127403,0.40751658928059753,-0.36921504256932347,-3.0648404707672605,0.29031713319600244,0.0002582436521241835,0.0006314025724307665,3.1996936530579743,True
E230032D23Rik,-0.7669614049659622,-0.3956923736075704,-0.3712690313583918,0.9419339309665642,-1.2561038309442942,2.8012399904553527e-07,1.2056987046436238e-06,5.918761205677361,True
Lrg1,-1.1586528682001247,-0.7872405939020801,-0.3714122742980446,0.5479342908728915,-5.208053258886401,0.008503659255285304,0.014962450302554785,1.82499727908258,True
Cd53,-0.8208994283775147,-0.44909681654144756,-0.37180261183606717,0.8577996603769973,-1.4540242097675051,0.00018228811751537163,0.00045916402396819047,3.3380321467515603,True
Gdf15,-0.779985393768181,-0.40802632633739083,-0.37195906743079016,0.9220613528783165,-1.3004691909500807,7.637182432211633e-07,3.0508052325745535e-06,5.515585517404503,True
Lbp,-0.24545044387643833,0.1265805621883575,-0.37203100606479583,,-0.08840035605605007,0.00018419877939362486,0.0004635875320309351,3.3338682526976102,True
Gngt2,-1.2950268731201768,-0.9215883983653548,-0.37343847475482206,0.48202156725655293,,0.0036855113285042826,0.007033418565847867,2.152833536513943,True
Sqor,-0.6368198686404801,-0.26307020572956585,-0.37374966291091427,1.2621432274541995,-0.8623523114885814,2.8509634476850195e-08,1.4823033523492302e-07,6.8290629091976225,True
Ifi207,-0.9650850281298023,-0.5894585898322958,-0.3756264382975065,0.7001775207677746,-2.166643921273406,0.025369399031384906,0.04044006221793556,1.3931881849087986,True
Stx7,-0.6888596780669094,-0.3131509866450577,-0.3757086914218517,1.124141443528823,-1.0029036961677882,7.419394784141309e-06,2.4567532397818906e-05,4.609638462560574,True
Lamtor4,-0.3430991200523423,0.03315075651010884,-0.3762498765624511,,-0.2429326738928378,0.0007929784427967314,0.001744087484157034,2.7584317344643785,True
Lilrb4a,-0.9724508236312337,-0.5961948801982218,-0.37625594343301194,0.6948195402295969,-2.213054769991032,0.0001160174246405194,0.00030397578508433034,3.5171610112041276,True
Cebpa,-0.12611956251790019,0.2531354978897833,-0.3792550604076835,,0.08883084185329682,1.1564065193057397e-05,3.682823309890891e-05,4.433819116708521,True
Itga1,-0.8908294382240234,-0.5113515001412833,-0.3794779380827401,0.7891552558158755,-1.742219196386889,7.508954419459378e-10,4.9401015917495906e-09,8.30626411984506,True
