,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Rangap1,0.8472639505624913,0.44204477391865976,0.4052191766438315,0.9786466630321049,0.7177844214830089,0.005851307748662141,0.01438846167703805,1.8419856355898854,True
Nfe2,0.6606683491664578,0.25560191562548096,0.4050664335409768,1.4182004414729001,0.5441244273490393,0.006951165133746779,0.016763259968842713,1.775641519786536,True
Smad7,0.39844468714229336,-0.001705561424245542,0.4001502485665389,10.499424222054468,0.26107288666131256,3.630457275406468e-05,0.00017342948767865292,3.760877058835872,True
Polr2f,1.0974721645832262,0.7039666802490345,0.39350548433419164,0.6725734919794665,0.9265455820842805,0.01892097261263092,0.038561764835524974,1.4138430981926857,True
Tslp,0.4661171487454126,0.07342246303539886,0.39269468571001376,2.711137979114194,0.34456697731129265,1.3245729362296456e-05,7.159853709349436e-05,4.145095851137864,True
Itga6,0.8212976153896263,0.4288426130998173,0.392455002289809,0.9787317140143302,0.7005019650893829,0.0037614460916947957,0.009786936925485157,2.0093532105982823,True
Prr13,-0.27094623042228316,-0.6630067730063701,0.39206054258408696,-1.4427089808888072,-0.9077289594396063,0.007656293999269132,0.018229271426831267,1.7392306885381053,True
Hdgfl3,0.731068015239328,0.34000372798732753,0.39106428725200043,1.1497946905061858,0.618742215468568,3.492264700686762e-05,0.00016789734137917126,3.7749561807737853,True
Fam212b,0.384924032344418,-0.0057937323846042445,0.39071776472902225,,0.2504342872981623,3.999010311922679e-05,0.00018774696300106474,3.72642707942391,True
Sytl1,0.5092009213982468,0.11907292799180538,0.39012799340644144,2.148988547373531,0.39411560312363453,1.0388045207951395e-06,7.990804006116458e-06,5.097409521330212,True
Calm1,-0.16148445006398324,-0.539833396034234,0.3783489459702507,-2.008087878983059,-0.6229516185595723,0.007656293999269132,0.018229271426831267,1.7392306885381053,True
Hist1h1c,0.09322505502489449,-0.2846084437305051,0.37783349875539957,,-0.14511338065573756,0.00796636144489683,0.01889255678631659,1.7237092637272635,True
Gm20186,0.31093095030287143,-0.06586604658934862,0.37679699689222007,,0.16675715316781764,2.7433596096556753e-06,1.8329796946474443e-05,4.7368423460314615,True
Gm45345,0.37770604599739255,0.002325554188141722,0.3753804918092508,6.550615568952733,0.2509807286291474,0.0013505011107754635,0.004055558891217608,2.3919492877792545,True
Rps3a1,0.8716954311293367,0.49720088882363295,0.3744945423057037,0.8494598080797107,0.7522760292339775,0.014841607603654635,0.0314885592722517,1.5018472096214726,True
Gm42372,0.4040794089819817,0.030688341762447408,0.3733910672195343,3.7237062004503994,0.28378416211071844,2.486781827704108e-06,1.6878609690299373e-05,4.772663329552688,True
Mcm2,0.9921263797518145,0.6195122228526067,0.37261415689920785,0.7145789164171944,0.8526535372496432,0.013779444166479575,0.02967575915250447,1.5275981622966563,True
Psip1,1.0028230676379726,0.6314217486573214,0.3714013189806512,0.7022473725259284,0.8616556081682332,0.013822323535322848,0.02974675079337772,1.5265604648789943,True
Clspn,0.901895456581408,0.5317960133023987,0.37009944327900934,0.8004351898738242,0.7797604135783632,0.014569514872604817,0.031020968500932895,1.508344647268873,True
Gp9,0.5631507136601889,0.19443273281491258,0.3687179808452763,1.5889482047094647,0.463404543475508,5.0640656059535775e-08,5.499154557950248e-07,6.259704073967578,True
Ptp4a3,0.8323986923821146,0.46699533144873095,0.36540336093338366,0.875059105683832,0.7222010792917501,0.0013715627778778001,0.004110577755877523,2.386097132246777,True
Abcg2,0.7440656359695429,0.37893273062913246,0.36513290534041043,1.0187719402364122,0.6429318147953715,0.024723796572497177,0.048163240076293204,1.317284304559147,True
Gfod2,0.5306624633133352,0.17248042909768438,0.35818203421565087,1.6783376825082683,0.43463777703130185,0.0007734369174266293,0.00250303209523181,2.6015335815972485,True
Mindy2,0.16822222416567287,-0.18898398550877926,0.35720620967445216,,-0.015054721600282638,0.0021793517595983403,0.006191340226131649,2.2082153300087883,True
Ehd2,0.40340520422647197,0.04783087383099793,0.35557433039547404,3.1131884603426316,0.29350943656755796,6.662477451232575e-06,3.986617435927119e-05,4.3993954381368034,True
Hsbp1l1,0.31683874025418657,-0.03836145667091789,0.35520019692510446,,0.18806998696442775,0.017980186892970925,0.03689504834398959,1.433031916257798,True
Rgs8,0.37560878404089654,0.02661277465192037,0.3489960093889762,3.8174317123784305,0.2643692180237911,1.056569526678052e-06,8.065416234183603e-06,5.093373214940295,True
mt.Nd3,0.6449086554493833,0.29704725015599515,0.3478614052933881,1.1695607105376031,0.5567756234652168,0.0063907213313345685,0.015524019428343082,1.808995822411222,True
Gyg,-0.14731038746616001,-0.4950467617354809,0.3477363742693209,-2.0443202282425927,-0.558895994017784,0.012273280356565126,0.02691508850123931,1.5700041878142348,True
Jpt1,0.4955803957189537,0.1497478980636273,0.3458324976553264,1.7861220964570643,0.4034467765629298,0.024088231278727647,0.04720097572578899,1.3260490236551892,True
Pmm1,0.43993314942990125,0.09464725392910601,0.34528589550079525,2.2748164887206057,0.3417469306219731,0.0027797630935874015,0.007581172073420186,2.120263645862894,True
Metrnl,-0.07999099454154292,-0.4240603003571579,0.344069305815615,-3.0149621851350092,-0.41893929279899217,0.0010810528748155736,0.0033538351855705484,2.4744582833387483,True
Tnfrsf26,0.08114735131060195,-0.2603788399621971,0.34152619127279904,,-0.1354524872177808,0.001299145441880522,0.003913088680363018,2.407480309790119,True
Epor,0.4534441495800679,0.11366294128373822,0.3397812082963297,2.056775686727141,0.3601434814355364,4.98834841676955e-07,4.145441897592424e-06,5.382429167536689,True
Mycn,0.7773011223272536,0.43908120193467104,0.33821992039258253,0.8680859017770493,0.6854389066825762,0.0004666950529217921,0.0016056022462905691,2.7943620329278227,True
Ppp3ca,0.22803370134974946,-0.10994839418719621,0.3379820955369457,,0.08276069591284191,0.020994300937350715,0.042129031981305784,1.3754185197482334,True
Rif1,1.121311834537259,0.7844259219719445,0.3368859125653145,0.5471085303259776,0.9655950854037182,0.020625401467041313,0.04155554358705436,1.3813710323209114,True
X4921507P07Rik,0.35668268413375354,0.021303152482745887,0.33537953165100765,4.044238195424335,0.2497401223569121,0.003527816954078061,0.009275592342010676,2.0326583466560537,True
Zfp831,0.45039559865548046,0.11588215072695102,0.33451344792852944,2.020188519042419,0.35967732240400924,6.685707239882606e-05,0.00029714254399478246,3.527035162738932,True
Creg1,0.08862090548861182,-0.24565605454113862,0.33427696002975044,,-0.11797144386986229,0.011484955878015936,0.02548436955181051,1.593726105789478,True
X9830107B12Rik,0.28987673099884526,-0.04167983987472614,0.3315565708735714,,0.1687683884990779,0.0005114911322662676,0.00173779546636331,2.7600013401180576,True
S1pr1,0.40314646019719413,0.07254507916767398,0.33060138102952014,2.531249220955711,0.3078315720841131,1.7143040983220508e-05,8.91319288555659e-05,4.049966695044445,True
Gm32401,0.309722642297484,-0.01802092280066679,0.3277435650981508,,0.19641927978130982,3.961570689624061e-06,2.5232934328815676e-05,4.598032242597278,True
Alyref,0.972738419153731,0.6476370242648039,0.3251013948889272,0.623038760218502,0.8561393167205603,0.0213689367091843,0.04276638434126278,1.3688974653619528,True
Dlgap5,0.5305468545283497,0.2074783755927982,0.3230684789355515,1.4143028841884553,0.45313574068016443,0.017132432350530215,0.035421982806058336,1.4507271320892532,True
Dusp5,0.4973391724160226,0.17538817927069472,0.3219509931453279,1.565728889964574,0.41831267393273774,0.0073082528296401885,0.01749781204223509,1.757016252878845,True
Padi4,0.3296456439319552,0.010572508427040063,0.3190731355049152,4.829289750753443,0.2266430223970435,0.0014145977843235428,0.004218482458221301,2.37484375248626,True
Atp8a2,0.34181717017963265,0.023117535882671212,0.3186996342969614,3.8791781935977916,0.24180035246932818,0.0028309023559234306,0.0077066307330038945,2.1131354499488317,True
Hdx,0.3558975970421286,0.04680818880829007,0.3090894082338385,2.974691050586254,0.26465999957831104,2.478066956735089e-07,2.2804297147868917e-06,5.641983308623923,True
Sptbn1,0.7913248371299981,0.4823708194438163,0.3089540176861818,0.7579322464576084,0.7109202060024654,0.013609099109731229,0.029372156351937906,1.5320641686501435,True
Pbk,0.9387642991854,0.6316420196230821,0.30712227956231797,0.6091645292532468,0.8360882649473067,0.01955240786919251,0.03976760922547629,1.4004705174221939,True
Parm1,0.3156846974081812,0.011277311933563326,0.3044073854746179,4.693117487117576,0.21844765707687738,0.0004346166017306488,0.001507340815250805,2.8217885410176584,True
Cxxc5,0.6613652044274538,0.3571057731250462,0.3042594313024076,0.9403944953616897,0.5938179297766526,0.005280158368220467,0.013123840186132064,1.8819390668187215,True
Tacc3,0.6752180565112772,0.3824587275441149,0.2927593289671623,0.8706874102678189,0.6124359126878922,0.021749380977292888,0.04344084083347447,1.3621017772082504,True
Draxin,0.35042036565026646,0.062467198244256894,0.28795316740600957,2.5525050909431153,0.2707606901947352,4.641216139784557e-05,0.0002148711175826184,3.6678219573214266,True
Fv1,0.26914040188326693,-0.017766138834959998,0.2869065407182269,,0.17080590688603148,7.846164775340486e-13,2.353849432602146e-11,10.628221320881455,True
Bpifc,0.2641708673506835,-0.022609067522075324,0.2867799348727588,,0.1645042750197424,0.00010340234352815783,0.0004381455234243976,3.3583816211772364,True
Pla2g16,0.5658360768870753,0.27964220031307774,0.28619387657399753,1.0756612454584906,0.5086711657663671,0.01607308882622072,0.03364917409536787,1.4730255908820897,True
Gm29017,0.3283275587536283,0.04375569190146126,0.284571866852167,2.960280928260419,0.24615464361056724,0.013315467837737464,0.028800579317384566,1.5405987764139293,True
Serpinb6a,-0.09391993570309219,-0.37651108240942255,0.28259114670633034,-2.5013663909240957,-0.386874827668883,0.004152921045974441,0.010666749261920653,1.9719679135381165,True
Fgl2,0.07746168606384057,-0.20441430076222628,0.28187598682606685,,-0.09461260192736647,0.0009412137874880013,0.0029691286671545782,2.5273709818500816,True
Cenpf,1.0397633452243018,0.75826720519374,0.2814961400305618,0.48971317972518474,0.9252515102160417,0.016721859036739367,0.03474070436995713,1.4591613804518313,True
Klk8,0.49392288958215147,0.2140058775398501,0.27991701204230135,1.2721517100755824,0.43718978888651105,0.011594749367411537,0.02567103180976724,1.5905566751430242,True
Ddah2,0.5413105542981954,0.2621543762115709,0.2791561780866245,1.1072712894043428,0.48721102275728656,0.0006683552211206624,0.002205792808979084,2.6564352834384257,True
Ablim1,0.6844412602455419,0.40559568560590464,0.2788455746396372,0.8051822196025693,0.6276240877341849,0.009691691349628884,0.022144001560462034,1.6547438966191081,True
Lpar1,0.29743824790772544,0.019418735200796133,0.2780195127069293,3.924453155884373,0.21216899106151063,1.4660959320376899e-05,7.812234096115576e-05,4.1072247514149085,True
C030010L15Rik,0.24834161535029362,-0.02671693463723389,0.2750585499875275,,0.15161510970212647,0.00033567786529334164,0.0012132934890120783,2.916034132982408,True
Ndc80,0.4754146365671216,0.20422848618751874,0.2711861503796028,1.286866548804844,0.4220408740727286,0.01996374702324274,0.04052181398493114,1.3923111214062212,True
Gm26884,0.289221768945093,0.019140981238863892,0.2700807877062291,3.906366532731159,0.2068699556857655,1.505946412988009e-07,1.4526814273196227e-06,5.8378296159336385,True
Gm42047,0.5111862522059217,0.24141037516684552,0.26977587703907624,1.1467983288589496,0.46079320916099936,0.00288289930414015,0.007826875938842036,2.10641154998021,True
Gpr68,0.06079548842739768,-0.20791476072412848,0.2687102491515262,,-0.11022998376660058,0.019786542806413173,0.04021655041953897,1.39559518381408,True
Gm26532,0.1328362365784874,-0.13273390104183366,0.26557013762032106,,7.381759709369544e-05,1.5656970457714233e-05,8.26952665020118e-05,4.082519348862092,True
Olr1,0.17731563795098848,-0.08230132133281767,0.2596169592838061,,0.06696010284752145,4.598266136948423e-07,3.864089190712961e-06,5.412952857777395,True
Kif4,0.668452467793917,0.4090925082057834,0.25935995958813357,0.7601014085397786,0.621779940764189,0.008072188852073134,0.019113312199068193,1.7186640463236964,True
Fkbp11,0.8221903813782864,0.5693613082667242,0.2528290731115622,0.5730054547151544,0.7619454806703213,0.009352413688461052,0.02153280204557418,1.6668994521203335,True
Bcam,0.21905651227248218,-0.027977372141122864,0.24703388441360505,,0.1316415943295336,3.0468971967623313e-05,0.00015058799983998342,3.822209635113569,True
Cysltr2,0.19434075343007626,-0.051005674344400856,0.24534642777447713,,0.09985741191164065,8.021798928068e-05,0.00035029689642218344,3.4555637104490526,True
Pdzd3,0.26358713227828273,0.019745276285810864,0.24384185599247188,3.7440531955305643,0.19114090304824177,0.00034145781713693687,0.0012267945525877972,2.9112281611100874,True
Gm14154,0.2081879897830239,-0.03465901067646179,0.2428470004594857,,0.12003933082861298,6.776436998409153e-13,2.1176365620028602e-11,10.6741485733411,True
Gm609,0.24894035767946113,0.008904782609369355,0.24003557507009177,4.665384283142803,0.17494653881290653,0.002650725108031886,0.007282211835252434,2.1377366918476812,True
Rasgrp1,0.17051924733751395,-0.06672044715148581,0.23723969448899976,,0.0729967370191909,0.00010059527670490188,0.00042806500725490164,3.3684902726965054,True
D630039A03Rik,0.3649332800227977,0.12914491945409914,0.23578836056869854,1.5823063026343585,0.31850670022325644,9.977294508602028e-10,1.4817764121686181e-08,7.829217322866164,True
Capn3,0.3687150008016074,0.1333211934188387,0.23539380738276872,1.5509067843538964,0.3231026595455634,1.0522642739245994e-05,5.8895388465929066e-05,4.229918709325067,True
Dapk1,0.15008449437231272,-0.08522077398447099,0.23530526835678373,,0.04604656788755198,0.02299327180579016,0.045471203307429445,1.3422635528795208,True
Rgs9bp,0.25454403661391656,0.02543889229216638,0.22910514432175016,3.363046460784896,0.18902302242741295,1.2523915564995543e-05,6.806475850541056e-05,4.1670776920253845,True
Xlr4b,0.31559306921234964,0.08649465501997217,0.22909841419237748,1.9561053305216645,0.26428883922170515,1.982355536783339e-05,0.00010165925829658148,3.992853063223488,True
Gm15632,0.20627326247168598,-0.021958277398061117,0.2282315398697471,,0.12718091241031537,1.9347089095242339e-13,6.748984568107793e-12,11.170761564893622,True
Fyn,0.19449647719745378,-0.03246962577468856,0.22696610297214234,,0.11238444082182597,0.0005556623462694068,0.0018709169908060835,2.7279454809310963,True
Hykk,0.21584259710998668,-0.009637967806202082,0.22548056491618876,,0.14156660960127723,0.0012159585659001952,0.0036959226927057603,2.4322771214569174,True
Ckap2l,0.4908885531479148,0.26551362420342806,0.22537492894448674,0.9551943521994366,0.4627864021711457,0.024581318118480612,0.047916799451229265,1.319512197861864,True
Sox5,0.17913380369756532,-0.04531290940174425,0.22444671309930958,,0.09343908630511777,0.0008450001433325822,0.0027112304064147025,2.566833573536247,True
Fosb,-0.0125749374717243,-0.23639725839512654,0.22382232092340223,,-0.19179800785243706,0.00510127636038149,0.012753190900953726,1.8943811393636125,True
Dusp18,0.07932640407318971,-0.1420094696060502,0.2213358736792399,,-0.04594000972376681,2.6989008042221162e-06,1.8072996456844527e-05,4.742969836548805,True
Rtl6,0.19935623892657198,-0.020332991426897557,0.21968923035346954,,0.12368158831870396,5.5096309987976175e-05,0.00025119898170809806,3.5999821254422075,True
Reep2,0.21975617526070457,0.0008309800475757454,0.2189251952131288,6.450181034730987,0.15094119641804954,0.0010810528748155736,0.0033538351855705484,2.4744582833387483,True
Srxn1,-0.019915277560649747,-0.23660502867660088,0.21668975111595112,,-0.1980304387981345,0.0020683747045694015,0.005904019137686208,2.2288522434312807,True
Fhdc1,0.17667294178891343,-0.038604078195587005,0.21527701998450044,,0.09630832058162052,1.5301218138202563e-06,1.1008070603023426e-05,4.95828879364298,True
Crip2,0.28296664039697117,0.06914548750371442,0.21382115289325676,2.126884316803406,0.23395683675183193,1.7721353922227027e-08,2.1013463148885803e-07,6.677502367274777,True
Capn2,-0.27988972161179215,-0.4936240815947745,0.21373435998298235,-0.9634911183968133,-0.7054690024923526,0.001706514777062075,0.004989809289655189,2.3019160527800464,True
Sema4b,0.1848108065781718,-0.028500180162414415,0.21331098674058624,,0.10856501988530783,0.023060417846313786,0.04554394571358878,1.3415693468564176,True
Art5,0.26478285337288326,0.05189667741812845,0.2128861759547548,2.440467401516822,0.2120584881755085,1.1464047614072613e-10,2.0970818806230387e-09,8.678384612162922,True
Gm17322,0.22672306454571262,0.015187735407470367,0.21153532913824225,3.8882190529279725,0.1647288780428702,1.439059710790162e-06,1.0427968918769289e-05,4.981800271944359,True
Cyp4x1,0.19970000584356948,-0.010630223076399681,0.21033022891996916,,0.13031794522121834,4.566440664753035e-11,8.895663632635782e-10,9.050821647215706,True
Tomm20l,0.24425524276714716,0.034723895563138304,0.20953134720400884,2.88899077382987,0.18838771829992149,1.1826964685987998e-06,8.804192073936475e-06,5.055310491363941,True
Syngr1,-0.046627347679059857,-0.2553252645590302,0.20869791687997036,-3.7483874562624093,-0.23612327895643123,0.0011068726942229606,0.0034268504465107138,2.465104848494672,True
Gm5547,-0.0187520520568001,-0.2268553528117066,0.2081033007549065,,-0.1890283721312241,0.0009153395031256414,0.002905839692462354,2.5367283482621428,True
Usp17lc,0.3175554273577897,0.10998623602414159,0.2075691913336481,1.6246676368370865,0.2794960565254931,1.0506156157710087e-06,8.040425630900578e-06,5.094720960672103,True
Atp1b1,0.01924761597578006,-0.1877679148712645,0.20701553084704458,,-0.12699028873138105,0.0005287515298908682,0.001792378067426672,2.7465703790046136,True
Trac,0.2090680100525427,0.0024794584835508074,0.2065885515689919,5.724479867275803,0.1450562084977743,6.214780715070776e-07,5.0119199315086905e-06,5.299995875742874,True
Kdm5b,0.22486249053276788,0.019757976842672935,0.20510451369009494,3.5374682890119415,0.16647152687107755,0.008820044392614048,0.020607580356574878,1.685972998006205,True
Nudt17,-0.001434028315537542,-0.20637577441237706,0.20494174609683952,,-0.1582762475930671,0.0025364969721770026,0.007026307402152362,2.153272853670372,True
Ldhc,0.19076845047351115,-0.012011515427397193,0.20277996590090835,,0.12350525649816096,5.848778927351248e-10,9.044503495903992e-09,8.043615269037177,True
Agpat3,0.2172382071960518,0.015254620269022497,0.2019835869270293,3.8278212453630656,0.1586555402749683,5.5275625321241184e-08,5.901312311876284e-07,6.229051400826962,True
P2ry10,0.061179134119647184,-0.13830650573945724,0.19948563985910442,,-0.05673679867955826,0.010074286221386704,0.022965698073069994,1.638920349084525,True
Crb3,0.22019796012242787,0.02161243209953902,0.19858552802288884,3.3925804202558814,0.16466426308145404,1.638879142166624e-07,1.5758453290063693e-06,5.8024864112471475,True
Ppp1r15a,-0.014954983615823016,-0.2033202133227087,0.18836522970688568,,-0.16672547790910325,0.01040332891849895,0.02351920629653116,1.6285773384995146,True
Grb10,0.3069028470715153,0.12567387781756648,0.1812289692539488,1.3903216550982187,0.28248530916727044,2.0967449976316246e-07,1.965698435279648e-06,5.706483108039791,True
Gm26617,0.16542223162085254,-0.011785057343693181,0.1772072889645457,,0.10677521786660488,8.828994947795233e-06,5.045139970168705e-05,4.297126780382739,True
Zswim5,0.26374139922669765,0.08963137696646645,0.1741100222602312,1.6696771870103497,0.23472986275040456,0.004613068965445783,0.01168851933812276,1.9322405003018381,True
Ttc16,0.13712560816155228,-0.03313040873669928,0.17025601689825157,,0.07313141291260163,5.831826669321696e-05,0.00026348614469826943,3.5792422170331877,True
Dkkl1,0.39275280751605146,0.2243738941498961,0.16837891336615535,0.8935031383241474,0.38798377056109373,6.230269080994789e-05,0.0002785515237404525,3.555094461508037,True
Gucy1b1,0.17210941953899095,0.006338855517855736,0.1657705640211352,4.583192869039695,0.12330085839657556,0.00030945191283559523,0.0011266453137218273,2.948212785407091,True
Rasl11a,0.3113526455710811,0.14595038021434514,0.16540226535673597,1.1967268100788668,0.2970757766424613,2.6734082969466828e-08,3.015122139413552e-07,6.52069509035669,True
Plek2,0.10936268607659835,-0.05408981012350357,0.16345249620010194,,0.03932995140047133,0.0024178442674100808,0.006753754936899667,2.170454701989487,True
Satb1,0.10380256703639372,-0.05896104352205722,0.16276361055845096,,0.03198903773947203,0.0019260479979783269,0.005550570599361173,2.2556623690545954,True
Hemgn,0.5236978318965897,0.36112123813595104,0.16257659376063865,0.6028457680346808,0.5284808388180148,0.008965139987876224,0.020881537238842136,1.6802375329795467,True
Sytl4,0.25661401522337707,0.09599084001721604,0.16062317520616104,1.5371610316913529,0.2342590250853453,9.394604567768638e-06,5.317700698736965e-05,4.2742761101306135,True
Htra1,-0.0419048209787711,-0.20170482769051273,0.15980000671174163,-3.8213377636986183,-0.18738648579614955,0.008935951479860598,0.020845921026113372,1.6809789118726726,True
Scn1b,0.08198896953118667,-0.07731811701526156,0.15930708654644823,,0.003365379610611021,3.630457275406468e-05,0.00017342948767865292,3.760877058835872,True
Phlda3,0.30619546851027013,0.15339261652047292,0.1528028519897972,1.1038145811252846,0.2984167231081825,0.018751888237640135,0.03829521083248496,1.4168555351456102,True
Gm128,0.1781339454274472,0.028490370133451567,0.14964357529399563,2.755600400541994,0.14184102734611098,0.009053217058888788,0.021021401839525052,1.6773383258496362,True
X1700020L24Rik,0.4627313934872476,0.3135742986033751,0.14915709488387252,0.636300399036057,0.4731664282124484,0.008206242031552671,0.019308804780123933,1.7142446083263545,True
Myh10,0.3999783103214699,0.2508831501290687,0.1490951601924012,0.7583174763109524,0.4064612739231258,3.8661530540477945e-05,0.00018294099624831833,3.7376889601915617,True
Kif3a,0.01740023936466305,-0.1308400173549967,0.14824025671965976,,-0.084241845991401,0.01949425365188327,0.03967622859949105,1.4014696161618194,True
Tinagl1,0.1982285218110523,0.05112497457348152,0.14710354723757077,2.0889008354233605,0.16951040518215252,1.0506156157710087e-06,8.040425630900578e-06,5.094720960672103,True
Slc4a4,0.12511184937905379,-0.019574917648823038,0.14468676702787683,,0.07418818101960176,0.001436579000934582,0.004271295344701433,2.3694403976344254,True
Pglyrp2,0.5178844888650334,0.37601488262082916,0.1418696062442042,0.5295652475165706,0.5330147564299799,1.220837160182416e-05,6.659111782813179e-05,4.176583694785865,True
Tmem51,-0.15131738315248866,-0.2917715225267907,0.14045413937430207,-1.2299421927469834,-0.3613134367293019,0.007021302984737259,0.016918802372860864,1.771630382506592,True
Crlf1,0.1595235220085253,0.019334156191783743,0.14018936581674155,3.1341239559386427,0.12357196347520528,1.579336568759884e-11,3.5358281390146657e-10,9.45150885228212,True
Kbtbd13,0.15468821104733346,0.014799980256298067,0.1398882307910354,3.441096131903404,0.11735473347244504,3.104147100575662e-07,2.7715599112282693e-06,5.557275729074183,True
Rhox5,0.09846021321054699,-0.04127175914741552,0.1397319723579625,,0.04067396172318731,0.00019246609367319357,0.000749867897428027,3.1250152385699725,True
Gm26852,0.10820532550511269,-0.03050454021444769,0.13870986571956037,,0.05498790320307376,0.01949425365188327,0.03967622859949105,1.4014696161618194,True
Prf1,0.1531683186994354,0.01579388153169776,0.13737443716773765,3.3461068275374717,0.1170049105416382,0.0008282163264493341,0.00266022374662527,2.575081834106487,True
Efnb2,0.048903194983872904,-0.08831534169891128,0.1372185366827842,,-0.028713710015537994,0.0025930359857664863,0.007163082833609079,2.1449000266479765,True
Serpinb6b,0.005797408340722753,-0.13108036670440987,0.13687777504513263,,-0.09332713955619475,0.02326287872145287,0.04588338998314176,1.3383445027894267,True
Ffar4,0.06467384697564721,-0.07032756323974504,0.13500141021539225,,-0.004084069474450649,0.0004865828939895716,0.0016682842079642453,2.777729961230499,True
Dusp14,0.0875179486102214,-0.047154723322794856,0.13467267193301624,,0.02882600350796421,1.4026361638555822e-09,2.052638288569145e-08,7.687687574311148,True
Lhfpl4,0.14337940112805156,0.010198566763305281,0.1331808343647463,3.81053824766888,0.10673555569215006,1.7403433667746627e-05,9.01732314391017e-05,4.044922366711525,True
Krt18,0.43017633794917487,0.2973790907474465,0.13279724720172836,0.6132295919978338,0.4476085149331911,5.8872311917415373e-05,0.0002655893770710468,3.5757892996793545,True
Tns1,-0.07619475241907185,-0.20761942887246038,0.1314246764533885,-2.0863917507239136,-0.22079423200192194,0.0009263467005489959,0.0029314769004715057,2.5329135236307394,True
Vwa5b2,0.13515922839256608,0.003916821760293385,0.1312424066322727,4.783348059356911,0.09698777526966562,4.675441304580798e-06,2.904000810298632e-05,4.537003266791443,True
Slc6a13,-0.0016355533775123056,-0.13287541651048135,0.13123986313296904,,-0.10044612349555627,0.024298494155398233,0.04748891365875876,1.3234077650863914,True
Etl4,0.07259746621015589,-0.056123820756496356,0.12872128696665225,,0.011834550389574764,0.001128823550067977,0.003469744518651569,2.459702501642727,True
Sfn,0.10334493389878739,-0.023989337990457157,0.12733427188924454,,0.056136498256350746,0.0023648138008953903,0.006636521424402405,2.1780594992533993,True
Slc16a9,0.1623763508236492,0.03561385647008367,0.12676249435356554,2.3378331273323174,0.13618495866192087,0.0006442438448481765,0.0021332577643979355,2.670956664994964,True
Gm16194,0.20860309485673778,0.08215911536339661,0.12644397949334119,1.4899218558964877,0.19582770921398227,3.7917051181455323e-07,3.27813122606242e-06,5.4843736652822725,True
X1700006J14Rik,0.15334030294898846,0.029484776817097567,0.12385552613189088,2.5242042295874123,0.12619652489351443,0.0038560373611243723,0.009981114826033751,2.000820948115955,True
Gm6525,0.12444076912865643,0.0011682658910906196,0.1232725032375658,5.586306926845497,0.08787626520981931,0.00035631760917657256,0.0012710497354693432,2.895837455411932,True
Tmem71,-0.05194475823031701,-0.17421431338206864,0.12226955515175163,-2.8330959238517552,-0.1731233602122205,0.0010557911234448992,0.0032822521972380287,2.4838280522710905,True
Gm17619,0.1050610273526558,-0.016416362280724666,0.12147738963338046,,0.06256707184826504,0.001360994364264534,0.004082983092793603,2.3890224184413538,True
Celf5,0.11551603200524221,-0.004626126192705372,0.12014215819794759,,0.07785133639222692,3.0676950628754825e-07,2.747189608545208e-06,5.5611113649321435,True
X1700019L13Rik,0.1169928916987544,-0.002832892286541064,0.11982578398529546,,0.08008456386521093,0.00027074168390090196,0.001011488233751813,2.995039164842145,True
Slc6a17,0.12047483362308976,0.00301306337995348,0.11746177024313628,4.8862212330032095,0.08643588594764158,0.00042558096387804834,0.0014828605013172417,2.8288997028878238,True
Chst2,0.13232550574154958,0.015077161449418525,0.11724834429213106,3.2288627995267585,0.10259274149495202,7.71305516072926e-06,4.484334395772826e-05,4.348302009631027,True
Tmem236,0.1170998063147761,-0.00010455383790533957,0.11720436015268143,6.256153104656971,0.08201803399559437,0.012507150371407833,0.02736794391992961,1.5627578287415143,True
Gm16001,0.10168001299486021,-0.014024188838350184,0.1157042018332104,,0.06188388541795659,0.009598089671867014,0.02196359192646914,1.6582966338813014,True
Npb,0.09437158797734327,-0.01790866032084713,0.1122802482981904,,0.05412811468899458,1.7724274954035838e-07,1.6826843310793518e-06,5.773997349341338,True
Cryab,0.1233642446044192,0.011101625525087757,0.11226261907933144,3.528087108407997,0.09387509423766316,2.070568153534044e-10,3.632575707954463e-09,8.439785325631668,True
Rnase6,-0.22869857828407417,-0.3388303477178717,0.11013176943379752,-0.7453951999979607,-0.4814939931790065,0.0035531074959248565,0.009317589587215533,2.0306964228782483,True
Vmn1r4,0.10414054645827722,-0.0058036220932985196,0.10994416855157574,,0.06924634621079877,5.227369140842123e-06,3.2201452612990495e-05,4.492124536764519,True
Slc35g2,0.06723309024065999,-0.04245526731177813,0.10968835755243811,,0.01776361103726209,2.629830800418516e-05,0.00013127275210075788,3.8818254097851086,True
Tcaf1,0.07255408705326345,-0.03652783900481577,0.10908192605807923,,0.02575616047315368,0.018584127086709416,0.0379784613488612,1.4204626341549567,True
Pdzd2,0.11087060026685334,0.0020467155432760576,0.10882388472357729,5.098535488248034,0.07923631180447276,9.090603036589354e-05,0.0003912741622635303,3.4075188297299364,True
Gm1673,0.19808136397146003,0.08932583888283042,0.10875552508862961,1.3063283028971957,0.19371321631579927,0.011232351946762491,0.025053573115455374,1.6011303267363264,True
Cdkn1c,0.13928525827384308,0.03115105466946594,0.10813420360437714,2.3332658874612364,0.11798509024853411,0.00017149959835921047,0.0006814553577187171,3.166562589618683,True
