,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gstt3,-0.607642734476166,-0.16209745209497295,-0.44554528238119306,1.856766605753355,-0.7010369755224494,2.507873390254392e-08,2.8716107521996855e-07,6.541874429202899,True
Icam1,-0.728785218520486,-0.2823989178915228,-0.4463863006289631,1.3219489758495597,-1.0162262062808538,8.426299832421895e-06,4.842701053116032e-05,4.314912339747459,True
Dusp2,-0.034117270861257015,0.4128982978134282,-0.44701556867468517,,0.2502224740034935,0.007259708921960629,0.017423301412705507,1.7588695502770806,True
Tctex1d1,-0.28897484250369954,0.1596279646014742,-0.44860280710517375,,-0.09645793763991962,1.1247978657564751e-07,1.1210609957705732e-06,5.950370757248099,True
Comt,-0.3791254793516398,0.07141254865769653,-0.45053802800933634,,-0.2410256807531224,0.0035404416793999144,0.009300634884588217,2.0314874044071196,True
X1700025G04Rik,-0.5435114797815277,-0.09005676103035795,-0.4534547187511697,2.5501206413240314,-0.5495865878075299,0.0006337895268084828,0.0021056130458753583,2.6766214372729547,True
Evl,-0.7671613825030043,-0.3135731354937421,-0.45358824700926215,1.2467522067126615,-1.1214465258017559,5.994587931000258e-08,6.377221203191763e-07,6.195368518615783,True
Pla2g4a,-0.3325382741720684,0.12129592744683997,-0.45383420161890836,,-0.16104206040350685,0.0024357615401160745,0.006797474065440208,2.1676524407110684,True
Ssrp1,0.2631646643466566,0.7173568732212509,-0.45419220887459427,-1.3059739004515625,0.5755647984153145,0.024510346045431366,0.04784062338080293,1.3202031699669916,True
G0s2,-0.45105344467694003,0.005612473251061393,-0.45666591792800143,,-0.36349460132403727,1.811636608699702e-05,9.370534182929494e-05,4.028235650725251,True
Tmem38b,-0.7940652691153495,-0.33735055104896333,-0.45671471806638614,1.1922157830493478,-1.2032624187251342,0.0029895173926486533,0.008043544554211624,2.0945525282285145,True
Impdh2,0.4257296058335278,0.8845354113840728,-0.45880580555054495,-0.9670522190106196,0.7269467226881706,0.011304016182407357,0.02515730604393329,1.5993358669189321,True
H3f3b,-0.0165506130155447,0.4433728226816983,-0.45992343569724303,-5.309947975704477,0.2790684197258438,0.007835825313211387,0.018612411670335838,1.7301973502835155,True
Mrgpra2a,-0.4521063077318311,0.008059717977949903,-0.460166025709781,,-0.3622011374992715,1.2440682223108725e-06,9.19262233234635e-06,5.036560581974795,True
Dbi,-0.6057420611951575,-0.14553365583811623,-0.4602084053570413,2.009591280576944,-0.6795450334685266,0.0015812487288867235,0.004673641563211991,2.3303445981244293,True
Rnd3,-0.9511850478800381,-0.49018552896818973,-0.46099951891184837,0.9195375602645823,-1.8400365321587957,3.941549449894551e-05,0.0001859221438629505,3.7306688814235773,True
Fau,-0.7922866738527972,-0.3293930794951498,-0.4628935943576474,1.2235094632156645,-1.1871810343776465,0.0009300429354269749,0.002940072503984114,2.531641959488538,True
Il1b,-1.9371226390720235,-1.4737660249318667,-0.46335661414015683,0.37552936626234235,,0.0020148523828377586,0.005767707202779844,2.2389967946555855,True
Bcl2l11,-1.014825571395197,-0.5506143257600011,-0.4642112456351959,0.8473276475502042,-2.202372368757829,0.013908435883834053,0.029846428935266206,1.525107623880855,True
Nfe2l2,-0.9019310909194816,-0.43735499347889056,-0.4645760974405911,1.0056940575895352,-1.5979023645840966,0.002914514457162005,0.007877066100437851,2.103635510131171,True
Fchsd2,-0.31651640486177235,0.14846162698761123,-0.4649780318493836,,-0.1266236346376948,0.0008182950305779081,0.002639661388960994,2.5784517800761715,True
Irf1,-0.528646170038281,-0.0631370909747218,-0.46550907906355915,3.034311759281457,-0.506130603384513,1.2028227070880915e-06,8.931851785307611e-06,5.049058492201261,True
X2010111I01Rik,-0.7340654394166327,-0.26759158770329855,-0.46647385171333416,1.4110464420647555,-1.00239256763117,0.0026898337133517084,0.007362683521948106,2.1329638668634456,True
Pde4d,-0.42414834508584776,0.04241330358311555,-0.4665616486689633,,-0.30555216045516553,0.020443080447225585,0.04135484918521696,1.3834735586409268,True
Naaa,-1.038094120210675,-0.5707343778993205,-0.4673597423113546,0.8289801715740218,-2.354126825772,4.044059656715559e-07,3.4663368486133366e-06,5.460129236086705,True
Erp29,-0.5700060661138213,-0.10236459655997303,-0.4676414695538483,2.433649930486814,-0.5911475851251196,0.003966784309332612,0.01024126758003256,1.9896462866274016,True
B4galt6,-0.5246409614379269,-0.054470234786745286,-0.47017072665118165,3.243277495008777,-0.49320634374366684,7.133938971112457e-08,7.37993686666806e-07,6.131947353431019,True
AC140186.1,-0.5031669798353037,-0.0323530685519261,-0.4708139112833776,3.9691948557988335,-0.44961155680444276,7.475393494702274e-06,4.380113375802114e-05,4.358514647978096,True
Mpp1,-0.9526894946569683,-0.481659019934164,-0.4710304747228043,0.947306479536847,-1.8220146551439027,0.020625401467041313,0.04155554358705436,1.3813710323209114,True
Cyp4f16,-0.7915989999064078,-0.3191563093688185,-0.4724426905375893,1.2680409617825452,-1.1693476392498356,2.6406969161309926e-06,1.7762535310298157e-05,4.750495045725844,True
Tbxa2r,-0.2006245304202739,0.272132433107705,-0.4727569635279789,,0.050681324128956366,0.0030552026483333656,0.008190891818588111,2.0866688099849067,True
Klf4,-1.3234302750661484,-0.8505023265896862,-0.47292794847646225,0.6106883088432375,,0.0022957628243971185,0.006479104866595819,2.1884849907885315,True
Gatm,-0.14798006378842574,0.325017115425317,-0.47299717921374274,,0.12236596138827877,0.004826434359660816,0.012136884391435412,1.9158927848641996,True
AW112010,-0.8226646603117189,-0.34669350162960405,-0.47597115868211487,1.2054354699088028,-1.2677015551260478,0.0015994825629272067,0.004722881583446477,2.3257929433287576,True
Snrpd3,0.23684394873646047,0.7133891739035674,-0.4765452251671069,-1.4347967683896898,0.5608289584027547,0.00309972122516835,0.008288024666225535,2.0815489650807804,True
Anxa3,-0.4470036144046961,0.03000073460870237,-0.4770043490133985,,-0.3373413690802931,0.011594749367411537,0.02567103180976724,1.5905566751430242,True
Lamp2,-0.970539322854198,-0.4916129519937429,-0.4789263708604551,0.9452511898267115,-1.8947303185063802,0.003465305586229904,0.0091192252269208,2.0400420579398233,True
Cd33,-1.102797392800979,-0.6220633602913669,-0.4807340325096122,0.7938754358749078,-2.861766149051811,0.0005533719623175528,0.0018652987493850092,2.729251600949813,True
Dgat2,-0.36980846432634007,0.11237321711145336,-0.48218168143779344,,-0.19878773312509423,8.913425150802058e-07,6.981795157286206e-06,5.156032897338697,True
Cldn15,-0.30805369645213365,0.17570212961018253,-0.48375582606231615,,-0.09877709285100102,0.016369719836955735,0.03412728249539069,1.4668982925664769,True
Gpr171,-0.5407816194696138,-0.05674912721170202,-0.4840324922579118,3.2280617585178146,-0.512030857380471,0.022792851575372267,0.04519402162995162,1.3449190108709708,True
Mpeg1,-1.4315848250220746,-0.9474051796798986,-0.48417964534217606,0.5703399773139809,,0.0035785628747418215,0.009376147270065908,2.0279755798589756,True
Ifi27,-0.5344570280013782,-0.04963120996388438,-0.4848258180374938,3.4110936454109417,-0.49826863884563505,0.0013768753213414505,0.004118271150572634,2.3852850624482715,True
Lactb,-0.6846184898594585,-0.19642613033969142,-0.4881923595197671,1.7563214242908036,-0.8378474923930361,0.0007191148259219014,0.0023474912706917344,2.629396014012846,True
Kmo,-0.6414328347243621,-0.15247657691638256,-0.4889562578079795,2.0278889912983264,-0.7296617291894629,2.857509499182473e-07,2.5977359083477027e-06,5.585405002368885,True
Smim6,-0.19790548291141397,0.2920200522706809,-0.48992553518209486,,0.06634037451556245,1.0741174903498461e-05,5.9895027342928216e-05,4.222609232488354,True
Phb2,0.11854127675321394,0.6094486270634193,-0.4909073503102054,-2.0631136329374686,0.44783830501434757,0.004094821122716223,0.01053556035004174,1.9773423608191187,True
Tma16,-0.3305565845037399,0.16154623725818387,-0.49210282176192377,,-0.12737636176591352,0.0014701417159292038,0.004366757572066942,2.359840918002194,True
Hmgn2,-0.0926430194249729,0.40324963579170175,-0.49589265521667464,,0.20827166009731768,0.0018132303202634133,0.00527101837285876,2.278105469989317,True
Ptgs1,-0.2638860170838824,0.2326446213762191,-0.4965306384601015,,-0.022713771310110757,0.0018972547211274391,0.005478117577846311,2.261368650639587,True
Jaml,-0.838005089931522,-0.34022961438411153,-0.4977754755474105,1.2603237346229295,-1.2832016901560241,3.3912249337040954e-09,4.7100346301445774e-08,7.32697589974469,True
Eps8,-1.0546395294600146,-0.5562141563001327,-0.4984253731598819,0.8897264948161245,-2.3616154020403077,9.13266220045889e-05,0.00039195975109265616,3.406758526795368,True
Cd28,-0.9171752372026929,-0.41709169658259276,-0.5000835406201001,1.099398210792875,-1.5869842678071027,5.844648527540438e-11,1.1027638731208374e-09,8.95751746995225,True
Smim5,-0.5139016113626919,-0.013530486079953904,-0.500371125282738,5.397798630298413,-0.44166583934045217,7.358356783516355e-08,7.559955599503105e-07,6.121480755153214,True
F7,-1.1651136102897384,-0.6631795602397026,-0.5019340500500358,0.7825442852757286,-3.5419806726273313,0.02292629564495444,0.04539860523753354,1.3429574895866752,True
Mmp14,-0.9491899278205099,-0.4470678718224645,-0.5021220559980455,1.049821261399842,-1.7279954487508342,2.7583347678828044e-06,1.838889845255203e-05,4.735444285460485,True
Sdc4,-1.4080032037276022,-0.9058391803532584,-0.5021640233743438,0.6107659124850477,,5.776916198438757e-05,0.0002617937854277382,3.582040667130087,True
Zfp36,-0.7063939041827454,-0.20417094719595758,-0.5022229569867878,1.7470200233031161,-0.8764196810561524,3.701485504241048e-05,0.00017626121448766896,3.753843241796585,True
Ier5,-0.8648871619126121,-0.3593178771181965,-0.5055692847944155,1.2282080546197902,-1.366252689742927,5.776916198438757e-05,0.0002617937854277382,3.582040667130087,True
Emp1,-1.0864176308249869,-0.5807583761419949,-0.505659254682992,0.8711787979183698,-2.5871686548517165,6.780497964207227e-05,0.00030090967296777637,3.5215638513127363,True
Plxnb2,-0.7698303231362624,-0.2636837370487319,-0.5061465860875305,1.5036970814044457,-1.0491793502487943,2.8744798189812553e-07,2.605268718109899e-06,5.5841474751385425,True
Junb,-0.879611931904943,-0.36665651328275795,-0.5129554186221851,1.2240344127306224,-1.4078773028251264,0.0037215564716260342,0.009699973427348482,2.0132294554627994,True
Aldoc,-1.0212279529705908,-0.5062704693723141,-0.5149574835982766,0.9782498713918082,-2.0816089484652553,1.379543183910507e-05,7.403630682882864e-05,4.1305552533965,True
Raph1,-0.9147145664655026,-0.3970753430297273,-0.5176392234357754,1.1667034790426511,-1.5390790499289015,9.705769089624558e-07,7.504460636307648e-06,5.12468051609132,True
Acadm,-0.6939813145127374,-0.17405396392180908,-0.5199273505909283,1.953101882536465,-0.8211710036815002,0.0009374764329641899,0.002960451893571126,2.5286419916758334,True
Scd2,-0.27530388396378364,0.24631124063483756,-0.5216151245986211,,-0.021066838832685498,0.0024628653732091015,0.006853985268670969,2.1640568333379853,True
Slc15a3,-1.0262287540195714,-0.5043857281313389,-0.5218430258882325,0.9908961128901803,-2.0911547644229804,5.54716626509253e-11,1.0599680761323305e-09,8.974707214516691,True
Cd27,-0.20987903136419914,0.31223869159506284,-0.522117722959262,,0.07200949881738777,0.0001048334442487585,0.0004423352078006688,3.354248491457875,True
Tcf7l2,-1.048198011504372,-0.5243312002784982,-0.5238668112258739,0.9661266237358432,-2.2261022599981186,3.122529596008599e-07,2.779699937099643e-06,5.55600208274928,True
Fdps,-0.4713063872104335,0.054514966517669294,-0.5258213537281028,,-0.3371486646075036,0.001002919866062595,0.0031341245814456094,2.503883744319559,True
Mtus1,-0.6973404125390918,-0.16968545287012102,-0.5276549596689708,1.9974614829507336,-0.8198850746964287,3.51303363258171e-07,3.0636921214375375e-06,5.5137548802532015,True
Shtn1,-0.9984118920894818,-0.46928049581746334,-0.5291313962720184,1.0546387458615527,-1.9096678976820534,6.768126567157107e-06,4.020669247816103e-05,4.395701651780567,True
Rogdi,-0.7041656368131642,-0.17176943577944745,-0.5323962010337168,1.9942740154906053,-0.8312746301499302,3.1222500513184785e-05,0.00015380542124721568,3.8130283564965075,True
Itgam,-1.5683075028379856,-1.0342941625154372,-0.5340133403225484,0.5775723802661124,,0.00018250644429750556,0.0007175875922575578,3.1441250792458235,True
Ung,-0.17485938438566276,0.35963916238337146,-0.5344985467690342,,0.1274878659032051,0.010741900220589351,0.024193468965291332,1.6163018561329223,True
Fkbp4,0.42659498294745735,0.9611967352854605,-0.5346017523380031,-1.0839541531030052,0.76034518036395,0.015493970516854921,0.03264179181921683,1.4862260093593638,True
H2afv,-0.2146685510882246,0.32009226332259305,-0.5347608144108177,,0.07411060194961648,0.003331314572864045,0.008828572189569023,2.054109527490501,True
Nt5dc2,-0.7138732893163025,-0.17533259616610677,-0.5385406931501957,1.9848664414395265,-0.8484085617518308,0.002115285720063484,0.006032183612348338,2.2195254475401294,True
Fam96a,-1.0264867861414129,-0.4877278362645787,-0.5387589498768341,1.0399162171651515,-2.0416090301711027,0.0017995634014652648,0.005241446800384266,2.2805488178454523,True
C3,-1.0168085876527462,-0.47711717387225927,-0.5396914137804869,1.0577321077007706,-1.9825790585377963,4.756298141334793e-08,5.226701254214058e-07,6.28177232243031,True
Thbs1,-0.7548033998354261,-0.21412919036393785,-0.5406742094714883,1.7770630501355347,-0.9558613427489542,0.011268133474833582,0.025114710567979752,1.6000718224597805,True
Fcor,-0.9403134770245182,-0.39275962941493636,-0.5475538476095818,1.2235995738367271,-1.5843994685271405,2.6428120949881463e-05,0.00013170159941801394,3.8804089508225754,True
Adssl1,-0.8067823669956128,-0.25922497632355035,-0.5475573906720624,1.5986010935043553,-1.098516887791598,0.0002876249429668668,0.0010626537301731533,2.973608228961032,True
Fbxl5,-1.1473278072733128,-0.5994252617887161,-0.5479025454845967,0.9060888519613004,-2.9813833095624247,2.503310101098701e-05,0.00012579447744214578,3.9003384246224533,True
H2.DMa,-1.2311549442732757,-0.6830835027116323,-0.5480714415616433,0.8211852951179692,-4.543525158665544,0.0009263467005489959,0.0029314769004715057,2.5329135236307394,True
Msrb1,-1.4776695217596558,-0.9277422496062085,-0.5499272721534473,0.6472627143913373,,0.02187749907425734,0.04360963270616081,1.360417571073864,True
Tlr2,-1.2837187980281208,-0.7317600863419789,-0.551958711686142,0.7832745648746628,,0.0027095851036590727,0.007403237988139543,2.1305782893487906,True
Gapdh,-0.9459107519751954,-0.3874168940487981,-0.5584938579263973,1.252283304930037,-1.584950193194183,0.0005984293052406426,0.0019969832210477503,2.699625584121279,True
Csf1r,-1.317214131193548,-0.7559469910342859,-0.561267140159262,0.7742055651630179,,5.641774437645973e-05,0.0002568334341872218,3.590348441125528,True
Fos,-1.0215029818866246,-0.45619716072344646,-0.5653058211631781,1.1295282694390965,-1.937049785094233,3.273421446732457e-07,2.8883130412345207e-06,5.539355738833315,True
Ptpn1,-1.1514609128223672,-0.5856866637646353,-0.5657742490577319,0.9449692598693892,-2.927675058741901,0.000660226402726067,0.0021837697995349516,2.660793144383464,True
Mgst3,-0.9168028583086643,-0.3507152739426729,-0.5660875843659914,1.3501745634701126,-1.4491350481618452,0.005931528486542629,0.014526192211941133,1.8378482135111853,True
Lgmn,-1.1250703556876331,-0.5567674523220052,-0.5683029033656279,0.9839931980270206,-2.6521656880957356,0.00034145781713693687,0.0012267945525877972,2.9112281611100874,True
Acsl1,-0.8810765263682716,-0.30813872720233476,-0.5729377991659368,1.478865371814685,-1.3026091477422372,9.443270043880834e-06,5.325152280383929e-05,4.2736679684366745,True
Atp2b1,-1.3103212877501107,-0.7371808830179343,-0.5731404047321764,0.8028366120522543,,0.010369999664282759,0.023514738467761358,1.6286598471385996,True
Ankrd37,-0.9330384569616967,-0.359553179770433,-0.5734852771912637,1.340175457536075,-1.499384819623256,4.180129216353295e-09,5.674383551610808e-08,7.246081312051217,True
Cpne8,-0.8509103403010032,-0.2765880913734094,-0.5743222489275939,1.5838557316598671,-1.1967703703117614,8.372353166254078e-07,6.5924040679165974e-06,5.180956181303598,True
Apex1,0.08508008888691926,0.6594209889521544,-0.5743409000652351,-2.551061843566495,0.4565439058975612,0.0017995634014652648,0.005241446800384266,2.2805488178454523,True
Il1r2,-1.3694533065604897,-0.7942814965470704,-0.5751718100134193,0.7599507978117681,,4.4090720961433614e-06,2.767200060341022e-05,4.557959441523555,True
Anxa2,-1.5320086415862713,-0.9532412260429958,-0.5787674155432755,0.6611428567117307,,0.0067671974112056546,0.0163854658866965,1.7855412058443145,True
Esd,-1.2096921194020258,-0.630599086412211,-0.5790930329898148,0.9109134005588885,-3.646484339565418,0.0028619967904812264,0.007777165191525072,2.1091786762787867,True
Pcp4,-0.4257195985938575,0.15633983130331,-0.5820594298971675,,-0.20871082555349546,0.0004202440933937392,0.0014676743657522906,2.833370291044171,True
Ifngr1,-0.8717854227614099,-0.28563845685058464,-0.5861469659108253,1.573202914583949,-1.2471210661056253,7.593335326746592e-06,4.440546974705609e-05,4.352563531357111,True
Kctd12,-0.9962952184222059,-0.4100307922216452,-0.5862644262005607,1.2470999985772435,-1.7522571892069783,2.6842354707308414e-06,1.8015003159267393e-05,4.744365657379754,True
Sod2,-0.9214875634459295,-0.3351752738712815,-0.586312289574648,1.4235250840556701,-1.4279113584196488,0.00011330255431979832,0.0004734090013362047,3.3247634887105306,True
Rps27a,-0.2005561677643621,0.3866606848094656,-0.5872168525738277,,0.12836237750482132,0.0002570142346522309,0.0009686466130109204,3.0138346357578496,True
Med21,-0.4057129917434094,0.18352848550420406,-0.5892414772476134,,-0.1698943946447924,0.0005743058315395039,0.001929358896549285,2.714586978010355,True
Phgdh,0.7308126623542476,1.3211408134794544,-0.5903281511252069,-0.8025735108594036,1.0186176093391173,0.02080913865337697,0.041841431608666824,1.378393464458476,True
Rhob,-0.9963655207129557,-0.4026695576738671,-0.5936959630390886,1.2734698464320269,-1.7346473117573293,6.627613021276719e-06,3.976567812766032e-05,4.400491607085493,True
Gpx1,-0.5833451114661372,0.01063434020434737,-0.5939794516704846,,-0.48672228495833175,0.001039254574764715,0.003234194734744964,2.490233834250575,True
Gclm,-0.5277218303096394,0.06784931554810295,-0.5955711458577423,,-0.37695022394414013,0.00249943313297861,0.006930036413064537,2.159264483432717,True
Pgam1,-0.6188517300289631,-0.02251904953322379,-0.5963326804957393,4.848302834312406,-0.5578482119012997,9.443270043880834e-06,5.325152280383929e-05,4.2736679684366745,True
Asap1,-0.9826966407409654,-0.3854900119712883,-0.5972066287696771,1.3161891531055645,-1.6624296800209306,5.810632924634563e-06,3.557530362021161e-05,4.448851384707633,True
Il1r1,-0.45907011879830634,0.13878770472933796,-0.5978578235276443,,-0.2517813096307643,1.2723175085181335e-06,9.332402262969194e-06,5.030006549687265,True
Anxa5,-1.4666675228179904,-0.8614327428831333,-0.6052347799348571,0.7434994023453753,,0.011854563536244934,0.02613055886020191,1.5828513018185457,True
Pmaip1,-0.5921616759656737,0.013594684867149197,-0.6057563608328229,,-0.4926538925449237,2.466497300582407e-05,0.00012415254868703392,3.90604436052864,True
Pgk1,-0.9800868092208387,-0.3729779959607093,-0.6071088132601294,1.3600961969508643,-1.6283068939472627,0.00013102318954067216,0.0005377148681559733,3.2694479548399307,True
Clec4d,-1.5899274430333303,-0.9801972274463956,-0.6097302155869347,0.6753354000476703,,0.003190537475832146,0.008500543896533248,2.0705532856143996,True
Lamp1,-1.333110100259249,-0.7201440245309088,-0.6129660757283402,0.8620720348264173,,0.004759851252721916,0.011989549754967042,1.921197125708893,True
Smpdl3a,-0.9807213752822891,-0.36683337895464907,-0.61388799632764,1.385153097838142,-1.616071261374407,0.00010387731579274683,0.0004395373023670529,3.357004261603363,True
Hmox1,-1.6143724732298572,-0.9995464210285196,-0.6148260522013376,0.6694777465463496,,0.0001907714319880548,0.000745200906203339,3.1277266256506335,True
Gstm1,-0.8559744779300762,-0.23810953624766262,-0.6178649416824136,1.8105171426055275,-1.1425508332005583,0.023060417846313786,0.04554394571358878,1.3415693468564176,True
Ctsh,-1.5382594622172534,-0.916681699780242,-0.6215777624370113,0.7236669983860873,,0.011376086102222871,0.025280191338273045,1.5972196433310415,True
Gadd45b,-0.8464050401676264,-0.2206960356414755,-0.6257090045261509,1.9042796445063446,-1.1002073154907648,3.8983204431490254e-06,2.4935951661934065e-05,4.60317405260544,True
Dhrs7,-0.7119774524925845,-0.08115550779339677,-0.6308219446991877,3.1116557737333075,-0.7287332565593273,2.278188257129927e-06,1.5604029158424158e-05,4.806763246816355,True
Flt3,-0.5071422688517231,0.12380072263054356,-0.6309429914822666,,-0.3069850825281931,3.326542358909891e-05,0.00016227035897121422,3.78976080309972,True
Pmvk,-1.0995256562633429,-0.4673088222510058,-0.6322168340123371,1.2037051154051337,-2.207009681029909,1.4735378159046791e-05,7.837967105875953e-05,4.1057965634869715,True
Pycard,-1.065064014402575,-0.4319046310053197,-0.6331593833972553,1.2707255008199299,-1.9912797670141567,4.176200571280519e-05,0.00019484606086845346,3.710308369755236,True
B2m,-1.1559895244011262,-0.5225734414593556,-0.6334160829417707,1.1158642475436324,-2.637391937214063,0.00022353042098966733,0.0008575335843593377,3.0667488622865653,True
Ncf1,-0.786958563901579,-0.15142892908110153,-0.6355296348204775,2.3449840026348023,-0.9137427274709156,5.0098082243423186e-05,0.00022980771671295039,3.638635392229174,True
Il4ra,-0.907910927987279,-0.27225827894110793,-0.6356526490461711,1.7033829838262797,-1.2866019158717437,0.00035936122775261174,0.001278865579190789,2.8931751015601543,True
Hmgn1,0.14132597754041604,0.781039904073618,-0.6397139265332019,-2.211177131494715,0.547136815562648,0.005262018578864113,0.013100461192192813,1.8827134150542506,True
Parp8,-0.4963812667259961,0.14382950922691062,-0.6402107759529068,,-0.27976685886997904,5.872270599900793e-06,3.587945376721462e-05,4.445154177325,True
Fh1,-0.3670800721036414,0.2734725841975604,-0.6405526563012018,,-0.06915480994865875,0.00014339188612334948,0.0005774169911007362,3.2385104406965164,True
Trem2,-1.647179011820817,-1.0043175882412585,-0.6428614235795584,0.6921207774997822,,0.023466881044570117,0.04619464772553172,1.3354083404162176,True
Bst2,-0.417201585520972,0.2261677642916511,-0.6433693498126231,,-0.14483456505132117,0.00043644508710190835,0.0015119344818772806,2.8204670281308895,True
Rasgrp2,-0.06272125169651548,0.5816359324651255,-0.6443571841616409,,0.33280225676187,0.0034529249464702477,0.009094622334864568,2.0412153308269736,True
Cd44,-1.2048258059026706,-0.5583052452861406,-0.6465205606165301,1.0812245754918048,-3.0778390070404646,2.6953492087122224e-05,0.000134096975557822,3.8725810171771933,True
Il6st,-0.8519995078921331,-0.20247993759073682,-0.6495195703013963,2.0395746292516272,-1.080819273859223,8.792549796302039e-11,1.6182606987058968e-09,8.790951513076555,True
Tspo,-1.2522029368475591,-0.5987863774740803,-0.6534165593734789,1.036818084839244,-3.746512303646819,0.001128823550067977,0.003469744518651569,2.459702501642727,True
Cd24a,-0.7690239546804771,-0.11170858163883837,-0.6573153730416388,2.7562763779115076,-0.8374451715338708,3.7544788339691116e-06,2.406717201262251e-05,4.618574938036896,True
Selenbp1,-1.0977937471597963,-0.43964355884503903,-0.6581501883147572,1.2898040857674555,-2.1122791785857,9.650902155854195e-07,7.481319500662166e-06,5.126021797681244,True
Casp6,-1.246138450472536,-0.5877718427357695,-0.6583666077367664,1.0565305275369945,-3.5899654280935267,2.367429469980773e-08,2.7316493884393536e-07,6.5635750438036915,True
Cd14,-1.4407682267494866,-0.7816912518687213,-0.6590769748807652,0.8577768611852169,,1.7057071519791357e-05,8.899341662499838e-05,4.050642119525718,True
Gngt2,-1.5809944210834048,-0.9215883983653548,-0.65940602271805,0.7561989013921827,,7.984591442952707e-05,0.0003491803838025965,3.4569501620042087,True
Ptprc,-1.2451155840787098,-0.5838405313003587,-0.6612750527783511,1.0650338617230997,-3.547561570932221,6.941314213596437e-05,0.00030713779706178926,3.5126667350213103,True
Cd81,-0.768989700987812,-0.10766481748371544,-0.6613248835040966,2.8103909968532657,-0.832198307492554,0.00228726254868284,0.006461193640347006,2.1896872430684855,True
Irf8,-1.0982985628513158,-0.4359696046164303,-0.6623289582348855,1.3026469026959138,-2.1024286018918374,1.0186210173787219e-08,1.278603787504672e-07,6.893264013424802,True
Atp1b3,-1.1308736339985461,-0.4622987141650847,-0.6685749198334614,1.2609158453603444,-2.297510353225349,0.00216317060640138,0.006151196037160322,2.2110404318934527,True
Lmo1,-0.48294917013061206,0.18578991132505399,-0.6687390814556661,,-0.23205648725773373,1.1316889873901655e-07,1.1241943583346016e-06,5.949158598504297,True
Gda,-1.3300823901236525,-0.6599433283210085,-0.6701390618026439,0.9850317095190038,-7.6475713564978305,0.001192445029307197,0.003631812272001615,2.439876608207362,True
mt.Cytb,-0.8220674776757196,-0.15085668304118752,-0.6712107946345321,2.4157413010072166,-0.9614572858044601,7.672949429900447e-06,4.4783751536383935e-05,4.348879528369623,True
Cebpb,-1.4979679015589027,-0.8262515874633263,-0.6717163140955764,0.8348460697031975,,0.013398785632283588,0.02895991130897029,1.53820277251922,True
Bzw2,0.1286060967171591,0.8022291927667564,-0.6736230960495972,-2.3625149485851087,0.5513118920391112,0.0036559275269297557,0.009553817579084727,2.019823055406992,True
Hoxa7,-0.46842077456320463,0.20748858048545069,-0.6759093550486553,,-0.20168581585424203,2.1802970591189257e-06,1.5071177828011007e-05,4.821852805799686,True
Limd2,-0.6868328586033323,-0.01017237892256721,-0.6766604796807651,6.333499135953976,-0.6181687151483103,1.3178504296160002e-05,7.136374167595668e-05,4.14652238751898,True
Eef1a1,-0.5152290045842858,0.16526349936981014,-0.6804925039540959,,-0.27750381496174337,0.0009989561037588265,0.0031249930253143686,2.505150947622582,True
Bcl3,-0.7452402922056144,-0.06237080951607202,-0.6828694826895424,3.5709804050662286,-0.7461451516895974,1.8435185805119678e-10,3.2919974651999424e-09,8.482540507861378,True
Aff3,-0.4969313908995115,0.1864727952411688,-0.6834041861406803,,-0.24336829400467927,5.699419639599919e-07,4.65892613591274e-06,5.331714174939158,True
Cst3,-1.6565716636290142,-0.9730434749394492,-0.683528188689565,0.7461962573376977,,4.136192758077926e-05,0.00019328003542420217,3.7138130034618277,True
Socs3,-1.2674189187004716,-0.5820995218053985,-0.6853193968950732,1.0955502054824824,-3.7323413896723276,1.9046701713525418e-05,9.817887481198669e-05,4.007981949479432,True
Aldoa,-1.0960754297468893,-0.4107370032092101,-0.6853384265376792,1.3860689081704427,-2.0197916641453864,1.1134072644669716e-05,6.151421350646252e-05,4.211024524318574,True
Btg2,-1.006074490526185,-0.3201269855958742,-0.6859475049303108,1.6206693382767299,-1.5696108270039864,5.66656816667118e-07,4.65892613591274e-06,5.331714174939158,True
Cd7,-1.0598025281465235,-0.37071098123948665,-0.6890915469070369,1.4849152807205508,-1.8122664762294292,0.001146673242620239,0.003513809732237709,2.454221758627979,True
Apobec3,-0.1990015582420447,0.4960563562409782,-0.6950579144830229,,0.19978527371989627,0.00014020053734084537,0.0005660856151043554,3.247117880904447,True
Gdf15,-1.1073307513615676,-0.40802632633739083,-0.6993044250241767,1.4107888595884275,-2.045005912449235,7.076460923409207e-10,1.0831317739912053e-08,7.965318703821707,True
Ptma,1.2605630274035036,1.9632022211285944,-0.7026391937250909,-0.6091634942859038,1.3850900648804494,0.003271983831245758,0.00869437687664949,2.06076153829957,True
Tmem173,-0.7510722158607238,-0.04782797086612528,-0.7032442449945986,3.9802827440591924,-0.7356439537601943,3.3892445695883214e-06,2.191321919992449e-05,4.659293816959397,True
Cox4i2,-0.5751081593541296,0.1282456797186265,-0.7033538390727561,,-0.3648144232277155,6.323110402940713e-07,5.085611584134621e-06,5.293656812329524,True
Milr1,-0.872618610780451,-0.1670732704657437,-0.7055453403147073,2.3555730346083124,-1.058430720223105,6.107672832698846e-08,6.474564840316797e-07,6.188789415478372,True
