,Lym,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Ascl1_780,0.7973308333125674,0.34034079926395955,0.45699003404860783,1.2333881295726925,0.6496943775318023,0.0035693244108634054,0.06210468483887372,1.2068756377794587,False,Ascl1
Elf3_266,0.23580912040121257,-0.22042842938814397,0.45623754978935654,,0.011052379280008748,0.0007936796463085651,0.017949370462670627,1.7459507788061521,True,Elf3
Tcf12_59,1.1254629901343727,0.6699289629487247,0.45553402718564795,0.753816576441943,0.9242488815748761,0.030086286510559432,0.20283982252039626,0.6928467781204486,False,Tcf12
Myf6_63,0.8668343682071462,0.4137358246079097,0.4530985435992365,1.0726430350897225,0.713946590103596,0.0005169337450182442,0.013816229185033072,1.8596104712592387,True,Myf6
Myog_45,0.6588901447911688,0.20646115457055048,0.45242899022061833,1.6767524947079004,0.5187120279096397,0.0041471372575548025,0.06306508726143684,1.2002109990106293,False,Myog
Tcf3_31,1.0602481945633875,0.6106986695588711,0.4495495250045164,0.8014241915742034,0.8761522320015803,0.0561212236888504,0.3018226786193052,0.5202481309315912,False,Tcf3
Runx2_713,0.8837198133300492,0.4578981209722509,0.4258216923577983,0.9545896335198822,0.7405467915088302,0.2045937735450104,0.5727808027766891,0.24201154619577545,False,Runx2
Nfkb1_701,-1.1444925826824515,-1.5555940769901346,0.41110149430768317,-0.4504828926827599,,0.004056751830938455,0.0627728967524161,1.2022278296962365,False,Nfkb1
Atoh8_67,1.1989340131298438,0.8146682837837723,0.3842657293460715,0.5630174937642183,1.0048976688439422,0.03137071275215774,0.20887797658174265,0.6801073482113473,False,Atoh8
Irf2_636,0.4308491548579763,0.05943811069435593,0.37141104416362036,2.8351240212640136,0.31631217308986653,0.0018401469144953906,0.0377444088043008,1.4231473726515025,True,Irf2
Prdm1_189,0.23318096194509086,-0.1350529460331924,0.36823390797828326,,0.06910270569727286,0.0038879424089325637,0.0627728967524161,1.2022278296962365,False,Prdm1
Runx1_712,0.8708580089598442,0.510422773502109,0.36043523545773526,0.7775989173440536,0.7575698229884164,0.30021444517659746,0.6720536564613171,0.1725960516860483,False,Runx1
Runx3_858,0.8708580089598442,0.510422773502109,0.36043523545773526,0.7775989173440536,0.7575698229884164,0.30021444517659746,0.6720536564613171,0.1725960516860483,False,Runx3
Elf1_285,0.32691725597577476,-0.020064771254425965,0.3469820272302007,,0.205925751586843,0.010607622849718494,0.10929341363928062,0.9614060091967146,False,Elf1
Tcf21_79,0.7162662389931549,0.3757637381473861,0.3405025008457688,0.9381905909363455,0.6285543062169501,0.00835529151363004,0.0957060664288532,1.0190605331419123,False,Tcf21
Irf7_633,0.5352417558224234,0.1968348476400677,0.3384069081823557,1.4488966437794877,0.44999793527005677,0.0010382257961245257,0.021802741718615043,1.661488889955232,True,Irf7
Relb_856,-0.5484849140928426,-0.8609717496812354,0.31248683558839274,-0.6672243643656876,-1.7598851611511883,0.046892638513428286,0.26852761950467297,0.5710110381522234,False,Relb
Irf4_632,0.2386462342895468,-0.07367897900093064,0.3123252132904774,,0.11434520463330299,0.006832631542366396,0.08747986366458835,1.0580919024721132,False,Irf4
Tcfap4_20,0.427611569326656,0.11801252471073898,0.30959904461591703,1.858451568659512,0.34801939578779045,0.006843662803692286,0.08747986366458835,1.0580919024721132,False,Tcfap4
Tbx4_761,0.4811550729373089,0.1738676351405433,0.3072874377967656,1.474550108136991,0.40872420027282075,0.039743497154453446,0.24009427733032834,0.6196181912694153,False,Tbx4
Zkscan5_217,-0.2244690884833271,-0.5200357301816948,0.29556664169836766,-1.2560659141916528,-0.6717435085291549,0.009971861380096429,0.1047045444910125,0.9800344682300587,False,Zkscan5
Bhlhe23_77,0.18761858323160205,-0.10284079928394123,0.29045938251554326,,0.05989361528532464,0.009443651376534,0.10288520822850358,0.9876470591200102,False,Bhlhe23
Tbx10_770,0.17079313741683502,-0.11870775934986669,0.2895008967667017,,0.03709075626241869,0.008043760606734817,0.09459462473520146,1.0241335413378065,False,Tbx10
Tbx1_763,0.17079313741683502,-0.11870775934986669,0.2895008967667017,,0.03709075626241869,0.008043760606734817,0.09459462473520146,1.0241335413378065,False,Tbx1
Mga_96,0.0586689697029209,-0.2269769798243206,0.28564594952724154,,-0.126823074094565,0.023651586068216438,0.18033691467113105,0.7439153648082911,False,Mga
Zfp238_227,0.48169188025437665,0.20675067983164053,0.2749412004227361,1.228842964181911,0.42677064804473386,0.017868950398818268,0.15563667260307829,0.8078880626637805,False,Zfp238
Zfp263_878,-0.14498118931443404,-0.41374034633800283,0.2687591570235688,-1.583295788839032,-0.4726508995175332,0.005304040287689041,0.07451168757592935,1.1277756003842658,False,Zfp263
Olig1_81,0.22013586770376836,-0.04832416254601961,0.268460030249788,,0.11889902772291933,0.017998798872464836,0.15563667260307829,0.8078880626637805,False,Olig1
Zbtb7c_812,0.4452085170861496,0.17805025648370038,0.26715826060244924,1.3304241991286143,0.39136013048949175,0.018822457457074976,0.1568156305415642,0.8046106513478134,False,Zbtb7c
Zbtb7a_808,0.4452085170861496,0.17805025648370038,0.26715826060244924,1.3304241991286143,0.39136013048949175,0.018822457457074976,0.1568156305415642,0.8046106513478134,False,Zbtb7a
Hmx3_520,0.09164986656172631,-0.1723608790692923,0.2640107456310186,,-0.05942804540639543,0.025215257231548025,0.18533214065187797,0.7320492579755982,False,Hmx3
NP_590,0.09164986656172631,-0.1723608790692923,0.2640107456310186,,-0.05942804540639543,0.025215257231548025,0.18533214065187797,0.7320492579755982,False,NP
Gfi1b_172,0.3785710130725818,0.11458485459873562,0.26398615847384616,1.7277689242508008,0.31797308037737865,0.019287990968041336,0.1568156305415642,0.8046106513478134,False,Gfi1b
Snai2_799,0.8821078318611232,0.6274114915632149,0.25469634029790833,0.4992888224978919,0.8112734472820062,0.2789857932469494,0.6530302773627955,0.18506668245118274,False,Snai2
Nhlh1_86,0.22618549907897498,-0.028170461129294,0.254355960208269,,0.13620125666986238,0.10269216112690831,0.40255327161748056,0.3951766394237368,False,Nhlh1
Myc_37,0.6556868420619378,0.4036122002322899,0.25207464182964795,0.7094791296165943,0.6132011352545725,0.06689457151103954,0.3346723825794186,0.4753801244758953,False,Myc
Xbp1_103,0.07871382628856743,-0.17107516744047818,0.24978899372904562,,-0.06821207522738487,0.008250268899450951,0.0957060664288532,1.0190605331419123,False,Xbp1
Zfp410_196,-0.007291612686242168,-0.2488635216931352,0.24157190900689302,,-0.19772829793261956,0.023717780160829025,0.18033691467113105,0.7439153648082911,False,Zfp410
Zfp202_169,0.5458824253238197,0.30521102944405265,0.24067139587976705,0.8492443044130265,0.5115153295320631,0.02697856432648928,0.1898437487431984,0.7216036989246679,False,Zfp202
Etv6_282,0.44061440396269125,0.20281559191527876,0.2377988120474125,1.12978543283539,0.4024111213332043,0.026537170711080502,0.1890162541001643,0.7235008478770979,False,Etv6
Neurog2_49,0.18513713087906447,-0.05140921589908842,0.2365463467781529,,0.0933762208036832,0.032397153454530515,0.21166140256959937,0.674358330357154,False,Neurog2
Neurog3_75,0.18513713087906447,-0.05140921589908842,0.2365463467781529,,0.0933762208036832,0.032397153454530515,0.21166140256959937,0.674358330357154,False,Neurog3
Rreb1_192,0.29709916402736397,0.06552412020012474,0.23157504382723923,2.173795911327195,0.24038961267890976,0.05388259904391517,0.2970278272295824,0.5272028616385741,False,Rreb1
NP_602,0.6011503025121387,0.370586842086303,0.23056346042583575,0.7082164037899024,0.5713065125941564,0.0548907410861947,0.2984851399170795,0.5250772853475363,False,NP
Elf4_283,0.4344444545969114,0.21302365400155046,0.22142080059536093,1.0396169665720272,0.40461330561743775,0.03481229980877788,0.22089531245569852,0.655813500046283,False,Elf4
Zscan4c_215,0.294687469786911,0.07403528751927116,0.22065218226763986,1.9910644495687055,0.24410935093532535,0.06981827482382429,0.3346723825794186,0.4753801244758953,False,Zscan4c
Zscan4ps2_232,0.294687469786911,0.07403528751927116,0.22065218226763986,1.9910644495687055,0.24410935093532535,0.06981827482382429,0.3346723825794186,0.4753801244758953,False,Zscan4ps2
Zscan4f_233,0.294687469786911,0.07403528751927116,0.22065218226763986,1.9910644495687055,0.24410935093532535,0.06981827482382429,0.3346723825794186,0.4753801244758953,False,Zscan4f
Tbx18_866,0.19914422011265134,-0.016206688721458577,0.21535090883410993,,0.12627084565548288,0.027766262571284117,0.1898437487431984,0.7216036989246679,False,Tbx18
Tbx22_865,0.19914422011265134,-0.016206688721458577,0.21535090883410993,,0.12627084565548288,0.027766262571284117,0.1898437487431984,0.7216036989246679,False,Tbx22
Tbx15_864,0.19914422011265134,-0.016206688721458577,0.21535090883410993,,0.12627084565548288,0.027766262571284117,0.1898437487431984,0.7216036989246679,False,Tbx15
Smad3_723,-0.00452937048098357,-0.2193814716398845,0.21485210115890094,,-0.17129599466246676,0.07785911985808769,0.3503660393613946,0.45547799620465396,False,Smad3
Smad9_884,-0.00452937048098357,-0.2193814716398845,0.21485210115890094,,-0.17129599466246676,0.07785911985808769,0.3503660393613946,0.45547799620465396,False,Smad9
Smad2_861,-0.00452937048098357,-0.2193814716398845,0.21485210115890094,,-0.17129599466246676,0.07785911985808769,0.3503660393613946,0.45547799620465396,False,Smad2
Nr3c2_681,0.03668142916302283,-0.1777508575097736,0.21443228667279643,,-0.10552711129291191,0.05516221973524258,0.2984851399170795,0.5250772853475363,False,Nr3c2
Twist1_785,0.12608845736424953,-0.08776107880786893,0.21384953617211847,,0.02738578334316826,0.01967889582670556,0.1568156305415642,0.8046106513478134,False,Twist1
Plagl1_152,0.6157322227889221,0.4022394135130657,0.21349280927585645,0.6247351920953231,0.593579247097614,0.04719022791748788,0.26852761950467297,0.5710110381522234,False,Plagl1
Mybl2_643,0.4719497804938673,0.2632705144359996,0.20867926605786774,0.8541433259677378,0.45165703250739125,0.014230434238090693,0.13472157170801446,0.8705628591866451,False,Mybl2
Neurog1_85,0.05757791917902999,-0.15058656161350314,0.20816448079253314,,-0.06870169459034227,0.09209241020519592,0.3725940633072605,0.4287640691752505,False,Neurog1
Homez_562,0.15811476094156834,-0.0485009062620389,0.20661566720360725,,0.07697895110266065,0.0501287460632104,0.28018326769243895,0.5525578039746589,False,Homez
Ptf1a_47,0.01676943694247062,-0.18943604220383736,0.206205479146308,,-0.130260124077468,0.08079440502423053,0.3545306727928922,0.450346185167978,False,Ptf1a
Hes5_83,0.34920877258555033,0.14361769846785472,0.20559107411769562,1.29286735045843,0.31778245841542424,0.0548907410861947,0.2984851399170795,0.5250772853475363,False,Hes5
Rela_698,-1.0882712156827377,-1.293082399952253,0.20481118426951528,-0.25662105348600384,,0.10964664581938621,0.4204710504899941,0.3762639000925917,False,Rela
Irf9_629,0.1981302207817807,-0.00541926238141513,0.20354948316319582,,0.1327156495101642,0.07379236593569263,0.34436437436656564,0.46298178409498814,False,Irf9
Glis2_148,0.4481537585754775,0.24527277855734778,0.20288098001812974,0.8820743854141107,0.42944271638936926,0.07931572135484109,0.35154003133150674,0.45402521290172265,False,Glis2
Zfp148_800,0.22511108289454546,0.02358165213034346,0.201529430764202,3.1852082765153535,0.16908654242281906,0.00667986271802355,0.08747986366458835,1.0580919024721132,False,Zfp148
Nr2f1_690,-0.15997032431110714,-0.3593774300220468,0.19940710571093967,-1.2296370567339237,-0.43376715907865954,0.04624349647433372,0.2675963809660594,0.5725197643612338,False,Nr2f1
Gli3_155,0.1878831403294252,-0.008543066953184797,0.19642620728261,,0.12389133821246011,0.03612402384176526,0.2243759790734997,0.6490236390122437,False,Gli3
Scx_61,0.2539216840131626,0.057604266337707946,0.1963174176754547,2.133309327330715,0.2088455590836351,0.0345365704704253,0.22073373300663124,0.6561312919441261,False,Scx
Tcf15_93,0.2539216840131626,0.057604266337707946,0.1963174176754547,2.133309327330715,0.2088455590836351,0.0345365704704253,0.22073373300663124,0.6561312919441261,False,Tcf15
Tbx5_764,0.24730357379049472,0.05369652497973447,0.19360704881076024,2.1941551645216437,0.202261045489563,0.20593572929080373,0.5727808027766891,0.24201154619577545,False,Tbx5
Hif3a_869,-0.265723071655581,-0.4577679279286995,0.1920448562731185,-0.8201048192219367,-0.6477962900580647,0.06721436626277476,0.3346723825794186,0.4753801244758953,False,Hif3a
Neurod1_784,0.15576171310496248,-0.03180331762672368,0.18756503073168615,,0.08675550661989728,0.08822654716599967,0.3653324629127311,0.43731173529571393,False,Neurod1
Neurod4_787,0.15576171310496248,-0.03180331762672368,0.18756503073168615,,0.08675550661989728,0.08822654716599967,0.3653324629127311,0.43731173529571393,False,Neurod4
Atoh1_94,0.15576171310496248,-0.03180331762672368,0.18756503073168615,,0.08675550661989728,0.08822654716599967,0.3653324629127311,0.43731173529571393,False,Atoh1
Neurod6_786,0.15576171310496248,-0.03180331762672368,0.18756503073168615,,0.08675550661989728,0.08822654716599967,0.3653324629127311,0.43731173529571393,False,Neurod6
Smarcc2_646,0.8126781878802688,0.6299925859443146,0.18268560193595418,0.37616299428209476,0.7835282210818166,0.019095095800184054,0.1568156305415642,0.8046106513478134,False,Smarcc2
Tbx19_766,-0.06638270242004801,-0.24782793115323748,0.18144522873318947,-2.0635903988703594,-0.24657571223436617,0.08163595289397521,0.3564500517449809,0.4480013179055207,False,Tbx19
T_771,0.21221099420352194,0.03205270135937317,0.18015829284414875,2.690263271562688,0.16624219908845295,0.061200885998513595,0.31790944856379394,0.49769656425843345,False,T
Zfp281_193,0.2938345242374185,0.11787190508608286,0.17596261915133565,1.3302350640053833,0.27005430245530065,0.04228748523508769,0.2520105539009956,0.5985812711034249,False,Zfp281
Cxxc1_247,0.3038139625796492,0.12807680208263628,0.17573716049701293,1.2593576232744743,0.2820784274577591,0.10658864095312563,0.4127737241082467,0.38428795633723395,False,Cxxc1
Lcor_695,0.30038898298158645,0.12610699980702325,0.1742819831745632,1.265415876451828,0.27887447163487483,0.08276906478108581,0.35961731594540736,0.4441594047072091,False,Lcor
Hivep2_797,-0.7450339675282006,-0.9180255918597593,0.17299162433155868,-0.3128266073058157,-2.569434499407744,0.06353525149809629,0.32205799897310877,0.49206590977700093,False,Hivep2
Hivep3_803,-0.7450339675282006,-0.9180255918597593,0.17299162433155868,-0.3128266073058157,-2.569434499407744,0.06353525149809629,0.32205799897310877,0.49206590977700093,False,Hivep3
Hivep1_157,-0.7450339675282006,-0.9180255918597593,0.17299162433155868,-0.3128266073058157,-2.569434499407744,0.06353525149809629,0.32205799897310877,0.49206590977700093,False,Hivep1
NP_597,0.24649625836794087,0.07525522178649431,0.17124103658144657,1.7175331273408652,0.2152135546595461,0.09749338609152904,0.3903607464506518,0.4085338602086681,False,NP
Mafk_102,0.035403645585961416,-0.1309703917631982,0.16637403734915962,,-0.0706382744858988,0.1985400803079984,0.570398536910927,0.2438215971329192,False,Mafk
Zfp110_219,-0.09852320060148237,-0.2632623371837613,0.16473913658227893,-1.5223941825432148,-0.28787576431506123,0.14358164577561044,0.4796932256594258,0.3190364146996314,False,Zfp110
Zfp369_158,-0.09852320060148237,-0.2632623371837613,0.16473913658227893,-1.5223941825432148,-0.28787576431506123,0.14358164577561044,0.4796932256594258,0.3190364146996314,False,Zfp369
Tcfcp2_389,0.2974653377652795,0.1354823782688716,0.1619829594964079,1.1497569027996493,0.2827053171408162,0.13865867151352287,0.4758636119646971,0.32251750328515827,False,Tcfcp2
Klf9_184,0.32711070888313254,0.1687261567065967,0.15838455217653583,0.9711261061891022,0.3195236389693208,0.09095960241949819,0.369706771124412,0.432142595315345,False,Klf9
Zbtb4_151,0.1204431497167152,-0.03763542038964819,0.1580785701063634,,0.05852966571113726,0.024730147668901543,0.18484737494890813,0.7331867125417745,False,Zbtb4
Hhex_449,0.04311953298600641,-0.11366062697648144,0.15678015996248784,,-0.05180368259277223,0.23922501612661118,0.6226398626589411,0.2057630783553643,False,Hhex
Ovol2_809,0.35909821297413635,0.20253714058066827,0.1565610723934681,0.8421350190099313,0.35706512397798534,0.11873063677049382,0.44752316936570746,0.3491844752817098,False,Ovol2
Hoxd9_534,0.4870728847399571,0.33082252997003736,0.15625035476991972,0.5716510190883337,0.49461806747465215,0.08933191393104475,0.3664245330747097,0.43601545688659255,False,Hoxd9
Tcfap2e_4,0.11946987341087544,-0.03483033753667866,0.15430021094755408,,0.059797942535502205,0.11473252196294507,0.4347761802734037,0.36173425727017594,False,Tcfap2e
Patz1_153,0.15736121863279973,0.006912413965569628,0.1504488046672301,4.209954808938045,0.11388291295217721,0.148939172207155,0.4918269662472231,0.3081876631302355,False,Patz1
Pou6f1_416,0.22591099739642945,0.07593408987102981,0.14997690752539963,1.58301427830213,0.20279074426455318,0.2454858603655624,0.6279011846731066,0.20210869754921962,False,Pou6f1
Hes7_40,0.1951780586520955,0.04946689589991869,0.14571116275217683,1.9780123914179264,0.16648726553871607,0.11485583900646605,0.4347761802734037,0.36173425727017594,False,Hes7
Rarb_663,-0.46825653382867966,-0.613283317241017,0.14502678341233738,-0.4080737975362865,-1.1227109692914978,0.14284938529678573,0.4796932256594258,0.3190364146996314,False,Rarb
Figla_54,0.6506455516501574,0.5088717309601746,0.1417738206899828,0.36561162641010925,0.6597041573956444,0.25902804110188005,0.6311125200327574,0.19989320419029177,False,Figla
Neurod2_69,0.027517493553606526,-0.11406894077644375,0.14158643433005028,,-0.06382488846370608,0.3052429710346085,0.6798593445770826,0.16758092875344732,False,Neurod2
Msc_43,0.28408570830230173,0.14370148114592357,0.14038422715637816,1.0012792475352574,0.2796419659991004,0.2496495914868032,0.6279011846731066,0.20210869754921962,False,Msc
Rel_697,-0.9896469019337722,-1.1298259541735007,0.14017905223972849,-0.19964500170935676,,0.31598376802090233,0.6853242158400373,0.1641039221737104,False,Rel
Maz_807,0.08279799881385282,-0.05673231399105719,0.13953031280491002,,0.018680946909034796,0.1886232329690397,0.5606714504790269,0.2512915577147598,False,Maz
Eomes_768,0.1954064090202119,0.05605546621816691,0.13935094280204496,1.805849166428071,0.17086204824595308,0.35244495072860327,0.7129735012445598,0.14692661106976623,False,Eomes
Rxrg_661,-0.17911079889956313,-0.3183918994643315,0.13928110056476836,-0.8832093417010567,-0.4126376000250733,0.13372778060552215,0.46302148236466223,0.33439885896909277,False,Rxrg
Arid3c_10,0.7037009517282421,0.5646897667634863,0.13901118496475584,0.3278517727707672,0.7085804602082442,0.4282903883321627,0.7785042550655293,0.10873900936891248,False,Arid3c
Gli1_801,0.0200664229490823,-0.11852575583383038,0.1385921787829127,,-0.0728312066438419,0.28570362868672616,0.6550384834840791,0.18373318447566506,False,Gli1
Gli2_815,0.0200664229490823,-0.11852575583383038,0.1385921787829127,,-0.0728312066438419,0.28570362868672616,0.6550384834840791,0.18373318447566506,False,Gli2
Tcf7_726,0.24597204222250005,0.1127463053049927,0.13322573691750733,1.1438100539241818,0.2380031579225884,0.1915226981374165,0.5630767325240046,0.2494324182196519,False,Tcf7
Fezf2_159,0.2088648906411843,0.07580471537076858,0.13306017527041572,1.4760419693559206,0.19198554723870612,0.12231786394937982,0.449994668087835,0.3467926320774339,False,Fezf2
Fezf1_177,0.2088648906411843,0.07580471537076858,0.13306017527041572,1.4760419693559206,0.19198554723870612,0.12231786394937982,0.449994668087835,0.3467926320774339,False,Fezf1
Hoxc13_403,0.3462819867399776,0.21464846780297164,0.13163351893700598,0.7078134600785078,0.3566680751734416,0.10462599846949525,0.40831916216856107,0.38900023842431963,False,Hoxc13
Plag1_144,0.3239743539147743,0.19264974929299694,0.13132460462177736,0.7683464536179887,0.33148974373893925,0.2463583624011505,0.6279011846731066,0.20210869754921962,False,Plag1
Hoxa9_508,0.33505952839828945,0.20858397829939684,0.1264755500988926,0.702278056600754,0.3468964901355567,0.18575627060300093,0.5606714504790269,0.2512915577147598,False,Hoxa9
Irx3_483,-0.05946296859826693,-0.18492263895141972,0.1254596703531528,-1.8177827404838645,-0.18802399749022658,0.19006889307622343,0.5606714504790269,0.2512915577147598,False,Irx3
Clock_52,0.2492746603572194,0.1261328319399702,0.12314182841724919,1.003288231133526,0.24817502362823862,0.17666121094308063,0.5429100628982477,0.26527210857331435,False,Clock
Insm1_230,0.33598896614122703,0.21422741381191174,0.12176155232931529,0.6680324692287735,0.35061966161021324,0.2103900130336428,0.577355588431821,0.2385566261373241,False,Insm1
Zbtb7b_174,0.48643003972680454,0.3648003018203042,0.12162973790650033,0.4295331463078249,0.5115845945842278,0.4119166470134027,0.7697255988682652,0.11366406981006523,False,Zbtb7b
Spz1_775,0.22597974391360925,0.10647162430908592,0.11950811960452333,1.1064477393072454,0.2218470010961675,0.18468950761760128,0.5606714504790269,0.2512915577147598,False,Spz1
Zscan10_164,-0.1341822213777838,-0.2528515822422906,0.1186693608645068,-0.9864829755014163,-0.310283796364517,0.25009073254209635,0.6279011846731066,0.20210869754921962,False,Zscan10
Pax9_693,-0.014954744902637608,-0.13351776610958788,0.11856302120695027,-4.155691051131535,-0.11128403113753033,0.37480006938259647,0.7329792931162974,0.13490829413425282,False,Pax9
Atoh7_64,-0.017565427466648402,-0.1345773898658346,0.11701196239918618,-3.7302539399091903,-0.114146742066057,0.44920057858649165,0.7977428958032753,0.09813705467086536,False,Atoh7
Gcm1_388,0.19278368766369133,0.0778060523298295,0.11497763533386184,1.3280204553542447,0.18306705719172614,0.17427020123101267,0.5412194277667365,0.26662662223618033,False,Gcm1
Otx1_411,0.4239949278891066,0.3090800051726118,0.11491492271649478,0.4723112048850419,0.4505250149560903,0.5243217659876599,0.8500952161785221,0.07053242776218341,False,Otx1
Otx2_437,0.4239949278891066,0.3090800051726118,0.11491492271649478,0.4723112048850419,0.4505250149560903,0.5243217659876599,0.8500952161785221,0.07053242776218341,False,Otx2
Hoxa11_507,0.4166518671196424,0.3018401209217275,0.1148117461979149,0.48152618404080677,0.4428065762213496,0.4070475588450725,0.7650843434796318,0.11629068525336281,False,Hoxa11
Zeb1_139,0.3580006597516471,0.24323230830737896,0.11476835144426811,0.5760239473041833,0.37919561374159094,0.7015731866682249,0.9138997394665197,0.039101446481490026,False,Zeb1
Uncx_469,0.3407047720675864,0.227257382696058,0.11344738937152843,0.6032816292391304,0.36062394095821604,0.3947282237743902,0.7535720635692904,0.1228752100859183,False,Uncx
Gm4881_295,0.7193046029531887,0.6094523636887657,0.109852239264423,0.2494778187337879,0.7349835428063084,0.17631814916798927,0.5429100628982477,0.26527210857331435,False,Gm4881
Meis3_525,0.04820058657624702,-0.06115553497883657,0.10935612155508359,,-0.009375417307057163,0.2280755727513818,0.6114366418441299,0.21364853866540998,False,Meis3
Arid3a_7,0.6114943556204305,0.5021680379346908,0.10932631768573975,0.296198151584661,0.6386125251657139,0.23328774801213625,0.6178972785186312,0.20908371759808383,False,Arid3a
Klf5_145,-0.022996547420009818,-0.13193986864017057,0.10894332122016076,-3.074895585543996,-0.1163294652026659,0.07284606023950627,0.3435840916109333,0.4639669527730749,False,Klf5
Sp4_167,0.33833345643226753,0.2310032641178804,0.10733019231438712,0.5700432778096852,0.36139597285241537,0.08595095964750014,0.3653324629127311,0.43731173529571393,False,Sp4
Zfp263_876,-0.08596418827463914,-0.19292587217497,0.10696168390033087,-1.2842999654833307,-0.21666074447064151,0.23794385639614823,0.6226398626589411,0.2057630783553643,False,Zfp263
Hoxb13_547,0.32524435544064434,0.2192457636799982,0.10599859176064613,0.5890927898483932,0.34737658898721746,0.19463916424199468,0.5644596684948138,0.24836708363431514,False,Hoxb13
Foxl1_365,-0.06042354652383033,-0.16641437035308657,0.10599082382925623,-1.6374213824495034,-0.17367558230250318,0.5267688264742632,0.8503678136550121,0.07039318618061714,False,Foxl1
Cdc5l_645,0.3189378244773837,0.21342431907167994,0.10551350540570378,0.5999618813891621,0.34048373389059633,0.3141766098809956,0.6853242158400373,0.1641039221737104,False,Cdc5l
Hoxa13_506,0.3172818771527836,0.21221742577728955,0.10506445137549406,0.6007317688197339,0.3388518415727525,0.15152156813120304,0.4918269662472231,0.3081876631302355,False,Hoxa13
NP_603,0.2278620836189102,0.12306469255092826,0.10479739106798193,0.912671664194782,0.2332296043666042,0.29351401023852497,0.6654996324688406,0.1768521800342325,False,NP
Pax5_694,-0.05127156225835621,-0.15575482019410167,0.10448325793574545,-1.8150649638772922,-0.1576457399662464,0.2612965242416374,0.6331415779701215,0.19849916572338525,False,Pax5
Foxl1_381,0.7554680075840473,0.651162596702492,0.10430541088155532,0.2243236292276367,0.7683455182424208,0.17224006946440595,0.5368047394615055,0.2701836584260753,False,Foxl1
NP_607,0.6045975205434927,0.5005460047694822,0.1040515157740105,0.28468439983712374,0.6346599539439143,0.5118295423134429,0.8500952161785221,0.07053242776218341,False,NP
Gsc_429,0.38033455876102024,0.27745881619739465,0.10287574256362558,0.4730874553529945,0.41022894941844995,0.596452026394896,0.8976662242855881,0.04688511533382078,False,Gsc
Nr2f2_680,-0.3549769058395359,-0.4576377673959992,0.10266086155646331,-0.39128481307812685,-0.7522118099220467,0.3141766098809956,0.6853242158400373,0.1641039221737104,False,Nr2f2
Zfp143_224,0.4418314504057569,0.3395436823091339,0.10228776809662299,0.39595315764672934,0.47579833857492765,0.2681842300048056,0.6392932185519962,0.19429990241904968,False,Zfp143
Gm239_651,-0.06764903560336044,-0.16623472818191395,0.09858569257855351,-1.450963928934228,-0.17941970350733635,0.2987167176097951,0.6720536564613171,0.1725960516860483,False,Gm239
Rara_685,-0.47013311940218383,-0.5678061660592543,0.09767304665707044,-0.2906756134551591,-1.055800151204205,0.11949230154507086,0.44847748920320213,0.3482593509703545,False,Rara
Gm5294_345,0.10647565379621851,0.0094760927327085,0.09699956106351001,3.312980863837544,0.08130672771791751,0.2777975787265292,0.6530302773627955,0.18506668245118274,False,Gm5294
Foxl1_371,0.10647565379621851,0.0094760927327085,0.09699956106351001,3.312980863837544,0.08130672771791751,0.2777975787265292,0.6530302773627955,0.18506668245118274,False,Foxl1
Irf5_635,0.23596839817720558,0.13963758912496538,0.0963308090522402,0.7819791714165785,0.24829557380588968,0.24920899444225875,0.6279011846731066,0.20210869754921962,False,Irf5
Atf6b_100,-0.06127547438801683,-0.15597198307797527,0.09469650868995844,-1.5196814750952137,-0.16589353844775226,0.34009645806267863,0.6975932000262385,0.15639776145489742,False,Atf6b
Atf6_111,-0.06127547438801683,-0.15597198307797527,0.09469650868995844,-1.5196814750952137,-0.16589353844775226,0.34009645806267863,0.6975932000262385,0.15639776145489742,False,Atf6
Sp1_142,0.31336013653353745,0.21902032413746364,0.09433981239607381,0.538106112395666,0.3404941691774599,0.21930570721493403,0.5920643977567492,0.22763105329505948,False,Sp1
Klf15_806,0.24198559058416677,0.1487574657855821,0.09322812479858467,0.7271650593815052,0.2574590856244691,0.20632031707564358,0.5727808027766891,0.24201154619577545,False,Klf15
Prdm11_650,0.20265273680696388,0.11041247990327192,0.09224025690369196,0.9031560147434067,0.20980594323222196,0.35216749375723666,0.7129735012445598,0.14692661106976623,False,Prdm11
Cdx1_448,0.3354882535222363,0.24389563054585864,0.09159262297637769,0.4804316897458734,0.36702650225733,0.38263712432787444,0.7368688726139417,0.13260978889385364,False,Cdx1
Cdx4_481,0.3354882535222363,0.24389563054585864,0.09159262297637769,0.4804316897458734,0.36702650225733,0.38263712432787444,0.7368688726139417,0.13260978889385364,False,Cdx4
Wt1_872,0.09625755254344497,0.0054191908571155295,0.09083836168632943,3.8068636758067633,0.07154078701830205,0.17666121094308063,0.5429100628982477,0.26527210857331435,False,Wt1
Pknox1_414,0.23154014761201325,0.14077992901804726,0.09076021859396599,0.7439169066127564,0.24629867338053366,0.3100715375496891,0.6853242158400373,0.1641039221737104,False,Pknox1
Foxo1_314,0.16203094157190995,0.07167918846493054,0.0903517531069794,1.2028640786345424,0.1594419785285575,0.5380291566497883,0.8534922952609951,0.0688003950422031,False,Foxo1
