,Neutro,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gm10827,-0.06526226146403445,-0.07196200020949198,0.006699738745457526,-0.23829907114294754,-0.10254600295030553,0.024715770979423093,0.04983018342625624,1.302507514176238,True
Olfr1423,0.04299626263892752,0.03637654013627501,0.006619722502652511,0.351044231852856,0.05614843664670767,0.016141349047556514,0.03466288270770905,1.4601353224071238,True
Chrna1os,0.0018399592597453404,-0.004653407083668154,0.006493366343413494,,-0.002030902406319332,0.0023753536519097737,0.006979491631468483,2.1561762091373553,True
Snhg11,-0.0030102378330828378,-0.008305046587400607,0.0052948087543177695,,-0.008185429371078511,0.0025252477840401514,0.0073054419981875155,2.1363535029922756,True
Gm5239,-0.004768868198793084,-0.010032770449082544,0.005263902250289459,,-0.010716831099669227,0.009479989848305906,0.0219953360749557,1.6576693978888137,True
X5430401H09Rik,0.0258635562108776,0.020606779359352213,0.005256776851525386,0.49299414256356433,0.03313775447418268,8.342645244124802e-05,0.00039045141548166003,3.4084329984087547,True
Pcdhgb5,0.04214153701365299,0.03737584548914025,0.004765691524512741,0.28854355821990785,0.0562487443955539,0.01642939832199123,0.03515563121681433,1.454005099932629,True
Hdx,0.05117548952399495,0.04680818880829007,0.004367300715704882,0.22707153570752242,0.06900345423516818,0.004471177802026683,0.011600166982600352,1.935535759126534,True
Gm20633,0.11340971881911395,0.10914623901337951,0.004263479805734438,0.10288568924332302,0.15221974259661933,0.019519183693509957,0.04072152369995123,1.3901759801285547,True
Glt8d2,0.02960226265247586,0.026393511383372117,0.003208751269103742,0.3244767189078708,0.03983729917002517,0.004085253103954751,0.010874675520731368,1.9635836926867247,True
Chga,0.041350273209963935,0.038754140645965045,0.0025961325639988903,0.21497449027098983,0.05665594835259609,5.869965349046652e-05,0.0002858749358301941,3.543823919870445,True
Nudt17,-0.20395174093015206,-0.20637577441237706,0.002424033482225002,-0.0457284303438019,-0.3312704379064022,0.0025484636982387302,0.0073343446584381265,2.134638685357039,True
Utf1,0.02554247062887004,0.02335346360740721,0.0021890070214628313,0.3129331612852643,0.034846710081735066,9.94933254054559e-05,0.0004549999637444629,3.3419886379485586,True
X5330416C01Rik,-0.00833951721677313,-0.009595773388091203,0.0012562561713180733,-1.669915943015778,-0.012995936365847534,0.01577752832982458,0.0340767350536168,1.4675420223596716,True
Gm26614,-0.03654046626781864,-0.03700998032450683,0.00046951405668818613,-0.19479644785235978,-0.05405559235783247,0.0001207050356649003,0.0005396648390383024,3.267875876745024,True
Clhc1,0.003330738053791109,0.002942010808560059,0.00038872724523105005,0.9095114474486874,0.004517750856663107,0.005616341405756978,0.014052563984379427,1.852244428593313,True
F5,-0.20186553752833464,-0.20097798592021265,-0.0008875516081219836,-0.0223945406921609,-0.32449433666478633,0.01657510904511961,0.0354421433609115,1.4504800220651932,True
Syde1,0.031066422455794634,0.032286863239224084,-0.0012204407834294495,0.11060233822782983,0.04499085946188086,0.003055736336729028,0.008575499541802699,2.0667405719348233,True
Gm26822,0.04650465352401518,0.04806678085257195,-0.0015621273285567686,0.06728255351614319,0.06665508748133235,0.0009914568793642383,0.0032793502073789576,2.4842122018085937,True
Sema3e,-0.013320074129171447,-0.011049009554663834,-0.002271064574507613,-0.29654691038257297,-0.017686549502134677,1.785474531949265e-05,0.00010300814607399605,3.987128429128864,True
Slc4a3,-0.11823298834070795,-0.11534973897440787,-0.002883249366300078,-0.013672295470848677,-0.17917381549377237,0.010177193280153487,0.023395846621042497,1.6308612344558016,True
Sh2d2a,-0.0007779557613629897,0.002146738656674445,-0.0029246944180374348,0.3194214815638086,0.0009870304284810814,0.008789905681792255,0.02064973926811023,1.685085427549268,True
Pde5a,0.12892775264125994,0.13212450357287323,-0.0031967509316132847,0.008105039098410573,0.17699433526051458,0.018529062318904416,0.038844994379254545,1.410664937056864,True
Arx,0.10383575709575493,0.10739064860216262,-0.003554891506407684,0.005232775397305,0.14484674910489764,0.00026021277975989447,0.0010506572534046883,2.9785389369040933,True
Kcns1,-0.0022719410097127445,0.0013049153721204532,-0.0035768563818331977,0.15526490005440002,-0.0006977302402374993,0.006340403481674046,0.015668212887168152,1.8049805362373779,True
X4930562F07Rik,-0.02621700921520585,-0.022559140390152672,-0.0036578688250531767,-0.02081623382658142,-0.03562070215108379,0.00019746889064174895,0.000827383620007328,3.082293081229783,True
Gm45805,0.011780634504114953,0.015811675723454707,-0.004031041219339754,-0.00638536774662364,0.01976759753796157,9.933282609462138e-06,6.30017924490199e-05,4.2006470943615835,True
Scin,1.0570251968594744,1.0615550159838985,-0.004529819124424073,-0.0007834981792729516,1.0421470867033131,0.023726589273568608,0.04806196341708699,1.3181984914640967,True
Stfa2,-0.8659249657898048,-0.8611794543136625,-0.004745511476142328,0.001331174356347789,-2.873579067490389,0.00037015357731156766,0.0014200265114254515,2.8477035474068724,True
Sec16b,0.036466025280602846,0.04185426844531439,-0.005388243164711544,-0.048026854432343495,0.05541800773669091,0.0007526404501380254,0.002616363094338443,2.582301985529297,True
H2.Q10,-0.02430767072020293,-0.01885579193169568,-0.005451878788507249,0.12295147916763768,-0.03147675328759938,0.00236444672709519,0.006954255079691735,2.157749383587926,True
Efna1,-0.034855729053191044,-0.029093761342715855,-0.005761967710475189,0.093275928739038,-0.04688340843874127,0.0024567559007082104,0.007169521111016178,2.144509852113085,True
Mpp3,0.012322656482846913,0.018243412650232868,-0.005920756167385955,-0.147578159737875,0.021881969424240005,0.012616055276546745,0.02818180627672393,1.5500311747868432,True
Cdo1,-0.025488461201361716,-0.01897256095682467,-0.006515900244537045,0.202936764890994,-0.03243370781629843,0.019786018727197572,0.041192266607628536,1.385184310298922,True
Gm38004,-0.025209584042703643,-0.01863166099016291,-0.006577923052540732,0.21146592528040234,-0.03197654090120772,0.0017083212504426435,0.005267177545044122,2.2784220422779122,True
X4930445N18Rik,-0.022314656336363082,-0.015638472895935136,-0.006676183440427946,0.2626912730647152,-0.02764049390847549,6.116414642335479e-05,0.00029643366602595214,3.5280724749875336,True
Sox5,-0.05207728615126258,-0.04531290940174425,-0.006764376749518332,0.09074886204772863,-0.07202028227127916,0.0007488631658825127,0.0026092793236324485,2.5834794271401202,True
Dao,-0.05045686795352268,-0.043570610934964026,-0.006886257018558654,0.0983868474061042,-0.06947268030194781,0.0006689563149249036,0.0023693848226383836,2.62536439779317,True
Lurap1,0.09245471524966008,0.10045586017441625,-0.008001144924756176,-0.05816824648988718,0.1328469816318086,0.013322906867400126,0.02945373662652939,1.5308596009332167,True
Grip1,-0.05497988267635386,-0.04686973224338859,-0.008110150432965271,0.12784867375584338,-0.07540570246988784,0.00013688559754883406,0.000601254454826504,3.22094169282285,True
Aqp7,-0.01783303397099354,-0.00954865692646008,-0.008284377044533461,0.6543222509434016,-0.01988817056634032,0.023385761186888208,0.04746771553495577,1.3236016689438777,True
Ptpn14,-0.0963544674131946,-0.08688890777825381,-0.009465559634940793,0.09078001738492864,-0.13863483287636355,0.020454521373282054,0.04231969939299735,1.373457425860067,True
Ebf1,-0.054902502683181933,-0.0452501350298852,-0.009652367653296731,0.17860781062657513,-0.07411648592667712,0.01793840154318717,0.03789803142926867,1.421383348385751,True
Prr18,0.01144594882402888,0.02195751884731039,-0.01051157002328151,-0.4615296882879789,0.02389650296256589,0.001418719627363788,0.004527828597969536,2.3441100218297124,True
Gm28578,0.0006889348941426446,0.011783684936031057,-0.011094750041888413,-1.0534206135535689,0.008969155150763805,0.01850603368774569,0.03882384689736858,1.4109014343385338,True
Tgfb3,-0.06021393447458516,-0.04892205505349159,-0.011291879421093567,0.209664152221979,-0.08095439053177043,0.0012315083350165693,0.003985463867367538,2.399521123875411,True
Npr2,-0.0007866034694357084,0.010943154724239441,-0.011729758193675149,-1.3251318927031883,0.007307863057878396,0.016243710160368387,0.0348328309371731,1.4580112280846542,True
X1700028K03Rik,0.014498067006188381,0.02635280728839759,-0.011854740282209208,-0.4713591422422571,0.02917076797780333,0.001509799832623313,0.004782892817180506,2.3203093513941093,True
Adamts7,-0.035871284714032656,-0.023773830905464248,-0.012097453808568408,0.4584620565857765,-0.04367945938534558,1.5786339945893254e-05,9.304326097775985e-05,4.031315076871305,True
St8sia6,-0.04624830581815918,-0.0333882351854724,-0.012860070632686786,0.3604100309520453,-0.05862061047713089,5.401641863834589e-08,6.954903687340673e-07,6.15770887981228,True
Meis3,-0.100189941061343,-0.08714962951084929,-0.013040311550493719,0.14630193434467015,-0.1418913135635506,0.00297867186604095,0.008382753844392916,2.0766132865063702,True
Gm16230,-0.055142302830952845,-0.041893861858738536,-0.01324844097221431,0.3021959759619998,-0.0717518556840418,0.014541695944660623,0.031750427826769914,1.4982504183545704,True
Gm38399,-0.039262691858066016,-0.02340490403033744,-0.015857787827728575,0.6380274524642451,-0.04592848972420437,0.002529103619564847,0.007309548033424413,2.136109475662945,True
Dusp14,-0.06306331297037282,-0.047154723322794856,-0.015908589647577964,0.338890022817103,-0.08178020895290426,0.017495335953938408,0.03706638973292036,1.431019712201515,True
Acacb,0.09454119984540793,0.11186684888350104,-0.01732564903809311,-0.18024443323662992,0.14169962476370754,0.0010673472977263392,0.0034994993368076695,2.45599408445398,True
St18,-0.15278513385193304,-0.1351598348143957,-0.017625299037537345,0.14101482950415675,-0.2242709243379386,8.294628744290317e-05,0.0003888107223886086,3.4102617668682025,True
Gipc3,-0.03452327178743394,-0.016112707282245644,-0.018410564505188295,1.0175512490109713,-0.03699647782230278,0.0001606583876707156,0.000693489443182945,3.158960145697098,True
Tesc,-0.019288184385404278,-0.0006561113355479855,-0.01863207304985629,,-0.014458982242238192,8.439467407524052e-05,0.0003943676358656099,3.4040987330353465,True
Mb21d2,-0.04845909383834076,-0.029349782900479664,-0.019109310937861095,0.636161316198329,-0.05724820974025268,1.5234099374343046e-05,9.067916294251812e-05,4.042492497490417,True
Gm26569,0.017218977367596467,0.03633092646062646,-0.019111949093029993,-0.7261662501833632,0.03812000703486247,0.00028413556744596107,0.0011305128678221262,2.9467244900259733,True
Dnmt3aos,-0.16247568961090147,-0.14302881577419635,-0.019446873836705125,0.15038753995968773,-0.23914419906205786,2.783544942028941e-06,2.14053706698453e-05,4.669477247228196,True
Mx1,-0.1087795096323607,-0.08925639121139821,-0.019523118420962493,0.23688822571910026,-0.1504297316261297,5.2063248582876735e-05,0.0002573142434079575,3.5895361731278945,True
Col27a1,-0.09780531088296344,-0.07815011567458059,-0.019655195208382853,0.27047951303208134,-0.13285901550903853,0.0037298053094537045,0.010071481483673369,1.9969066413767724,True
Gm15555,-0.01768025202115783,0.002176925956534409,-0.01985717797769224,,-0.011226855652155324,7.591809522505461e-06,5.061206348336974e-05,4.295745955890733,True
Susd2,-0.09079345869926676,-0.07048739218053264,-0.020306066518734123,0.3089245204183367,-0.12129886452108175,0.010438035442532509,0.023794913622794473,1.6235158673817949,True
Adamts20,0.02106390369424018,0.04182104024733917,-0.020757136553098986,-0.6977944472670043,0.04466335809602357,0.013254111102894518,0.0293232546524215,1.532787828057452,True
Gm31804,-0.031914387196349384,-0.010882731936004187,-0.021031655260345197,1.5473265143604726,-0.031206688567252817,0.0012515701742629544,0.0040416690234541044,2.3934392541984795,True
Fmr1nb,-0.052116061340748226,-0.030247220649840183,-0.021868840690908043,0.7086493247593679,-0.06067056158714572,0.0036697611701990034,0.00995414422296294,2.0019960711685263,True
Card6,-0.06583916353448777,-0.04353009014883177,-0.022309073385656,0.5280806221895623,-0.08113237784211036,0.022253130833610704,0.04544546800601233,1.3425094197713157,True
Phf11b,-0.14689027891716086,-0.12422536761273761,-0.022664911304423246,0.20551585760243563,-0.2101586308782088,0.001337019177511964,0.00428531787664091,2.3680169574162258,True
Gpm6b,-0.09578488751994732,-0.07292561481651351,-0.02285927270343381,0.3409308379735658,-0.12714012375860345,0.002135799871200555,0.00638187212510126,2.195051902104163,True
Kif19a,-0.05072672469366933,-0.027672501019053213,-0.02305422367461612,0.8024484364120101,-0.057691362526064334,2.91876147364919e-05,0.00015636222180263518,3.8058681671617087,True
Ndst3,-0.02570029468709316,-0.002225835582621579,-0.02347445910447158,6.450283622979271,-0.020286406956813573,9.599017307048587e-06,6.140096358453255e-05,4.211824813286167,True
X6430548M08Rik,-0.24724492180377733,-0.22277009491772154,-0.02447482688605579,0.12823855705720597,-0.3864825069879257,0.014994757369681304,0.032644609658232154,1.4861885200228921,True
Arxes1,0.07308521237506471,0.09756471570016798,-0.024479503325103263,-0.3330955446100958,0.11812707383265268,0.0010638633616488226,0.0034918928719326783,2.4569390885180606,True
Slc45a3,0.09005596909646393,0.11454501237625637,-0.02448904327979244,-0.27965547402816576,0.14051756093338913,1.0040000804686372e-05,6.354430889042008e-05,4.19692333933757,True
Fam171b,-0.03239731327428362,-0.006506775057230044,-0.025890538217053578,2.55282393425479,-0.02833990460009682,3.2002976355653183e-06,2.3882818175860584e-05,4.621914427709704,True
Padi1,0.0004928780414235459,0.02648775868001187,-0.025994880638588323,-2.144031882220224,0.01933230713762412,0.0024530011077129534,0.007169521111016178,2.144509852113085,True
Cd163,-0.0654605976102716,-0.03943155082198296,-0.02602904678828865,0.668834062170854,-0.07772004474648052,0.0034690369086380515,0.009509639998079253,2.0218359236311447,True
Dazl,-0.04399079671674294,-0.017771368602542484,-0.026219428114200458,1.27014930237511,-0.045254390102617593,0.008519731587635531,0.020093706574612104,1.6969399439674646,True
X6330403L08Rik,-0.11852732386698513,-0.09219063892477287,-0.026336684942212252,0.3198361400815607,-0.16061918856797724,0.00015947153005618696,0.0006893581990901454,3.1615550546311177,True
Gas6,-0.06675239661785436,-0.0402320642337753,-0.026520332384079054,0.669288598813408,-0.07931374629579277,0.0024455072713936376,0.0071575822577374755,2.145233652195473,True
Gm26532,-0.15936712322767668,-0.13273390104183366,-0.02663322218584302,0.23080382451928244,-0.22777735965699952,0.0056884557553511204,0.014209298306455755,1.847427368177992,True
Hrc,-0.08404045351372229,-0.05736325389618648,-0.026677199617535806,0.4961734652242965,-0.10578656483049326,6.042288765664688e-06,4.138553949085403e-05,4.383151379081206,True
Gm45767,-0.08074640405469051,-0.05310345249959123,-0.027642951555099278,0.5495022253581107,-0.099934935305257,0.007297262389910946,0.017583764794966136,1.7548881341182359,True
Ano3,0.0006593724473929595,0.028606439483420152,-0.027947067036027194,-2.2107304004501085,0.02095785496005282,6.561841138099702e-05,0.00031547313163940877,3.501037623036755,True
Tc2n,-0.03591385180470364,-0.00774549199455775,-0.028168359810145892,2.382606106261241,-0.03184239237860673,0.00835893643741695,0.01977666349546597,1.7038469760216022,True
Csrp3,0.09600578723339212,0.12424500611261165,-0.028239218879219527,-0.308248961380517,0.1507226485937611,8.87143324400221e-05,0.00041071450203713936,3.3864599622461453,True
Raver2,-0.027386892712901824,0.0015641140553346745,-0.028951006768236497,,-0.018748494058006222,0.005868263821306284,0.014609785447235561,1.835356161873086,True
Slc35d3,-0.05954696067725371,-0.030278233926172442,-0.029268726751081265,0.9223950797897453,-0.06629533067140414,0.0009577790397490865,0.003192596799163622,2.4958559261067417,True
