,vals,grp
0,0.36075086708016474,inter_lin
1,0.3004133975690158,inter_lin
2,0.4115844777677986,inter_lin
3,0.38939116060499723,inter_lin
4,0.350431848032751,inter_lin
5,0.4005953390641415,inter_lin
6,0.27981000374702714,inter_lin
7,0.28141750442290103,inter_lin
8,0.4215343573652547,inter_lin
9,0.29889335194175964,inter_lin
10,0.3559068271505919,inter_lin
11,0.2982154243803693,inter_lin
12,0.2963522804950079,inter_lin
13,0.30400164988440587,inter_lin
14,0.2854954655152572,inter_lin
15,0.3247389974434141,inter_lin
16,0.43581577228502305,inter_lin
17,0.3859286303648213,inter_lin
18,0.4008513039241395,inter_lin
19,0.36631071114320535,inter_lin
20,0.40520495285278235,inter_lin
21,0.34674479154525106,inter_lin
22,0.3466086537008368,inter_lin
23,0.36988754211282393,inter_lin
24,0.32746319029082194,inter_lin
25,0.471828350232254,inter_lin
26,0.5320218627245129,inter_lin
27,0.4651980936705339,inter_lin
28,0.46165669172750534,inter_lin
29,0.3235980863610483,intra_lin
30,0.3443897890977091,intra_lin
31,0.3368942956947973,intra_lin
32,0.3196069703628965,intra_lin
33,0.36119788763301885,intra_lin
34,0.3009288875233422,intra_lin
35,0.325651234572926,intra_lin
36,0.3107736376974455,intra_lin
37,0.34896438863763884,intra_lin
38,0.33581995930454195,intra_lin
39,0.30675514655259406,intra_lin
40,0.313526999198934,intra_lin
41,0.34633361757460834,intra_lin
42,0.36475500959228224,intra_lin
43,0.354304364141132,intra_lin
44,0.3124715137544146,intra_lin
45,0.3046891809847306,intra_lin
46,0.3505843604982217,intra_lin
47,0.2986751426054917,intra_lin
48,0.3312340334400428,intra_lin
49,0.3229701459737876,intra_lin
50,0.31075918416459086,intra_lin
51,0.3328013278671532,intra_lin
52,0.3254696507082433,intra_lin
53,0.32297754999225636,intra_lin
54,0.3029312840620578,intra_lin
55,0.316876806006794,intra_lin
56,0.32800280187887654,intra_lin
57,0.31309114061238547,intra_lin
58,0.2928895796766826,intra_lin
59,0.28400107940385405,intra_lin
60,0.2543834772352607,intra_lin
61,0.29702994085162737,intra_lin
62,0.25319697570209065,intra_lin
63,0.26133107114745807,intra_lin
64,0.2411854840423455,intra_lin
65,0.31184409280980524,intra_lin
66,0.2636833778792328,intra_lin
67,0.23530185542787949,intra_lin
68,0.24308253893233325,intra_lin
69,0.2829370737092047,intra_lin
70,0.29456294061971283,intra_lin
71,0.270590479451,intra_lin
72,0.23499367456702092,intra_lin
73,0.24906786617665955,intra_lin
74,0.2533493305127261,intra_lin
75,0.23745891918313947,intra_lin
76,0.2588398409684345,intra_lin
77,0.2575146269011819,intra_lin
78,0.24324544952869526,intra_lin
79,0.25014617545828866,intra_lin
80,0.24711373834524247,intra_lin
81,0.2453965040280438,intra_lin
82,0.24204310927195988,intra_lin
83,0.23430719160526287,intra_lin
84,0.2613526998610812,intra_lin
85,0.39637265208674527,intra_lin
86,0.35222653784847696,intra_lin
87,0.38809056996332497,intra_lin
88,0.3709452701214124,intra_lin
89,0.39864219578563753,intra_lin
90,0.33625915546318313,intra_lin
91,0.37245219788216827,intra_lin
92,0.361920634401389,intra_lin
93,0.38477257052733754,intra_lin
94,0.37695764074152915,intra_lin
95,0.3518698348380274,intra_lin
96,0.3498375390961018,intra_lin
97,0.3963834246106925,intra_lin
98,0.39820841985918576,intra_lin
99,0.397996580254976,intra_lin
100,0.34750239884002115,intra_lin
101,0.3612273940967381,intra_lin
102,0.37904768255341975,intra_lin
103,0.351132398528617,intra_lin
104,0.3832843009867246,intra_lin
105,0.36777000972522317,intra_lin
106,0.376563242440217,intra_lin
