,Baso/Eos/Mast,Ery/Meg,Neutro,Progenitors,Lym_pDC_Ccr7DC,Mono
Lyl1-783,-0.11526204908778276,0.1672092704046902,0.02855861791083168,0.23021396442535771,0.2654285359423605,0.13896517733772995
Myod1-24,-0.35907033108682,0.2940104739379886,-0.005756261161573618,0.2918678066217638,0.14812430264179152,0.11735435092231274
Irf3-630,-0.03373611323488926,-0.034870904505552705,0.1962350748491347,0.019206087577095157,0.010977682705980797,-0.031967215626991084
Myf5-778,-0.5008800969321997,-0.11833232384562715,0.05667853035904502,0.08094179751524606,-0.14474393873432756,-0.05505820535054963
Tbx4-761,0.0988585695718829,0.01249488855354006,0.22043688767679584,0.07287858862536294,0.13031955686780866,0.06265334976311017
Dlx4-427,0.683631699007721,0.12787303505280972,0.17830192115747748,-0.18791663056654445,0.03463761197737403,0.06264556624580832
Zfp161-209,0.4007999344936461,0.023521596854510676,-0.016351715659812895,0.10242449567240333,0.008131471265602399,0.06584932608419823
Pou6f1-416,0.7140335199631498,0.14356224179865543,0.05220250331731274,-0.06727213502842139,0.07449168000963707,0.0077833004116867836
Tbx5-764,0.2409246591674285,0.03441934353184738,-0.05444988543447091,-0.058461357305408655,-0.023798877938344894,-0.03972355162837854
Gm5294-338,0.3391666253350208,-0.041473456430213114,-0.19935712270411454,0.2870170778316471,-0.17980976992916264,-0.005766258760651455
Foxl1-364,0.3391666253350208,-0.041473456430213114,-0.19935712270411454,0.2870170778316471,-0.17980976992916264,-0.005766258760651455
Foxl1-375,0.011501391751933238,-0.08060213333934925,0.13720013110924179,0.12870310639412763,0.05631080995115539,0.026814890922652376
Mnx1-402,-0.1257124810908709,-0.05506099787161235,0.39150779691581905,-0.23470723094670587,0.08085712790322597,-0.03905352750832601
Dlx1-528,0.45619377145847906,0.11501254781645329,0.28343347274827374,-0.25817412668105577,0.13648375640746296,-0.013352574369294462
Stat6-753,0.4693509343773766,0.22094531045226096,-0.14540196440993547,-0.06795585544793145,-0.27938341997220184,-0.01138538263027831
Six3-516,0.23869265945029444,-0.14655397493124211,0.17646010374705262,-0.060177129406942746,-0.06454835211577835,-0.09085647867792354
Pax2-612,0.4188031969225395,-0.1668238159034492,-0.21077029670299807,-0.1482172790574157,0.000436446147802164,-0.11185565986011359
Nr1h3-655,-0.3721815268046975,-0.3609286181011972,0.04166856476984618,-0.05217896236167479,-0.0960312621126906,-0.0017663905605861461
Nr1h2-688,-0.3721815268046975,-0.3609286181011972,0.04166856476984618,-0.05217896236167479,-0.0960312621126906,-0.0017663905605861461
Creb3l2-118,0.209078131273824,-0.22011771781436693,0.11968051669656841,-0.057357703177733074,0.15234435929595277,0.0028219109903189162
Id2-33,0.1681767000133058,-0.1877318760420443,-0.09350864365448008,0.09269966868426285,-0.14546070842679718,0.0667512524834976
Id1-74,0.1681767000133058,-0.1877318760420443,-0.09350864365448008,0.09269966868426285,-0.14546070842679718,0.0667512524834976
Arnt-25,0.43854676417368044,-0.19994326784384514,-0.187175818871765,-0.14230498154826057,-0.16904303578980118,-0.021769586234602768
Bhlhe40-55,0.15501889928708318,-0.15114186360366763,-0.14395819290596623,-0.11442744761184694,-0.20247701233683785,0.02526899815947863
Bcl6-162,-0.18598056972818677,0.02763356604278073,-0.03137998433296447,0.07130899633398109,-0.0139331719983445,-0.041869157974877745
Hic2-211,-0.022431914959939264,0.5552216784242276,0.1422724235632216,0.04224236333353022,-0.06293539507000022,0.09352330211643158
Nfatc1-703,-0.2929714605707075,0.09372704792468295,-0.015494253950663004,0.13980030807267393,-0.019559358996755323,-0.039698526949003235
Neurog2-49,-0.4267911210745032,0.02108221234883699,0.1839898347040001,0.038740406240526194,-0.0865883702403209,-0.03756137765541777
E2f6-264,0.02777354208865575,0.10479845437519572,0.20676365496911023,-0.026924241941530758,0.3213996897557965,0.133770891808376
Zfp281-193,-0.2888375412345365,-0.21243939700617842,0.10195994714923182,-0.048683212125325656,-0.14685097957264157,-0.044804064256304926
Dlx6-477,0.26056978345426507,0.2597192309266191,0.017338173051836683,-0.06916135541867403,0.24428466525345582,0.0929201499062082
Npas2-44,0.11483414587330545,-0.12407273048194618,0.1111513702457496,0.017446574261572506,0.12561771898736293,0.1163070842195263
Max-91,0.010023009189766771,0.10253938716078262,0.02035293294396097,0.06866511154127666,-0.03387690163245453,0.047885386726462253
Hnf4a-665,-0.06080829348897947,0.030482369603435942,0.026855718303184034,0.1582762112015953,0.26281510964649285,-0.024759831434007357
Ubp1-836,-0.24373170589517124,0.1506231127575758,0.18266944813797265,-0.09362498387037937,0.023218541376102703,0.038926695019101835
Gfi1b-172,0.06669629860422877,-0.09243784410717783,-0.008396133166002207,-0.13729952327280265,0.08431206412625478,-0.057851816958978834
NP-595,0.43102803079856844,-0.11236403164265034,0.22821855877977415,-0.13418880224422947,0.008964668428507737,0.015278895374097374
Nkx22-462,0.3338086133433736,0.18677537051440446,-0.15201584385343958,0.11725821357072862,0.20708497753550414,0.04722004896049579
Tbx18-866,0.36704074183386726,-0.09218431871814228,-0.07730026132146034,0.07914776419730889,0.06359633035298458,0.06689893514342818
Hoxb3-546,0.2503445024237786,-0.04992833384242827,0.02735695336379031,0.11377989008652191,-0.22524860118589618,-0.124817288703196
T-771,0.03828744678000698,0.18097407222339332,-0.1432765774852546,0.07625622898582732,-0.06393454264864401,0.02917290316679132
En1-563,-0.13713775734325465,0.08413907909761359,0.06553983640367325,-0.03707199913811287,-0.06562433819444702,0.06176632809485456
NP-596,-0.2587678078689468,-0.1530901085638054,-0.1853129624494598,-0.17290328748864137,-0.13936705486705483,-0.031788652743532285
NP-599,0.35394314614430433,0.2817751676071246,-0.13996979918705493,0.02296391653656511,-0.22521857195906023,-0.009290537785301908
Foxo1-314,0.15202313990017496,-0.016189581034336785,-0.12840025322167967,-0.08078328823594441,-0.29279041696244185,-0.04887243929082136
Foxq1-309,0.08391821441421556,-0.1365813959930747,0.06336449285128935,0.21528261719049394,0.10143788203070986,0.06009540315907519
Emx1-491,-0.3795528488297959,-0.15178517073467765,0.16749212062619115,-0.08185115859368759,-0.02671233453508891,0.04134676414192095
Hoxc12-550,0.07996214528029702,-0.0026603881763417425,0.1940787633909655,-0.12827953790465774,-0.026419209610627454,-0.10499854469675425
Runx2-713,0.4088023547572852,0.0920016210812819,-0.05391215175094759,0.043550964071205074,-0.03131799710039587,-0.014786135663346939
Atoh8-67,0.25200399150443653,0.011864364165681847,0.10781010706995166,0.278661087426053,0.31365921117351864,0.15871226279557613
Id3-22,-0.041024435186406985,0.6755329900200304,0.3519163815498334,0.35092752800205007,-0.1419784161912802,0.16721700455540658
Id4-35,-0.041024435186406985,0.6755329900200304,0.3519163815498334,0.35092752800205007,-0.1419784161912802,0.16721700455540658
Mesp2-57,0.07892687246128628,0.45758379536184185,0.32843879624459493,0.3692588082360283,0.12880815351274472,0.24125801310254583
Mesp1-58,0.07892687246128628,0.45758379536184185,0.32843879624459493,0.3692588082360283,0.12880815351274472,0.24125801310254583
Snai2-799,0.483161120351818,0.3144155090572791,0.009786036802576836,0.4636845213915914,0.1687599212080791,0.17905395858252848
Tcf3-31,0.07933936795132207,0.4752224678833266,0.2770760881838004,0.48576361283166203,0.048758459459628437,0.21578484598026787
Tcf4-88,-0.03302335749648716,0.371931137090708,0.26883269961602246,0.4544802918463028,0.13419621510897792,0.21905843237829495
E2f8-263,0.03548546133967451,0.24613918968531046,0.17205290436560902,0.09473283404202498,0.10183006163267326,0.07100004773864371
Dbx1-480,-0.562321714455546,-0.03679391633799338,0.02122774563884953,-0.2551837674742452,-0.061455542636207804,-0.09942497661923444
Stat3-754,-0.2507500959544004,0.027315472376530873,0.15600200363882863,0.024782227051242955,0.19962152922004608,0.04808628861246854
Foxl1-355,0.18992246788533856,0.24558383021152994,-0.09144186628167668,-0.06726759509387188,-0.07986111934093217,-0.011747645748738317
Stat1-757,-0.6042001869229967,-0.129789093024992,-0.03033056387034927,0.05048269267584585,0.08188073612635507,-0.07778530681416673
Arid3c-10,0.7666175743426593,0.023000681702778778,0.0653955954305523,0.08296296801358202,0.24845650707663122,0.02534449902836639
Arid3a-7,0.2683934785051295,0.006269742448040889,-0.2772818347132267,0.07621773957562998,-0.0027871595669052888,-0.05951545213902266
Gm5294-337,0.3716641426938801,-0.11983026918928995,0.13116447568281064,-0.04092284884329696,0.17789185897007811,-0.04918455971428966
Foxl1-358,0.3716641426938801,-0.11983026918928995,0.13116447568281064,-0.04092284884329696,0.17789185897007811,-0.04918455971428966
