,Baso/Eos/Mast,Ery/Meg,Neutro,Progenitors,Lym_pDC_Ccr7DC,Mono
Foxl1-375,0.6775285802607043,0.34803531580678937,0.17956146668640247,0.12305805931382156,-0.23304056051406954,0.18471455114803195
Mnx1-402,-0.31275246715531485,-0.06492567280682884,0.29633930697519123,-0.007477492314653673,0.02860513376197418,0.034191644209014
Dlx1-528,-0.09349507209382196,0.14932021712708946,0.0002992435972987347,0.06511069679188053,-0.09512068533268049,
Stat6-753,0.106682002807376,0.1105030842821043,0.22836826160806037,0.05251246908482801,0.01772702340016277,0.023175422117062486
Six3-516,0.6995784089707776,-0.1154468540760193,0.3803422931914416,0.0013164517449665192,-0.04989590091645137,0.05617154241594315
Pax2-612,-0.07425509651614326,-0.22005454581201517,-0.29457272572917315,-0.20087846044656404,-0.08764411161370271,-0.11879736500931934
Nr1h3-655,-0.028439137083590544,-0.24281349389606374,-0.07378122798853978,-0.08207735735566307,-0.11508670855788168,-0.06777609262005835
Nr1h2-688,-0.028439137083590544,-0.24281349389606374,-0.07378122798853978,-0.08207735735566307,-0.11508670855788168,-0.06777609262005835
Creb3l2-118,-0.15193285411198526,-0.16717375971885387,0.08667857141357739,-0.05942075048185827,-0.19829073608132172,-0.00991458305698134
Id2-33,-0.12384502921595111,0.12516884338328452,-0.1161610494475286,-0.12137731198587463,0.37287323293489916,0.014272765022098463
Id1-74,-0.12384502921595111,0.12516884338328452,-0.1161610494475286,-0.12137731198587463,0.37287323293489916,0.014272765022098463
Arnt-25,-0.23091356632920162,0.03247172911484662,0.018048634654314243,-0.18760773623889315,-0.32193863079307233,-0.01765890271418998
Bhlhe40-55,-0.4406997017627967,-0.06346937255363479,-0.0966055614464729,-0.22229063800655305,-0.22410817794026464,-0.059416673511796775
Bcl6-162,-0.2511784163461655,0.11279059021995452,-0.2394543817388483,0.00542238451137069,-0.13463923185739024,-0.012965737914778681
Hic2-211,0.07846981639342338,-0.015763390921510786,0.15591813397118737,0.00016509634712973174,0.12170724146292193,0.049383556540991115
Nfatc1-703,-0.2552078001154239,-0.15160742106868627,0.29623325758932184,0.02537154002649673,0.037859846499396145,0.07036410525085099
Neurog2-49,0.03654219759353519,0.10859093343724997,-0.04840070960668567,0.10332184831321299,0.13207100758322368,-0.008698881476475372
E2f6-264,-0.32869205026081866,0.04844745544887282,-0.058887056001902326,-0.01881470283934754,-0.21770088739159077,-0.00010626015709987308
Zfp281-193,-0.2921652659029891,-0.0497321756504434,-0.02382897378756094,0.1361054665575417,0.20393045146501088,0.11950817064985152
Dlx6-477,0.13159364942441865,0.14622031236611072,0.17480047323073358,-0.09467668021457545,0.03062487829176478,0.12298032971797625
Npas2-44,0.2901283649580638,0.08495998247708834,0.18441186962851733,-0.03662690346247427,0.06604804493583326,0.08656808637867738
Max-91,0.4341647236041057,0.09746924797367426,0.05908907686912759,-0.08063295626424838,0.14963130905453206,0.06308386083786627
Hnf4a-665,-0.12188999902136179,-0.18683349579300262,-0.1297130643858789,-0.3162125994658923,-0.10057473750175538,-0.08496707694429416
Ubp1-836,-0.5550512459369417,-0.11736585411886169,0.08317838332790284,-0.023990330728871405,0.10207175984871143,0.10958279247861112
Gfi1b-172,-0.2739109422386893,0.07576375728041984,-0.30695813699811764,0.04216401888114687,0.034609923924472825,0.020259944846720942
NP-595,0.4952236949049701,-0.07977244885554279,-0.19360714181458194,0.09490558056647101,0.053844507475829834,0.022850213559483083
Nkx22-462,-0.40686589732332784,-0.11580928327629886,-0.13890186622342096,0.19064542009240168,-0.09442289642675263,-0.07988381745431927
Tbx18-866,-0.09468739303626543,-0.12241051448336793,0.046637949175115975,-0.05328255572632859,-0.07638576624480808,0.04456905796243046
Hoxb3-546,-1.0665894732584549,-0.01034707469169978,-0.16936072396753332,-0.046436132927087585,0.11554271952518798,0.001750785308241925
T-771,0.09129556898236618,0.05795603390471639,0.08472682121359366,-0.07755457589343204,0.1607974905070053,0.07082156134009564
En1-563,-0.6534816770606461,-0.42676267037137783,0.26033621513277055,-0.024302003617124427,-0.23279187090006392,-0.015126933174213038
NP-596,-0.015171842493033966,-0.25916932644745816,0.08863207248130005,0.037099074346545254,-0.12975604196463192,-0.07731650401730854
NP-599,0.776733602739804,0.410827973158673,-0.028484512261088692,0.032070255891666996,0.009780152183610483,0.11396896863724301
Foxo1-314,0.29217071811936834,0.37567038443043377,0.010207030565149898,0.22833924732814034,0.23019961828625943,0.08813558250591541
Foxq1-309,-0.008992318276115047,-0.06147792289199875,-0.00391441368586271,0.09420135951831968,0.24228102300176155,0.11699266422732184
Emx1-491,-0.42759587274855076,-0.12475056166577131,0.16694130391752282,0.004624266801854678,0.10780736801979654,0.04110140627615496
Hoxc12-550,-0.41197605755172995,-0.06106436863952167,-0.24149421790399583,-0.08108379037428005,-0.06710028016736942,-0.010971298995813818
Runx2-713,-0.05645950575684827,0.1525503587300035,0.105965193754969,0.052923975451145626,0.40462428522567856,0.0756164229286946
Atoh8-67,0.01512279162309453,0.38274604164854975,-0.1871292175982977,0.4548711647371435,0.1648944753966457,0.11102155923064913
Id3-22,0.18910186800155399,0.23314783054735194,-0.11691949212454067,0.3099843355718932,0.2890348554471898,0.11176766320827314
Id4-35,0.18910186800155399,0.23314783054735194,-0.11691949212454067,0.3099843355718932,0.2890348554471898,0.11176766320827314
Mesp2-57,0.12613310163114577,0.09218894119943906,-0.18078330622999547,0.28531913651583646,0.049175954865347316,0.1381828938914039
Mesp1-58,0.12613310163114577,0.09218894119943906,-0.18078330622999547,0.28531913651583646,0.049175954865347316,0.1381828938914039
Snai2-799,0.3235082805492739,0.17263763543847158,0.07460354939405485,0.14882252717410627,0.0590026983545438,0.11822882911424586
Tcf3-31,0.45759266162392115,0.15334077613563843,-0.05384012765291149,0.21654229898603972,0.20249477658322768,0.15650760978951028
Tcf4-88,0.433666115977056,0.30709642820691957,-0.322536758777584,0.29689481016856534,0.2683880618262107,0.13439851188872484
E2f8-263,-0.11834123167140151,-0.008367317361331825,0.16383214832578133,0.04786717811686177,0.03365062578937975,0.056631987971673126
Dbx1-480,-0.11233914902996844,-0.180943642197043,0.2407757270144319,-0.13716619379529255,0.00132032223952721,0.05296535225495633
Stat3-754,0.2042871441304811,-0.03266610044261516,0.019153286514823488,-0.0022362996723498648,0.026608376796639754,0.02972715267458564
Foxl1-355,0.15752868678367696,0.3597145460408585,0.10196457059816406,0.3224611152241391,0.2596728229256985,0.11248113898228537
Stat1-757,0.44807817088682567,0.3824349193279151,-0.09644576639061637,0.10401882383570525,-0.06936066400696504,0.031569541674665455
Arid3c-10,-0.3317726912071766,0.04222097276745201,0.01104970254119521,-0.07141316239621676,-0.03128851065273734,0.003837410231990991
Arid3a-7,-0.5610173341830844,0.1573646392762872,0.1407522651895488,-0.015927643226937196,-0.16314459137689305,0.02347514456831742
Gm5294-337,0.24182267304837254,0.16133547987295024,0.008729689412280726,0.22405274097792816,0.4722173226165067,0.1995756129870338
Foxl1-358,0.24182267304837254,0.16133547987295024,0.008729689412280726,0.22405274097792816,0.4722173226165067,0.1995756129870338
