,Neutro,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Dlx5_478,0.5803738147177262,0.09583343442053231,0.4845403802971939,2.603664399653498,0.42018984457665165,0.0006573113474456996,0.009350784007211404,2.0291519746107696,True,Dlx5
Sp140_717,0.5696357116770276,0.09252026348602937,0.47711544819099827,2.6270786931343006,0.4125951009275071,0.0012141195495801935,0.014872964482357372,1.8276024591839806,True,Sp140
IRC900814_720,0.5696357116770276,0.09252026348602937,0.47711544819099827,2.6270786931343006,0.4125951009275071,0.0012141195495801935,0.014872964482357372,1.8276024591839806,True,IRC900814
Hhex_449,0.40478278065184753,-0.06381295306133461,0.46859573371318214,,0.22710633988945553,0.0005474726475402605,0.008325359916043272,2.079596982305395,True,Hhex
X9430076C15Rik_128,-0.4034110960311514,-0.8652526896282227,0.4618415935970713,-1.149547837048124,-1.4513932916526844,0.0009409686423678293,0.012204916802476845,1.9134651767013904,True,X9430076C15Rik
Foxb1_326,0.6072567337137543,0.14650999919483193,0.4607467345189224,2.065292851823913,0.4614063563032417,0.0002198432088237531,0.004089181908154936,2.3883635693305574,True,Foxb1
Foxb2_325,0.6072567337137543,0.14650999919483193,0.4607467345189224,2.065292851823913,0.4614063563032417,0.0002198432088237531,0.004089181908154936,2.3883635693305574,True,Foxb2
Esrrb_669,-0.05114490099229509,-0.5101904141788929,0.4590455131865978,-3.7852730190433515,-0.47526962328374395,0.0023394442348961533,0.02547394833553589,1.593903736330419,True,Esrrb
Dmrt1_251,0.4424902090332706,-0.016374631916056565,0.4588648409493271,,0.2786482802861555,0.00022254051200843185,0.004089181908154936,2.3883635693305574,True,Dmrt1
Atf2_112,0.11112309916156458,-0.33648769371060655,0.44761079287217115,,-0.17247734314421428,0.001890533979528668,0.021940144341372172,1.6587605195846786,True,Atf2
Glis3_818,0.6167595232716073,0.17343060088405557,0.4433289223875517,1.8468430076352884,0.48036343095452955,0.00023721841013378756,0.0042699313824081766,2.3695791040103233,True,Glis3
Nr2f6_657,-0.304866656329562,-0.710752127508458,0.40588547117889595,-1.2863410747940516,-1.0227109661531666,0.0025921250846527694,0.027545232827274006,1.5599535523822192,True,Nr2f6
Sohlh2_48,0.6068920856826284,0.2016417772192253,0.40525030846340315,1.6089727092957575,0.48981719780562943,0.0014622398267866556,0.017428317935484192,1.7587445260620274,True,Sohlh2
Atoh7_64,0.2922318468636231,-0.11077846529615731,0.4030103121597804,,0.1252896431390884,0.01392838645066272,0.09827869479587616,1.0075406198630266,False,Atoh7
Rarb_663,-0.37851400685918,-0.7771752456736756,0.39866123881449556,-1.0896795081647948,-1.244154016193012,0.007449031017826405,0.05814199431613176,1.2355100756678146,False,Rarb
Dmrta1_253,0.4404780542666909,0.041956058487262575,0.3985219957794283,3.3709833863459266,0.3117554271334813,0.003095090687535606,0.03086995059511242,1.5104640655709407,True,Dmrta1
Zfp187_160,0.3493469763546235,-0.0421210735344256,0.3914680498890491,,0.20615926666626536,0.004441157223302708,0.040525859198837624,1.3922677687963274,True,Zfp187
Nr5a1_848,-0.29359683113206503,-0.6840024218991072,0.3904055907670422,-1.287903867111856,-0.9680392045650625,0.003149994958684941,0.03086995059511242,1.5104640655709407,True,Nr5a1
Esrrg_676,-0.29359683113206503,-0.6840024218991072,0.3904055907670422,-1.287903867111856,-0.9680392045650625,0.003149994958684941,0.03086995059511242,1.5104640655709407,True,Esrrg
Nr5a2_675,-0.29359683113206503,-0.6840024218991072,0.3904055907670422,-1.287903867111856,-0.9680392045650625,0.003149994958684941,0.03086995059511242,1.5104640655709407,True,Nr5a2
Rarg_654,-0.6270382949258958,-1.008580047275457,0.3815417523495611,-0.7160853455025166,-2.4564777561341846,0.016700331159815972,0.11244039757982967,0.9490776274329634,False,Rarg
Neurog1_85,0.26650509078682266,-0.1130172210504867,0.37952231183730933,,0.10667519712492082,0.01185448321078472,0.08641036522241424,1.0634341592699652,False,Neurog1
Hey2_29,0.3596063659933574,-0.01896463965895813,0.3785710056523155,,0.22690412317393913,0.0052333743529405985,0.04438304018551546,1.3527829524291213,True,Hey2
Hey1_73,0.3596063659933574,-0.01896463965895813,0.3785710056523155,,0.22690412317393913,0.0052333743529405985,0.04438304018551546,1.3527829524291213,True,Hey1
Heyl_60,0.3596063659933574,-0.01896463965895813,0.3785710056523155,,0.22690412317393913,0.0052333743529405985,0.04438304018551546,1.3527829524291213,True,Heyl
Pbx3_513,1.0237389031854027,0.6551487822024582,0.3685901209829445,0.6595487116495384,0.8792696322208188,0.04349044083086814,0.20593171031612334,0.6862767735619159,False,Pbx3
Mypop_649,0.5085221788749396,0.140331250235175,0.36819092863976455,1.8770284679519929,0.40536801624576785,0.0027276087461593425,0.0286398918346731,1.5430286265769375,True,Mypop
Gm5294_343,0.30980579904261585,-0.05830821361086024,0.3681140126534761,,0.1708849304945477,0.004594768616648257,0.040525859198837624,1.3922677687963274,True,Gm5294
Foxl1_369,0.30980579904261585,-0.05830821361086024,0.3681140126534761,,0.1708849304945477,0.004594768616648257,0.040525859198837624,1.3922677687963274,True,Foxl1
Tlx3_522,0.4492019144032954,0.08162887594143813,0.36757303846185724,2.4704577543639097,0.3396110530467313,0.003018168961397911,0.03086995059511242,1.5104640655709407,True,Tlx3
Tlx1_450,0.4492019144032954,0.08162887594143813,0.36757303846185724,2.4704577543639097,0.3396110530467313,0.003018168961397911,0.03086995059511242,1.5104640655709407,True,Tlx1
Irx4_435,0.49201681213198734,0.1246167391666947,0.36740007296529265,1.9995315366211894,0.38771189506164994,0.018088873469346897,0.11818063999973305,0.9274536624558626,False,Irx4
Ppara_670,0.0947485486327888,-0.269509262365233,0.3642578109980218,,-0.13191438834606786,0.005360078070430754,0.04502465579161834,1.3465495986277447,True,Ppara
Olig2_72,0.3791648585906096,0.015197147308332312,0.3639677112822773,4.515941235723196,0.25964129122559987,0.012064653782720218,0.0872215134127806,1.0593763819928241,False,Olig2
Olig1_81,0.3424445315194379,-0.019457730633795,0.3619022621532329,,0.21598095683680849,0.008686398099069927,0.06492714511338708,1.1875736929036307,False,Olig1
Jdp2_114,0.24931692268618733,-0.10678346573660676,0.35610038842279407,,0.0993177330651371,0.00769368134271441,0.05952479775679043,1.2253020714923246,False,Jdp2
Crem_134,0.3203465458042562,-0.03325647485624646,0.35360302066050264,,0.19351318356822184,0.00619477346996954,0.050126515601037924,1.299932483055718,False,Crem
Esr2_668,-0.08636156469587743,-0.4368227104695382,0.3504611457736608,-2.5928394341953194,-0.43751018029743566,0.006122193676742513,0.049997915026730524,1.3010481058892942,True,Esr2
Bhlhe23_77,0.2785291612184553,-0.06381507024427416,0.3423442314627294,,0.14712046575224885,0.0058950563234902425,0.048592894180545736,1.3134272336966402,True,Bhlhe23
Nr2c1_660,-0.47059958586931117,-0.8108406014487557,0.34024101557944453,-0.8258289069118114,-1.4768198437467528,0.039841474747556394,0.19202284550461604,0.7166470989716452,False,Nr2c1
Foxd1_330,0.363961538411712,0.02444549025499958,0.33951604815671244,3.838235977947883,0.25604871943341545,0.014385842397462479,0.09835901546172021,1.0071858270427356,False,Foxd1
Foxl1_359,0.363961538411712,0.02444549025499958,0.33951604815671244,3.838235977947883,0.25604871943341545,0.014385842397462479,0.09835901546172021,1.0071858270427356,False,Foxl1
Gm5294_334,0.363961538411712,0.02444549025499958,0.33951604815671244,3.838235977947883,0.25604871943341545,0.014385842397462479,0.09835901546172021,1.0071858270427356,False,Gm5294
Zkscan1_178,0.5248604597075066,0.1858919833161086,0.33896847639139804,1.5207729579217066,0.4386933663922114,0.017020453002003555,0.1137275723315692,0.9441342313564641,False,Zkscan1
Tal2_781,0.08389852687112133,-0.24745220163799805,0.3313507285091194,,-0.12308326970860448,0.0673813929977376,0.27013813010911164,0.5684141106395666,False,Tal2
Twist2_21,0.08389852687112133,-0.24745220163799805,0.3313507285091194,,-0.12308326970860448,0.0673813929977376,0.27013813010911164,0.5684141106395666,False,Twist2
Nfya_242,0.9419357959564757,0.6114386640558134,0.3304971319006623,0.6404257593080732,0.8291897300810479,0.03509104918379773,0.18062160502635755,0.7432303028456781,False,Nfya
Atf3_110,0.11908032250488458,-0.21117566641573626,0.33025598892062086,,-0.06801092279927046,0.006600258286035578,0.05197703400253018,1.2841885065411638,False,Atf3
Pitx2_464,0.6593132668800815,0.33541214288358023,0.3239011239965013,0.9973780616192652,0.5824237265087396,0.06773030563970246,0.27030827861636914,0.5681406531457082,False,Pitx2
Nr2f1_690,-0.1594627156431345,-0.4750674460755456,0.3156047304324111,-1.7042329632045319,-0.5506025530828503,0.034359274794869374,0.17826400217102817,0.7489363474408651,False,Nr2f1
Srebf1_32,-0.10952210368043157,-0.4247494516072869,0.3152273479268553,-2.150218051911745,-0.4483821596636079,0.02740383061092006,0.15008764010530876,0.8236550709484617,False,Srebf1
Rxra_662,-0.22234622973740414,-0.5375310058730969,0.31518477613569273,-1.3639669011995434,-0.6895170545417446,0.025508560604368406,0.1460944834613827,0.8353661827482013,False,Rxra
Mecp2_642,0.2254718692106582,-0.08468778282263542,0.31015965203329365,,0.09813929679529387,0.036179174343330664,0.18234303869038657,0.7391108120927865,False,Mecp2
Crx_526,0.652693410399564,0.3439738944011642,0.30871951599839975,0.946978425373586,0.5833589222375035,0.02006931277049353,0.12124064290120064,0.9163517693705358,False,Crx
Gm5294_342,0.16478013475272144,-0.14270184751100562,0.307481982263727,,0.015838854030722535,0.024162546194689726,0.14399571448456985,0.8416504329283528,False,Gm5294
Esrra_674,-0.33659182321365144,-0.6428242730660105,0.3062324498523591,-0.9914972617930347,-0.9706052066491028,0.042296367625344965,0.20274671872583835,0.6930461657273782,False,Esrra
Hmga2_14,0.47143805106931963,0.16918440150365793,0.3022536495656617,1.5045848279712792,0.40087804450481923,0.019986602451592533,0.12124064290120064,0.9163517693705358,False,Hmga2
Hmga1rs1_777,0.47143805106931963,0.16918440150365793,0.3022536495656617,1.5045848279712792,0.40087804450481923,0.019986602451592533,0.12124064290120064,0.9163517693705358,False,Hmga1rs1
Hmga1_776,0.47143805106931963,0.16918440150365793,0.3022536495656617,1.5045848279712792,0.40087804450481923,0.019986602451592533,0.12124064290120064,0.9163517693705358,False,Hmga1
Hoxa9_508,0.4306786461728987,0.1322393129618459,0.29843933321105276,1.7288825504734724,0.3577872976525775,0.026231691959228212,0.14701728227691446,0.8326316097665871,False,Hoxa9
Gm5294_339,0.2325352402725996,-0.0641634326145362,0.2966986728871358,,0.11661215478842377,0.03542804724439893,0.18062160502635755,0.7432303028456781,False,Gm5294
Foxl1_363,0.2325352402725996,-0.0641634326145362,0.2966986728871358,,0.11661215478842377,0.03542804724439893,0.18062160502635755,0.7432303028456781,False,Foxl1
Nr2f2_680,-0.26629874668445325,-0.5628352482225699,0.29653650153811667,-1.1540786828573322,-0.7724240179686792,0.03765088071895425,0.18553961174601447,0.7315633565277015,False,Nr2f2
Clock_52,0.41629281849604755,0.12055307062285824,0.2957397478731893,1.8128697612688116,0.34303587976563577,0.07851269071497212,0.29193497408454905,0.5347138730076637,False,Clock
Ppard_656,0.026090870781538024,-0.26502866174341494,0.291119532524953,,-0.18355412712525315,0.05136063294161514,0.22578032760686548,0.6463139011354916,False,Ppard
Hes5_83,0.38141122517605963,0.09568653919812281,0.2857246859779368,2.0181642231749493,0.30865080899382585,0.02959294853214972,0.1591523207643662,0.7981870241004119,False,Hes5
Foxc1_320,0.5550997776209692,0.26994453589452,0.2851552417264492,1.0660932948697046,0.49827349775353497,0.02845222656755811,0.15395621983181748,0.8126027609077727,False,Foxc1
Creb3l2_118,0.3171121838858146,0.03304557232164438,0.2840666115641702,3.2412603626519596,0.23275760209209734,0.013542362378257742,0.09632551304534942,1.0162586691857547,False,Creb3l2
Foxl1_360,0.5801890339147336,0.2972735097098395,0.28291552420489413,0.9901509453219071,0.5247971486950253,0.025508560604368406,0.1460944834613827,0.8353661827482013,False,Foxl1
Gm5294_336,0.5801890339147336,0.2972735097098395,0.28291552420489413,0.9901509453219071,0.5247971486950253,0.025508560604368406,0.1460944834613827,0.8353661827482013,False,Gm5294
Gsc_429,0.6501045672506583,0.3686197229129393,0.28148484433771903,0.8420913123061563,0.593938996872161,0.037793663121942565,0.18553961174601447,0.7315633565277015,False,Gsc
Mnt_18,0.3883824615721028,0.10737436827541044,0.2810080932966924,1.8803167717779625,0.3194773743190131,0.07289671910055316,0.2817187277143571,0.5501842816167851,False,Mnt
Dbx2_541,0.23251968155869604,-0.04800476385206959,0.2805244454107656,,0.12731295775186582,0.0453765938368405,0.21175743790525567,0.6741613262889756,False,Dbx2
Foxs1_329,0.5116512362808426,0.2330839806091467,0.27856725567169593,1.1617136269106525,0.4566669799390865,0.025103136702388302,0.1460944834613827,0.8353661827482013,False,Foxs1
Foxc2_316,0.5116512362808426,0.2330839806091467,0.27856725567169593,1.1617136269106525,0.4566669799390865,0.025103136702388302,0.1460944834613827,0.8353661827482013,False,Foxc2
Yy1_154,0.737767819264271,0.46030725648824944,0.2774605627760216,0.7019833535085334,0.6772038069059627,0.02006931277049353,0.12124064290120064,0.9163517693705358,False,Yy1
Nr4a1_847,-0.23118276812936722,-0.5068415223430188,0.2756587542136516,-1.2188201176490134,-0.6643158583652039,0.06265006056523045,0.2594241944532078,0.5859895231342485,False,Nr4a1
Sox14_743,0.24801117304375886,-0.027637213615667365,0.2756483866594262,,0.15080267836694497,0.03006013108937261,0.1606850643686463,0.7940244889101385,False,Sox14
Nr1h4_850,-0.6346094609396404,-0.9087887466359013,0.2741792856962608,-0.547745133290151,-2.130991571906435,0.10229035239136477,0.3435883044158505,0.4639616277689291,False,Nr1h4
Nr1h5_851,-0.6346094609396404,-0.9087887466359013,0.2741792856962608,-0.547745133290151,-2.130991571906435,0.10229035239136477,0.3435883044158505,0.4639616277689291,False,Nr1h5
Kdm2b_249,0.3423995540683411,0.06837772463817829,0.27402182943016284,2.3414608549293017,0.26949837273729516,0.03351129848564126,0.17593431704961662,0.7546494405217293,False,Kdm2b
Npas2_44,0.32919589026788065,0.05625438554133225,0.27294150472654843,2.559794267570301,0.25426161397213404,0.07877610411805291,0.29193497408454905,0.5347138730076637,False,Npas2
Dlx4_427,0.2687056567696927,-0.003444377791609511,0.2721500345613022,,0.1796774626981561,0.049356189824204116,0.22578032760686548,0.6463139011354916,False,Dlx4
Rara_685,-0.40420351730631193,-0.6714316448312083,0.2672281275248964,-0.7797667231716793,-1.113465713063479,0.06038944074798215,0.25363565114152503,0.5957897018714108,False,Rara
Ovol1_166,0.6199469261417898,0.3531127178116282,0.26683420833016164,0.8367350976732817,0.5719484061223431,0.051083350448740586,0.22578032760686548,0.6463139011354916,False,Ovol1
Pax9_693,0.1440289367452249,-0.12253318308651137,0.2665621198317363,,0.015423173096646845,0.05145333996482989,0.22578032760686548,0.6463139011354916,False,Pax9
Pitx1_434,0.5305684017676023,0.2644035801945837,0.26616482157301863,1.0322565310619671,0.4828338209264939,0.03757966179654312,0.18553961174601447,0.7315633565277015,False,Pitx1
Dlx3_401,0.3459191867132313,0.08108180474616687,0.2648373819670644,2.11621335028348,0.27917469784762305,0.014201293464317566,0.09835901546172021,1.0071858270427356,False,Dlx3
Mlx_27,0.08625861048984768,-0.17739272455754534,0.263651335047393,,-0.06728425529755754,0.01767688659302923,0.1163508505600879,0.9342304375409598,False,Mlx
Fosl2_113,-0.11935201288184794,-0.3823650284981363,0.26301301561628837,-1.856084628101258,-0.4166898899230182,0.0202356299895801,0.1214137799374806,0.9157320199231528,False,Fosl2
Rhox8_568,0.46724815459253194,0.20662040123119024,0.2606277533613417,1.206757026594032,0.41892854601380874,0.09213960960625883,0.31869464969694233,0.49662522747888393,False,Rhox8
Foxh1_304,0.3327854646108094,0.07230504037179661,0.26048042423901274,2.2236995851779593,0.2660911844871329,0.05478741486549615,0.23687499956552746,0.6254807734844288,False,Foxh1
Pax3_613,0.26148715418703566,0.006175815958622445,0.25531133822841323,5.075973995166099,0.1812062366511306,0.05145333996482989,0.22578032760686548,0.6463139011354916,False,Pax3
Pitx3_452,0.5503818333875603,0.29659398992757285,0.25378784345998745,0.9192165924309948,0.5094302416817023,0.06124252597057454,0.25568576614070515,0.5922934481903637,False,Pitx3
Rorb_684,-0.1555547061517483,-0.4090139360642596,0.25345922991251135,-1.5266333598424981,-0.4785156573701897,0.056270476863258145,0.2409250514242412,0.6181180396460901,False,Rorb
Zfp42_875,0.6668610380176319,0.41359040637650896,0.2532706316411229,0.7128033077661676,0.6231417953559324,0.043894740974411775,0.20593171031612334,0.6862767735619159,False,Zfp42
Mbtps2_813,0.6668610380176319,0.41359040637650896,0.2532706316411229,0.7128033077661676,0.6231417953559324,0.043894740974411775,0.20593171031612334,0.6862767735619159,False,Mbtps2
