,pDC/Ccr7DC,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Mef2b_882,0.7026918151060216,0.4179620916691553,0.2847297234368663,0.7536291345944506,0.6418483653744887,0.01356641002899358,0.3418735327306382,0.4661345202445554,False,Mef2b
Etv6_282,0.5604065678813689,0.27876345529895485,0.28164311258241403,1.010893440506765,0.5054692471793603,0.004686654352256461,0.16534516554760795,0.78160849870426,False,Etv6
Nfkb1_701,-1.1421108110897822,-1.4206255030990316,0.2785146920092494,-0.31959849834462556,,0.048375507262117846,0.5470153513485634,0.2620004855268634,False,Nfkb1
Irf7_633,0.6084305650922176,0.33405483371033073,0.27437573138188687,0.8690882300362142,0.5570352563419119,0.0026476358812999837,0.11120070701459932,0.9538924514988986,False,Irf7
Myod1_24,0.7111616113297418,0.4385968847266601,0.2725647266030817,0.7015838324824262,0.6552412159463151,0.09486910300526595,0.6152540356665042,0.21094552892634577,False,Myod1
Irf4_632,0.20396239244437495,-0.06463073370520368,0.26859312614957864,,0.09716015960767663,0.004255318268460923,0.16318220490358842,0.787327203018121,False,Irf4
Myf5_778,0.5231068324837981,0.26358440768557617,0.2595224247982219,0.992687097073725,0.47855316356377536,0.0998561696211603,0.616006828266686,0.21041447377371275,False,Myf5
Elf4_283,0.5189530040304691,0.26917241436187844,0.24978058966859062,0.9512628751514643,0.47929545949291674,0.016843715814631736,0.3789168276811324,0.42145610729618954,False,Elf4
Myog_45,0.4082336427931509,0.16218499716972792,0.24604864562342296,1.3329487177386226,0.36200334798409367,0.08502244429614289,0.5891953022280559,0.22974072453233618,False,Myog
Irf5_635,0.2547631600839834,0.013603580159812109,0.2411595799241713,4.059336509166503,0.1816539081627744,0.007135888602660286,0.23310569435356934,0.6324471173154288,False,Irf5
Tbx21_762,-0.02407280542915264,-0.25906538169590904,0.2349925762667564,-3.78129819548969,-0.2202260759208533,0.01585640643721863,0.3779824453412657,0.4225283696560436,False,Tbx21
Gm98_652,0.13015068994127804,-0.10427994973347694,0.23443063967475497,,0.01854212655253538,0.013177168624982435,0.3418735327306382,0.4661345202445554,False,Gm98
Relb_856,-0.6067068296036785,-0.8370260299280492,0.2303192003243707,-0.4736630704584373,-1.846150208932044,0.07127274525156801,0.5869635884442777,0.23138883883449446,False,Relb
Runx2_713,0.7597323092942044,0.5375947815645654,0.22213752772963902,0.5037882440314977,0.7212970077100042,0.17771695732255133,0.7382104226184877,0.13181982739592674,False,Runx2
Runx3_858,0.8651899370748569,0.6435348593989685,0.22165507767588843,0.43145913831165167,0.8109467957501783,0.23624174091354044,0.8058906516798218,0.09372388200848462,False,Runx3
Runx1_712,0.8651899370748569,0.6435348593989685,0.22165507767588843,0.43145913831165167,0.8109467957501783,0.23624174091354044,0.8058906516798218,0.09372388200848462,False,Runx1
Rreb1_192,0.3207556903982579,0.09910197221814578,0.22165371818011215,1.6896450170165718,0.27492218986486433,0.011001474563962959,0.30322814266922904,0.5182304942050174,False,Rreb1
Zfp263_878,-0.21253500898739025,-0.43205758554055645,0.2195225765531662,-1.053793686686122,-0.5612734410325083,0.009232426567153158,0.27143334107430284,0.5663368075412415,False,Zfp263
NP_595,0.2644049200292997,0.048255538890103915,0.2161493811391958,2.4244356427536706,0.20955346736139296,0.051981766251475936,0.5669270811769012,0.2464727969783713,False,NP
Zfp784_199,0.3176398574428296,0.10584690423703132,0.21179295320579827,1.5826217637161215,0.2770842017900659,0.006155005257612711,0.2087967168159389,0.6802763345966488,False,Zfp784
Rel_697,-0.8314416165645575,-1.0390616530680916,0.2076200365035341,-0.32817397714096175,-3.9490124227852488,0.05492757074198241,0.5669270811769012,0.2464727969783713,False,Rel
Tcf3_31,0.9965214993483239,0.7910241267542432,0.20549737259408074,0.3372987505589899,0.9212632679005546,0.4249539466634913,0.853433497587452,0.06883031491954704,False,Tcf3
Zscan20_226,0.2391425219401934,0.03605730892291862,0.20308521301727478,2.683700325961365,0.18599326282095094,0.010506826041854813,0.29893614738438534,0.5244215668596924,False,Zscan20
Nkx31_439,0.31706567357130394,0.11848500619282061,0.19858066737848334,1.4201861339362214,0.2842480035781416,0.017204844353287976,0.3789168276811324,0.42145610729618954,False,Nkx31
Hsf1_626,0.023174129318535373,-0.1745340150810943,0.1977081443996297,,-0.11353560594477739,0.05427324741586199,0.5669270811769012,0.2464727969783713,False,Hsf1
Tcf12_59,1.029330555357134,0.8323915386193894,0.1969390167377445,0.3104257215874363,0.9492443455241909,0.5666914440311605,0.9175792800081275,0.03735640186325522,False,Tcf12
Pit1_623,0.4062172360040819,0.21469980328750887,0.191517432716573,0.9255226358903043,0.39007168831080363,0.020299778126073312,0.406918279709015,0.39049280019724497,False,Pit1
Hic1_198,0.12711107880796782,-0.06213747331466831,0.18924855212263614,,0.04612334122472712,0.01815874977974879,0.38133374537472464,0.41869476099550873,False,Hic1
Zfp238_227,0.4378139261186655,0.2486034092130948,0.1892105169055707,0.8225201675790125,0.4256834450646465,0.18052175915406377,0.7429070857855031,0.1290654993671902,False,Zfp238
Figla_54,0.7444401220193697,0.5553891260960906,0.18905099592327912,0.4278526501204657,0.722391373176992,0.1226594380209963,0.6575736265274565,0.1820556134778638,False,Figla
Ferd3l_82,0.31782745817489727,0.1302481712710034,0.18757928690389386,1.2891963975857441,0.29164812851305416,0.09165670411601995,0.6060414599814932,0.21749766424086187,False,Ferd3l
Spz1_775,0.24191819951680782,0.05530064079938281,0.18661755871742502,2.109607229925768,0.1998882989449197,0.03182985215542848,0.5092629668771451,0.29305790416089206,False,Spz1
Nr3c2_681,-0.019983705644794455,-0.2043012261414046,0.18431752049661015,-3.79173754272993,-0.1715998950312155,0.0920743261196373,0.6060414599814932,0.21749766424086187,False,Nr3c2
Creb3_870,-0.7292056766279537,-0.9098086262217784,0.18060294959382472,-0.3267386243530606,-2.469986418603622,0.04715677887840995,0.5470153513485634,0.2620004855268634,False,Creb3
Creb3l3_116,-0.7292056766279537,-0.9098086262217784,0.18060294959382472,-0.3267386243530606,-2.469986418603622,0.04715677887840995,0.5470153513485634,0.2620004855268634,False,Creb3l3
Ascl1_780,0.5784913895318103,0.39963340940238656,0.17885798012942378,0.5397623022620631,0.5744042116201378,0.27687979761427495,0.807082075229515,0.09308229798327082,False,Ascl1
Ascl2_23,0.5784913895318103,0.39963340940238656,0.17885798012942378,0.5397623022620631,0.5744042116201378,0.27687979761427495,0.807082075229515,0.09308229798327082,False,Ascl2
Mafk_102,0.03386183723500816,-0.14436720700871897,0.17822904424372712,,-0.08199958140578326,0.03316564071049102,0.5092629668771451,0.29305790416089206,False,Mafk
Hivep3_803,-0.6431305830240688,-0.8205151249553081,0.17738454193123931,-0.3600084928590043,-1.898741798519147,0.08177793319751861,0.5869635884442777,0.23138883883449446,False,Hivep3
Hivep1_157,-0.6431305830240688,-0.8205151249553081,0.17738454193123931,-0.3600084928590043,-1.898741798519147,0.08177793319751861,0.5869635884442777,0.23138883883449446,False,Hivep1
Hivep2_797,-0.6431305830240688,-0.8205151249553081,0.17738454193123931,-0.3600084928590043,-1.898741798519147,0.08177793319751861,0.5869635884442777,0.23138883883449446,False,Hivep2
Msc_43,0.30541172884903584,0.1307443336948468,0.17466739515418903,1.2272808590526583,0.28460655666226176,0.1898643723936272,0.7611835293235417,0.11851061765418297,False,Msc
Mesp2_57,1.0275765197387758,0.8550592537280707,0.17251726601070516,0.2693075667916483,0.9570363756833725,0.6240242208164909,0.9272409367279232,0.03280740296919602,False,Mesp2
Mesp1_58,1.0275765197387758,0.8550592537280707,0.17251726601070516,0.2693075667916483,0.9570363756833725,0.6240242208164909,0.9272409367279232,0.03280740296919602,False,Mesp1
Hsf4_627,-0.036667917818096724,-0.20438510249103214,0.16771718467293542,-2.693256975290878,-0.18528800399506876,0.114578537879976,0.648390632830475,0.188163267943543,False,Hsf4
Gfi1b_172,0.29542006268510723,0.12773960076593854,0.1676804619191687,1.2131684286095776,0.2768894679671631,0.15143125495929458,0.7029598256531464,0.15306949431973182,False,Gfi1b
Tcfap2c_3,0.19042563101704263,0.026770180490529823,0.1636554505265128,2.7667491408317346,0.14873618735282296,0.015762407000829277,0.3779824453412657,0.4225283696560436,False,Tcfap2c
Plagl1_152,0.585806726466587,0.42272902093026965,0.1630777055363174,0.47706226758224707,0.589061498960147,0.07134074388933602,0.5869635884442777,0.23138883883449446,False,Plagl1
Ar_687,-0.16996540403008542,-0.3315983695637719,0.1616329655336865,-1.0018406613318416,-0.4165423160854221,0.08147424246267262,0.5869635884442777,0.23138883883449446,False,Ar
Tfdp1_256,0.4852074544839332,0.32443096536300325,0.16077648912092996,0.5877216715823009,0.4903844779698477,0.04754393093962421,0.5470153513485634,0.2620004855268634,False,Tfdp1
Tfdp2_255,0.4852074544839332,0.32443096536300325,0.16077648912092996,0.5877216715823009,0.4903844779698477,0.04754393093962421,0.5470153513485634,0.2620004855268634,False,Tfdp2
E2f2_259,0.3435169389082367,0.18634002696346955,0.15717691194476716,0.8894461812750268,0.33905581952000435,0.10174538065703582,0.6188925913069351,0.20838471616608828,False,E2f2
Tcfap2e_4,0.1053351796279739,-0.05094089740310017,0.15627607703107407,,0.038713092280165284,0.08620612586380126,0.5891953022280559,0.22974072453233618,False,Tcfap2e
Pbx1_554,-0.0288362943523826,-0.18468693028441993,0.15585063593203732,-2.9611015648850803,-0.16288284134473416,0.1289798609855442,0.6575736265274565,0.1820556134778638,False,Pbx1
Zfp202_169,0.4989617547523425,0.3438922786655072,0.1550694760868353,0.5440684049842182,0.5073400256174909,0.21325197513431315,0.7936212745504818,0.10038669859576552,False,Zfp202
Insm1_230,0.3821622138304134,0.2271075165304628,0.15505469729995058,0.758315066430356,0.38364608886212315,0.07445614342827218,0.5869635884442777,0.23138883883449446,False,Insm1
Atoh8_67,1.0167775144984124,0.8618693405034378,0.15490817399497459,0.2427273450896965,0.9555534266219498,0.2251160129255474,0.7973988891579631,0.09832437368102709,False,Atoh8
Zfp110_219,-0.11729823476434238,-0.26982994684546907,0.1525317120811267,-1.2588250425764107,-0.3103682139063637,0.07922562519945736,0.5869635884442777,0.23138883883449446,False,Zfp110
Zfp369_158,-0.11729823476434238,-0.26982994684546907,0.1525317120811267,-1.2588250425764107,-0.3103682139063637,0.07922562519945736,0.5869635884442777,0.23138883883449446,False,Zfp369
Zic5_195,0.45158489282826225,0.2999413859865364,0.15164350684172584,0.5978032743422125,0.46023210738242815,0.08323302765337486,0.5869635884442777,0.23138883883449446,False,Zic5
Rxrg_661,-0.21065929026078864,-0.3601078175829624,0.14944852732217376,-0.8027802324705046,-0.4847589786099544,0.1583453950404724,0.7167868497296657,0.14460997089926497,False,Rxrg
Id3_22,0.9489723528616755,0.7996762699132265,0.14929608294844898,0.251496719716024,0.9063706018495886,0.7080754882202124,0.9373033539319485,0.028119828944573978,False,Id3
Id4_35,0.9489723528616755,0.7996762699132265,0.14929608294844898,0.251496719716024,0.9063706018495886,0.7080754882202124,0.9373033539319485,0.028119828944573978,False,Id4
Hes2_51,0.11729944102396235,-0.028873363189866684,0.14617280421382903,,0.062416078607439356,0.12244950442462964,0.6575736265274565,0.1820556134778638,False,Hes2
Tcf21_79,0.5707978702974756,0.4253548627905878,0.14544300750688782,0.43107055814946293,0.5831111690744938,0.1629987903732123,0.7242342327700726,0.14012095100233832,False,Tcf21
Fezf1_177,0.20196151306015045,0.05691562887263547,0.145045884187515,1.815261255920965,0.17560580612526405,0.05330396625233005,0.5669270811769012,0.2464727969783713,False,Fezf1
Fezf2_159,0.20196151306015045,0.05691562887263547,0.145045884187515,1.815261255920965,0.17560580612526405,0.05330396625233005,0.5669270811769012,0.2464727969783713,False,Fezf2
NP_603,0.27829245183120727,0.13412133186252675,0.1441711199686805,1.059314287907565,0.2704773833920673,0.08684284499960007,0.5891953022280559,0.22974072453233618,False,NP
Nr1i2_672,-0.15739142816527468,-0.29944916187323506,0.14205773370796038,-0.9684286273734929,-0.3741128985048858,0.0831559243335822,0.5869635884442777,0.23138883883449446,False,Nr1i2
Hoxd13_408,0.3318371148241167,0.19044959571337727,0.14138751911073943,0.8091814780484996,0.3347322773951362,0.09949951193858605,0.616006828266686,0.21041447377371275,False,Hoxd13
Snai2_799,1.0037656411080824,0.8626344359155477,0.14113120519253475,0.22296697346311833,0.9509909286186046,0.9278288429576813,0.9765199549239301,0.010318877593943373,False,Snai2
Zbtb12_210,0.1567091248732562,0.01654153228576805,0.14016759258748815,3.127922378969723,0.11985458086306057,0.1106498579388583,0.6337219136498249,0.19810127502301622,False,Zbtb12
Hoxa13_506,0.36616207904465664,0.226147921710246,0.14001415733441064,0.703541904905671,0.3742382528712134,0.11487755860174627,0.648390632830475,0.188163267943543,False,Hoxa13
Zscan10_164,-0.12886633619931126,-0.26714003555892657,0.1382736993596153,-1.1023604028839205,-0.318331589206088,0.31992520070774344,0.8431290166273335,0.07410596402042476,False,Zscan10
Sox30_736,0.0412168672042861,-0.09657964419437266,0.13779651139865876,,-0.04049895809450796,0.06703009685789874,0.5869635884442777,0.23138883883449446,False,Sox30
E2f5_262,0.40577741884432345,0.2700462798459973,0.13573113899832617,0.5958259325733597,0.4199830646325478,0.1252006281416301,0.6575736265274565,0.1820556134778638,False,E2f5
Foxo6_321,0.23104236132039885,0.09536214433145021,0.13568021698894864,1.2799113379708627,0.21810196850498154,0.14751569069263384,0.7029598256531464,0.15306949431973182,False,Foxo6
Zfp263_876,-0.12127002108369749,-0.2558628405744652,0.13459281949076768,-1.1312473775186838,-0.30145510652284585,0.021623082479129713,0.4238124165909424,0.37282632375090347,False,Zfp263
NP_599,0.29084494728133387,0.15693704760325397,0.1339078996780799,0.89821988986075,0.29147507400107575,0.26966955230779255,0.807082075229515,0.09308229798327082,False,NP
Zscan4f_233,0.23194762943335923,0.09878047749733865,0.13316715193602058,1.2356416462631734,0.22078071546571285,0.16922832101791274,0.7245600929019371,0.1399255895807483,False,Zscan4f
Zscan4ps2_232,0.23194762943335923,0.09878047749733865,0.13316715193602058,1.2356416462631734,0.22078071546571285,0.16922832101791274,0.7245600929019371,0.1399255895807483,False,Zscan4ps2
Zscan4c_215,0.23194762943335923,0.09878047749733865,0.13316715193602058,1.2356416462631734,0.22078071546571285,0.16922832101791274,0.7245600929019371,0.1399255895807483,False,Zscan4c
Zfp281_193,0.2818139134496901,0.14875262448004772,0.13306128896964237,0.929823690412561,0.2812926291387602,0.11597922315638727,0.648390632830475,0.188163267943543,False,Zfp281
Zfp711_168,0.2661097965984315,0.1330594029401905,0.13305039365824098,1.0072844657145335,0.26253490616302283,0.1666888313518421,0.7242342327700726,0.14012095100233832,False,Zfp711
Tcf4_88,0.9396910860124948,0.8124088359466042,0.12728225006589067,0.21466405454089538,0.9076982486942633,0.806899801939423,0.9463904591895892,0.023929646594623287,False,Tcf4
Nkx32_548,0.2808774141066197,0.15550784615895796,0.12536956794766174,0.86187093691961,0.2847422814903585,0.07243597182991354,0.5869635884442777,0.23138883883449446,False,Nkx32
Foxk1_324,0.2092697393580151,0.08677185326831541,0.12249788608969969,1.2737856273096424,0.19914877656597174,0.4191919187467711,0.8525483470384693,0.0692809832953959,False,Foxk1
Foxo3_319,0.2092697393580151,0.08677185326831541,0.12249788608969969,1.2737856273096424,0.19914877656597174,0.4191919187467711,0.8525483470384693,0.0692809832953959,False,Foxo3
Foxp3_311,0.2092697393580151,0.08677185326831541,0.12249788608969969,1.2737856273096424,0.19914877656597174,0.4191919187467711,0.8525483470384693,0.0692809832953959,False,Foxp3
Foxk2_310,0.2092697393580151,0.08677185326831541,0.12249788608969969,1.2737856273096424,0.19914877656597174,0.4191919187467711,0.8525483470384693,0.0692809832953959,False,Foxk2
Foxj2_298,0.2092697393580151,0.08677185326831541,0.12249788608969969,1.2737856273096424,0.19914877656597174,0.4191919187467711,0.8525483470384693,0.0692809832953959,False,Foxj2
Foxp4_300,0.2092697393580151,0.08677185326831541,0.12249788608969969,1.2737856273096424,0.19914877656597174,0.4191919187467711,0.8525483470384693,0.0692809832953959,False,Foxp4
Foxp2_301,0.2092697393580151,0.08677185326831541,0.12249788608969969,1.2737856273096424,0.19914877656597174,0.4191919187467711,0.8525483470384693,0.0692809832953959,False,Foxp2
Meis1_425,0.11922283703417794,-0.0026385029185055416,0.12186133995268347,,0.08173797317630564,0.32013610775360535,0.8431290166273335,0.07410596402042476,False,Meis1
Zscan4_140,0.43419784562048985,0.31243134618735435,0.1217664994331355,0.4833616292036637,0.4576621527692035,0.3512307970778913,0.8525483470384693,0.0692809832953959,False,Zscan4
Plag1_144,0.34408213179326236,0.2242369030161139,0.11984522877714845,0.6272867625424878,0.360824424169316,0.12659413932913344,0.6575736265274565,0.1820556134778638,False,Plag1
Rfx1_708,0.4274744366719795,0.3078409251058344,0.1196335115661451,0.48234204775348016,0.45170717475257754,0.2728791080340225,0.807082075229515,0.09308229798327082,False,Rfx1
Sp140_717,0.23507803150576964,0.11580959428842877,0.11926843721734087,1.0293061439281852,0.23320557872545486,0.10057254339047933,0.616006828266686,0.21041447377371275,False,Sp140
IRC900814_720,0.23507803150576964,0.11580959428842877,0.11926843721734087,1.0293061439281852,0.23320557872545486,0.10057254339047933,0.616006828266686,0.21041447377371275,False,IRC900814
Foxo4_313,0.10836913322335079,-0.00987050539458568,0.11823963861793647,,0.06935751987129306,0.31489069947349624,0.8431290166273335,0.07410596402042476,False,Foxo4
Nr2e1_667,0.08847914391222836,-0.029444859902190486,0.11792400381441884,,0.041967851805758176,0.15242240752607528,0.7038563530785257,0.15251596504943796,False,Nr2e1
Rxrb_686,-0.25374343184557135,-0.37159331925677236,0.117849887411201,-0.5734646707218604,-0.5409217549243481,0.24247166538955978,0.8058906516798218,0.09372388200848462,False,Rxrb
Foxq1_309,0.27065900170188645,0.1534112856822998,0.11724771601958664,0.8287617397039156,0.2774315312326724,0.29687864790584384,0.8295562112721534,0.08115418056402865,False,Foxq1
Bhlhe40_55,-0.038037053144869944,-0.15442517496749966,0.11638812182262973,-2.2224731850178134,-0.14597420469326358,0.14415347203261517,0.6947724717637518,0.15815739747586488,False,Bhlhe40
Klf1_214,-0.33006427973093105,-0.4464444040315436,0.11638012430061256,-0.4529491825307547,-0.7089961381131569,0.13240066325233266,0.6672993427917566,0.1756793028759695,False,Klf1
Gm4881_293,0.7443874230057427,0.6288648789887011,0.11552254401704154,0.2491050715203401,0.7541402285912533,0.21629552303790356,0.7947345870320672,0.09977788597604764,False,Gm4881
Dmrta2_879,0.15588665241912558,0.042380845756815125,0.11350580666231046,1.8614063688222175,0.1363669526249582,0.221491953943185,0.7953046918393164,0.0994664554525445,False,Dmrta2
Nr6a1_689,-0.09246530587681757,-0.2052895282733773,0.11282422239655972,-1.222974122692549,-0.23256116386701867,0.28754650032049833,0.8212299027707884,0.0855352454048203,False,Nr6a1
Tcfap2b_2,0.12989872172511008,0.019016879610995255,0.11088184211411482,2.686275550694949,0.10360882202818171,0.2006235969989354,0.7727074783976464,0.11198488455694519,False,Tcfap2b
Prdm4_186,0.25766303378956995,0.1471896746393816,0.11047335915018835,0.818131101290156,0.2659485350238209,0.24615869737780394,0.8058906516798218,0.09372388200848462,False,Prdm4
Irf6_634,0.1869723950617414,0.07658992948153344,0.11038246558020796,1.2913080103452341,0.1785950300545575,0.2069458080020592,0.7767072453524094,0.10974264360059038,False,Irf6
Gli3_155,0.21433906983810375,0.10397537382684441,0.11036369601125934,1.0519070287071508,0.213076258988733,0.3625401661225014,0.8525483470384693,0.0692809832953959,False,Gli3
Hnf1b_426,0.3261647745860193,0.216073622894832,0.11009115169118727,0.6043725292889074,0.3460993248891728,0.2525703982723536,0.8058906516798218,0.09372388200848462,False,Hnf1b
Hbp1_727,0.01654266049611083,-0.09328251448393056,0.10982517498004139,,-0.056446080807547414,0.2590975758740447,0.807082075229515,0.09308229798327082,False,Hbp1
Maz_807,0.08942786036608488,-0.02005919177463354,0.10948705214071842,,0.04919069158147077,0.07922562519945736,0.5869635884442777,0.23138883883449446,False,Maz
Meis2_461,-0.014635724146537544,-0.12102831744749243,0.10639259330095488,-3.684245424146774,-0.10133813901382077,0.5322970321582423,0.8976787425689671,0.046879058980869276,False,Meis2
Tbx19_766,-0.13077129830055215,-0.23653101291914339,0.10575971461859124,-0.9032994118577534,-0.2927423145953093,0.37524070929012965,0.8525483470384693,0.0692809832953959,False,Tbx19
Nfil3_137,0.16837646034613699,0.0634025493037305,0.10497391104240648,1.4096174873845146,0.1581941788398013,0.44045808660664365,0.8563949293855435,0.06732591277694258,False,Nfil3
Ptf1a_47,-0.029189845061865526,-0.13296679040740716,0.10377694534554163,-2.4593493889862583,-0.12198618595425574,0.2905030948576939,0.8212299027707884,0.0855352454048203,False,Ptf1a
Foxg1_299,0.20061044354031432,0.09698606228162107,0.10362438125869325,1.057254497111441,0.20012546022886007,0.343448758754754,0.8525483470384693,0.0692809832953959,False,Foxg1
Six5_837,0.0960849562791871,-0.006032958648388572,0.10211791492757567,,0.0635388350290896,0.43076198149639566,0.853967223847324,0.06855879766627505,False,Six5
E2f3_258,0.2588619152286014,0.1568245930807854,0.10203732214781602,0.7344050480649035,0.2724332434657154,0.30294010061507304,0.8353432716623386,0.0781350210993155,False,E2f3
Zic2_225,0.26710131482829313,0.16745219880922543,0.0996491160190677,0.6852595874379578,0.28365721266740496,0.3454392575515862,0.8525483470384693,0.0692809832953959,False,Zic2
Zbtb3_235,0.1421042220669129,0.04312807801738968,0.09897614404952321,1.7084276185167202,0.127786652890925,0.27687979761427495,0.807082075229515,0.09308229798327082,False,Zbtb3
Meis3_525,0.018586059845279543,-0.07841146855767803,0.09699752840295757,,-0.043813517354936445,0.5297394177350742,0.8967949451868241,0.04730684832081765,False,Meis3
Nhlh2_84,0.14202682995253593,0.046109593705720306,0.09591723624681563,1.615371069616722,0.1297026885873272,0.36689686302297464,0.8525483470384693,0.0692809832953959,False,Nhlh2
Sox13_749,0.10836451449037081,0.01286648852624258,0.09549802596412824,2.935614772389228,0.08490173956690335,0.38322773889585593,0.8525483470384693,0.0692809832953959,False,Sox13
Hoxc13_403,0.3543026819916936,0.25881714365406405,0.09548553833762957,0.46367133239072905,0.3857732815279266,0.3043661971599899,0.8353432716623386,0.0781350210993155,False,Hoxc13
Mecp2_642,-0.04891831944260322,-0.14408571719477808,0.09516739775217486,-1.7062827741561633,-0.14640671662163607,0.3209806448396869,0.8431290166273335,0.07410596402042476,False,Mecp2
Bcl6b_141,0.17916301975396637,0.08417058301163871,0.09499243674232766,1.098661238433282,0.1784492454904913,0.4652382354547592,0.8584521415713339,0.06628391160480061,False,Bcl6b
Foxj3_303,0.12236848799741123,0.02755057188979448,0.09481791610761675,2.112006971978052,0.10428234628105043,0.40609045140847866,0.8525483470384693,0.0692809832953959,False,Foxj3
Foxl2_832,0.12236848799741123,0.02755057188979448,0.09481791610761675,2.112006971978052,0.10428234628105043,0.40609045140847866,0.8525483470384693,0.0692809832953959,False,Foxl2
Foxn2_830,0.12236848799741123,0.02755057188979448,0.09481791610761675,2.112006971978052,0.10428234628105043,0.40609045140847866,0.8525483470384693,0.0692809832953959,False,Foxn2
ENSMUSG00000090020_834,0.12236848799741123,0.02755057188979448,0.09481791610761675,2.112006971978052,0.10428234628105043,0.40609045140847866,0.8525483470384693,0.0692809832953959,False,ENSMUSG00000090020
Nr4a1_847,-0.4290489814564721,-0.5235801983582729,0.09453121690180077,-0.29993914294472873,-0.9332276831117858,0.508671639814992,0.8859081213347184,0.05261131701411093,False,Nr4a1
Tcfap4_20,0.2414584997593384,0.14717382352784814,0.09428467623149026,0.7265516644289983,0.25618480013444894,0.3775790902998942,0.8525483470384693,0.0692809832953959,False,Tcfap4
NP_590,-0.046432822470656505,-0.13913079168320086,0.09269796921254436,-1.739870762921915,-0.14047852319549023,0.25042035811952534,0.8058906516798218,0.09372388200848462,False,NP
Hmx3_520,-0.046432822470656505,-0.13913079168320086,0.09269796921254436,-1.739870762921915,-0.14047852319549023,0.25042035811952534,0.8058906516798218,0.09372388200848462,False,Hmx3
Sohlh2_48,0.2821163128419911,0.1898059816402409,0.09231033120175022,0.5838773947529037,0.3056333924626979,0.23402010995942768,0.8058906516798218,0.09372388200848462,False,Sohlh2
Tgif1_542,0.08392450654895786,-0.007272209331577515,0.09119671588053538,,0.05425967979700583,0.3297209838824181,0.8525483470384693,0.0692809832953959,False,Tgif1
Gm4881_297,0.3985886991351951,0.30868030822625775,0.08990839090893737,0.378799653591978,0.4368382478425566,0.27687979761427495,0.807082075229515,0.09308229798327082,False,Gm4881
Rhox11_552,0.002833233745064194,-0.08695476114128317,0.08978799488634737,,-0.06199394859834012,0.24107734972960104,0.8058906516798218,0.09372388200848462,False,Rhox11
Gm4881_295,0.7195309015898798,0.629784922322205,0.0897459792676748,0.19836290196579748,0.7438664214638278,0.3211920063342223,0.8431290166273335,0.07410596402042476,False,Gm4881
Pknox1_414,0.18958172542760549,0.10102887361735456,0.08855285181025092,0.9201151643779332,0.1957322231229113,0.4737565030903713,0.8657726313144386,0.0625961471634081,False,Pknox1
Elf2_286,0.39668244604557235,0.308403716676651,0.08827872936892134,0.3732606396220727,0.4356745476758713,0.44768196908503444,0.8565195156898057,0.06726273724040281,False,Elf2
X9430076C15Rik_128,-0.8822922494616758,-0.9705071500856333,0.08821490062395743,-0.14332420218615607,-3.7641445385172148,0.36574721163450274,0.8525483470384693,0.0692809832953959,False,X9430076C15Rik
Gsx1_556,0.2237753132716932,0.13692340592545502,0.08685190734623818,0.7220130339566988,0.23921393142034397,0.2419481338572561,0.8058906516798218,0.09372388200848462,False,Gsx1
Nr2f1_690,-0.30342487967358234,-0.38761999352417714,0.0841951138505948,-0.3716325690993001,-0.6115843598975442,0.4325387436936585,0.853967223847324,0.06855879766627505,False,Nr2f1
Pdx1_472,0.02637818439905126,-0.057746910969715674,0.08412509536876693,,-0.022807081655478074,0.454972716953312,0.857589256432815,0.06672066830099088,False,Pdx1
Tcfap2a_1,0.10959023013044066,0.02633219397862477,0.08325803615181589,2.0207002378635344,0.0948592498412276,0.26443987526251367,0.807082075229515,0.09308229798327082,False,Tcfap2a
Tead4_868,-0.19553521088291728,-0.2780242939700972,0.08248908308717992,-0.5375900387384392,-0.38982864958378005,0.25292998528333954,0.8058906516798218,0.09372388200848462,False,Tead4
NP_600,0.15221818507867807,0.06992177950418292,0.08229640557449515,1.1317168311648143,0.15194968974687817,0.3865465592159134,0.8525483470384693,0.0692809832953959,False,NP
Hoxd11_532,-0.026160167836253287,-0.10774922290434807,0.08158905506809479,-2.347114054969226,-0.0999809611010535,0.21229730754552945,0.7934162087082922,0.10049893156458306,False,Hoxd11
Hmbox1_438,0.29524702451763996,0.21371136921483627,0.08153565530280368,0.4788549430855743,0.32708854661255987,0.42974859286873146,0.853967223847324,0.06855879766627505,False,Hmbox1
E2f6_264,0.16059529735802272,0.08068640561163043,0.07990889174639229,1.0052146962081647,0.164323990185058,0.20292004619856896,0.772800903921908,0.11193237861110973,False,E2f6
Gm5294_345,0.11624134450145061,0.03725718076432449,0.07898416373712612,1.6313246004871582,0.10668233561019577,0.46285790443483144,0.8584521415713339,0.06628391160480061,False,Gm5294
Foxl1_371,0.11624134450145061,0.03725718076432449,0.07898416373712612,1.6313246004871582,0.10668233561019577,0.46285790443483144,0.8584521415713339,0.06628391160480061,False,Foxl1
Phf21a_15,0.5041625648406952,0.4259923375038728,0.07817022733682244,0.25160734852236416,0.5509769345919551,0.21645657155115428,0.7947345870320672,0.09977788597604764,False,Phf21a
Gsc_429,0.4275638334714532,0.3497056730284635,0.07785816044298971,0.29979908533803445,0.47366718321543766,0.4294954622622529,0.853967223847324,0.06855879766627505,False,Gsc
