,pDC/Ccr7DC,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Gm5294_339,0.02842631208718773,-0.04874088731040693,0.07716719939759467,,-0.01472879806393444,0.2738280476447411,0.807082075229515,0.09308229798327082,False,Gm5294
Foxl1_363,0.02842631208718773,-0.04874088731040693,0.07716719939759467,,-0.01472879806393444,0.2738280476447411,0.807082075229515,0.09308229798327082,False,Foxl1
Gm239_651,-0.06699091634078123,-0.14131831518798812,0.07432739884720689,-1.1770414279343915,-0.15867833877066012,0.3620834586245799,0.8525483470384693,0.0692809832953959,False,Gm239
Tgif2_566,0.12325456124580765,0.04959816914898874,0.0736563920968189,1.3178455307891632,0.11959039618092117,0.5963943157680772,0.9272409367279232,0.03280740296919602,False,Tgif2
Dmrt3_252,0.011054978300920172,-0.062466539526003305,0.07352151782692348,,-0.03757058874629975,0.1424945457291922,0.6905504908414699,0.1608045617020497,False,Dmrt3
Rorc_678,-0.10057544332491318,-0.1728415819800781,0.07226613865516492,-0.8436393342776246,-0.2120803322989593,0.3818107464034701,0.8525483470384693,0.0692809832953959,False,Rorc
Zfp148_800,0.13673266438401283,0.06469860334775195,0.07203406103626088,1.0912695545837425,0.13844180168998693,0.30702647026649854,0.8353432716623386,0.0781350210993155,False,Zfp148
Tbp_772,0.28615450330620734,0.2143565039857139,0.07179799932049344,0.43023805471847576,0.3222229558275359,0.4257089118078481,0.853433497587452,0.06883031491954704,False,Tbp
Tbpl2_773,0.28615450330620734,0.2143565039857139,0.07179799932049344,0.43023805471847576,0.3222229558275359,0.4257089118078481,0.853433497587452,0.06883031491954704,False,Tbpl2
IRC900814_721,0.11067751492938187,0.039605365574070336,0.07107214935531153,1.4799529953853776,0.10452646607233486,0.5454661813819057,0.9043255112384228,0.04367521743504573,False,IRC900814
Ahr_28,0.031439060150251205,-0.038791147976222545,0.07023020812647375,,-0.00531318206288601,0.2905030948576939,0.8212299027707884,0.0855352454048203,False,Ahr
Ahrr_36,0.031439060150251205,-0.038791147976222545,0.07023020812647375,,-0.00531318206288601,0.2905030948576939,0.8212299027707884,0.0855352454048203,False,Ahrr
Zfp143_224,0.35769029694339205,0.28755882588748033,0.07013147105591172,0.3263779082747504,0.4034035980852603,0.39371714438925953,0.8525483470384693,0.0692809832953959,False,Zfp143
Arntl_89,-0.15330694204074932,-0.22324338764084697,0.06993644560009765,-0.580713847389184,-0.30093734066553324,0.41694978030325824,0.8525483470384693,0.0692809832953959,False,Arntl
Snai1_197,0.15902384467622305,0.08933669117358523,0.06968715350263782,0.8479455238020379,0.16887339747012217,0.668834600902681,0.9373033539319485,0.028119828944573978,False,Snai1
Snai3_147,0.15902384467622305,0.08933669117358523,0.06968715350263782,0.8479455238020379,0.16887339747012217,0.668834600902681,0.9373033539319485,0.028119828944573978,False,Snai3
Prkrir_774,0.1239242803289188,0.05504869092706251,0.0688755894018563,1.1804635551129319,0.12364830087015517,0.28383072111584307,0.8154354919354188,0.08861038974889462,False,Prkrir
Neurog2_49,0.10031890151769528,0.03200272238714838,0.0683161791305469,1.6361883189514488,0.09242506015018524,0.3775790902998942,0.8525483470384693,0.0692809832953959,False,Neurog2
Neurog3_75,0.10031890151769528,0.03200272238714838,0.0683161791305469,1.6361883189514488,0.09242506015018524,0.3775790902998942,0.8525483470384693,0.0692809832953959,False,Neurog3
Sox4_751,0.3843442360618945,0.31604434909133694,0.06829988697055756,0.2932121651448029,0.4331670256226966,0.6952227727919519,0.9373033539319485,0.028119828944573978,False,Sox4
Emx1_491,0.049302221911172756,-0.018623447327837214,0.06792566923900997,,0.02196204319495046,0.7540260406534942,0.9373033539319485,0.028119828944573978,False,Emx1
Foxd4_833,0.19816730275368993,0.13124870206931558,0.06691860068437436,0.6112167114305865,0.21996831000848452,0.5877077123039527,0.9272409367279232,0.03280740296919602,False,Foxd4
Rfx8_711,0.2542127973014658,0.1874716244091806,0.06674117289228518,0.4542482325477072,0.287876749607218,0.33773967937576577,0.8525483470384693,0.0692809832953959,False,Rfx8
Rfx2_707,0.2542127973014658,0.1874716244091806,0.06674117289228518,0.4542482325477072,0.287876749607218,0.33773967937576577,0.8525483470384693,0.0692809832953959,False,Rfx2
Pou5f1_618,0.03318886041116923,-0.03332913824059649,0.06651799865176572,,-0.00010119261324221679,0.4154589581575332,0.8525483470384693,0.0692809832953959,False,Pou5f1
Pit1_621,0.37515819054036514,0.30883321101524935,0.06632497952511579,0.2918867315593093,0.4243800497225433,0.32013610775360535,0.8431290166273335,0.07410596402042476,False,Pit1
Irf3_630,0.20602026983221214,0.14090062199817732,0.06511964783403482,0.5649400722767463,0.23076921344717005,0.41125209818862996,0.8525483470384693,0.0692809832953959,False,Irf3
Foxl1_374,0.0747037156863977,0.010142250500314188,0.06456146518608352,2.7214072089311743,0.05994079756557781,0.3388328175329395,0.8525483470384693,0.0692809832953959,False,Foxl1
NP_596,0.24381445410669514,0.17971656932237057,0.06409788478432457,0.45556082157710415,0.2771105504476987,0.7639226297064954,0.9373033539319485,0.028119828944573978,False,NP
Zic4_187,0.20414237542252625,0.14050893358719022,0.06363344183533604,0.556026786025813,0.22937338450304534,0.35482522400734395,0.8525483470384693,0.0692809832953959,False,Zic4
Hnf1a_470,0.14470342950552223,0.08161689197210294,0.06308653753341929,0.8438632318127375,0.15466118161089712,0.4812797815198194,0.8698540313534442,0.060553619446205784,False,Hnf1a
Zfa_208,0.23843594754007974,0.17611107227956121,0.062324875260518525,0.4529936558496786,0.27175255818860444,0.38133913074020254,0.8525483470384693,0.0692809832953959,False,Zfa
Zfy1_213,0.23843594754007974,0.17611107227956121,0.062324875260518525,0.4529936558496786,0.27175255818860444,0.38133913074020254,0.8525483470384693,0.0692809832953959,False,Zfy1
Scrt2_221,0.22175429285566245,0.16166004338768108,0.060094249467981364,0.47282018028451595,0.2530297735519818,0.2974811173582107,0.8295562112721534,0.08115418056402865,False,Scrt2
Mlx_27,-0.15419268148666115,-0.21303463426875108,0.058841952782089924,-0.5039468709177293,-0.29267604813316433,0.5223860070777162,0.8894680661053005,0.05086963944426036,False,Mlx
Hoxb6_394,-0.09539282769958375,-0.15420906507170326,0.05881623737211951,-0.7577931697977345,-0.1923169167964414,0.6039293633597833,0.9272409367279232,0.03280740296919602,False,Hoxb6
Lin54_246,0.5491168173429688,0.4903606736576022,0.05875614368536658,0.17145413373148993,0.6038233348753278,0.6151589822461078,0.9272409367279232,0.03280740296919602,False,Lin54
Etv3_267,0.5159730198356662,0.45819799960718777,0.05777502022847847,0.17999575540696897,0.5724876069761817,0.5506629775471157,0.9078219555075814,0.04199931813372258,False,Etv3
Scrt1_205,0.3440427905209222,0.28675512519507435,0.057287665325847836,0.2751120605606609,0.39550043239144417,0.39107862871617693,0.8525483470384693,0.0692809832953959,False,Scrt1
Meox2_504,0.19894848206925791,0.14193598811386077,0.05701249395539715,0.5054371548287604,0.2270537347887701,0.6304781348904495,0.9272409367279232,0.03280740296919602,False,Meox2
Pparg_653,-0.05892993139087849,-0.1154377027556179,0.05650777136473942,-1.082845099014357,-0.13160372611219634,0.6875526919530667,0.9373033539319485,0.028119828944573978,False,Pparg
Hoxc12_550,0.33566885393741586,0.2796959578304159,0.05597289610699996,0.27582408730190805,0.38701219902269957,0.7155039130020828,0.9373033539319485,0.028119828944573978,False,Hoxc12
NP_605,0.33566885393741586,0.2796959578304159,0.05597289610699996,0.27582408730190805,0.38701219902269957,0.7155039130020828,0.9373033539319485,0.028119828944573978,False,NP
Homez_562,0.026292059719179316,-0.029595113886395113,0.05588717360557443,,-0.0023846196078086824,0.4110054258228496,0.8525483470384693,0.0692809832953959,False,Homez
Patz1_153,0.15186082785377858,0.09728593186631236,0.05457489598746622,0.6632811034820064,0.16937780189492732,0.6323273295439606,0.9272409367279232,0.03280740296919602,False,Patz1
Esx1_444,0.16834802685983885,0.11392547874104686,0.05442254811879199,0.5836024722389893,0.19047169326101293,0.7599592625172304,0.9373033539319485,0.028119828944573978,False,Esx1
NP_597,0.11351765952175338,0.059615867669890334,0.05390179185186305,0.9483021199787888,0.11977682297698641,0.7798370701151748,0.9373033539319485,0.028119828944573978,False,NP
Dlx6_477,0.06307475948046695,0.00934422716397062,0.053730532316496334,2.593115473337548,0.051315706135632036,0.6837296148312053,0.9373033539319485,0.028119828944573978,False,Dlx6
Sebox_397,0.30046438107706497,0.24682396393368086,0.053640417143384106,0.2976550896222276,0.34896227738657937,0.5148056767959245,0.8859081213347184,0.05261131701411093,False,Sebox
Mlxipl_779,-0.13382932047877577,-0.18731638843305395,0.053487067954278184,-0.5287501521614497,-0.252522976780765,0.45027815534845295,0.857589256432815,0.06672066830099088,False,Mlxipl
Arid3c_10,0.7276381375450276,0.6751583732107178,0.052479764334309786,0.11434841138776941,0.7667208798655714,0.9130341405649453,0.9765199549239301,0.010318877593943373,False,Arid3c
Olig2_72,0.061944935149037296,0.010150172313638368,0.051794762835398925,2.4700858166714506,0.051090223061034404,0.6942622855221149,0.9373033539319485,0.028119828944573978,False,Olig2
Crx_526,0.4051362692031307,0.3549890227734759,0.05014724642965479,0.2015468376899721,0.46473375758700325,0.6597081998843165,0.9373033539319485,0.028119828944573978,False,Crx
Twist1_785,-0.11786554533632687,-0.16571573386386912,0.04785018852754225,-0.5414064662527278,-0.22059845839104902,0.793838554860732,0.9373033539319485,0.028119828944573978,False,Twist1
Pknox2_501,0.04662774157259229,-0.0008796112768766632,0.047507352849468956,5.536553699092891,0.03262853338173452,0.6958633695932206,0.9373033539319485,0.028119828944573978,False,Pknox2
Nkx26_536,0.15345140181522138,0.1063704417291586,0.04708096008606277,0.5514916492846054,0.17620904008902366,0.5081159060138607,0.8859081213347184,0.05261131701411093,False,Nkx26
Nfix_722,0.4262301355000273,0.379562761708764,0.04666737379126329,0.17779614413576725,0.48840852385565675,0.7265343986325192,0.9373033539319485,0.028119828944573978,False,Nfix
Etv2_270,0.7467385563431812,0.700120157000985,0.04661839934219625,0.09923513235458767,0.7852821638820827,0.24020877481590663,0.8058906516798218,0.09372388200848462,False,Etv2
Nhlh1_86,0.07367693294923808,0.027235269376954616,0.046441663572283465,1.4351153840591322,0.07101587266528836,0.8022047450421714,0.9446523165917159,0.024728006061962914,False,Nhlh1
Hif3a_869,-0.321581920257617,-0.36742548108117246,0.04584356082355545,-0.2087144271208923,-0.6093404592953355,0.46232986571534507,0.8584521415713339,0.06628391160480061,False,Hif3a
Nr1i3_658,-0.31124714583028373,-0.3569274027711208,0.04568025694083705,-0.21460156980553913,-0.5865949843345702,0.4649734186355847,0.8584521415713339,0.06628391160480061,False,Nr1i3
Klf10_810,0.11009171558695913,0.0647601973328704,0.045331518254088723,0.7904337099129755,0.12091717026269326,0.45785513292163005,0.8584521415713339,0.06628391160480061,False,Klf10
Otx2_437,0.5086222944088872,0.4633175252433759,0.045304769165511294,0.1435490136330778,0.5714049022936413,0.4750951854378552,0.8657726313144386,0.0625961471634081,False,Otx2
Otx1_411,0.5086222944088872,0.4633175252433759,0.045304769165511294,0.1435490136330778,0.5714049022936413,0.4750951854378552,0.8657726313144386,0.0625961471634081,False,Otx1
E2f7_260,0.5020374668223722,0.45683087734078487,0.04520658948158729,0.14520030576920653,0.5650455047614527,0.472954290190168,0.8657726313144386,0.0625961471634081,False,E2f7
Tcf7_726,0.13013969468911113,0.08510160454502526,0.04503809014408587,0.6376924086187509,0.14746385555135405,0.6326357527237765,0.9272409367279232,0.03280740296919602,False,Tcf7
Tcfec_53,-0.2808275287760682,-0.32527702849486567,0.04444949971879747,-0.23097432788373776,-0.520877652504999,0.5011961972656885,0.882345401174326,0.054361373530617714,False,Tcfec
Rfx5_704,0.19414008214086698,0.1501122829496464,0.044027799191220574,0.3913708744267072,0.22912788813322446,0.5823456355137295,0.9272409367279232,0.03280740296919602,False,Rfx5
Klf6_794,-0.20406570763006623,-0.24767776146893938,0.04361205383887315,-0.30625262941794407,-0.369355468313296,0.35055941964289605,0.8525483470384693,0.0692809832953959,False,Klf6
Klf2_819,-0.20406570763006623,-0.24767776146893938,0.04361205383887315,-0.30625262941794407,-0.369355468313296,0.35055941964289605,0.8525483470384693,0.0692809832953959,False,Klf2
Klf3_804,-0.20406570763006623,-0.24767776146893938,0.04361205383887315,-0.30625262941794407,-0.369355468313296,0.35055941964289605,0.8525483470384693,0.0692809832953959,False,Klf3
Rarb_663,-0.6632794614743108,-0.7068847326263931,0.04360527115208224,-0.0995122090740638,-1.6669523184794857,0.8504681342876659,0.9678971915911508,0.014170770269963653,False,Rarb
Dbx2_541,0.04192008447972063,-0.001503860567199305,0.04342394504691993,6.574841810942447,0.028863477159532153,0.6478258835499169,0.9360590514899311,0.02869675283531915,False,Dbx2
Zfp263_877,-0.10228308386763528,-0.14567776819647185,0.04339468432883657,-0.5681679329541485,-0.1909649888154886,0.7161511499172035,0.9373033539319485,0.028119828944573978,False,Zfp263
Zfp263_163,-0.10228308386763528,-0.14567776819647185,0.04339468432883657,-0.5681679329541485,-0.1909649888154886,0.7161511499172035,0.9373033539319485,0.028119828944573978,False,Zfp263
NP_588,-0.1363087179011137,-0.17931723060255714,0.04300851270144343,-0.43751087892117435,-0.2477874445441646,0.472954290190168,0.8657726313144386,0.0625961471634081,False,NP
Gm5294_344,0.5262054121512532,0.48346625784837616,0.042739154302877,0.13092056735709673,0.5896061096096827,0.7392570645271259,0.9373033539319485,0.028119828944573978,False,Gm5294
Foxl1_370,0.5262054121512532,0.48346625784837616,0.042739154302877,0.13092056735709673,0.5896061096096827,0.7392570645271259,0.9373033539319485,0.028119828944573978,False,Foxl1
Foxi3_323,0.5545039342981575,0.512256237781986,0.04224769651617144,0.12263097410628927,0.6167153488418922,0.517326087881222,0.8859081213347184,0.05261131701411093,False,Foxi3
Foxi1_317,0.5545039342981575,0.512256237781986,0.04224769651617144,0.12263097410628927,0.6167153488418922,0.517326087881222,0.8859081213347184,0.05261131701411093,False,Foxi1
Foxi2_318,0.5545039342981575,0.512256237781986,0.04224769651617144,0.12263097410628927,0.6167153488418922,0.517326087881222,0.8859081213347184,0.05261131701411093,False,Foxi2
Gm5294_340,0.5545039342981575,0.512256237781986,0.04224769651617144,0.12263097410628927,0.6167153488418922,0.517326087881222,0.8859081213347184,0.05261131701411093,False,Gm5294
Foxl1_362,0.5545039342981575,0.512256237781986,0.04224769651617144,0.12263097410628927,0.6167153488418922,0.517326087881222,0.8859081213347184,0.05261131701411093,False,Foxl1
Foxm1_880,0.26176931841188383,0.21974353449302417,0.042025783918859666,0.268734553448809,0.3112199270404939,0.755013913866205,0.9373033539319485,0.028119828944573978,False,Foxm1
Olig1_81,0.09193088958209415,0.05053666325301699,0.04139422632907716,0.8892224828154793,0.09927335522769434,0.7698792660229329,0.9373033539319485,0.028119828944573978,False,Olig1
Ebf1_90,-0.1420937967056804,-0.183125079982428,0.0410312832767476,-0.405788905415392,-0.2560274375315003,0.7728627081533788,0.9373033539319485,0.028119828944573978,False,Ebf1
Myf6_63,0.4895034032218693,0.4487008461241081,0.040802557097761205,0.13490784337878825,0.5549346883640123,0.5028523619450069,0.8834975761663268,0.05379463762188408,False,Myf6
Dnajc21_201,-0.0528427342906597,-0.09307675848187869,0.040234024191218985,-0.9401766076476216,-0.109296110483092,0.5518211213995369,0.9080340094671483,0.04189788512724999,False,Dnajc21
Mzf1_179,-0.17088815931137089,-0.21031998457784168,0.039431825266470794,-0.33186703788459,-0.30508250383538427,0.6027208849535362,0.9272409367279232,0.03280740296919602,False,Mzf1
Hsfy2_628,0.02800714817439093,-0.009627327791350069,0.037634475965741,,0.013197687537211542,0.4639149900380982,0.8584521415713339,0.06628391160480061,False,Hsfy2
Neurod1_784,0.13315309330869887,0.09611536305901282,0.037037730249686054,0.4976416216749121,0.1565703614829954,0.7712048227476119,0.9373033539319485,0.028119828944573978,False,Neurod1
Atoh1_94,0.13315309330869887,0.09611536305901282,0.037037730249686054,0.4976416216749121,0.1565703614829954,0.7712048227476119,0.9373033539319485,0.028119828944573978,False,Atoh1
Neurod6_786,0.13315309330869887,0.09611536305901282,0.037037730249686054,0.4976416216749121,0.1565703614829954,0.7712048227476119,0.9373033539319485,0.028119828944573978,False,Neurod6
Neurod4_787,0.13315309330869887,0.09611536305901282,0.037037730249686054,0.4976416216749121,0.1565703614829954,0.7712048227476119,0.9373033539319485,0.028119828944573978,False,Neurod4
Id1_74,-0.04063251420483585,-0.07688642232008817,0.03625390811525232,-1.086828403852242,-0.08736464759576223,0.7748535391584673,0.9373033539319485,0.028119828944573978,False,Id1
Id2_33,-0.04063251420483585,-0.07688642232008817,0.03625390811525232,-1.086828403852242,-0.08736464759576223,0.7748535391584673,0.9373033539319485,0.028119828944573978,False,Id2
Irx5_484,-0.006869055416483333,-0.04230139583337895,0.035432340416895615,-4.754822706692827,-0.03591227019020951,0.9261071471249708,0.9765199549239301,0.010318877593943373,False,Irx5
Tal1_782,0.24082831927272688,0.20716744090924136,0.033660878363485525,0.2351997895938612,0.29160105935011305,0.8603308062674637,0.9678971915911508,0.014170770269963653,False,Tal1
Lyl1_783,0.24082831927272688,0.20716744090924136,0.033660878363485525,0.2351997895938612,0.29160105935011305,0.8603308062674637,0.9678971915911508,0.014170770269963653,False,Lyl1
Hoxd4_531,0.5151288779359574,0.48318683325637474,0.03194204467958267,0.10137223768835342,0.5841523015615571,0.697465810465234,0.9373033539319485,0.028119828944573978,False,Hoxd4
Sry_748,-0.04696801761005384,-0.07766802233939808,0.03070000472934424,-0.8633890034551662,-0.09282938710929282,0.8852507913798038,0.9678971915911508,0.014170770269963653,False,Sry
Klf15_806,0.25154952973793965,0.2211630861267779,0.030386443611161745,0.20325377704685585,0.3060945762587123,0.3778134213126242,0.8525483470384693,0.0692809832953959,False,Klf15
Hic2_211,0.11951482311860293,0.08919672409710361,0.030318099021499317,0.453617540493239,0.1432050182521112,0.6403669833681507,0.9304838209731614,0.031291173874606365,False,Hic2
NP_602,0.45640406901635694,0.42640361471255733,0.030000454303799606,0.10823632792455118,0.5274745957696763,0.7145334410829554,0.9373033539319485,0.028119828944573978,False,NP
Cxxc1_247,0.1432914364989749,0.11365476613434204,0.02963667036463287,0.36226729842031463,0.17437203035113716,0.8132827791582815,0.9483601903206833,0.0230266848572031,False,Cxxc1
Rfx7_709,0.36443729220308135,0.33498557089722575,0.029451721305855605,0.13411160362620475,0.4326509918889868,0.8220374344783112,0.9514921485693839,0.021594791031254,False,Rfx7
Foxp1_302,-0.02460362603675626,-0.053934900673837244,0.029331274637080983,-1.4335495355704888,-0.057795950402065595,0.8494491644192372,0.9678971915911508,0.014170770269963653,False,Foxp1
Smad4_860,0.08583762775937939,0.057756209401116615,0.028081418358262777,0.6101661938820543,0.10003157341470292,0.4987173785260349,0.8797374557199256,0.05564691710482731,False,Smad4
Neurod2_69,0.021259102611111656,-0.0068120242292925475,0.028071126840404203,,0.010383904886367212,0.8931270756332758,0.9740918852456133,0.011400074565979046,False,Neurod2
Sox2_750,-0.05447754195793402,-0.08210892081753751,0.02763137885960349,-0.7062046871539406,-0.1020521207300266,0.6961837494274763,0.9373033539319485,0.028119828944573978,False,Sox2
Uncx_469,0.25993700855449287,0.23286234418661983,0.027074664367873036,0.17588186253320862,0.3177667639144549,0.925074295177958,0.9765199549239301,0.010318877593943373,False,Uncx
Zfp219_816,0.1469672607810957,0.12002458061481497,0.026942680166280736,0.3201571459863251,0.18077919901921927,0.4430303405517928,0.8563949293855435,0.06732591277694258,False,Zfp219
Tcfeb_41,-0.2667399572968851,-0.29344857920945394,0.026708621912568842,-0.1571830641219346,-0.47412009006195854,0.5348608840980806,0.8987094177563045,0.04638070722650144,False,Tcfeb
Esr1_666,-0.9058079564086062,-0.9319688122766265,0.026160855868020305,-0.04656562659237672,-3.6239476581763728,0.7245836411781066,0.9373033539319485,0.028119828944573978,False,Esr1
Rarg_654,-0.8652751527816535,-0.8913938413781084,0.026118688596454942,-0.04865551864490955,-3.039007931117804,0.9388553569214847,0.9791660987827983,0.00914363131619513,False,Rarg
Sox17_733,-0.2212186368718422,-0.2470455601091121,0.0258269232372699,-0.18307242880522917,-0.3848325203243447,0.9089105373246333,0.9765199549239301,0.010318877593943373,False,Sox17
Pax7_467,0.0186097792227209,-0.007189121740884289,0.02579890096360519,,0.008214830523776525,0.7702105923428508,0.9373033539319485,0.028119828944573978,False,Pax7
Zfp282_170,0.09785397579482641,0.07354700750723196,0.024306968287594446,0.4504202533730704,0.11862616685762946,0.9116593404053123,0.9765199549239301,0.010318877593943373,False,Zfp282
Smad2_861,-0.11855452569580247,-0.14219944438121457,0.023644918685412103,-0.30888476837871953,-0.20153797244827595,0.6360326153292444,0.9272409367279232,0.03280740296919602,False,Smad2
Smad3_723,-0.11855452569580247,-0.14219944438121457,0.023644918685412103,-0.30888476837871953,-0.20153797244827595,0.6360326153292444,0.9272409367279232,0.03280740296919602,False,Smad3
Smad9_884,-0.11855452569580247,-0.14219944438121457,0.023644918685412103,-0.30888476837871953,-0.20153797244827595,0.6360326153292444,0.9272409367279232,0.03280740296919602,False,Smad9
Gcm2_835,0.10563843790445411,0.08233875247161533,0.02329968543283878,0.3964842023271134,0.12959769813830432,0.9948132048701847,0.9989626339599127,0.00045075618694769855,False,Gcm2
Rara_685,-0.6369500281205605,-0.6601848130194004,0.0232347848988399,-0.05954167879367714,-1.508680152819967,0.9878978568667535,0.996940400179035,0.0013308042230047183,False,Rara
Tcfap2d_5,0.11705685909028567,0.09411322035409285,0.022943638736192817,0.34918806946736547,0.1448099990726789,0.9899723894425079,0.9978921685580479,0.0009163856969608001,False,Tcfap2d
Prdm11_650,0.08134591253735103,0.05861311488885339,0.022732797648497644,0.516772313844887,0.09758317443254137,0.7527095025220444,0.9373033539319485,0.028119828944573978,False,Prdm11
Mitf_62,-0.29681643024309673,-0.3186007778660827,0.021784347622985978,-0.1194654733901729,-0.5305486769711062,0.675790957126662,0.9373033539319485,0.028119828944573978,False,Mitf
Zfp3_200,-0.008292284039987838,-0.029420370307566838,0.021128086267578998,-3.233215137993423,-0.02746368331845975,0.8497887931855923,0.9678971915911508,0.014170770269963653,False,Zfp3
Cux1_474,-0.13169371816501582,-0.15262758659213835,0.020933868427122526,-0.25393293018702817,-0.22122060344597064,0.648449070816721,0.9360590514899311,0.02869675283531915,False,Cux1
Foxl1_377,0.06320438887904313,0.042669144987475795,0.020535243891567335,0.6185246830714937,0.07441879935413684,0.9619776367634107,0.9842973035096615,0.006873704645868251,False,Foxl1
Gm5294_351,0.06320438887904313,0.042669144987475795,0.020535243891567335,0.6185246830714937,0.07441879935413684,0.9619776367634107,0.9842973035096615,0.006873704645868251,False,Gm5294
Trp53_692,-0.29693222936129204,-0.31668724415563687,0.019755014794344827,-0.11014625525051583,-0.5286767047744585,0.6929823994382205,0.9373033539319485,0.028119828944573978,False,Trp53
Sox14_743,0.007198120788239528,-0.012255377187472643,0.01945349797571217,,-0.003652659421358274,0.5661046922052324,0.9175792800081275,0.03735640186325522,False,Sox14
Nr2e3_683,-0.15865494286383955,-0.17666304394237234,0.01800810107853279,-0.18841811049255355,-0.2647533793409835,0.8213631972527614,0.9514921485693839,0.021594791031254,False,Nr2e3
Smarcc2_646,0.7112749812268718,0.6945681663838209,0.01670681484305092,0.04100682820731718,0.7680119948006895,0.97579849781378,0.9903961738455167,0.004191046111708398,False,Smarcc2
Sp110_718,-0.27091763715965905,-0.28714382681631867,0.016226189656659618,-0.10275357443582155,-0.4719903303333386,0.9236973559829943,0.9765199549239301,0.010318877593943373,False,Sp110
AC1689771_719,-0.27091763715965905,-0.28714382681631867,0.016226189656659618,-0.10275357443582155,-0.4719903303333386,0.9236973559829943,0.9765199549239301,0.010318877593943373,False,AC1689771
Zkscan4_216,0.05439163442498135,0.038381771767720195,0.016009862657261155,0.5656685374328523,0.06541611309423777,0.604534010448135,0.9272409367279232,0.03280740296919602,False,Zkscan4
Zkscan3_156,0.05439163442498135,0.038381771767720195,0.016009862657261155,0.5656685374328523,0.06541611309423777,0.604534010448135,0.9272409367279232,0.03280740296919602,False,Zkscan3
Mypop_649,0.11321443930420055,0.09724846550238737,0.01596597380181318,0.25687518943267945,0.14434852370585585,0.731419031949782,0.9373033539319485,0.028119828944573978,False,Mypop
Otp_436,0.22362239883394813,0.20958298757344263,0.014039411260505508,0.1141160471606435,0.2828581030323319,0.6659969498333984,0.9373033539319485,0.028119828944573978,False,Otp
Hoxd9_534,0.3327226701170596,0.3187617034186839,0.01396096669837571,0.07594390483599371,0.4068002460125374,0.8156375564056806,0.9490663914905149,0.022703405644955,False,Hoxd9
Barhl2_492,0.2514892115817948,0.237613514402079,0.013875697179715818,0.10030416569791205,0.315625771985999,0.6952227727919519,0.9373033539319485,0.028119828944573978,False,Barhl2
Foxl1_381,0.8647536828228596,0.8510349834348431,0.013718699388016509,0.028626096117748204,0.8936684514482132,0.6351054348462775,0.9272409367279232,0.03280740296919602,False,Foxl1
Barhl1_457,0.34586216212753207,0.3325536268754188,0.013308535252113285,0.07021353145098753,0.42137993757419123,0.912346707691843,0.9765199549239301,0.010318877593943373,False,Barhl1
Foxl1_368,0.28343585151521994,0.2704639597481591,0.012971891767060817,0.08406625424720247,0.35270192964964037,0.898612500929288,0.9764516678011217,0.010349248460870186,False,Foxl1
Nkx23_537,0.1960396195298132,0.18365393763111487,0.01238568189869832,0.11756211710308703,0.2507758037732347,0.9661228848336246,0.9866031226547598,0.005857514305070643,False,Nkx23
Gm5294_349,0.21398094070334484,0.20173848587124113,0.012242454832103705,0.10656408980857214,0.27245290276100076,0.8975836065394536,0.9764516678011217,0.010349248460870186,False,Gm5294
Nfic_724,0.05104341356332259,0.038859294043437895,0.012184119519884698,0.4655361910848489,0.06343578129161458,0.9419587696263375,0.9808826857265993,0.008382931445973962,False,Nfic
Arid3a_7,0.5883354708666881,0.5763607561605308,0.011974714706157297,0.037793159628867125,0.662067024837131,0.9526547559698705,0.9842973035096615,0.006873704645868251,False,Arid3a
Esrrb_669,-0.584913545708623,-0.5962738481933986,0.011360302484775597,-0.03622662103121593,-1.2883947812228638,0.7981860795573967,0.9411766339166096,0.02632886335645578,False,Esrrb
Hoxa2_420,0.02583871945321643,0.01461023025543722,0.01122848919777921,0.9101703299863226,0.02888661604885158,0.9972336953224658,0.9989626339599127,0.00045075618694769855,False,Hoxa2
Foxo1_314,0.16719608617082599,0.1560975557675617,0.011098530403264278,0.1263869381465603,0.21617150842801236,0.9333405011347766,0.9765199549239301,0.010318877593943373,False,Foxo1
Pax1_855,-0.1330310524032681,-0.14399955501188885,0.010968502608620756,-0.15363965875065672,-0.21510292673561276,0.8794364240485948,0.9678971915911508,0.014170770269963653,False,Pax1
Pax8_854,-0.1330310524032681,-0.14399955501188885,0.010968502608620756,-0.15363965875065672,-0.21510292673561276,0.8794364240485948,0.9678971915911508,0.014170770269963653,False,Pax8
Lhx3_459,0.3039919328138547,0.2938776728377752,0.01011425997607951,0.06432443446209725,0.3773290197000392,0.7353346034425481,0.9373033539319485,0.028119828944573978,False,Lhx3
Lhx1_422,0.27897593187581643,0.2691934580572885,0.009782473818527926,0.06835697463385244,0.3494611841459225,0.7271850461053571,0.9373033539319485,0.028119828944573978,False,Lhx1
Srebf2_38,-0.13943456579585653,-0.14777993819138427,0.00834537239552774,-0.12093249220387858,-0.2236555159546112,0.9216323770927748,0.9765199549239301,0.010318877593943373,False,Srebf2
Pou2f1_619,0.2716249400097389,0.26328536168244504,0.008339578327293873,0.06234759364565624,0.34193469807935084,0.805893126183478,0.9463904591895892,0.023929646594623287,False,Pou2f1
Foxd1_330,0.0741831288372762,0.06584848218847902,0.00833464664879717,0.2297171763900215,0.09763210724944568,0.8630554499754907,0.9678971915911508,0.014170770269963653,False,Foxd1
