,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Runx3_858,1.0104069874808121,0.5958568244234707,0.4145501630573415,0.7884503806110039,0.8505049392562567,0.16691547292656683,0.5532771939189554,0.25705723103161215,False,Runx3
Runx1_712,1.0104069874808121,0.5958568244234707,0.4145501630573415,0.7884503806110039,0.8505049392562567,0.16691547292656683,0.5532771939189554,0.25705723103161215,False,Runx1
Stat1_757,0.8205472126913419,0.4114459444213097,0.4091012682700322,1.027439274255807,0.692424143569258,0.09187262667039092,0.45769299970504934,0.339425729942633,False,Stat1
NP_607,0.9100551934732134,0.502147296955301,0.40790789651791237,0.8869140100765491,0.770703263089051,0.015147742586606259,0.2087548275216675,0.680363472530447,False,NP
Foxl1_379,1.0188384269899404,0.6111526284703516,0.40768579851958886,0.7637359730597651,0.8599659933287455,0.02298648755625786,0.24921148818362235,0.6034319413878485,False,Foxl1
Gm5294_353,1.0188384269899404,0.6111526284703516,0.40768579851958886,0.7637359730597651,0.8599659933287455,0.02298648755625786,0.24921148818362235,0.6034319413878485,False,Gm5294
Nfix_722,0.7954603876359078,0.38853312102569265,0.4069272666102151,1.0660960498357865,0.6708373946028985,0.08720864238390394,0.45379348669652875,0.34314174184036567,False,Nfix
Duxbl_544,0.7302845880755876,0.3256614715995606,0.404623116476027,1.1994985964141998,0.6116190786727594,0.004964389279294478,0.11695038084103171,0.9319983596018204,False,Duxbl
Gm10391_575,0.7302845880755876,0.3256614715995606,0.404623116476027,1.1994985964141998,0.6116190786727594,0.004964389279294478,0.11695038084103171,0.9319983596018204,False,Gm10391
Gm10394_576,0.7302845880755876,0.3256614715995606,0.404623116476027,1.1994985964141998,0.6116190786727594,0.004964389279294478,0.11695038084103171,0.9319983596018204,False,Gm10394
Spdef_279,0.6692339813147338,0.26624737756947753,0.40298660374525624,1.3660738077172188,0.5535970952037763,0.02328551096737011,0.24921148818362235,0.6034319413878485,False,Spdef
Zbtb1_182,0.336949532165323,-0.06143207384578361,0.39838160601110656,,0.1861946550533674,0.01665504044731715,0.21253975527647068,0.6725598238143614,False,Zbtb1
Pou2f3_487,0.40144845572130616,0.013312849043763734,0.38813560667754243,4.790128649237846,0.27188058804610477,0.03249584243977857,0.2960893656697664,0.5285771904285862,False,Pou2f3
Fosl1_107,-0.6162223482257062,-1.0041911554939296,0.38796880726822336,-0.7546225687357846,-2.397499425225595,0.12348325651624469,0.5177563306253276,0.28587458226775275,False,Fosl1
Foxl1_381,1.1960607679682909,0.8102593922267839,0.38580137574150697,0.58483686438641,1.002277716974236,0.02364879183266514,0.24921148818362235,0.6034319413878485,False,Foxl1
Fev_291,0.8592906398004335,0.4803207743078287,0.3789698654926048,0.8699886692840754,0.7396802453480995,0.014184870525834527,0.2013325133102773,0.6960860849671409,False,Fev
Gm4881_295,0.8892084987468933,0.5123572854712382,0.3768512132756552,0.8253621595176968,0.766198990226279,0.02971733624931484,0.28163589475904954,0.5503119947631194,False,Gm4881
Hoxc6_406,0.695385335324047,0.3198872220929811,0.3754981132310659,1.1566397766936956,0.5922884165404392,0.00792718466691655,0.13983553752440794,0.8543824438304417,False,Hoxc6
Maf_793,0.003994717835303115,-0.36814683450587876,0.3721415523411819,,-0.2899614009682616,0.0637938589894702,0.3801274119996579,0.4200708111363523,False,Maf
Mafa_792,0.003994717835303115,-0.36814683450587876,0.3721415523411819,,-0.2899614009682616,0.0637938589894702,0.3801274119996579,0.4200708111363523,False,Mafa
Nrl_120,0.003994717835303115,-0.36814683450587876,0.3721415523411819,,-0.2899614009682616,0.0637938589894702,0.3801274119996579,0.4200708111363523,False,Nrl
Gm4881_293,1.04048684819502,0.6694883873960281,0.3709984607989919,0.662312340276909,0.8914095567627289,0.17810807111289184,0.5741885545148336,0.2409454686848481,False,Gm4881
Msx2_433,0.7317812028950682,0.36153306595140294,0.37024813694366526,1.0524844834387155,0.629153413147184,0.015650419309566132,0.2088386728451375,0.6801890753629923,False,Msx2
Msx3_453,0.6903491982508279,0.32321178996666705,0.3671374082841608,1.1316550609344178,0.5914692622400417,0.016520870262980034,0.21253975527647068,0.6725598238143614,False,Msx3
Hoxa7_509,0.49032243273890447,0.1260487153905651,0.36427371734833935,2.0009849239018167,0.38756721040226294,0.030015616901758115,0.28163589475904954,0.5503119947631194,False,Hoxa7
Vsx1_490,0.4685892291661063,0.10572795766012061,0.3628612715059857,2.187776201656778,0.3641898218837611,0.012877507308845262,0.1925078211254495,0.7155516214665205,False,Vsx1
Foxl1_355,0.8445320985615069,0.48190505008049966,0.36262704848100724,0.8408991279031525,0.7339777749798969,0.028051226833478382,0.2718811216167905,0.5656209471101622,False,Foxl1
Gm5294_332,0.8445320985615069,0.48190505008049966,0.36262704848100724,0.8408991279031525,0.7339777749798969,0.028051226833478382,0.2718811216167905,0.5656209471101622,False,Gm5294
E2f1_261,0.6165198227472097,0.25620201100092094,0.3603178117462888,1.3067331814395724,0.5224183031729399,0.005457738784748331,0.11695038084103171,0.9319983596018204,False,E2f1
Gm4881_294,0.6401783707657213,0.28426841100292377,0.3559099597627975,1.2103354829920963,0.5481637355729981,0.015864162222929946,0.2088386728451375,0.6801890753629923,False,Gm4881
Ets1_284,0.9944818304883375,0.639019459395462,0.3554623710928755,0.6654597349893617,0.8613604184753892,0.04937959664662244,0.35367891378685756,0.4513908318985473,False,Ets1
Tlx2_574,0.6735270606967556,0.3221156542159396,0.35141140648081604,1.102058814658333,0.5828655663330352,0.04424618963462259,0.32794234670367334,0.48420249991409386,False,Tlx2
Sox2_750,0.270743459369474,-0.07645802076188289,0.34720148013135693,,0.1337512076364573,0.024016980153750454,0.24921148818362235,0.6034319413878485,False,Sox2
Etv2_270,1.0899951953115878,0.7454088928078154,0.3445863025037724,0.5734692009245739,0.9393785843030351,0.09340673463368354,0.45769299970504934,0.339425729942633,False,Etv2
Evx2_407,0.45818490406793316,0.11496285929338843,0.34322204477454477,2.03820706673735,0.3635343064100781,0.12812487131071906,0.5180088708434696,0.28566280294708135,False,Evx2
Stat4_759,0.6308137054113201,0.28949636670972756,0.34131733870159253,1.1636844643340423,0.5461215594346585,0.15858207079390174,0.5532771939189554,0.25705723103161215,False,Stat4
Nkx21_399,0.47171273050404966,0.14212345166698112,0.32958927883706857,1.7770159540077095,0.3861687254579865,0.055505969214247976,0.3680922168944866,0.4340433653718937,False,Nkx21
Runx2_713,0.8558187157225624,0.5269598713941399,0.3288588443284225,0.7311299268310837,0.7582087515562713,0.23232155498297102,0.6209321560453952,0.20695584888092466,False,Runx2
Nkx25_421,0.5165100891858149,0.18910400711069894,0.3274060820751159,1.4952105665397395,0.43595608134637726,0.11301375229785687,0.4983906476335488,0.30243011586584356,False,Nkx25
Esx1_444,0.4205810798638463,0.09504902779825027,0.32553205206559604,2.189880314936871,0.33091980732357973,0.06697012286963999,0.3860630612485129,0.4133417499516648,False,Esx1
Gm5454_290,0.6621159522684488,0.3372444332312662,0.3248715190371826,1.0123842853867235,0.5846548783708242,0.018685959755430553,0.2197468867238633,0.6580772691016289,False,Gm5454
Pou2f1_619,0.6328080406574045,0.31089983827494155,0.3219082023824629,1.0658606488519118,0.5576345115695218,0.06197617914311664,0.3801274119996579,0.4200708111363523,False,Pou2f1
Gbx2_494,0.5241604823430603,0.20264578117464532,0.321514701168415,1.4167828910986133,0.44721220205325574,0.015821209415103767,0.2088386728451375,0.6801890753629923,False,Gbx2
Foxb2_325,0.43253545291129314,0.11427275947696916,0.318262693434324,1.9675848469885024,0.3486903214282765,0.04170425267196085,0.32265921804096026,0.4912559230343496,False,Foxb2
Foxb1_326,0.43253545291129314,0.11427275947696916,0.318262693434324,1.9675848469885024,0.3486903214282765,0.04170425267196085,0.32265921804096026,0.4912559230343496,False,Foxb1
Fli1_277,0.9674289970354396,0.6540255377902705,0.3134034592451691,0.593168191491603,0.8565692632500967,0.05088467574750718,0.3570141796283461,0.44731453455432674,False,Fli1
Pou2f2_616,0.5028056500319488,0.18948126039900334,0.3133243896329454,1.4551908058940397,0.42883216262270357,0.086662038226433,0.45379348669652875,0.34314174184036567,False,Pou2f2
Meis2_461,0.186229398013156,-0.12023121346236526,0.3064606114755213,,0.04683898646786982,0.09340673463368354,0.45769299970504934,0.339425729942633,False,Meis2
Nkx26_536,0.4333213527897366,0.12816872160610224,0.30515263118363434,1.8072062383207994,0.3569833014557034,0.09653658166350626,0.46274600558267676,0.33465732138303034,False,Nkx26
Erg_287,0.9454615667495866,0.6517755788840517,0.2936859878655349,0.5657402058452837,0.8468892713865691,0.08849487495669268,0.45379348669652875,0.34314174184036567,False,Erg
Elk4_280,0.6065632707926869,0.31405620748396346,0.29250706330872345,0.9923867826077509,0.5462744045333281,0.017810834296597047,0.218026528653822,0.6614906598494888,False,Elk4
Stat3_754,0.725769507578222,0.43346678927980903,0.292302718298413,0.7804596225934117,0.6595758483085519,0.2157581159820745,0.6138666396651281,0.2119259675368229,False,Stat3
Pknox2_501,0.268773737324798,-0.02304289583044355,0.29181663315524153,,0.16718502617540806,0.08273763672997596,0.4422702763384169,0.3543122472819436,False,Pknox2
Etv4_278,0.5825315172101455,0.29210112138156147,0.29043039582858404,1.0400354998847077,0.5233775997629698,0.034808060130526494,0.2970014263500312,0.527241464977534,False,Etv4
Zfp143_224,0.5707158564113075,0.28465211894579745,0.28606373746551006,1.0485805063988467,0.5136766797436368,0.14778125877041762,0.5386077282459022,0.2687274193788888,False,Zfp143
Osr1_206,0.31108328252493594,0.025833004022310768,0.2852502785026252,3.5819766120662844,0.2246060545545025,0.1268904400042523,0.5180088708434696,0.28566280294708135,False,Osr1
NP_587,0.31244811048859145,0.027557946516720378,0.28489016397187106,3.501122717577187,0.22651226416774672,0.1615213633207846,0.5532771939189554,0.25705723103161215,False,NP
Bcl6b_141,0.35954233891837306,0.07610744886088829,0.2834348900574848,2.2891511395661706,0.28430670887796333,0.08117428197453971,0.4374870324475687,0.3590348153729343,False,Bcl6b
Sox4_751,0.660456595287649,0.3773399997920501,0.2831165954955989,0.847715482211079,0.603025273034844,0.034978465163091235,0.2970014263500312,0.527241464977534,False,Sox4
Hnf1a_470,0.3854665942466042,0.10287556714545057,0.2825910271011536,1.9587897695421173,0.31518487799389633,0.040432040374550116,0.3184023179495822,0.4970237792853466,False,Hnf1a
NP_598,0.514826115472989,0.234673538093206,0.28015257737978294,1.1821535348141579,0.4591691048210447,0.12062003168974433,0.5177563306253276,0.28587458226775275,False,NP
Etv1_268,0.5715929827543047,0.29177138517553725,0.27982159757876746,1.0153201579098958,0.5177112673885103,0.034808060130526494,0.2970014263500312,0.527241464977534,False,Etv1
Hsf1_626,0.1565090513251395,-0.12241998347670696,0.2789290348018465,,0.024382852710600915,0.05425716885218631,0.3680922168944866,0.4340433653718937,False,Hsf1
Onecut3_245,0.7962264937212167,0.5183002591638988,0.2779262345573179,0.6535475942267953,0.7288028974856918,0.10772324002781715,0.48821952971185545,0.31138485196420357,False,Onecut3
Hsf4_627,0.1278320659552346,-0.14986881808311012,0.2777008840383447,,-0.01598438007346233,0.03281788268305538,0.2960893656697664,0.5285771904285862,False,Hsf4
Foxj1_305,0.8289064374091424,0.5518742335083126,0.27703220390082983,0.6198188060971143,0.757356424026745,0.036103549386034196,0.2970014263500312,0.527241464977534,False,Foxj1
Foxl1_357,0.8289064374091424,0.5518742335083126,0.27703220390082983,0.6198188060971143,0.757356424026745,0.036103549386034196,0.2970014263500312,0.527241464977534,False,Foxl1
Gm5294_335,0.8289064374091424,0.5518742335083126,0.27703220390082983,0.6198188060971143,0.757356424026745,0.036103549386034196,0.2970014263500312,0.527241464977534,False,Gm5294
Smad4_860,0.3470296311436513,0.07041853263224124,0.2766110985114101,2.350174312380704,0.27348495499054243,0.21175350958222816,0.6083602457704405,0.21583917332815003,False,Smad4
Meis3_525,0.20389689410885634,-0.07193981798067671,0.27583671208953303,,0.09217839181172174,0.13137809328662184,0.5187574845052141,0.2850356243408329,False,Meis3
Lhx8_465,0.5520965117561111,0.2799054585562059,0.27219105319990516,1.0266402092638416,0.501822269149307,0.08720864238390394,0.45379348669652875,0.34314174184036567,False,Lhx8
Gm4881_297,0.5907686048745168,0.319772442349156,0.27099616252536074,0.9298247111324889,0.541287363989696,0.05807547630868597,0.37663654488427223,0.4240775428653806,False,Gm4881
Foxo1_314,0.393729527648844,0.12313842743328689,0.2705911002155571,1.7328913069302343,0.33162952895606146,0.1386022008997672,0.5187574845052141,0.2850356243408329,False,Foxo1
Zfp3_200,0.24403549018027815,-0.02491758218549623,0.26895307236577437,,0.1499863240289244,0.14476206935162322,0.5320006048672153,0.2740878739261086,False,Zfp3
Mecp2_642,0.061141449449176016,-0.20564513430910475,0.2667865837582808,,-0.10819486403296555,0.022927084752259238,0.24921148818362235,0.6034319413878485,False,Mecp2
Hoxb7_514,0.45039168175636035,0.185801388253759,0.2645902935026013,1.3314543454080348,0.3984560345895041,0.1075071319423083,0.48821952971185545,0.31138485196420357,False,Hoxb7
E2f7_260,0.680338504988749,0.4163395078170978,0.26399899717165126,0.7479486809286554,0.6307213818895946,0.16661229201595007,0.5532771939189554,0.25705723103161215,False,E2f7
Hoxa5_510,0.3543413690129113,0.09377925983005866,0.2605621091828526,1.9751083252236243,0.29167464722414016,0.09437594370715274,0.45988719530225813,0.337348682374188,False,Hoxa5
Nkx11_610,0.5165568556516451,0.2584578107608567,0.2580990448907884,1.048644126347679,0.472495396365327,0.08998353214983702,0.4561234215871049,0.3409176264986498,False,Nkx11
Nkx11_468,0.5165568556516451,0.2584578107608567,0.2580990448907884,1.048644126347679,0.472495396365327,0.08998353214983702,0.4561234215871049,0.3409176264986498,False,Nkx11
Pax1_855,0.2060094506989272,-0.051631632708217745,0.257641083407145,,0.10727128068210116,0.05538002093779535,0.3680922168944866,0.4340433653718937,False,Pax1
Pax8_854,0.2060094506989272,-0.051631632708217745,0.257641083407145,,0.10727128068210116,0.05538002093779535,0.3680922168944866,0.4340433653718937,False,Pax8
Nfatc1_703,0.15807103092599148,-0.09715819594082706,0.25522922686681854,,0.04328348828623439,0.05742400831735759,0.37517018767340293,0.4257716794703187,False,Nfatc1
ENSMUSG00000044690_289,0.5171033567241201,0.2664208287700401,0.25068252795408,1.0066598337822628,0.4769126185516536,0.05242798786727011,0.3612616038979081,0.44217819426198823,False,ENSMUSG00000044690
Etv5_276,0.5171033567241201,0.2664208287700401,0.25068252795408,1.0066598337822628,0.4769126185516536,0.05242798786727011,0.3612616038979081,0.44217819426198823,False,Etv5
Pou3f4_561,0.518471283765667,0.2679839595488888,0.25048732421677816,1.0019373334535744,0.4784309807023255,0.09713266400620449,0.46308653866741817,0.33433784320698995,False,Pou3f4
Hic2_211,0.3364766596982155,0.08861984266416285,0.24785681703405266,1.9848743572286243,0.27804215790163184,0.15858207079390174,0.5532771939189554,0.25705723103161215,False,Hic2
Hnf1b_426,0.48712961241983993,0.23932021140156096,0.24780940101827897,1.0777137905405632,0.44702360508486433,0.07895852006299023,0.43255537077985956,0.3639582912397195,False,Hnf1b
Zfx_240,0.3009591354050412,0.05463641074920472,0.2463227246558365,2.5125422354471603,0.23609185086267967,0.22205386343574274,0.6157586780040192,0.210589458851097,False,Zfx
Foxf2_308,0.4685358673319227,0.22264644244131404,0.24588942489060867,1.1273558338185294,0.42824012732047445,0.15654878263777675,0.5523041051460763,0.2578217287559307,False,Foxf2
Foxf1a_312,0.4685358673319227,0.22264644244131404,0.24588942489060867,1.1273558338185294,0.42824012732047445,0.15654878263777675,0.5523041051460763,0.2578217287559307,False,Foxf1a
E2f8_263,0.5872314149778532,0.34151328390012514,0.2457181310777281,0.8271505851209823,0.5502824377663885,0.09225424274325306,0.45769299970504934,0.339425729942633,False,E2f8
Nhlh2_84,0.27134714305695495,0.026584582698779363,0.2447625603581756,3.360392293194625,0.20033593446058537,0.14585444095245192,0.5337909415770232,0.27262880045576765,False,Nhlh2
Egr2_188,0.019501678424452575,-0.22392874430736046,0.24343042273181303,,-0.1555557451862236,0.1064317372172741,0.48821952971185545,0.31138485196420357,False,Egr2
Foxj2_298,0.3720994673543872,0.1302502018852678,0.2418492654691194,1.5761031430741401,0.3232834005469911,0.12444936745189279,0.5177563306253276,0.28587458226775275,False,Foxj2
Foxk1_324,0.3720994673543872,0.1302502018852678,0.2418492654691194,1.5761031430741401,0.3232834005469911,0.12444936745189279,0.5177563306253276,0.28587458226775275,False,Foxk1
Foxo3_319,0.3720994673543872,0.1302502018852678,0.2418492654691194,1.5761031430741401,0.3232834005469911,0.12444936745189279,0.5177563306253276,0.28587458226775275,False,Foxo3
Foxp4_300,0.3720994673543872,0.1302502018852678,0.2418492654691194,1.5761031430741401,0.3232834005469911,0.12444936745189279,0.5177563306253276,0.28587458226775275,False,Foxp4
Foxp3_311,0.3720994673543872,0.1302502018852678,0.2418492654691194,1.5761031430741401,0.3232834005469911,0.12444936745189279,0.5177563306253276,0.28587458226775275,False,Foxp3
Foxk2_310,0.3720994673543872,0.1302502018852678,0.2418492654691194,1.5761031430741401,0.3232834005469911,0.12444936745189279,0.5177563306253276,0.28587458226775275,False,Foxk2
Foxp2_301,0.3720994673543872,0.1302502018852678,0.2418492654691194,1.5761031430741401,0.3232834005469911,0.12444936745189279,0.5177563306253276,0.28587458226775275,False,Foxp2
Foxg1_299,0.3481667789517201,0.10799497531088717,0.24017180364083293,1.75160363652979,0.2964055747097742,0.21393112955083782,0.612620961895581,0.21280814713141985,False,Foxg1
Mga_96,0.11463872529898297,-0.12222635297463216,0.23686507827361514,,-0.005483725115787619,0.1829330882297826,0.5741885545148336,0.2409454686848481,False,Mga
Elk3_272,0.5006336255000892,0.26614906827908086,0.2344845572210083,0.9633780072028922,0.46820933750825655,0.05953034081214813,0.3801274119996579,0.4200708111363523,False,Elk3
NP_594,0.6033841124851274,0.370036501794351,0.23334761069077636,0.7498109449258386,0.5721235585073978,0.06845632728195812,0.38953858492056165,0.40944951773947375,False,NP
Hoxc9_503,0.6033841124851274,0.370036501794351,0.23334761069077636,0.7498109449258386,0.5721235585073978,0.06845632728195812,0.38953858492056165,0.40944951773947375,False,Hoxc9
Nr4a1_847,-0.1723294456293668,-0.40514670301009537,0.23281725738072856,-1.4253115201025142,-0.49154715769584917,0.16450160737220998,0.5532771939189554,0.25705723103161215,False,Nr4a1
Meis1_425,0.23459093285676363,0.0035170671473307913,0.23107386570943284,5.540673755813235,0.1622796553093594,0.24292175499906288,0.6295731816729767,0.2009537801717126,False,Meis1
Neurog1_85,0.17826578179643524,-0.05095930646981176,0.229225088266247,,0.0890278934690753,0.34752020814764895,0.7021648313198618,0.15356092643177535,False,Neurog1
Foxo4_313,0.26385194666979117,0.03477353428940067,0.2290784123803905,2.959649490036937,0.20077142439542484,0.16330457784795638,0.5532771939189554,0.25705723103161215,False,Foxo4
Cphx_577,0.5872035599303969,0.35850736971013614,0.22869619022026072,0.7574217832501228,0.5586158618618695,0.16752307835324198,0.5532771939189554,0.25705723103161215,False,Cphx
Gabpa_273,0.6628046300538908,0.4349920314768599,0.2278125985770309,0.6485535686825269,0.6312424491536666,0.06464751904756086,0.3801274119996579,0.4200708111363523,False,Gabpa
Gm4881_292,0.6628046300538908,0.4349920314768599,0.2278125985770309,0.6485535686825269,0.6312424491536666,0.06464751904756086,0.3801274119996579,0.4200708111363523,False,Gm4881
Ets2_828,0.6628046300538908,0.4349920314768599,0.2278125985770309,0.6485535686825269,0.6312424491536666,0.06464751904756086,0.3801274119996579,0.4200708111363523,False,Ets2
Lin54_246,0.6319960566835294,0.4045308267682708,0.22746522991525864,0.6864073146215584,0.6024221419365143,0.31745647192746373,0.6822841854403142,0.1660346950481062,False,Lin54
Npas4_80,0.13611431047007785,-0.0911632333883983,0.22727754385847615,,0.03206632889029072,0.06337053299512226,0.3801274119996579,0.4200708111363523,False,Npas4
Sim2_92,0.26227571924427456,0.035035092596299576,0.22724062664797498,2.9414533643125935,0.19994605757189315,0.20496349730343022,0.5986020020583624,0.22286183497086043,False,Sim2
Npas3_34,0.26227571924427456,0.035035092596299576,0.22724062664797498,2.9414533643125935,0.19994605757189315,0.20496349730343022,0.5986020020583624,0.22286183497086043,False,Npas3
Sim1_30,0.26227571924427456,0.035035092596299576,0.22724062664797498,2.9414533643125935,0.19994605757189315,0.20496349730343022,0.5986020020583624,0.22286183497086043,False,Sim1
Npas1_19,0.26227571924427456,0.035035092596299576,0.22724062664797498,2.9414533643125935,0.19994605757189315,0.20496349730343022,0.5986020020583624,0.22286183497086043,False,Npas1
Msc_43,0.3960431270701636,0.1692368647259169,0.2268062623442467,1.2884251587780555,0.35911629980129073,0.08134679514898102,0.4374870324475687,0.3590348153729343,False,Msc
Phf21a_15,0.6756092054185512,0.4509094427806741,0.2246997626378771,0.623655953746622,0.6445571222656182,0.4697012026410671,0.7966855014027331,0.09871308633397259,False,Phf21a
Arid5a_9,0.4221591116119413,0.19888366173430713,0.22327544987763417,1.145437986228297,0.39014089750112324,0.2575776824092506,0.6490957596713116,0.18769122796233784,False,Arid5a
Dlx2_443,0.34965042932769563,0.1267225510934465,0.22292787823424914,1.5305438288579305,0.3082286233078287,0.19867819495700956,0.5960345848710287,0.22472853961736622,False,Dlx2
Tgif2_566,0.27254522382226815,0.0503827369379721,0.22216248688429605,2.4924138568463787,0.21594441361056202,0.13939401794527861,0.5187574845052141,0.2850356243408329,False,Tgif2
Hoxb6_394,0.17259878334982903,-0.04908121229382151,0.22167999564365054,,0.0864560463215225,0.20995110069812184,0.6071372813630933,0.2167130983852444,False,Hoxb6
Elk1_274,0.48052742352267236,0.2594501868302869,0.22107723669238544,0.9433040588333794,0.4541641042935657,0.06253084364728027,0.3801274119996579,0.4200708111363523,False,Elk1
Zfy1_213,0.28819087690150913,0.06735341525627317,0.22083746164523596,2.162150605271314,0.2360604597815128,0.04858475834139837,0.35367891378685756,0.4513908318985473,False,Zfy1
Zfa_208,0.28819087690150913,0.06735341525627317,0.22083746164523596,2.162150605271314,0.2360604597815128,0.04858475834139837,0.35367891378685756,0.4513908318985473,False,Zfa
Nfya_242,0.6976994355136953,0.4776541888086902,0.22004524670500508,0.5858452641809838,0.6669172670493537,0.29686258917831576,0.6578713659680264,0.18185901597811235,False,Nfya
Nr2c2_659,0.46826577125597896,0.24912784951925707,0.2191379217367219,0.965795792389749,0.442223558423138,0.11211805103672053,0.4983906476335488,0.30243011586584356,False,Nr2c2
E2f4_257,0.4980931197837709,0.2790570251034561,0.21903609468031482,0.8885233712612846,0.473605177671192,0.09321385443888826,0.45769299970504934,0.339425729942633,False,E2f4
Pgr_849,0.3532430842283802,0.13492800663518323,0.21831507759319696,1.4552620476474094,0.3150856910368106,0.11167230477782387,0.4983906476335488,0.30243011586584356,False,Pgr
Arid3c_10,0.760088667567847,0.5436937703192005,0.21639489724864647,0.5196504735732317,0.7241186849062817,0.1898499252496797,0.5804232642398668,0.23625518870757062,False,Arid3c
Tbpl2_773,0.4143136094234609,0.19811496349987298,0.21619864592358792,1.125271029614142,0.3853915926392612,0.18260843645194913,0.5741885545148336,0.2409454686848481,False,Tbpl2
Tbp_772,0.4143136094234609,0.19811496349987298,0.21619864592358792,1.125271029614142,0.3853915926392612,0.18260843645194913,0.5741885545148336,0.2409454686848481,False,Tbp
Rfx1_708,0.49818195524511477,0.28356408055752147,0.2146178746875933,0.8658180205501349,0.4759907126145808,0.22130643118996352,0.6157586780040192,0.210589458851097,False,Rfx1
T_771,0.17398274067978087,-0.04033784305457317,0.21432058373435403,,0.09332008850341014,0.15141115788388462,0.5450801683819846,0.26353961859411246,False,T
Nkx24_557,0.35466798971612257,0.1415814446689111,0.21308654504721147,1.3922750091429252,0.31976210077490647,0.23699151869494972,0.6239597596684945,0.204843417877585,False,Nkx24
Zfp105_218,0.9942726234534395,0.7832557233763379,0.2110169000771016,0.372368441565775,0.9174425815124875,0.26597980818603606,0.6502753799564495,0.18690268848243957,False,Zfp105
Gsx2_502,0.3475302571653113,0.13778301091379605,0.20974724625151522,1.4033707937288735,0.3134277116746226,0.13702896673644596,0.5187574845052141,0.2850356243408329,False,Gsx2
Ppard_656,-0.003310655403313868,-0.21170906330776357,0.2083984079044497,,-0.164091863137119,0.23309531327036914,0.6211180250890199,0.20682586717514256,False,Ppard
Vax1_413,0.3334295746814694,0.12661034646042654,0.20681922822104284,1.4674587432300201,0.2986817275832649,0.1898499252496797,0.5804232642398668,0.23625518870757062,False,Vax1
Pax5_694,0.06707480923025849,-0.13943157896837594,0.20650638819863443,,-0.05316193886804041,0.20215240669830792,0.5986020020583624,0.22286183497086043,False,Pax5
NP_601,0.5141470524993601,0.30963711570045266,0.20450993679890744,0.7833595292177963,0.49762982254414667,0.2741348247835461,0.6502753799564495,0.18690268848243957,False,NP
Tgif1_542,0.2015932340873712,-0.002311666928667808,0.203904901016039,,0.13703231976321964,0.38851134090125716,0.7300293694619018,0.1366596676347949,False,Tgif1
Nr4a2_677,-0.3262843330381379,-0.5275864308881918,0.20130209785005387,-0.7895619766359295,-0.803230270276596,0.18951624304385517,0.5804232642398668,0.23625518870757062,False,Nr4a2
Zfp238_227,0.5128041209459184,0.3115886665636035,0.20121545438231492,0.7707365076203001,0.49794073775455533,0.2205608037408201,0.6157586780040192,0.210589458851097,False,Zfp238
Lhx1_422,0.4522843483546549,0.2544653687724362,0.19781897958221872,0.8876640367541289,0.43656149318531673,0.16122559583017348,0.5532771939189554,0.25705723103161215,False,Lhx1
Nobox_476,0.32639060415668203,0.1293091092512565,0.19708149490542554,1.408658647794199,0.29613415661051706,0.16874327116122334,0.5532771939189554,0.25705723103161215,False,Nobox
Bhlhe22_42,0.11601905763190656,-0.0810319850925231,0.19705104272442966,,0.025019629654882625,0.2745687180874057,0.6502753799564495,0.18690268848243957,False,Bhlhe22
Foxl1_374,0.3006563335048029,0.10445812662089601,0.1961982068839069,1.6007055422158594,0.2661055539231113,0.3389652416875977,0.7014342608003238,0.15401302529064517,False,Foxl1
Barhl1_457,0.556884242290263,0.36129038084722576,0.19559386144303725,0.6727054348122161,0.5450662164966071,0.2842331131788338,0.6503108543731,0.18687899709928138,False,Barhl1
Hoxa11_507,0.5421467935026726,0.34681663033829707,0.19533016316437551,0.6941699607566487,0.5305519385590579,0.2409335275076645,0.6287081989992902,0.20155087596772148,False,Hoxa11
Sox6_742,0.23631633246097183,0.04102790306952002,0.1952884293914518,2.5870350006360563,0.1873523807835559,0.691503489546291,0.8982416462147698,0.04660681310989674,False,Sox6
Etv3_267,0.6441326251876701,0.44936587196253364,0.19476675322513648,0.5619933065265019,0.6292393330773057,0.20887500035364726,0.6060123365523581,0.21751853484018024,False,Etv3
Trp73_691,0.25541428878202366,0.060977616991942034,0.19443667179008162,2.1402862306326433,0.21187936070383326,0.4843987335688553,0.810198007637865,0.09140882912693697,False,Trp73
Sebox_397,0.4057583301286177,0.2128349164630963,0.19292341366552138,0.9943167521353077,0.38879197923836706,0.15568345022595442,0.5523041051460763,0.2578217287559307,False,Sebox
Nfatc3_702,0.12553974862876924,-0.06638609569092122,0.19192584431969045,,0.04205148711472079,0.29005085874468306,0.6503108543731,0.18687899709928138,False,Nfatc3
Nfatc4_857,0.12553974862876924,-0.06638609569092122,0.19192584431969045,,0.04205148711472079,0.29005085874468306,0.6503108543731,0.18687899709928138,False,Nfatc4
Onecut2_827,0.6047964211120392,0.41338247106370335,0.1914139500483359,0.5940680033065866,0.5936783191866776,0.3023884039677771,0.6651036715700235,0.17711065472456247,False,Onecut2
Onecut1_826,0.6047964211120392,0.41338247106370335,0.1914139500483359,0.5940680033065866,0.5936783191866776,0.3023884039677771,0.6651036715700235,0.17711065472456247,False,Onecut1
