,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Klf8_194,0.7329238493948536,-0.19905129509751862,0.9319751444923722,,0.3413439633472865,0.030160993168370707,0.22168329978752468,0.6542670226424271,False,Klf8
Egr3_183,0.6391792913150498,-0.2881445937368941,0.9273238850519439,,0.23329583106007304,0.06123625794197271,0.33135202150196275,0.4797103755347231,False,Egr3
Dmbx1_466,1.280008540210575,0.3558868054328116,0.9241217347777634,1.9730036391762718,0.8623106740935675,0.065735195334537,0.33708396677361413,0.47226190398256707,False,Dmbx1
Hoxb6_394,0.8003659816635649,-0.12151767292285702,0.9218836545864219,,0.4216128900927604,0.021091042753745463,0.1835181428719346,0.7363209943019613,False,Hoxb6
Gm4830_538,1.2650966606407974,0.3456258123891381,0.9194708482516594,1.9995780883006806,0.852287536273738,0.08653189367088847,0.39139041137294167,0.40738981827645976,False,Gm4830
Rhox8_568,1.0703163556979838,0.1509412586112574,0.9193750970867264,2.9663429395239223,0.6876240422868971,0.01781350837234304,0.17887183163869452,0.747458045833247,False,Rhox8
Foxl1_379,1.5151893766447178,0.6115499261730745,0.9036394504716433,1.4186097486916476,1.0450023023111403,0.06502581735222047,0.33708396677361413,0.47226190398256707,False,Foxl1
Gm5294_353,1.5151893766447178,0.6115499261730745,0.9036394504716433,1.4186097486916476,1.0450023023111403,0.06502581735222047,0.33708396677361413,0.47226190398256707,False,Gm5294
Nfe2l2_101,-0.05814839186563871,-0.9522377382485052,0.8940893463828665,,-1.0150623744080465,0.12199137583037166,0.4520856869007891,0.3447792425750986,False,Nfe2l2
Klf1_214,0.48935465034076003,-0.3982951047618751,0.8876497551026351,,0.06423414508780281,0.08878460386757908,0.39355178683037895,0.40499811145016545,False,Klf1
Pbx3_513,1.3773877813072153,0.49216978601240463,0.8852179952948107,1.6041785241349475,0.9521686227203737,0.13165051651200038,0.47487831739074504,0.32341765954522517,False,Pbx3
Mybl2_643,1.1456869726949388,0.2670340321539992,0.8786529405409396,2.239748086619519,0.7709224767358945,0.011735762231620246,0.17201723107614295,0.7644280473571774,False,Mybl2
Mbtps2_813,1.0416859428277043,0.1734856998788989,0.8682002429488054,2.7329908810301595,0.6848957582287005,0.025836327540099027,0.20166053885280832,0.6953790766763416,False,Mbtps2
Zfp42_875,1.0416859428277043,0.1734856998788989,0.8682002429488054,2.7329908810301595,0.6848957582287005,0.025836327540099027,0.20166053885280832,0.6953790766763416,False,Zfp42
Grhl1_390,0.9787128615906593,0.11552971973839352,0.8631831418522657,3.2312673716917883,0.629586305113268,0.015193330929169656,0.17882425760536713,0.7475735692672407,False,Grhl1
Cphx_577,1.191521986747548,0.33178812793387985,0.859733858813668,1.9797270680783403,0.8169314635421472,0.17244531401716423,0.5267980920956393,0.278355806591492,False,Cphx
Jun_126,0.27333175657275816,-0.582941106659434,0.8562728632321921,,-0.24264330759616165,0.11966534166514296,0.44722386164684785,0.34947503270416536,False,Jun
Sp4_167,1.1346485058664928,0.2936332156093145,0.8410152902571784,2.0911409417467937,0.7774856688074516,0.019017154624689343,0.17887183163869452,0.747458045833247,False,Sp4
Gm10391_575,1.166553516545004,0.33142987707842037,0.8351236394665837,1.9536521355822822,0.8065234402046765,0.01852741770742356,0.17887183163869452,0.747458045833247,False,Gm10391
Duxbl_544,1.166553516545004,0.33142987707842037,0.8351236394665837,1.9536521355822822,0.8065234402046765,0.01852741770742356,0.17887183163869452,0.747458045833247,False,Duxbl
Gm10394_576,1.166553516545004,0.33142987707842037,0.8351236394665837,1.9536521355822822,0.8065234402046765,0.01852741770742356,0.17887183163869452,0.747458045833247,False,Gm10394
Yy1_154,1.0770334797154533,0.2467611474497388,0.8302723322657145,2.2726439973000465,0.7328312426606596,0.01804875310296679,0.17887183163869452,0.747458045833247,False,Yy1
Obox6_527,1.1996621424791463,0.3860601094240529,0.8136020330550934,1.771272400308136,0.84226374216036,0.10382543770724267,0.4241014514505169,0.37253024120246536,False,Obox6
ENSMUSG00000040953_524,1.1996621424791463,0.3860601094240529,0.8136020330550934,1.771272400308136,0.84226374216036,0.10382543770724267,0.4241014514505169,0.37253024120246536,False,ENSMUSG00000040953
Gm5294_346,1.2263918204231465,0.42726257443995636,0.7991292459831902,1.6545137270529666,0.8693401735389671,0.044413544315489925,0.28105012132211643,0.5512162228972334,False,Gm5294
Foxl1_372,1.2263918204231465,0.42726257443995636,0.7991292459831902,1.6545137270529666,0.8693401735389671,0.044413544315489925,0.28105012132211643,0.5512162228972334,False,Foxl1
Zfp637_220,1.1651226608930985,0.37682321117856776,0.7882994497145307,1.7679116040316118,0.8245421650287139,0.028013124059263667,0.21117585829291072,0.6753557320163132,False,Zfp637
Nfe2_132,-0.2576332146541354,-1.0385350329108143,0.7809018182566789,-2.966254865106117,-1.506697494060285,0.3219215112648236,0.6792697917119005,0.1679576987973839,False,Nfe2
Gm5889_580,1.1904222753060727,0.41155169654920826,0.7788705787568644,1.6693864144418396,0.8487877562550213,0.1069580724330306,0.4268643433752624,0.3697101209564454,False,Gm5889
Obox3_569,1.1904222753060727,0.41155169654920826,0.7788705787568644,1.6693864144418396,0.8487877562550213,0.1069580724330306,0.4268643433752624,0.3697101209564454,False,Obox3
Klf5_145,0.6721574120334057,-0.09740120976652583,0.7695586217999315,,0.364435833293107,0.02715786695352934,0.20778013416877095,0.6823959776321181,False,Klf5
Egr1_190,0.6750697177497523,-0.08068209073753962,0.755751808487292,,0.3753940485137085,0.09343172058276493,0.40795434432672606,0.38938843768571246,False,Egr1
Mybl1_647,0.9409542997702847,0.18907638477029148,0.7518779149999932,2.4799241963235965,0.6461768003583832,0.0527044539670412,0.3072610991136777,0.512492420250256,False,Mybl1
Fosl2_113,0.28834012400681996,-0.46230686019782624,0.7506469842046462,,-0.13128695368379342,0.06327996440410055,0.33603672706341214,0.47361325389200426,False,Fosl2
Pitx1_434,1.0770165262968714,0.32747197920383786,0.7495445470930335,1.8672290536914058,0.7674380622583195,0.06645094011722377,0.3387845617537073,0.47007638847692346,False,Pitx1
E2f5_262,1.0820162134834077,0.33463198569219105,0.7473842277912166,1.8422008869573097,0.7725817059369904,0.009385612170561539,0.15919442181606303,0.7980721540414777,False,E2f5
Arid2_11,0.9054390590626815,0.1667237802814562,0.7387152787812253,2.610523955818874,0.6192546878325058,0.019141343321641434,0.17887183163869452,0.747458045833247,False,Arid2
Tbx3_765,0.8418886629772835,0.1034579455817888,0.7384307173954947,3.1966819761688643,0.5584374204819385,0.08131342364747035,0.38950513949093657,0.40948680747067834,False,Tbx3
Zfa_208,0.82151017031673,0.1028518937833379,0.7186582765333921,3.174265088951362,0.5481219418459123,0.04492978129979413,0.28105012132211643,0.5512162228972334,False,Zfa
Zfy1_213,0.82151017031673,0.1028518937833379,0.7186582765333921,3.174265088951362,0.5481219418459123,0.04492978129979413,0.28105012132211643,0.5512162228972334,False,Zfy1
Dlx4_427,0.7265527952638986,0.008392131706589747,0.7181606635573089,6.356532452671597,0.45151178205383624,0.08131342364747035,0.38950513949093657,0.40948680747067834,False,Dlx4
Elk1_274,0.9444671994333347,0.2404177401038623,0.7040494593294724,2.141325051661298,0.6712412531228487,0.08608693808145906,0.39139041137294167,0.40738981827645976,False,Elk1
Atf7_124,0.07631668918210091,-0.6146998529853271,0.691016542167428,,-0.45243484258746536,0.06537971299846093,0.33708396677361413,0.47226190398256707,False,Atf7
Wt1_872,0.761363173513001,0.07287882338912127,0.6884843501238798,3.5652682713749124,0.5029629455619798,0.010799374268876893,0.17201723107614295,0.7644280473571774,False,Wt1
Elk4_280,0.9738546010054218,0.28652606869273683,0.687328532312685,1.929226924224962,0.7050404178992404,0.11234505439920868,0.43651250211498704,0.3600033131914105,False,Elk4
Zfp524_212,0.8151233675347593,0.13229062208074902,0.6828327454540103,2.807491526097024,0.5594497136068425,0.10962541017848808,0.42973160789967324,0.36680270163011447,False,Zfp524
Tbx2_760,0.7718134683634589,0.09234123650772427,0.6794722318557346,3.2488475295720405,0.5181094206477657,0.11511762226810834,0.4433787896963824,0.3532250864541578,False,Tbx2
Tcf7l2_732,0.7646034857400582,0.08930716252855621,0.675296323211502,3.284362499998302,0.5129401668677435,0.2609949911650735,0.6170724266705974,0.20966385921249434,False,Tcf7l2
Klf4_143,0.42706265964247697,-0.2480331071731305,0.6750957668156075,,0.12368576272819208,0.058273430007300404,0.3232526117386098,0.4904579575254207,False,Klf4
Sox14_743,0.6142943913456285,-0.06031088562439215,0.6746052769700206,,0.35274920777712204,0.06467350339016227,0.33708396677361413,0.47226190398256707,False,Sox14
Arid5b_8,0.46783246662773165,-0.20601504762758951,0.6738475142553212,,0.17748247515692955,0.0441573084176666,0.28105012132211643,0.5512162228972334,False,Arid5b
Etv1_268,0.9247422710896545,0.2540570411293929,0.6706852299602615,2.035498029734719,0.6684819373926324,0.05699537504446534,0.31816405562796474,0.4973488860476612,False,Etv1
Elk3_272,0.9096071280616925,0.23954719661655718,0.6700599314451353,2.098706022184802,0.6549644586459409,0.10434242059496844,0.4241014514505169,0.37253024120246536,False,Elk3
Obox1_558,0.9942526758927526,0.34320042613463825,0.6510522497581144,1.6970296168458172,0.7387475641566306,0.07515263792230532,0.37876929512841884,0.4216252342537132,False,Obox1
Atf2_112,0.1923574306089103,-0.45634857380710153,0.6487060044160118,,-0.20422569183082603,0.08608693808145906,0.39139041137294167,0.40738981827645976,False,Atf2
Trp53_692,0.44474086567391125,-0.20289341384404333,0.6476342795179546,,0.16468811223069652,0.09926367741308408,0.42091617056894304,0.3758043894005633,False,Trp53
Gbx2_494,0.8416102485600314,0.19617425331186955,0.6454359952481619,2.286164750566291,0.6030195297781445,0.1273541010789603,0.4660843035337884,0.3315355226916303,False,Gbx2
Otx2_437,1.0696694482886544,0.42474051800368057,0.6449289302849739,1.485180493153712,0.8050488760395949,0.13352587609172878,0.47487831739074504,0.32341765954522517,False,Otx2
Otx1_411,1.0696694482886544,0.42474051800368057,0.6449289302849739,1.485180493153712,0.8050488760395949,0.13352587609172878,0.47487831739074504,0.32341765954522517,False,Otx1
Cdx2_473,0.8555557451599445,0.21234530605827984,0.6432104391016646,2.193662826831064,0.6172519524566076,0.10748738520520415,0.42704447635581105,0.36952689118105525,False,Cdx2
Etv5_276,0.861276981358328,0.22582042168876895,0.635456559669559,2.1140957879723192,0.6262510030943158,0.09679933096942271,0.41445150444189727,0.38252627955385765,False,Etv5
ENSMUSG00000044690_289,0.861276981358328,0.22582042168876895,0.635456559669559,2.1140957879723192,0.6262510030943158,0.09679933096942271,0.41445150444189727,0.38252627955385765,False,ENSMUSG00000044690
Hnf1b_426,0.8818948222373986,0.2474785795392013,0.6344162426981973,2.0129251359642053,0.6458738135007018,0.08476315255236017,0.39139041137294167,0.40738981827645976,False,Hnf1b
Hmga1rs1_777,0.7683228171250779,0.1350973620207808,0.6332254551042971,2.703980799970067,0.5377533720005248,0.023211547523392193,0.18956097144103626,0.722251074342754,False,Hmga1rs1
Hmga1_776,0.7683228171250779,0.1350973620207808,0.6332254551042971,2.703980799970067,0.5377533720005248,0.023211547523392193,0.18956097144103626,0.722251074342754,False,Hmga1
Hmga2_14,0.7683228171250779,0.1350973620207808,0.6332254551042971,2.703980799970067,0.5377533720005248,0.023211547523392193,0.18956097144103626,0.722251074342754,False,Hmga2
Nkx11_610,0.8870209936959571,0.25628666357455704,0.6307343301214001,1.9701941599962445,0.6522834855939167,0.1520393355902343,0.5098809657436756,0.29253120028352436,False,Nkx11
Nkx11_468,0.8870209936959571,0.25628666357455704,0.6307343301214001,1.9701941599962445,0.6522834855939167,0.1520393355902343,0.5098809657436756,0.29253120028352436,False,Nkx11
Stat5b_756,0.8342237822080483,0.2083610434460923,0.625862738761956,2.1889998700978563,0.6052974850736436,0.19651080866059678,0.5543492406233346,0.25621654305429564,False,Stat5b
Lef1_734,0.7486009387834294,0.13474605540151663,0.6138548833819127,2.6754751891910433,0.527744467310121,0.24784353873991127,0.6021983503267265,0.22026043853594784,False,Lef1
Pknox1_414,0.7688192956191864,0.15628358040945026,0.6125357152097362,2.4974715848527533,0.5484873652520634,0.1173741939534153,0.44722386164684785,0.34947503270416536,False,Pknox1
Mecp2_642,0.43546415895616397,-0.1739046006880148,0.6093687596441788,,0.17731798990550857,0.08653189367088847,0.39139041137294167,0.40738981827645976,False,Mecp2
E4f1_873,0.42882432865713904,-0.1712984881488665,0.6001228168060055,,0.1747425014424691,0.1412346064620597,0.48696054092738145,0.3125062288301129,False,E4f1
Tbx20_767,0.5820300251217637,-0.010417404785585128,0.5924474299073489,,0.3626733359741457,0.18660499690731847,0.5431868226807092,0.26505077426965645,False,Tbx20
Pax2_612,0.4263314645680434,-0.1660553210910573,0.5923867856591007,,0.17649904099782524,0.03952092614395289,0.2694590996898324,0.5695071456053412,False,Pax2
Barhl1_457,0.9099829745147789,0.3196341509234376,0.5903488235913413,1.6861145312984651,0.6913631420175365,0.05066234795773534,0.29958573605242744,0.5234788682128636,False,Barhl1
Xbp1_103,0.4586712135547921,-0.1258252905432112,0.5844965040980034,,0.2220910250899699,0.05094995511095705,0.29958573605242744,0.5234788682128636,False,Xbp1
Etv4_278,0.838379573172946,0.25542102912177067,0.5829585440511753,1.9039744199913118,0.629380217035607,0.10382543770724267,0.4241014514505169,0.37253024120246536,False,Etv4
Stat5a_755,0.9016406366485027,0.32714584661733,0.5744947900311728,1.6411323736776908,0.6909920399861168,0.1770730507749093,0.5322870282416291,0.27385411739238713,False,Stat5a
Pou2f3_487,0.6386031060048005,0.06741938427509528,0.5711837217297052,3.4594124968575635,0.4361738298837178,0.08653189367088847,0.39139041137294167,0.40738981827645976,False,Pou2f3
Gm5454_290,0.8387011679409139,0.28035260585122806,0.5583485620896858,1.7710879074341621,0.6411084255926358,0.09486329113321856,0.4101442293112685,0.38706339455041994,False,Gm5454
Zfx_240,0.5935629622338792,0.03758885714331884,0.5559741050905603,4.1819482495095235,0.3956944954606265,0.10538251886874765,0.4244172677727645,0.3722069547757236,False,Zfx
Cdx1_448,0.7879452978674086,0.2357910406965867,0.5521542571708219,1.9408340595803215,0.5963323460305827,0.18660499690731847,0.5431868226807092,0.26505077426965645,False,Cdx1
Cdx4_481,0.7879452978674086,0.2357910406965867,0.5521542571708219,1.9408340595803215,0.5963323460305827,0.18660499690731847,0.5431868226807092,0.26505077426965645,False,Cdx4
Ovol2_809,0.7255216625500955,0.17536855342306074,0.5501531091270349,2.2615977318610065,0.5364956978564578,0.11966534166514296,0.44722386164684785,0.34947503270416536,False,Ovol2
Dlx3_401,0.5957879938707882,0.04641567875396943,0.5493723151168187,3.8960287551615145,0.401741680120044,0.15982508769978576,0.518256350555923,0.28545536748881184,False,Dlx3
Ahr_28,0.5809876240332496,0.03162559148229899,0.5493620325509505,4.3920113429061765,0.3854935565901812,0.040938230565121934,0.2694590996898324,0.5695071456053412,False,Ahr
Ahrr_36,0.5809876240332496,0.03162559148229899,0.5493620325509505,4.3920113429061765,0.3854935565901812,0.040938230565121934,0.2694590996898324,0.5695071456053412,False,Ahrr
Hlf_99,0.4783481981585437,-0.07084982318196506,0.5491980213405088,,0.2675348242726712,0.23612186256272094,0.58830362367322,0.23039847655486714,False,Hlf
Nkx12_545,0.6943258784226584,0.14774959103715773,0.5465762873855007,2.4518853200419164,0.5069448649148917,0.2609949911650735,0.6170724266705974,0.20966385921249434,False,Nkx12
Smad4_860,0.5955508142579216,0.06554624238387362,0.5300045718740479,3.4151527555010164,0.41202112989499995,0.18020920838805043,0.5333708785176526,0.2729707000153713,False,Smad4
Zfp161_209,0.6442856456230734,0.11476265639878022,0.5295229892242932,2.71994045059568,0.46417071384138864,0.1569597401952998,0.512735151304646,0.2901069078485895,False,Zfp161
Ets2_828,0.8678216486976367,0.33980275218495654,0.5280188965126802,1.5383705605029252,0.6815052182552926,0.1649343643350727,0.5186549775936969,0.285121449772472,False,Ets2
Gabpa_273,0.8678216486976367,0.33980275218495654,0.5280188965126802,1.5383705605029252,0.6815052182552926,0.1649343643350727,0.5186549775936969,0.285121449772472,False,Gabpa
Gm4881_292,0.8678216486976367,0.33980275218495654,0.5280188965126802,1.5383705605029252,0.6815052182552926,0.1649343643350727,0.5186549775936969,0.285121449772472,False,Gm4881
Six3_516,0.296641873891372,-0.2312552842719532,0.5278971581633252,,0.04641184398214205,0.24586214947237395,0.6006936726721159,0.22134694261242108,False,Six3
Trp73_691,0.6528827260945926,0.12769691824751317,0.5251858078470795,2.5844084704810197,0.4753856609519232,0.286524546165437,0.6397839233364948,0.19396667718403093,False,Trp73
IRC900814_721,0.4834132278381522,-0.036305255878378725,0.519718483716531,,0.2910777578024245,0.21656323970653402,0.5615334517980727,0.2506243667425528,False,IRC900814
Nr2e1_667,0.5435746281978331,0.02579338762055761,0.5177812405772755,4.588275012549057,0.36141354519043223,0.12857036459614918,0.4685911635281139,0.32920590538302424,False,Nr2e1
NP_608,0.9166885763083144,0.40137770070429035,0.515310875604024,1.3687207962840826,0.7303427038231443,0.21837412014369495,0.5615334517980727,0.2506243667425528,False,NP
Q8VHG7_609,0.9166885763083144,0.40137770070429035,0.515310875604024,1.3687207962840826,0.7303427038231443,0.21837412014369495,0.5615334517980727,0.2506243667425528,False,Q8VHG7
AC1890281_579,0.9166885763083144,0.40137770070429035,0.515310875604024,1.3687207962840826,0.7303427038231443,0.21837412014369495,0.5615334517980727,0.2506243667425528,False,AC1890281
Obox5_578,0.9166885763083144,0.40137770070429035,0.515310875604024,1.3687207962840826,0.7303427038231443,0.21837412014369495,0.5615334517980727,0.2506243667425528,False,Obox5
Erf_288,0.9972794918121842,0.4822323507376225,0.5150471410745617,1.2126606369362911,0.798884917645144,0.17168290058299707,0.5267980920956393,0.278355806591492,False,Erf
Atf6b_100,0.36352681879237947,-0.14383174183183034,0.5073585606242098,,0.15036150487667926,0.06259255515292367,0.3345856584538101,0.4754926784000956,False,Atf6b
Atf6_111,0.36352681879237947,-0.14383174183183034,0.5073585606242098,,0.15036150487667926,0.06259255515292367,0.3345856584538101,0.4754926784000956,False,Atf6
Irx3_483,0.3323476779292921,-0.1668416970304122,0.4991893749597043,,0.11470415698236351,0.2898304682197743,0.6455314973985883,0.19008256236321125,False,Irx3
Zfp957_16,0.8163877868257685,0.3207627181769192,0.4956250686488493,1.5443151914588649,0.6494547442317048,0.20767087054946964,0.5597434387602835,0.25201098846247216,False,Zfp957
Osr1_206,0.6230551545514796,0.1297857977968887,0.49326935675459094,2.5049497414626547,0.46092125944793555,0.10076615243645136,0.4241014514505169,0.37253024120246536,False,Osr1
Six5_837,0.4228387784751509,-0.06090247390298177,0.48374125237813265,,0.2399700594357861,0.3562468240298162,0.6830645625962998,0.16553824528750016,False,Six5
Tcf7l1_744,0.4480917249939025,-0.025747438377911217,0.4738391633718137,,0.2764039291503076,0.13862790846647352,0.48696054092738145,0.3125062288301129,False,Tcf7l1
Tbx5_764,0.5211927501393553,0.050562666513969685,0.4706300836253856,3.619854193777455,0.3627534436145773,0.28542825378298975,0.6397839233364948,0.19396667718403093,False,Tbx5
Jdp2_114,0.26087422069048427,-0.20831591251273757,0.46919013320322184,,0.03742320603427723,0.26617950404415736,0.6210855094363672,0.20684860317312243,False,Jdp2
X9430076C15Rik_128,-0.4504556750193586,-0.9132101583839335,0.46275448336457486,-1.4853227597016843,-1.6521435088056788,0.17244531401716423,0.5267980920956393,0.278355806591492,False,X9430076C15Rik
Elf2_286,0.7792216417163712,0.3176142264054267,0.4616074153109445,1.500344821904318,0.630794922398562,0.18660499690731847,0.5431868226807092,0.26505077426965645,False,Elf2
Ddit3_788,0.5355944040775668,0.07401842679567082,0.4615759772818959,3.1193436745551266,0.38383578058352735,0.24983607681386555,0.6053720322797511,0.21797764698556465,False,Ddit3
Dux_392,0.6917518889132426,0.23423701877393865,0.4575148701393039,1.7896628307999454,0.5489243002846607,0.13289847297944746,0.47487831739074504,0.32341765954522517,False,Dux
Hoxd11_532,0.33437112892457865,-0.12153176400629265,0.4559028929308713,,0.1458987264000557,0.29764381569914644,0.6546679437572248,0.18397892406989044,False,Hoxd11
Srebf2_38,0.27632982217046687,-0.17860838043958804,0.4549382026100549,,0.06882311389472248,0.13605842920225344,0.481941905848946,0.31700530925037373,False,Srebf2
Zfp219_816,0.569300831360585,0.11676095348867126,0.4525398778719137,2.5475003175730166,0.425492490048473,0.31720023270695785,0.6741460367410526,0.17124601432401756,False,Zfp219
Hoxc9_503,0.88361885280357,0.441586732805641,0.442032119997929,1.1850929752608097,0.7334435400634272,0.16641650641611816,0.5186549775936969,0.285121449772472,False,Hoxc9
NP_594,0.88361885280357,0.441586732805641,0.442032119997929,1.1850929752608097,0.7334435400634272,0.16641650641611816,0.5186549775936969,0.285121449772472,False,NP
Hoxc6_406,0.7613043444194123,0.31953425505347177,0.44177008936594053,1.462829739939659,0.6233231037211988,0.17321025703824877,0.5267980920956393,0.278355806591492,False,Hoxc6
Barhl2_492,0.6239465467888745,0.18282621224228005,0.4411203345465945,2.0186933797382656,0.4889122655997451,0.15554175079664811,0.512735151304646,0.2901069078485895,False,Barhl2
Mtf1_175,0.6540751227711183,0.21324336657295584,0.4408317561981625,1.855793670751895,0.5197021618081661,0.11908929622662985,0.44722386164684785,0.34947503270416536,False,Mtf1
Crx_526,0.8370365194292251,0.3967607751109894,0.4402757443182357,1.2705681573464438,0.6932292485929479,0.18258827216249673,0.5386048697234853,0.26872972429161335,False,Crx
Gsc_429,0.8634494836180073,0.4282051618652815,0.4352443217527258,1.20014240126492,0.7188129787167125,0.20942781722323534,0.5597434387602835,0.25201098846247216,False,Gsc
Hoxa10_395,0.600304073569618,0.16560339162763274,0.4347006819419853,2.113534607870539,0.4677528912193699,0.40637695341849145,0.7475008346661669,0.12638831806613054,False,Hoxa10
Tfdp2_255,0.7490012168735581,0.3150048065212094,0.43399641035234876,1.4631305732922832,0.6154191333964271,0.1485972899111543,0.504087729621685,0.2974938739216007,False,Tfdp2
Tfdp1_256,0.7490012168735581,0.3150048065212094,0.43399641035234876,1.4631305732922832,0.6154191333964271,0.1485972899111543,0.504087729621685,0.2974938739216007,False,Tfdp1
Myt1l_241,0.4138631685550437,-0.01899233014860196,0.43285549870364565,,0.2599478497755138,0.20246422812197096,0.5563035800734529,0.25468814516227745,False,Myt1l
Irx6_485,0.5503811529414817,0.1191638383425512,0.43121731459893053,2.4787427333061225,0.41659386372629925,0.32073691330941434,0.678393183546531,0.16851852449397287,False,Irx6
Spdef_279,0.6831643322234604,0.2537878147828477,0.4293765174406127,1.6597011418080203,0.5543197594185986,0.19819854791202374,0.5549559341536664,0.25574150032540355,False,Spdef
Tcfap2d_5,0.5294494733522972,0.10601152577444416,0.423437947577853,2.599096544690938,0.3980553425008479,0.11624160558030416,0.4457612874862099,0.35089765088752634,False,Tcfap2d
Msx3_453,0.6927906135105447,0.26984103099489604,0.4229495825156487,1.5889682746351887,0.5668792615739304,0.2931619747799591,0.6480422600399096,0.18839667205579821,False,Msx3
Mafg_123,0.01360853365441906,-0.4072591655617575,0.42086769921617656,,-0.3162142984278744,0.20854800287859498,0.5597434387602835,0.25201098846247216,False,Mafg
Creb1_109,0.2171842615757121,-0.20040211305964872,0.41758637463536086,,0.012055253395698493,0.11794372722138693,0.44722386164684785,0.34947503270416536,False,Creb1
Msx2_433,0.7098446361256622,0.29300165293242486,0.4168429831932373,1.5007847001459325,0.5863306275126944,0.14321422916122067,0.48959282992324277,0.3101649510495297,False,Msx2
Pax9_693,0.29209712740940813,-0.12187691356711651,0.4139740409765246,,0.11784144142503823,0.21656323970653402,0.5615334517980727,0.2506243667425528,False,Pax9
Irx4_435,0.5299374689432075,0.12128490145295827,0.4086525674902492,2.409361044420098,0.40665768084771614,0.2609949911650735,0.6170724266705974,0.20966385921249434,False,Irx4
NP_598,0.6369449287271544,0.23391166374470632,0.40303326498244807,1.6914399786306618,0.5214812655861799,0.2548662986110496,0.612512466961705,0.21288506732657592,False,NP
Tgif2_566,0.4836497047384175,0.08069600985459598,0.40295369488382154,2.8797225297826414,0.3585907733088196,0.1492808953905173,0.5044664740782999,0.29716769088713796,False,Tgif2
Gm4881_294,0.6718243202799666,0.27194522772802127,0.39987909255194537,1.5403742099606907,0.5576647349277297,0.2810714683670418,0.6397839233364948,0.19396667718403093,False,Gm4881
Dobox4_611,0.39146769344998594,-0.008289033653243577,0.3997567271032295,,0.25288711012704707,0.19567089727278142,0.5543492406233346,0.25621654305429564,False,Dobox4
Etv3_267,0.826690998996329,0.42736224650513066,0.39932875249119837,1.1482978845870602,0.7022378577690243,0.2609949911650735,0.6170724266705974,0.20966385921249434,False,Etv3
E2f3_258,0.5655635429406445,0.16891026764642944,0.396653275294215,2.0145351004010426,0.45126324475789015,0.20246422812197096,0.5563035800734529,0.25468814516227745,False,E2f3
Pit1_623,0.6094050371743582,0.21649000355273804,0.39291503362162017,1.7490086795745283,0.498707882149356,0.28542825378298975,0.6397839233364948,0.19396667718403093,False,Pit1
Fezf2_159,0.4266127163842316,0.034971421453390585,0.391641294930841,3.8991732983177423,0.29958705225471144,0.1562495253025225,0.512735151304646,0.2901069078485895,False,Fezf2
Fezf1_177,0.4266127163842316,0.034971421453390585,0.391641294930841,3.8991732983177423,0.29958705225471144,0.1562495253025225,0.512735151304646,0.2901069078485895,False,Fezf1
Cxxc1_247,0.4671246616123882,0.07855241314195402,0.38857224847043415,2.8779012282311793,0.34804942151798063,0.2630603542269213,0.6170724266705974,0.20966385921249434,False,Cxxc1
Meis1_425,0.3813100406030825,-0.005548647621615,0.3868586882246975,,0.24838994790285288,0.24291093461709634,0.595131789811886,0.22538685065750608,False,Meis1
Pou5f1_618,0.3018868991476235,-0.07955498116586575,0.38144188031348925,,0.15207430757511944,0.21476319200051797,0.5615334517980727,0.2506243667425528,False,Pou5f1
Pknox2_501,0.44332931112122426,0.06347888314402048,0.3798504279772038,3.117625503662352,0.3258516141341839,0.21928362960208025,0.5622330270611476,0.2500836463680038,False,Pknox2
Eomes_768,0.3875701403218738,0.014458317302943408,0.3731118230189304,4.960860689761006,0.2642532432296412,0.3716390198416408,0.7079602926572942,0.14999109988568293,False,Eomes
Creb3l3_116,-0.47405944236347064,-0.8430757974322449,0.3690163550687743,-1.2687630833137713,-1.5503282105181992,0.43580079301493435,0.7666770299685667,0.11538754823109894,False,Creb3l3
Creb3_870,-0.47405944236347064,-0.8430757974322449,0.3690163550687743,-1.2687630833137713,-1.5503282105181992,0.43580079301493435,0.7666770299685667,0.11538754823109894,False,Creb3
Nkx29_564,0.4615850467273651,0.0943993891526524,0.3671856575747127,2.6052443844961015,0.35387905132908587,0.3847759944888022,0.7236085866505833,0.14049628825661234,False,Nkx29
Crem_134,0.22391976000177663,-0.1417604099602164,0.36568016996199304,,0.05808048396753784,0.325492416784238,0.6794441690533485,0.16784622409444797,False,Crem
Pou6f1_416,0.6072369542125092,0.2440427367639037,0.3631942174486055,1.5734016563590465,0.5116095647031835,0.20505553532517584,0.5582067350518676,0.2532049278290869,False,Pou6f1
Sry_748,0.25972211548683916,-0.09959965767006815,0.3593217731569073,,0.1111131014059516,0.1569597401952998,0.512735151304646,0.2901069078485895,False,Sry
Npas4_80,0.34105411448879014,-0.0172933629195178,0.3583474774083079,,0.21646154021728492,0.20854800287859498,0.5597434387602835,0.25201098846247216,False,Npas4
Meis2_461,0.23578987351540903,-0.12062496055728074,0.35641483407268976,,0.08077015026329373,0.35372108789891943,0.6826739595773457,0.16578666288372024,False,Meis2
Dlx5_478,0.5714901177867242,0.21729163090261583,0.3541984868841084,1.6672521294529337,0.47963503282295783,0.3524624746930266,0.6817366286825646,0.16638337138607817,False,Dlx5
